Order,Family,Genus,species,Sex.chromosome.system,haploid
Carnivora,Felidae,Leopardus,Leopardus_geoffroyi,XY,18
Carnivora,Felidae,Leopardus,Leopardus_pardalis,XY,18
Carnivora,Felidae,Leopardus,Leopardus_tigrinus,XY,19
Carnivora,Felidae,Leopardus,Leopardus_tigrinus,XY,18
Carnivora,Felidae,Leptailurus,Leptailurus_serval,XY,19
Carnivora,Felidae,Lynchailurus,Lynchailurus_colocolo,XY,19
Carnivora,Felidae,Lynx,Lynx_lynx,XY,19
Carnivora,Felidae,Lynx,Lynx_rufus,XY,19
Carnivora,Felidae,Neofelis,Neofelis_nebulosa,XY,19
Carnivora,Felidae,Neofelis,Neofelis_nebulosa_diardi,XY,19
Carnivora,Felidae,Octocolobus,Octocolobus_manul,XY,19
Carnivora,Felidae,Panthera,Panthera_leo,XY,19
Carnivora,Felidae,Panthera,Panthera_pardus,XY,19
Carnivora,Felidae,Panthera,Panthera_tigris,XY,19
Carnivora,Felidae,Panthera,Panthera_tigris_altaica,XY,19
Carnivora,Felidae,Prionailurus,Prionailurus_bengalensis,XY,19
Carnivora,Felidae,Prionailurus,Prionailurus_bengalensis_euptilurus,XY,19
Carnivora,Felidae,Prionailurus,Prionailurus_viverrinus,XY,19
Carnivora,Felidae,Profelis,Profelis_temmincki,XY,19
Carnivora,Felidae,Puma,Puma_concolor,XY,19
Carnivora,Felidae,Uncia,Uncia_uncia,XY,19
Carnivora,Herpestidae,Atilax,Atilax_paludinosus,complex XY,18
Carnivora,Herpestidae,Bdeogale,Bdeogale_sp.,XY,18
Carnivora,Herpestidae,Helogale,Helogale_parvula,XY,18
Carnivora,Herpestidae,Herpestes,Herpestes_auropunctatus,complex XY,18
Carnivora,Herpestidae,Herpestes,Herpestes_javanicus,XY,18
Carnivora,Herpestidae,Suricata,Suricata_suricatta,XY,18
Carnivora,Hyaenidae,Crocuta,Crocuta_crocuta,XY,20
Carnivora,Hyaenidae,Hyaena,Hyaena_brunnea,XY,20
Carnivora,Hyaenidae,Parahyaena,Parahyaena_brunnea,XY,20
Carnivora,Hyaenidae,Proteles,Proteles_cristatus,XY,20
Carnivora,Mephitidae,Conepatus,Conepatus_leuconotus,XY,23
Carnivora,Mephitidae,Mephitis,Mephitis_macroura,XY,25
Carnivora,Mephitidae,Mephitis,Mephitis_mephitis,XY,25
Carnivora,Mephitidae,Spilogale,Spilogale_gracilis,XY,30
Carnivora,Mustelidae,Amblonyx,Amblonyx_cinerea,XY,19
Carnivora,Mustelidae,Eira,Eira_barbara,XY,19
Carnivora,Mustelidae,Enhydra,Enhydra_lutris,XY,19
Carnivora,Mustelidae,Galictis,Galictis_vittata,XY,19
Carnivora,Mustelidae,Gulo,Gulo_gulo,XY,21
Carnivora,Mustelidae,Ictonyx,Ictonyx_striatus,XY,19
Carnivora,Mustelidae,Lutra,Lutra_lutra,XY,18
Carnivora,Mustelidae,Lutra,Lutra_lutra,XY,19
Carnivora,Mustelidae,Martes,Martes_americana,XY,19
Carnivora,Mustelidae,Martes,Martes_flavigula,XY,20
Carnivora,Mustelidae,Martes,Martes_foina,XY,19
Carnivora,Mustelidae,Martes,Martes_martes,XY,19
Carnivora,Mustelidae,Martes,Martes_melampus,XY,19
Carnivora,Mustelidae,Martes,Martes_zibellina,XY,19
Carnivora,Mustelidae,Meles,Meles_meles,XY,22
Carnivora,Mustelidae,Mellivora,Mellivora_capensis,XY,20
Carnivora,Mustelidae,Melogale,Melogale_moschata,XY,19
Carnivora,Mustelidae,Melogale,Melogale_sp.,XY,19
Carnivora,Mustelidae,Mustela,Mustela_altaica,XY,22
Carnivora,Mustelidae,Mustela,Mustela_erminea,XY,22
Carnivora,Mustelidae,Mustela,Mustela_eversmanni,XY,19
Carnivora,Mustelidae,Mustela,Mustela_frenata,XY,21
Carnivora,Mustelidae,Mustela,Mustela_itatsi,XY,19
Carnivora,Mustelidae,Mustela,Mustela_lutreola,XY,19
Carnivora,Mustelidae,Mustela,Mustela_nigripes,XY,19
Carnivora,Mustelidae,Mustela,Mustela_nivalis,XY,21
Carnivora,Mustelidae,Mustela,Mustela_putorius_furo,XY,20
Carnivora,Mustelidae,Mustela,Mustela_putorius_putorius,XY,20
Carnivora,Mustelidae,Mustela,Mustela_sibirica,XY,19
Carnivora,Mustelidae,Mustela,Mustela_sibirica_itatsi,XY,19
Carnivora,Mustelidae,Mustela,Mustela_vison,XY,15
Carnivora,Mustelidae,Spilogale,Spilogale_gracilis_latifrons,XY,30
Carnivora,Mustelidae,Spilogale,Spilogale_putorius,XY,32
Carnivora,Mustelidae,Spilogale,Spilogale_putorius_interrupta,XY,32
Carnivora,Mustelidae,Taxidea,Taxidea_taxus,XY,16
Carnivora,Mustelidae,Vormela,Vormela_peregusna,XY,19
Carnivora,Nandiniidae,Nandinia,Nandinia_binotata,XY,19
Carnivora,Odobenidae,Odobenus,Odobenus_rosmarus,XY,16
Carnivora,Otariidae,Arctocephalus,Arctocephalus_forsteri,XY,18
Carnivora,Otariidae,Arctocephalus,Arctocephalus_pusillus,XY,18
Carnivora,Otariidae,Callorhinus,Callorhinus_ursinus,XY,18
Carnivora,Otariidae,Eumetopias,Eumetopias_jubatus,XY,18
Carnivora,Otariidae,Phocarctos,Phocarctos_hookeri,XY,18
Carnivora,Otariidae,Zalophus,Zalophus_californianus,XY,18
Carnivora,Phocidae,Cystophora,Cystophora_cristata,XY,17
Carnivora,Phocidae,Erignathus,Erignathus_barbatus,XY,17
Carnivora,Phocidae,Halichoerus,Halichoerus_grypus,XY,16
Carnivora,Phocidae,Leptonychotes,Leptonychotes_weddelli,XY,17
Carnivora,Phocidae,Mirounga,Mirounga_angustirostris,XY,17
Carnivora,Phocidae,Monachus,Monachus_schauinslandi,XY,17
Carnivora,Phocidae,Pagophilus,Pagophilus_groenlandicus,XY,16
Carnivora,Phocidae,Phoca,Phoca_fasciata,XY,16
Carnivora,Phocidae,Phoca,Phoca_groenlandica,XY,16
Carnivora,Phocidae,Phoca,Phoca_largha,XY,16
Carnivora,Phocidae,Phoca,Phoca_vitulina,XY,16
Carnivora,Phocidae,Pusa,Pusa_hispida,XY,16
Carnivora,Phocidae,Pusa,Pusa_sibirica,XY,16
Carnivora,Procyonidae,Ailurus,Ailurus_fulgens,XY,18
Carnivora,Procyonidae,Bassariscus,Bassariscus_astutus,XY,19
Carnivora,Procyonidae,Brassaricyon,Brassaricyon_sp.,XY,19
Carnivora,Procyonidae,Nasua,Nasua_nasua,XY,19
Carnivora,Procyonidae,Potos,Potos_flavus,XY,19
Carnivora,Procyonidae,Procyon,Procyon_lotor,XY,19
Carnivora,Ursidae,Ailuropoda,Ailuropoda_melanoleuca,XY,21
Carnivora,Ursidae,Helarctos,Helarctos_malayanus,XY,37
Carnivora,Ursidae,Selenarctos,Selenarctos_thibetanus,XY,37
Carnivora,Ursidae,Tremarctos,Tremarctos_ornatus,XY,26
Carnivora,Ursidae,Ursus,Ursus_americanus,XY,37
Carnivora,Ursidae,Ursus,Ursus_arctos,XY,37
Carnivora,Ursidae,Ursus,Ursus_malayanus,XY,37
Carnivora,Ursidae,Ursus,Ursus_maritimus,XY,37
Carnivora,Ursidae,Ursus,Ursus_thibetanus,XY,37
Carnivora,Ursidae,Ursus,Ursus_ursinus,XY,37
Carnivora,Viverridae,Arctictis,Arctictis_binturong,XY,21
Carnivora,Viverridae,Arctogalidia,Arctogalidia_trivirgata_stigmatica,XY,20
Carnivora,Viverridae,Genetta,Genetta_genetta,XY,27
Carnivora,Viverridae,Genetta,Genetta_genetta_neumanni,XY,26
Carnivora,Viverridae,Genetta,Genetta_johnstoni,XY,25
Carnivora,Viverridae,Genetta,Genetta_maculata,XY,26
Carnivora,Viverridae,Genetta,Genetta_pardina,XY,26
Carnivora,Viverridae,Genetta,Genetta_tigrina,XY,27
Carnivora,Viverridae,Hemigalus,Hemigalus_derbyanus,XY,21
Carnivora,Viverridae,Paguma,Paguma_larvata,XY,22
Carnivora,Viverridae,Paradoxurus,Paradoxurus_hermaphroditicus,XY,21
Carnivora,Viverridae,Prionodon,Prionodon_linsang,XY,17
Carnivora,Viverridae,Viverricula,Viverricula_indica,XY,18
Carnivora,Viverridae,Viverricula,Viverricula_indica,XY,19
