Family,Genus,Species,species,haploid
Brassicaceae,Draba,klasterskyi,Draba_klasterskyi,8
Brassicaceae,Draba,korabensis,Draba_korabensis,16
Brassicaceae,Draba,kotschyi,Draba_kotschyi,16
Brassicaceae,Draba,kurilensis,Draba_kurilensis,8
Brassicaceae,Draba,lacaitae,Draba_lacaitae,8
Brassicaceae,Draba,lactea,Draba_lactea,24
Brassicaceae,Draba,ladina,Draba_ladina,16
Brassicaceae,Draba,lanceolata,Draba_lanceolata,16
Brassicaceae,Draba,lasiocarpa,Draba_lasiocarpa,8
Brassicaceae,Draba,lemmonii,Draba_lemmonii,25
Brassicaceae,Draba,loiseleurii,Draba_loiseleurii,8
Brassicaceae,Draba,lonchocarpa,Draba_lonchocarpa,8
Brassicaceae,Draba,lonchocarpa var. exigua,Draba_lonchocarpa var. exigua,8
Brassicaceae,Draba,lonchocarpa var. vestita,Draba_lonchocarpa var. vestita,8
Brassicaceae,Draba,longipes,Draba_longipes,32
Brassicaceae,Draba,lutescens,Draba_lutescens,8
Brassicaceae,Draba,macounii,Draba_macounii,32
Brassicaceae,Draba,magadanensis,Draba_magadanensis,8
Brassicaceae,Draba,magellanica,Draba_magellanica,32
Brassicaceae,Draba,maguirei,Draba_maguirei,16
Brassicaceae,Draba,melanopus,Draba_melanopus,16
Brassicaceae,Draba,micropetala,Draba_micropetala,16
Brassicaceae,Draba,mogollonica,Draba_mogollonica,16
Brassicaceae,Draba,muralis,Draba_muralis,16
Brassicaceae,Draba,murrayi,Draba_murrayi,24
Brassicaceae,Draba,nemorosa,Draba_nemorosa,8
Brassicaceae,Draba,nivalis,Draba_nivalis,8
Brassicaceae,Draba,norvegica,Draba_norvegica,24
Brassicaceae,Draba,novolympica,Draba_novolympica,21
Brassicaceae,Draba,nuda,Draba_nuda,8
Brassicaceae,Draba,oblongata,Draba_oblongata,32
Brassicaceae,Draba,ochroleuca,Draba_ochroleuca,40
Brassicaceae,Draba,ogilviensis,Draba_ogilviensis,8
Brassicaceae,Draba,olgae,Draba_olgae,6
Brassicaceae,Draba,oligosperma,Draba_oligosperma,32
Brassicaceae,Draba,oreades,Draba_oreades,20
Brassicaceae,Draba,oreadum,Draba_oreadum,16
Brassicaceae,Draba,oreibata,Draba_oreibata,16
Brassicaceae,Draba,ovibovina,Draba_ovibovina,24
Brassicaceae,Draba,oxycarpa,Draba_oxycarpa,32
Brassicaceae,Draba,pacheri,Draba_pacheri,32
Brassicaceae,Draba,palanderiana,Draba_palanderiana,16
Brassicaceae,Draba,pamplonensis,Draba_pamplonensis,24
Brassicaceae,Draba,parnassica,Draba_parnassica,8
Brassicaceae,Draba,parvisiliquosa,Draba_parvisiliquosa,16
Brassicaceae,Draba,pauciflora,Draba_pauciflora,16
Brassicaceae,Draba,paucifructa,Draba_paucifructa,20
Brassicaceae,Draba,paysonii,Draba_paysonii,21
Brassicaceae,Draba,paysonii var. treleasii,Draba_paysonii var. treleasii,21
Brassicaceae,Draba,pectinipila,Draba_pectinipila,11
Brassicaceae,Draba,pedicellata,Draba_pedicellata,10
Brassicaceae,Draba,pennellii,Draba_pennellii,16
Brassicaceae,Draba,pickeringii,Draba_pickeringii,12
Brassicaceae,Draba,pilosa,Draba_pilosa,16
Brassicaceae,Draba,platycarpa,Draba_platycarpa,8
Brassicaceae,Draba,porsildii,Draba_porsildii,16
Brassicaceae,Draba,praealta,Draba_praealta,28
Brassicaceae,Draba,pseudopilosa,Draba_pseudopilosa,24
Brassicaceae,Draba,pulvinata,Draba_pulvinata,24
Brassicaceae,Draba,ramosissima,Draba_ramosissima,8
Brassicaceae,Draba,rectifructa,Draba_rectifructa,12
Brassicaceae,Draba,reptans,Draba_reptans,15
Brassicaceae,Draba,ruaxes,Draba_ruaxes,36
Brassicaceae,Draba,rupestris,Draba_rupestris,24
Brassicaceae,Draba,sachalinensis,Draba_sachalinensis,32
Brassicaceae,Draba,santaquinensis,Draba_santaquinensis,10
Brassicaceae,Draba,sauteri,Draba_sauteri,16
Brassicaceae,Draba,scotteri,Draba_scotteri,48
Brassicaceae,Draba,serpentina,Draba_serpentina,26
Brassicaceae,Draba,sharsmithii,Draba_sharsmithii,18
Brassicaceae,Draba,sibirica,Draba_sibirica,8
Brassicaceae,Draba,siliquosa,Draba_siliquosa,8
Brassicaceae,Draba,simonkaiana,Draba_simonkaiana,16
Brassicaceae,Draba,smithii,Draba_smithii,16
Brassicaceae,Draba,sobolifera,Draba_sobolifera,13
Brassicaceae,Draba,spectabilis,Draba_spectabilis,10
Brassicaceae,Draba,spectabilis var. oxyloba,Draba_spectabilis var. oxyloba,16
Brassicaceae,Draba,sphaerocarpa,Draba_sphaerocarpa,10
Brassicaceae,Draba,sphaeroides,Draba_sphaeroides,10
Brassicaceae,Draba,stellata,Draba_stellata,8
Brassicaceae,Draba,stenoloba,Draba_stenoloba,20
Brassicaceae,Draba,stenopetala,Draba_stenopetala,32
Brassicaceae,Draba,streptobrachia,Draba_streptobrachia,32
Brassicaceae,Draba,stylaris,Draba_stylaris,16
Brassicaceae,Draba,subalpina,Draba_subalpina,13
Brassicaceae,Draba,subamplexicaulis,Draba_subamplexicaulis,24
Brassicaceae,Draba,subcapitata,Draba_subcapitata,8
Brassicaceae,Draba,subeapitata,Draba_subeapitata,8
Brassicaceae,Draba,subnivalis,Draba_subnivalis,16
Brassicaceae,Draba,supranivalis,Draba_supranivalis,7
Brassicaceae,Draba,thomasii,Draba_thomasii,16
Brassicaceae,Draba,tomentosa,Draba_tomentosa,8
Brassicaceae,Draba,ussuriensis,Draba_ussuriensis,16
Brassicaceae,Draba,ventosa,Draba_ventosa,18
Brassicaceae,Draba,verna,Draba_verna,8
Brassicaceae,Draba,villosula,Draba_villosula,8
Brassicaceae,Draba,zapateri,Draba_zapateri,16
Brassicaceae,Draba,zionensis,Draba_zionensis,13
Brassicaceae,Dryopetalon,palmeri,Dryopetalon_palmeri,17
Brassicaceae,Dryopetalon,paysonii,Dryopetalon_paysonii,10
Brassicaceae,Dryopetalon,runcinatum,Dryopetalon_runcinatum,12
Brassicaceae,Dryopetalon,runcinatum var. laxiflorum,Dryopetalon_runcinatum var. laxiflorum,12
Brassicaceae,Dryopetalon,viereckii,Dryopetalon_viereckii,14
Brassicaceae,Elburzia,fenestrata,Elburzia_fenestrata,7
Brassicaceae,Enarthrocarpus,arcuatus,Enarthrocarpus_arcuatus,10
Brassicaceae,Enarthrocarpus,clavatus,Enarthrocarpus_clavatus,10
Brassicaceae,Enarthrocarpus,lyratus,Enarthrocarpus_lyratus,10
Brassicaceae,Enarthrocarpus,pterocarpus,Enarthrocarpus_pterocarpus,10
Brassicaceae,Enarthrocarpus,strangulatus,Enarthrocarpus_strangulatus,10
Brassicaceae,Eremobium,aegyptiaca,Eremobium_aegyptiaca,10
Brassicaceae,Eremobium,aegyptiacum,Eremobium_aegyptiacum,13
Brassicaceae,Erophila,Erophila majuscula,Erophila_erophila majuscula,7
Brassicaceae,Erophila,confertifolia,Erophila_confertifolia,15
Brassicaceae,Erophila,glabrescens,Erophila_glabrescens,26
Brassicaceae,Erophila,macrocarpa,Erophila_macrocarpa,12
Brassicaceae,Erophila,majuscula,Erophila_majuscula,7
Brassicaceae,Erophila,praecox,Erophila_praecox,18
Brassicaceae,Erophila,quadriplex,Erophila_quadriplex,26
Brassicaceae,Erophila,verna,Erophila_verna,18
Brassicaceae,Erophila,vioiaceo-petiolata,Erophila_vioiaceo-petiolata,32
Brassicaceae,Eruca,Eruca vesicaria,Eruca_eruca vesicaria,11
Brassicaceae,Eruca,cappadocica,Eruca_cappadocica,11
Brassicaceae,Eruca,loncholoma,Eruca_loncholoma,11
Brassicaceae,Eruca,orthosepala,Eruca_orthosepala,11
Brassicaceae,Eruca,pinnatifida,Eruca_pinnatifida,11
Brassicaceae,Eruca,sativa,Eruca_sativa,11
Brassicaceae,Eruca,vesicaria,Eruca_vesicaria,11
Brassicaceae,Eruca,vesicaria (L.) CAV. subsp. sativa (MILL.) THELL.,Eruca_vesicaria (l.) cav. subsp. sativa (mill.) thell.,11
Brassicaceae,Eruca,vesicaria subsp. sativa,Eruca_vesicaria subsp. sativa,11
Brassicaceae,Erucaria,aleppica,Erucaria_aleppica,8
Brassicaceae,Erucaria,cakilodica,Erucaria_cakilodica,6
Brassicaceae,Erucaria,cakiloidea,Erucaria_cakiloidea,6
Brassicaceae,Erucaria,erucariaides,Erucaria_erucariaides,8
Brassicaceae,Erucaria,erucarioides,Erucaria_erucarioides,8
Brassicaceae,Erucaria,hispanica,Erucaria_hispanica,8
Brassicaceae,Erucaria,microcarpa,Erucaria_microcarpa,8
Brassicaceae,Erucaria,myagroides,Erucaria_myagroides,8
Brassicaceae,Erucaria,ollivieri,Erucaria_ollivieri,8
Brassicaceae,Erucaria,pinnata,Erucaria_pinnata,7
Brassicaceae,Erucaria,uncata,Erucaria_uncata,8
Brassicaceae,Erucastrum,Erucastrum gallicum,Erucastrum_erucastrum gallicum,15
Brassicaceae,Erucastrum,abyssinicum,Erucastrum_abyssinicum,16
Brassicaceae,Erucastrum,arabicum,Erucastrum_arabicum,8
Brassicaceae,Erucastrum,baeticum,Erucastrum_baeticum,7
Brassicaceae,Erucastrum,brachycarpum,Erucastrum_brachycarpum,7
Brassicaceae,Erucastrum,brevirostre,Erucastrum_brevirostre,9
Brassicaceae,Erucastrum,canariense,Erucastrum_canariense,9
Brassicaceae,Erucastrum,canartense,Erucastrum_canartense,9
Brassicaceae,Erucastrum,cardaminoides,Erucastrum_cardaminoides,9
Brassicaceae,Erucastrum,elatum,Erucastrum_elatum,15
Brassicaceae,Erucastrum,erucastrum,Erucastrum_erucastrum,8
Brassicaceae,Erucastrum,fruticulosa subsp. rifanum,Erucastrum_fruticulosa subsp. rifanum,16
Brassicaceae,Erucastrum,gallicum,Erucastrum_gallicum,15
Brassicaceae,Erucastrum,ifniense,Erucastrum_ifniense,9
Brassicaceae,Erucastrum,laevigatum,Erucastrum_laevigatum,16
Brassicaceae,Erucastrum,leucanthemum,Erucastrum_leucanthemum,8
Brassicaceae,Erucastrum,leucanthum,Erucastrum_leucanthum,8
Brassicaceae,Erucastrum,littoreum,Erucastrum_littoreum,16
Brassicaceae,Erucastrum,littoreum subsp. brachycarpum,Erucastrum_littoreum subsp. brachycarpum,12
Brassicaceae,Erucastrum,littoreum subsp. glabrum,Erucastrum_littoreum subsp. glabrum,8
Brassicaceae,Erucastrum,meruense,Erucastrum_meruense,32
Brassicaceae,Erucastrum,nasturtiifolium,Erucastrum_nasturtiifolium,8
Brassicaceae,Erucastrum,nasturtiifolium subsp. sudrei,Erucastrum_nasturtiifolium subsp. sudrei,8
Brassicaceae,Erucastrum,obtusangulum,Erucastrum_obtusangulum,8
Brassicaceae,Erucastrum,pachypodium,Erucastrum_pachypodium,8
Brassicaceae,Erucastrum,pachypodum,Erucastrum_pachypodum,8
Brassicaceae,Erucastrum,palustre,Erucastrum_palustre,16
Brassicaceae,Erucastrum,pseudosinapis,Erucastrum_pseudosinapis,14
Brassicaceae,Erucastrum,rifanum,Erucastrum_rifanum,16
Brassicaceae,Erucastrum,strigosum,Erucastrum_strigosum,8
Brassicaceae,Erucastrum,subbipinnatifidum,Erucastrum_subbipinnatifidum,8
Brassicaceae,Erucastrum,supinum,Erucastrum_supinum,21
Brassicaceae,Erucastrum,thellungii,Erucastrum_thellungii,7
Brassicaceae,Erucastrum,varium,Erucastrum_varium,7
Brassicaceae,Erucastrum,virgatum,Erucastrum_virgatum,7
Brassicaceae,Erucastrum,virgatum subsp. baeticum,Erucastrum_virgatum subsp. baeticum,7
Brassicaceae,Erucastrum,virgatum subsp. brachycarpum,Erucastrum_virgatum subsp. brachycarpum,7
Brassicaceae,Erucastrum,virgatum subsp. pseudosinapis,Erucastrum_virgatum subsp. pseudosinapis,14
Brassicaceae,Erysimum,Erysimum cheiranthoides,Erysimum_erysimum cheiranthoides,8
Brassicaceae,Erysimum,Erysimum cheiri,Erysimum_erysimum cheiri,7
Brassicaceae,Erysimum,Erysimum marshallii(x),Erysimum_erysimum marshallii(x),21
Brassicaceae,Erysimum,adcumbens,Erysimum_adcumbens,16
Brassicaceae,Erysimum,aitchinsonii,Erysimum_aitchinsonii,7
Brassicaceae,Erysimum,aitchisonii,Erysimum_aitchisonii,7
Brassicaceae,Erysimum,allionii,Erysimum_allionii,21
Brassicaceae,Erysimum,altaicum,Erysimum_altaicum,17
Brassicaceae,Erysimum,ammophilum,Erysimum_ammophilum,18
Brassicaceae,Erysimum,amoenum,Erysimum_amoenum,18
Brassicaceae,Erysimum,amophilum,Erysimum_amophilum,18
Brassicaceae,Erysimum,amurense,Erysimum_amurense,6
Brassicaceae,Erysimum,andrzejowskianum,Erysimum_andrzejowskianum,35
Brassicaceae,Erysimum,angustatum,Erysimum_angustatum,18
Brassicaceae,Erysimum,arbuscula,Erysimum_arbuscula,14
Brassicaceae,Erysimum,arenicola,Erysimum_arenicola,18
Brassicaceae,Erysimum,asperulum,Erysimum_asperulum,12
Brassicaceae,Erysimum,asperum,Erysimum_asperum,18
Brassicaceae,Erysimum,atticum,Erysimum_atticum,7
Brassicaceae,Erysimum,australe,Erysimum_australe,7
Brassicaceae,Erysimum,aznavourii,Erysimum_aznavourii,7
Brassicaceae,Erysimum,baeticum,Erysimum_baeticum,28
Brassicaceae,Erysimum,bicolor,Erysimum_bicolor,14
Brassicaceae,Erysimum,boissieri,Erysimum_boissieri,24
Brassicaceae,Erysimum,bonannianum,Erysimum_bonannianum,8
Brassicaceae,Erysimum,borale,Erysimum_borale,8
Brassicaceae,Erysimum,boreale,Erysimum_boreale,8
Brassicaceae,Erysimum,bulgaricum,Erysimum_bulgaricum,7
Brassicaceae,Erysimum,caespitosum,Erysimum_caespitosum,28
Brassicaceae,Erysimum,calycinum,Erysimum_calycinum,12
Brassicaceae,Erysimum,candicum,Erysimum_candicum,6
Brassicaceae,Erysimum,canescens,Erysimum_canescens,36
Brassicaceae,Erysimum,capita,Erysimum_capita,18
Brassicaceae,Erysimum,capitatum,Erysimum_capitatum,18
Brassicaceae,Erysimum,capitatum var. angustatum,Erysimum_capitatum var. angustatum,18
Brassicaceae,Erysimum,capitatum var. bealianum,Erysimum_capitatum var. bealianum,18
Brassicaceae,Erysimum,capitatum var. perenne,Erysimum_capitatum var. perenne,18
Brassicaceae,Erysimum,capitatum var. purshii,Erysimum_capitatum var. purshii,18
Brassicaceae,Erysimum,carniolicum,Erysimum_carniolicum,16
Brassicaceae,Erysimum,cazorlense,Erysimum_cazorlense,14
Brassicaceae,Erysimum,cazorlensis,Erysimum_cazorlensis,28
Brassicaceae,Erysimum,cephalonicum,Erysimum_cephalonicum,14
Brassicaceae,Erysimum,cheiranthoides,Erysimum_cheiranthoides,8
Brassicaceae,Erysimum,cheiranthoides L.,Erysimum_cheiranthoides l.,8
Brassicaceae,Erysimum,cheiranthoides subsp. altum,Erysimum_cheiranthoides subsp. altum,8
Brassicaceae,Erysimum,cheiri,Erysimum_cheiri,6
Brassicaceae,Erysimum,cinereum,Erysimum_cinereum,14
Brassicaceae,Erysimum,cinereus,Erysimum_cinereus,14
Brassicaceae,Erysimum,coarctatum,Erysimum_coarctatum,27
Brassicaceae,Erysimum,collisparsum,Erysimum_collisparsum,7
Brassicaceae,Erysimum,comatum,Erysimum_comatum,7
Brassicaceae,Erysimum,concinnum,Erysimum_concinnum,18
Brassicaceae,Erysimum,corinthium,Erysimum_corinthium,6
Brassicaceae,Erysimum,crassicaule,Erysimum_crassicaule,24
Brassicaceae,Erysimum,crassipes,Erysimum_crassipes,7
Brassicaceae,Erysimum,crassistylum,Erysimum_crassistylum,7
Brassicaceae,Erysimum,crepidifolium,Erysimum_crepidifolium,7
Brassicaceae,Erysimum,creticum,Erysimum_creticum,7
Brassicaceae,Erysimum,cuspidatum,Erysimum_cuspidatum,8
Brassicaceae,Erysimum,decumbens,Erysimum_decumbens,17
Brassicaceae,Erysimum,desertorum,Erysimum_desertorum,18
Brassicaceae,Erysimum,diffusum,Erysimum_diffusum,14
Brassicaceae,Erysimum,drenovskyi,Erysimum_drenovskyi,14
Brassicaceae,Erysimum,drenowskii,Erysimum_drenowskii,7
Brassicaceae,Erysimum,duriaei,Erysimum_duriaei,13
Brassicaceae,Erysimum,duriaei subsp. gorbeanum,Erysimum_duriaei subsp. gorbeanum,19
Brassicaceae,Erysimum,duriaei subsp. pyrenaicum,Erysimum_duriaei subsp. pyrenaicum,14
Brassicaceae,Erysimum,durum,Erysimum_durum,24
Brassicaceae,Erysimum,filifolium,Erysimum_filifolium,24
Brassicaceae,Erysimum,fitzii,Erysimum_fitzii,7
Brassicaceae,Erysimum,franciscanum,Erysimum_franciscanum,18
Brassicaceae,Erysimum,gelidum,Erysimum_gelidum,7
Brassicaceae,Erysimum,gomezcampoi,Erysimum_gomezcampoi,7
Brassicaceae,Erysimum,gorbeanum,Erysimum_gorbeanum,19
Brassicaceae,Erysimum,graecum,Erysimum_graecum,12
Brassicaceae,Erysimum,grandiflorum,Erysimum_grandiflorum,7
Brassicaceae,Erysimum,grandilorum,Erysimum_grandilorum,7
Brassicaceae,Erysimum,hayekii,Erysimum_hayekii,7
Brassicaceae,Erysimum,helveticum,Erysimum_helveticum,28
Brassicaceae,Erysimum,hieracifolium,Erysimum_hieracifolium,16
Brassicaceae,Erysimum,hieraciifolium,Erysimum_hieraciifolium,16
Brassicaceae,Erysimum,hieraciifolium L.,Erysimum_hieraciifolium l.,16
Brassicaceae,Erysimum,horizontale,Erysimum_horizontale,12
Brassicaceae,Erysimum,humile,Erysimum_humile,15
Brassicaceae,Erysimum,hungaricum,Erysimum_hungaricum,24
Brassicaceae,Erysimum,incanum,Erysimum_incanum,8
Brassicaceae,Erysimum,inconspicuum,Erysimum_inconspicuum,27
Brassicaceae,Erysimum,insulare,Erysimum_insulare,18
Brassicaceae,Erysimum,ischnostylum,Erysimum_ischnostylum,20
Brassicaceae,Erysimum,jugicola,Erysimum_jugicola,9
Brassicaceae,Erysimum,jugicolum,Erysimum_jugicolum,9
Brassicaceae,Erysimum,kotschyanum,Erysimum_kotschyanum,7
Brassicaceae,Erysimum,krendlii,Erysimum_krendlii,7
Brassicaceae,Erysimum,kreudlii,Erysimum_kreudlii,7
Brassicaceae,Erysimum,kurdicum,Erysimum_kurdicum,8
Brassicaceae,Erysimum,leucanthemum,Erysimum_leucanthemum,6
Brassicaceae,Erysimum,linariifolium,Erysimum_linariifolium,7
Brassicaceae,Erysimum,linifolium,Erysimum_linifolium,7
Brassicaceae,Erysimum,maderense,Erysimum_maderense,14
Brassicaceae,Erysimum,majellense,Erysimum_majellense,14
Brassicaceae,Erysimum,marschallianum,Erysimum_marschallianum,24
Brassicaceae,Erysimum,marshalli,Erysimum_marshalli,21
Brassicaceae,Erysimum,mayorii,Erysimum_mayorii,11
Brassicaceae,Erysimum,medio-hispanicum,Erysimum_medio-hispanicum,7
Brassicaceae,Erysimum,mediohispanicum,Erysimum_mediohispanicum,13
Brassicaceae,Erysimum,melicentae,Erysimum_melicentae,8
Brassicaceae,Erysimum,menziesii,Erysimum_menziesii,14
Brassicaceae,Erysimum,metlesicsii,Erysimum_metlesicsii,7
Brassicaceae,Erysimum,microstylum,Erysimum_microstylum,7
Brassicaceae,Erysimum,moesiacum,Erysimum_moesiacum,7
Brassicaceae,Erysimum,montanum,Erysimum_montanum,8
Brassicaceae,Erysimum,montosicolum,Erysimum_montosicolum,14
Brassicaceae,Erysimum,moranii,Erysimum_moranii,18
Brassicaceae,Erysimum,mutabile,Erysimum_mutabile,7
Brassicaceae,Erysimum,mutabilis,Erysimum_mutabilis,14
Brassicaceae,Erysimum,myriophyllum,Erysimum_myriophyllum,7
Brassicaceae,Erysimum,naxense,Erysimum_naxense,6
Brassicaceae,Erysimum,neumannii,Erysimum_neumannii,13
Brassicaceae,Erysimum,nevadense,Erysimum_nevadense,7
Brassicaceae,Erysimum,nevadense subsp. collisparsum,Erysimum_nevadense subsp. collisparsum,7
Brassicaceae,Erysimum,nevadense subsp. fitzii,Erysimum_nevadense subsp. fitzii,7
Brassicaceae,Erysimum,nevadense subsp. gomezcampoi,Erysimum_nevadense subsp. gomezcampoi,7
Brassicaceae,Erysimum,nevadense subsp. mediohispanicum,Erysimum_nevadense subsp. mediohispanicum,7
Brassicaceae,Erysimum,occidentale,Erysimum_occidentale,18
Brassicaceae,Erysimum,odoratum,Erysimum_odoratum,16
Brassicaceae,Erysimum,odoratum EHRH.,Erysimum_odoratum ehrh.,16
Brassicaceae,Erysimum,olympicum,Erysimum_olympicum,28
Brassicaceae,Erysimum,pachycarpum,Erysimum_pachycarpum,9
Brassicaceae,Erysimum,pallasii,Erysimum_pallasii,18
Brassicaceae,Erysimum,pallidiflorum,Erysimum_pallidiflorum,7
Brassicaceae,Erysimum,pannonicum,Erysimum_pannonicum,16
Brassicaceae,Erysimum,parnassi,Erysimum_parnassi,9
Brassicaceae,Erysimum,parnassii,Erysimum_parnassii,9
Brassicaceae,Erysimum,pectinatum,Erysimum_pectinatum,7
Brassicaceae,Erysimum,penyalarense,Erysimum_penyalarense,19
Brassicaceae,Erysimum,perenne,Erysimum_perenne,18
Brassicaceae,Erysimum,perofskianum,Erysimum_perofskianum,9
Brassicaceae,Erysimum,perowskianum,Erysimum_perowskianum,18
Brassicaceae,Erysimum,persepolitanum,Erysimum_persepolitanum,8
Brassicaceae,Erysimum,perspolitanum,Erysimum_perspolitanum,8
Brassicaceae,Erysimum,pieninicum,Erysimum_pieninicum,24
Brassicaceae,Erysimum,pieninicum (ZAPA?.) PAW?.,Erysimum_pieninicum (zapa?.) paw?.,24
Brassicaceae,Erysimum,pirinicum,Erysimum_pirinicum,14
Brassicaceae,Erysimum,popovii,Erysimum_popovii,14
Brassicaceae,Erysimum,pseudoatticum,Erysimum_pseudoatticum,21
Brassicaceae,Erysimum,pseudocuspidatum,Erysimum_pseudocuspidatum,7
Brassicaceae,Erysimum,pseudorhaeticum,Erysimum_pseudorhaeticum,7
Brassicaceae,Erysimum,pulchellum,Erysimum_pulchellum,28
Brassicaceae,Erysimum,pumilum,Erysimum_pumilum,9
Brassicaceae,Erysimum,purpureum,Erysimum_purpureum,20
Brassicaceae,Erysimum,pusillum,Erysimum_pusillum,7
Brassicaceae,Erysimum,pusillum subsp. atticum,Erysimum_pusillum subsp. atticum,7
Brassicaceae,Erysimum,pusillum subsp. cephalonicum,Erysimum_pusillum subsp. cephalonicum,14
Brassicaceae,Erysimum,pusillum subsp. hayekii,Erysimum_pusillum subsp. hayekii,7
Brassicaceae,Erysimum,pusillum subsp. microstylum,Erysimum_pusillum subsp. microstylum,7
Brassicaceae,Erysimum,pusillum subsp. rechingeri,Erysimum_pusillum subsp. rechingeri,21
Brassicaceae,Erysimum,pycnophyllum,Erysimum_pycnophyllum,8
Brassicaceae,Erysimum,pyrenaicum,Erysimum_pyrenaicum,13
Brassicaceae,Erysimum,raulini,Erysimum_raulini,6
Brassicaceae,Erysimum,raulinii,Erysimum_raulinii,6
Brassicaceae,Erysimum,rechingeri,Erysimum_rechingeri,21
Brassicaceae,Erysimum,repandum,Erysimum_repandum,8
Brassicaceae,Erysimum,rhaeticum,Erysimum_rhaeticum,28
Brassicaceae,Erysimum,rhodium,Erysimum_rhodium,6
Brassicaceae,Erysimum,ruscinonense,Erysimum_ruscinonense,7
Brassicaceae,Erysimum,ruscinonensis,Erysimum_ruscinonensis,7
Brassicaceae,Erysimum,salangense,Erysimum_salangense,35
Brassicaceae,Erysimum,scabrum,Erysimum_scabrum,14
Brassicaceae,Erysimum,scoparium,Erysimum_scoparium,14
Brassicaceae,Erysimum,scoparius,Erysimum_scoparius,14
Brassicaceae,Erysimum,semperflorens,Erysimum_semperflorens,7
Brassicaceae,Erysimum,senoneri,Erysimum_senoneri,6
Brassicaceae,Erysimum,senoneri subsp. amorginum,Erysimum_senoneri subsp. amorginum,6
Brassicaceae,Erysimum,siliculosa,Erysimum_siliculosa,7
Brassicaceae,Erysimum,siliculosum,Erysimum_siliculosum,7
Brassicaceae,Erysimum,silvestre,Erysimum_silvestre,7
Brassicaceae,Erysimum,sisymbrioides,Erysimum_sisymbrioides,9
Brassicaceae,Erysimum,slavjankae,Erysimum_slavjankae,45
Brassicaceae,Erysimum,smyrnaeum,Erysimum_smyrnaeum,7
Brassicaceae,Erysimum,sorgerae,Erysimum_sorgerae,21
Brassicaceae,Erysimum,stenophyllum,Erysimum_stenophyllum,7
Brassicaceae,Erysimum,subulatum,Erysimum_subulatum,14
Brassicaceae,Erysimum,suffrutescens,Erysimum_suffrutescens,18
Brassicaceae,Erysimum,suffruticosum,Erysimum_suffruticosum,11
Brassicaceae,Erysimum,sylvestre,Erysimum_sylvestre,7
Brassicaceae,Erysimum,sylvestre subsp. aurantiacum,Erysimum_sylvestre subsp. aurantiacum,7
Brassicaceae,Erysimum,teretifolium,Erysimum_teretifolium,18
Brassicaceae,Erysimum,virescens,Erysimum_virescens,14
Brassicaceae,Erysimum,virgatum,Erysimum_virgatum,24
Brassicaceae,Erysimum,wahlenbergii,Erysimum_wahlenbergii,24
Brassicaceae,Erysimum,welcevii,Erysimum_welcevii,21
Brassicaceae,Erysimum,welchevii,Erysimum_welchevii,21
Brassicaceae,Erysimum,wheeleri,Erysimum_wheeleri,18
Brassicaceae,Erysimum,witmannii,Erysimum_witmannii,7
Brassicaceae,Erysimum,wittmannii ZAW.,Erysimum_wittmannii zaw.,7
Brassicaceae,Erysimum,×,Erysimum_×,9
Brassicaceae,Erysimum,×cheiri,Erysimum_×cheiri,7
Brassicaceae,Euclidium,syriacum,Euclidium_syriacum,7
Brassicaceae,Eutrema,deltoideum,Eutrema_deltoideum,7
Brassicaceae,Eutrema,edwardsii,Eutrema_edwardsii,14
Brassicaceae,Eutrema,halophila,Eutrema_halophila,7
Brassicaceae,Eutrema,halophilum,Eutrema_halophilum,7
Brassicaceae,Eutrema,heterophylllum,Eutrema_heterophylllum,14
Brassicaceae,Eutrema,heterophyllum,Eutrema_heterophyllum,7
Brassicaceae,Eutrema,japonica,Eutrema_japonica,14
Brassicaceae,Eutrema,japonicum,Eutrema_japonicum,14
Brassicaceae,Eutrema,salsuginea,Eutrema_salsuginea,7
Brassicaceae,Eutrema,salsugineum,Eutrema_salsugineum,7
Brassicaceae,Eutrema,tenue,Eutrema_tenue,14
Brassicaceae,Eutrema,tenuis,Eutrema_tenuis,14
Brassicaceae,Eutrema,wasabi,Eutrema_wasabi,14
Brassicaceae,Eutrema,wasabii,Eutrema_wasabii,14
Brassicaceae,Eutrema,yunnanense,Eutrema_yunnanense,14
Brassicaceae,Exhalimolobos,minutiflora,Exhalimolobos_minutiflora,16
Brassicaceae,Exhalimolobos,montana,Exhalimolobos_montana,16
Brassicaceae,Exhalimolobos,montanus,Exhalimolobos_montanus,16
Brassicaceae,Exhalimolobos,parryi,Exhalimolobos_parryi,8
Brassicaceae,Farsetia,aegyptia,Farsetia_aegyptia,36
Brassicaceae,Farsetia,aegyptiaca,Farsetia_aegyptiaca,36
Brassicaceae,Farsetia,burtonae,Farsetia_burtonae,12
Brassicaceae,Farsetia,burtoniae,Farsetia_burtoniae,12
Brassicaceae,Farsetia,hamiltonii,Farsetia_hamiltonii,12
Brassicaceae,Farsetia,heliophila,Farsetia_heliophila,12
Brassicaceae,Farsetia,jacquemontii,Farsetia_jacquemontii,12
Brassicaceae,Farsetia,ramosissima,Farsetia_ramosissima,6
Brassicaceae,Farsetia,stenoptera,Farsetia_stenoptera,12
Brassicaceae,Farsetia,stylosa,Farsetia_stylosa,12
Brassicaceae,Farsetia,undulicarpa,Farsetia_undulicarpa,12
Brassicaceae,Fezia,pterocarpa,Fezia_pterocarpa,11
