Family,Genus,species,haploid
Reduviidae,Macrocephalus,Macrocephalus_barberi,14
Reduviidae,Oncocephalus,Oncocephalus_nubilus,14
Reduviidae,Pnirontis,Pnirontis_modesta,14
Reduviidae,Prionidus,Prionidus_cristatus,14
Reduviidae,Reduvius,Reduvius_senilis,14
Reduviidae,Rocconota,Rocconota_anulicornis,14
Reduviidae,Sirthenea,Sirthenea_sp.,14
Anthocoridae,Anthocoris,Anthocoris_gallarum-ulmi,15
Anthocoridae,Anthocoris,Anthocoris_nemoralis,15
Anthocoridae,Anthocoris,Anthocoris_nemorum,15
Belostomatidae,Abedus,Abedus_indentatus,15
Cimicidae,Cimex,Cimex_columbarius,15
Cimicidae,Cimex,Cimex_latipennis,15
Cimicidae,Primicimex,Primicimex_cavernis,15
Coreidae,Petillia,Petillia_calcar,15
Coreidae,Petillia,Petillia_notatipes,15
Lygaeidae,Cymodema,Cymodema_sp.,15
Lygaeidae,Cymus,Cymus_angustatus,15
Lygaeidae,Cymus,Cymus_coriacipennis,15
Lygaeidae,Cymus,Cymus_luridus,15
Lygaeidae,Cymus,Cymus_sp.,15
Miridae,Adelophocoris,Adelophocoris_rapidus,15
Miridae,Orthocephalus,Orthocephalus_funestus,15
Miridae,Orthotylus,Orthotylus_adenocarpi,15
Miridae,Plagiognathus,Plagiognathus_chrysanthemi,15
Miridae,Psallus,Psallus_ambiguus,15
Miridae,Psallus,Psallus_betuleti,15
Miridae,Psallus,Psallus_variabilis,15
Naucoridae,Limnocoris,Limnocoris_sp.,15
Reduviidae,Acholla,Acholla_multispinosa,15
Reduviidae,Pselliopus,Pselliopus_cinctus,15
Reduviidae,Sinea,Sinea_complexa,15
Reduviidae,Sinea,Sinea_confusa,15
Reduviidae,Sinea,Sinea_diadema,15
Reduviidae,Sinea,Sinea_spinipes,15
Anthocoridae,Amphiareus,Amphiareus_obscuriceps,16
Aradidae,Dysodius,Dysodius_lunatus,16
Cimicidae,Cimex,Cimex_hemipterus,16
Cimicidae,Cimex,Cimex_insuetus,16
Cimicidae,Cimex,Cimex_japonicus,16
Cimicidae,Cimex,Cimex_pilosellus,16
Cimicidae,Cimex,Cimex_pipistrelli,16
Cimicidae,Cimex,Cimex_stadleri,16
Cimicidae,Haematosiphon,Haematosiphon_inodorus,16
Cimicidae,Oeciacus,Oeciacus_hirundinis,16
Cimicidae,Oeciacus,Oeciacus_vicarius,16
Cimicidae,Psitticimex,Psitticimex_uritui,16
Cimicidae,Synxenoderus,Synxenoderus_comosus,16
Coccidae,Ceroplastes,Ceroplastes_actiniformes,16
Cydnidae,Stibaropus,Stibaropus_molginus,16
Eriococcidae,Apiomorpha,Apiomorpha_malleeacola,16
Miridae,Adelophocoris,Adelophocoris_lineolatus,16
Miridae,Amblytylus,Amblytylus_nasutus,16
Miridae,Atractotomus,Atractotomus_mali,16
Miridae,Calocoris,Calocoris_norvegicus,16
Miridae,Calocoris,Calocoris_sexguttatus,16
Miridae,Chlamydatus,Chlamydatus_evanescens,16
Miridae,Chlamydatus,Chlamydatus_pullus,16
Miridae,Chlamydatus,Chlamydatus_wilkinsoni,16
Miridae,Conostethus,Conostethus_brevis,16
Miridae,Creontiades,Creontiades_tricolor,16
Miridae,Eurystylus,Eurystylus_coelestialium,16
Miridae,Lopus,Lopus_decolor,16
Miridae,Megacoelum,Megacoelum_infusum,16
Miridae,Megalocoleus,Megalocoleus_molliculus,16
Miridae,Megalocoleus,Megalocoleus_pilosus,16
Miridae,Oncotylus,Oncotylus_viridiflavus,16
Miridae,Onomaus,Onomaus_lautus,16
Miridae,Phylus,Phylus_melacocephalus,16
Miridae,Phytocoris,Phytocoris_ulmi,16
Miridae,Plagiognathus,Plagiognathus_albipennis,16
Miridae,Plagiognathus,Plagiognathus_arbustorum,16
Miridae,Plagiognathus,Plagiognathus_chrysanthemi,16
Miridae,Plagiognathus,Plagiognathus_sp.,16
Miridae,Plagiognathus,Plagiognathus_yomogi,16
Miridae,Psallus,Psallus_perrisi,16
Miridae,Psallus,Psallus_sp.,16
Miridae,Psallus,Psallus_varians,16
Miridae,Psallus,Psallus_wagneri,16
Miridae,Stenodema,Stenodema_laevigatum,16
Miridae,Stenotus,Stenotus_binotatus,16
Reduviidae,Pasiropsis,Pasiropsis_sp.,16
Cimicidae,Caminicimex,Caminicimex_furnarii,17
Coccidae,Neolecanium,Neolecanium_cornuparvum,17
Miridae,Apolygus,Apolygus_adustus_hilaris,17
Miridae,Apolygus,Apolygus_sp.,17
Miridae,Bryocoropsis,Bryocoropsis_laticollis,17
Miridae,Calocoris,Calocoris_fulvomaculatus,17
Miridae,Calocoris,Calocoris_norvegicus,17
Miridae,Camptobrochis,Camptobrochis_lutescens,17
Miridae,Camptozygum,Camptozygum_pinastri,17
Miridae,Capsus,Capsus_ater,17
Miridae,Charagochilus,Charagochilus_angusticolis,17
Miridae,Deraeocoris,Deraeocoris_lutescens,17
Miridae,Deraeocoris,Deraeocoris_olivaceus,17
Miridae,Heterotoma,Heterotoma_merioptera,17
Miridae,Horicias,Horicias_dislocatus,17
Miridae,Leptopterna,Leptopterna_dolabratus,17
Miridae,Lygocoris,Lygocoris_contaminatus,17
Miridae,Lygocoris,Lygocoris_honshuensis,17
Miridae,Lygocoris,Lygocoris_lucorum,17
Miridae,Lygocoris,Lygocoris_pabulinus,17
Miridae,Lygocoris,Lygocoris_viridis,17
Miridae,Lygus,Lygus_pratensis,17
Miridae,Lygus,Lygus_rugulipennis,17
Miridae,Lygus,Lygus_sp.,17
Miridae,Lygus,Lygus_tripustulatus,17
Miridae,Macrotylus,Macrotylus_paykulli,17
Miridae,Megaloceroea,Megaloceroea_recticornis,17
Miridae,Monalocoris,Monalocoris_filicis,17
Miridae,Orthops,Orthops_saundersi,17
Miridae,Phytocoris,Phytocoris_longipennis,17
Miridae,Phytocoris,Phytocoris_reuteri,17
Miridae,Phytocoris,Phytocoris_tiliae,17
Miridae,Phytocoris,Phytocoris_varipes,17
Miridae,Plagiognathus,Plagiognathus_arbustorum,17
Miridae,Polymerus,Polymerus_palustris,17
Miridae,Stenodema,Stenodema_calcarata,17
Miridae,Stenotus,Stenotus_binotatus,17
Miridae,Trigonotylus,Trigonotylus_coelestialiurri,17
Nabidae,Himacerus,Himacerus_myrmicoides,17
Naucoridae,Naucoris,Naucoris_conspersus,17
Reduviidae,Bagauda,Bagauda_lucifugus,17
Reduviidae,Sinea,Sinea_rileyi,17
Saldidae,Salda,Salda_littoralis,17
Cimicidae,Cimex,Cimex_adjunctus,18
Cimicidae,Cimex,Cimex_brevis,18
Coccidae,Ceroplastes,Ceroplastes_oridensis,18
Coccidae,Ceroplastes,Ceroplastes_ceriferus,18
Coccidae,Ceroplastes,Ceroplastes_japonicus,18
Coccidae,Ceroplastes,Ceroplastes_pseudoceriferus,18
Coccidae,Ceroplastes,Ceroplastes_rubens,18
Miridae,Deraeocoris,Deraeocoris_pallidus,18
Nepidae,Nepa,Nepa_rubra,18
Nepidae,Nepa,Nepa_rubra,18
Saldidae,Saldula,Saldula_album,18
Saldidae,Saldula,Saldula_comatula,18
Saldidae,Saldula,Saldula_pallipes,18
Saldidae,Saldula,Saldula_pulustris,18
Saldidae,Saldula,Saldula_saltatoria,18
Saldidae,Saldula,Saldula_saltatoria,18
Eriococcidae,Apiomorpha,Apiomorpha_pedunculata,19
Gelastocoridae,Gelastocoris,Gelastocoris_oculatus,19
Mesoveliidae,Mesovelia,Mesovelia_furcata,19
Miridae,Dryophilocoris,Dryophilocoris_flavoquadrimaculatus,19
Pseudococcidae,Cataenococcus ,Cataenococcus_olivaceus,19
Pseudococcidae,Chlorococcus ,Chlorococcus_straussiae_,19
Cimicidae,Crassicimex,Crassicimex_pilosus,20
Cimicidae,Hesperocimex,Hesperocimex_cochimiensis,20
Cimicidae,Paracimex,Paracimex_caledoniae,20
Cimicidae,Paracimex,Paracimex_capitatus,20
Cimicidae,Paracimex,Paracimex_gerdheinrichi,20
Cimicidae,Paracimex,Paracimex_setosus,20
Cimicidae,Stricticimex,Stricticimex_parvus,20
Eriococcidae,Apiomorpha,Apiomorpha_withersi,20
Matsucoccidae,Matsucoccus ,Matsucoccus_gallicolus,20
Nabidae,Himacerus,Himacerus_apterus,20
Nepidae,Ranatra,Ranatra_sp.,20
Cimicidae,Hesperocimex,Hesperocimex_sonorensis,21
Cimicidae,Paracimex,Paracimex_inflatus,21
Cimicidae,Paracimex,Paracimex_philippinensis,21
Eriococcidae,Apiomorpha,Apiomorpha_hilli,21
Miridae,Stenotus,Stenotus_rubrovittatus,21
Nepidae,Laccotrephes,Laccotrephes_griseus,21
Nepidae,Laccotrephes,Laccotrephes_maculatus,21
Nepidae,Laccotrephes,Laccotrephes_maculatus,21
Cimicidae,Hesperocimex,Hesperocimex_coloradensis,22
Cimicidae,Paracimex,Paracimex_capitatus,22
Nepidae,Ranatra,Ranatra_elongata,22
Nepidae,Ranatra,Ranatra_filiformis,22
Nepidae,Laccotrephes,Laccotrephes_kohlii,23
Nepidae,Laccotrephes,Laccotrephes_maculatus,23
Nepidae,Ranatra,Ranatra_chinensis,23
Nepidae,Ranatra,Ranatra_chinensis,23
Nepidae,Ranatra,Ranatra_elongata,23
Nepidae,Ranatra,Ranatra_linearis,23
Miridae,Dicyphus,Dicyphus_epilobii,24
Miridae,Dicyphus,Dicyphus_globulifer,24
Miridae,Dicyphus,Dicyphus_stachydis,24
Saldidae,Saldula,Saldula_scotica,24
Miridae,Dicyphus,Dicyphus_stachydis,25
Cimicidae,Paracimex,Paracimex_borneensis,26
Naucoridae,Illyocoris,Illyocoris_cimicoides,26
Eriococcidae,Apiomorpha,Apiomorpha_attenuata,28
Eriococcidae,Apiomorpha,Apiomorpha_ovicola,31
Eriococcidae,Apiomorpha,Apiomorpha_tepperi_,32
Eriococcidae,Apiomorpha,Apiomorpha_variabilis,40
Eriococcidae,Apiomorpha,Apiomorpha_calycina,46
Eriococcidae,Apiomorpha,Apiomorpha_helmsii_,49
Eriococcidae,Apiomorpha,Apiomorpha_regularis_,54
Eriococcidae,Apiomorpha,Apiomorpha_sloanei,64
Eriococcidae,Apiomorpha,Apiomorpha_spinifer_,74
Eriococcidae,Apiomorpha,Apiomorpha_munita,77
Eriococcidae,Apiomorpha,Apiomorpha_longiloba,89
Eriococcidae,Apiomorpha,Apiomorpha_macqueeni,96
Miridae,Campylomma,Campylomma_verbasci,16
Miridae,Ceratocapsus,Ceratocapsus_incisus,10
Miridae,Ceratocapsus,Ceratocapsus_modestus,12
Miridae,Ceratocapsus,Ceratocapsus_nigellus,12
Miridae,Ceratocapsus,Ceratocapsus_pilosulus,12
Miridae,Chlamydatus,Chlamydatus_associatus,16
Miridae,Collaria,Collaria_meilleurii,7
Miridae,Criocoris,Criocoris_saliens,16
Miridae,Deraeocoris,Deraeocoris_albigulus,17
Miridae,Deraeocoris,Deraeocoris_aphidiphagus,17
Miridae,Deraeocoris,Deraeocoris_borealis,17
Miridae,Deraeocoris,Deraeocoris_fasciolus,17
Miridae,Deraeocoris,Deraeocoris_madosonensis,17
Miridae,Deraeocoris,Deraeocoris_nebulosus,17
Miridae,Deraeocoris,Deraeocoris_nitenatus,17
Miridae,Deraeocoris,Deraeocoris_quercicola,17
Miridae,Dichrooscytus,Dichrooscytus_viridicans,17
Miridae,Garganus,Garganus_fusiformis,17
Miridae,Halticus,Halticus_bracteatus,15
Miridae,Hyaliodes,Hyaliodes_brevis,18
Miridae,Hyaliodes,Hyaliodes_vitripennis,17
Miridae,Ilnacora,Ilnacora_malina,13
Miridae,Ilnacora,Ilnacora_stalii,13
Miridae,Labops,Labops_brooksi,20
Miridae,Lepidopsallus,Lepidopsallus_rostratus,16
Miridae,Litomiris,Litomiris_debilis,17
Miridae,Lopidea,Lopidea_incurva,40
Miridae,Lopidea,Lopidea_lathyri,40
Miridae,Lopidea,Lopidea_marginalis,40
Miridae,Lopidea,Lopidea_robiniae,40
Miridae,Lygocoris,Lygocoris_canadensis,17
Miridae,Lygocoris,Lygocoris_communis,17
Miridae,Lygocoris,Lygocoris_omnivagus,17
Miridae,Lygocoris,Lygocoris_quercalbae,17
Miridae,Lygocoris,Lygocoris_tinctus,17
Miridae,Lygus,Lygus_lineoparis,17
Miridae,Lygus,Lygus_vanduzeei,17
Miridae,Macrotylus,Macrotylus_quadrilineatus,18
Miridae,Microphylellus,Microphylellus_longirostris,17
Miridae,Monalocoris,Monalocoris_americanus,17
Miridae,Neurocolpus,Neurocolpus_jessiae,17
Miridae,Neurocolpus,Neurocolpus_rubidus,17
Miridae,Neurocolpus,Neurocolpus_tiliae,17
Miridae,Orectoderus,Orectoderus_obliguus,17
Miridae,Orthops,Orthops_campestris,17
Miridae,Orthotylus,Orthotylus_flavosparsus,14
Miridae,Orthotylus,Orthotylus_ornatus,14
Miridae,Parthenicus,Parthenicus_nigrellus,12
Miridae,Phytocoris,Phytocoris_conspurcatus,17
Miridae,Phytocoris,Phytocoris_depictus,17
Miridae,Phytocoris,Phytocoris_lasiomerus,17
Miridae,Phytocoris,Phytocoris_penipecten,17
Miridae,Pilophorus,Pilophorus_juniperi,15
Miridae,Pilophorus,Pilophorus_perplexus,15
Miridae,Pilophorus,Pilophorus_walshii,15
Miridae,Plagiognathus,Plagiognathus_delicantus,15
Miridae,Plagiognathus,Plagiognathus_dispar,16
Miridae,Plagiognathus,Plagiognathus_politus,17
Miridae,Poecilocapsus,Poecilocapsus_lineatus,17
Miridae,Polymerus,Polymerus_proximus,17
Miridae,Polymerus,Polymerus_venaticus,17
Miridae,Psallus,Psallus_backeri,16
Miridae,Psallus,Psallus_morrisoni,16
Miridae,Pseudoxenetus,Pseudoxenetus_scutellatus,15
Miridae,Reuteria,Reuteria_irrotata,13
Miridae,Slaterocoris,Slaterocoris_attritibialis,13
Miridae,Slaterocoris,Slaterocoris_breviatus,13
Miridae,Slaterocoris,Slaterocoris_stygicus,13
Miridae,Taedis,Taedis_scrupeus,17
Miridae,Trigonotylus,Trigonotylus_ruticornis,17
Miridae,Tropidosteptes,Tropidosteptes_amoenus,17
Naucoridae,Naucoris,Naucoris_maculatus,16
Naucoridae,Pelocoris,Pelocoris_femoratus,10
Ochteridae,Ochterus,Ochterus_marginatus,25
Reduviidae,Acholla,Acholla_ampliata,16
Reduviidae,Microtomus,Microtomus_conspicillaris,15
