Family,Genus,species,haploid
Lygaeidae,Nysius,Nysius_huttoni,7
Lygaeidae,Nysius,Nysius_lichenicola,7
Lygaeidae,Nysius,Nysius_longicollis,7
Lygaeidae,Nysius,Nysius_natalensis,7
Lygaeidae,Nysius,Nysius_nemorivagus,7
Lygaeidae,Nysius,Nysius_niger,7
Lygaeidae,Nysius,Nysius_raphanus,7
Lygaeidae,Nysius,Nysius_scutellatus,7
Lygaeidae,Nysius,Nysius_sp.,7
Lygaeidae,Nysius,Nysius_stali,7
Lygaeidae,Nysius,Nysius_thymi,7
Lygaeidae,Nysius,Nysius_usitatus,7
Lygaeidae,Nysius,Nysius_vinitor,7
Lygaeidae,Ochrimus,Ochrimus_tripligatus,7
Lygaeidae,Oedancala,Oedancala_dorsalis,7
Lygaeidae,Opistholeptus,Opistholeptus_indicus,7
Lygaeidae,Orbellis,Orbellis_sp.,7
Lygaeidae,Ortholomus,Ortholomus_nevadensis,7
Lygaeidae,Ortholomus,Ortholomus_punctipennis,7
Lygaeidae,Ortholomus,Ortholomus_usingeri,7
Lygaeidae,Pachybrachius,Pachybrachius_basalis,7
Lygaeidae,Pachybrachius,Pachybrachius_capicola,7
Lygaeidae,Pachybrachius,Pachybrachius_inconspicuus,7
Lygaeidae,Pachybrachius,Pachybrachius_pacificus,7
Lygaeidae,Pachygrontha,Pachygrontha_bipunctata,7
Lygaeidae,Pachygrontha,Pachygrontha_compacta,7
Lygaeidae,Pachygrontha,Pachygrontha_lineata,7
Lygaeidae,Pachygrontha,Pachygrontha_nigrovittata,7
Lygaeidae,Pachygrontha,Pachygrontha_similis,7
Lygaeidae,Pachyphlegyas,Pachyphlegyas_modigliani,7
Lygaeidae,Paromius,Paromius_apicatus,7
Lygaeidae,Paromius,Paromius_gracilis,7
Lygaeidae,Paromius,Paromius_longulus,7
Lygaeidae,Paromius,Paromius_paraclypeatus,7
Lygaeidae,Peritrechus,Peritrechus_angusticollis,7
Lygaeidae,Peritrechus,Peritrechus_distinguendus,7
Lygaeidae,Peritrechus,Peritrechus_geniculatus,7
Lygaeidae,Peritrechus,Peritrechus_nubilus,7
Lygaeidae,Peritrechus,Peritrechus_tristis,7
Lygaeidae,Phlegyas,Phlegyas_abbreviatus,7
Lygaeidae,Phorcinus,Phorcinus_albofasciatus,7
Lygaeidae,Poeantius,Poeantius_festivus,7
Lygaeidae,Poeantius,Poeantius_nigropictus,7
Lygaeidae,Poeantius,Poeantius_sp._#128,7
Lygaeidae,Prosomoeus,Prosomoeus_brunneus,7
Lygaeidae,Pylorgus,Pylorgus_colon,7
Lygaeidae,Remaudiereana,Remaudiereana_nigroceps,7
Lygaeidae,Remaudiereana,Remaudiereana_sp._(MLY-3),7
Lygaeidae,Rhyparochromus,Rhyparochromus_angustatus,7
Lygaeidae,Rhyparochromus,Rhyparochromus_phoeniceus,7
Lygaeidae,Rhyparochromus,Rhyparochromus_pini,7
Lygaeidae,Rhypodes,Rhypodes_clavicornis,7
Lygaeidae,Rhypodes,Rhypodes_myersi,7
Lygaeidae,Serranegra,Serranegra_sp.,7
Lygaeidae,Spilostethus,Spilostethus_furculus,7
Lygaeidae,Spilostethus,Spilostethus_hospes,7
Lygaeidae,Spilostethus,Spilostethus_longulus,7
Lygaeidae,Spilostethus,Spilostethus_macilentus,7
Lygaeidae,Spilostethus,Spilostethus_pandurus,7
Lygaeidae,Spilostethus,Spilostethus_saxatilis,7
Lygaeidae,Stenophyella,Stenophyella_macreta,7
Lygaeidae,Tropidothorax,Tropidothorax_leucopterus,7
Lygaeidae,Uttaris,Uttaris_pallidipennis,7
Lygaeidae,Xestocoris,Xestocoris_nitens,7
Margarodidae,Porphyrophora ,Porphyrophora_hamelii,7
Margarodidae,Porphyrophora ,Porphyrophora_polonica,7
Ortheziidae,Newstedia,Newstedia_sp.,7
Pseudococcidae,Clavicoccus ,Clavicoccus_tribulus,7
Pseudococcidae,Nairobia ,Nairobia_bifrons,7
Pseudococcidae,Neochavesia ,Neochavesia_caldasiae,7
Pseudococcidae,Nesopedronia ,Nesopedronia_cibotii,7
Rhopalidae,Arhyssus,Arhyssus_crassus,7
Rhopalidae,Arhyssus,Arhyssus_lateralis,7
Rhopalidae,Chrosoma,Chrosoma_schillingi,7
Rhopalidae,Corizus,Corizus_alternatus,7
Rhopalidae,Corizus,Corizus_bengalensis,7
Rhopalidae,Corizus,Corizus_hyoscyami,7
Rhopalidae,Corizus,Corizus_sp.,7
Rhopalidae,Harmostes,Harmostes_reflexulus,7
Rhopalidae,Jadera,Jadera_haematoloma,7
Rhopalidae,Jadera,Jadera_sanguinolenta,7
Rhopalidae,Leptocoris,Leptocoris_augur,7
Rhopalidae,Leptocoris,Leptocoris_rubrolineatus,7
Rhopalidae,Leptocoris,Leptocoris_trivittatus,7
Rhopalidae,Liorhyssus,Liorhyssus_hyalinus,7
Rhopalidae,Liorhyssus,Liorhyssus_rubicundus,7
Rhopalidae,Lybindus,Lybindus_dichrous,7
Rhopalidae,Macceventhus,Macceventhus_lineola,7
Rhopalidae,Myrmus,Myrmus_miriformis,7
Rhopalidae,Rhopalus,Rhopalus_maculatus,7
Rhopalidae,Rhopalus,Rhopalus_parumpunctatus,7
Rhopalidae,Rhopalus,Rhopalus_sp.,7
Rhopalidae,Rhopalus,Rhopalus_subrufus,7
Rhopalidae,Stictopleurus,Stictopleurus_abutilon,7
Rhopalidae,Stictopleurus,Stictopleurus_crassicornis,7
Stenocephalidae,Dicranocephalus,Dicranocephalus_agilis,7
Tingidae,Agramma,Agramma_nexile,7
Tingidae,Bredenbachius,Bredenbachius_consanguieneus,7
Tingidae,Cochlochila,Cochlochila_lewisi,7
Tingidae,Dasytingis,Dasytingis_rudis,7
Tingidae,Dictyla,Dictyla_humuli,7
Tingidae,Dictyonota,Dictyonota_fuliginosa,7
Tingidae,Leptobyrsa,Leptobyrsa_decora,7
Tingidae,Stephanitis,Stephanitis_nashi,7
Tingidae,Stephanitis,Stephanitis_takeyai,7
Tingidae,Teleonemia,Teleonemia_elata,7
Tingidae,Teleonemia,Teleonemia_scrupulosa,7
Tingidae,Tingis,Tingis_ampliata,7
Tingidae,Tingis,Tingis_cardui,7
Tingidae,Tingis,Tingis_clavata,7
Tingidae,Tingis,Tingis_lasiocera,7
Pentatomidae,Ablaptus,Ablaptus_amazonus,7
Pentatomidae,Acledra,Acledra_kinbergii,7
Pentatomidae,Acledra,Acledra_modesta,7
Pentatomidae,Acrosternum,Acrosternum_armigerum,7
Pentatomidae,Acrosternum,Acrosternum_bellum,7
Pentatomidae,Acrosternum,Acrosternum_graminea,7
Pentatomidae,Acrosternum,Acrosternum_heegeri,7
Pentatomidae,Acrosternum,Acrosternum_herbidum,7
Pentatomidae,Acrosternum,Acrosternum_hilare,7
Pentatomidae,Acrosternum,Acrosternum_marginatum,7
Pentatomidae,Acrosternum,Acrosternum_pennsylvanicum,7
Pentatomidae,Acrosternum,Acrosternum_scutellatum,7
Pentatomidae,Acrosternum,Acrosternum_sp.n.,7
Pentatomidae,Adevoplitus,Adevoplitus_longicomis,7
Pentatomidae,Adria,Adria_parvula,7
Pentatomidae,Aelia,Aelia_acuminata,7
Pentatomidae,Aelia,Aelia_fieberi,7
Pentatomidae,Aelia,Aelia_rostrata,7
Pentatomidae,Aeliomorpha,Aeliomorpha_lineatocollis,7
Pentatomidae,Aeliomorpha,Aeliomorpha_sp.,7
Pentatomidae,Aenaria,Aenaria_lewisi,7
Pentatomidae,Aeptus,Aeptus_singularis,7
Pentatomidae,Aethemenes,Aethemenes_nigropunctata,7
Pentatomidae,Afrius,Afrius_yolofus,7
Pentatomidae,Agaclitus,Agaclitus_dromedarius,7
Pentatomidae,Agonoscelis,Agonoscelis_nubila,7
Pentatomidae,Alitocoris,Alitocoris_parvus,7
Pentatomidae,Alitocoris,Alitocoris_schraderi,7
Pentatomidae,Ancyrosoma,Ancyrosoma_leucogrammes,7
Pentatomidae,Andrallus,Andrallus_spinidens,7
Pentatomidae,Antestia,Antestia_cruciata,7
Pentatomidae,Antestia,Antestia_sp.,7
Pentatomidae,Antestia,Antestia_sp.S.I.,7
Pentatomidae,Antestia,Antestia_versicolor,7
Pentatomidae,Antestiopsis,Antestiopsis_sp.,7
Pentatomidae,Antiteuchus,Antiteuchus_macraspis,7
Pentatomidae,Antiteuchus,Antiteuchus_mixtus,7
Pentatomidae,Antiteuchus,Antiteuchus_panamensis,7
Pentatomidae,Antiteuchus,Antiteuchus_sepulcralis,7
Pentatomidae,Antiteuchus,Antiteuchus_tripterus,7
Pentatomidae,Arma,Arma_custos,7
Pentatomidae,Arvelius,Arvelius_albopunctatus,7
Pentatomidae,Aspavia,Aspavia_acuminata,7
Pentatomidae,Aspavia,Aspavia_armigera,7
Pentatomidae,Aspavia,Aspavia_hastator,7
Pentatomidae,Aspavia,Aspavia_ingens,7
Pentatomidae,Atelocera,Atelocera_serrata,7
Pentatomidae,Bagrada,Bagrada_cruciferarum,7
Pentatomidae,Banasa,Banasa_panamensis,7
Pentatomidae,Bathycoelia,Bathycoelia_rodhaini,7
Pentatomidae,Bathycoelia,Bathycoelia_thalassina,7
Pentatomidae,Benia,Benia_sp.,7
Pentatomidae,Brachystethus,Brachystethus_rubromaculatus,7
Pentatomidae,Brochymena,Brochymena_sp.1,7
Pentatomidae,Brochymena,Brochymena_sp.2,7
Pentatomidae,Cahara,Cahara_jugatoria,7
Pentatomidae,Carbula,Carbula_aspavia,7
Pentatomidae,Carbula,Carbula_biguttata,7
Pentatomidae,Carbula,Carbula_capito,7
Pentatomidae,Carbula,Carbula_carbula,7
Pentatomidae,Carbula,Carbula_humerigera,7
Pentatomidae,Carbula,Carbula_indica,7
Pentatomidae,Carbula,Carbula_limpoponis,7
Pentatomidae,Carbula,Carbula_melacantha,7
Pentatomidae,Carbula,Carbula_scutellata,7
Pentatomidae,Carbula,Carbula_socia,7
Pentatomidae,Carbula,Carbula_sp.,7
Pentatomidae,Carbula,Carbula_sp.aff.sjostedti,7
Pentatomidae,Carpocoris,Carpocoris_fuscispinus,7
Pentatomidae,Carpocoris,Carpocoris_melanocerus,7
Pentatomidae,Carpocoris,Carpocoris_pudicus,7
Pentatomidae,Carpocoris,Carpocoris_purpureipennis,7
Pentatomidae,Cataulax,Cataulax_pudens,7
Pentatomidae,Caura,Caura_pugillator,7
Pentatomidae,Chlorochroa,Chlorochroa_juniperina,7
Pentatomidae,Coenus,Coenus_sp.,7
Pentatomidae,Dalpada,Dalpada_confusa,7
Pentatomidae,Dalpada,Dalpada_consinna,7
Pentatomidae,Dalpada,Dalpada_sp.,7
Pentatomidae,Dalpada,Dalpada_versicolor,7
Pentatomidae,Dinocoris,Dinocoris_prolineatus,7
Pentatomidae,Dinocoris,Dinocoris_rufitarsus,7
Pentatomidae,Diploxys,Diploxys_bipunctata,7
Pentatomidae,Diploxys,Diploxys_Punctata,7
Pentatomidae,Discocephalessa,Discocephalessa_humilis,7
Pentatomidae,Dolycoris,Dolycoris_baccarum,7
Pentatomidae,Dolycoris,Dolycoris_indicus,7
Pentatomidae,Durmia,Durmia_haedula,7
Pentatomidae,Durmia,Durmia_lutulenta,7
Pentatomidae,Durmia,Durmia_sp.,7
Pentatomidae,Dymantis,Dymantis_grisea,7
Pentatomidae,Dyroderes,Dyroderes_umbraculatus,7
Pentatomidae,Edessa,Edessa_caldaria,7
Pentatomidae,Edessa,Edessa_celsa,7
Pentatomidae,Edessa,Edessa_costae,7
Pentatomidae,Edessa,Edessa_fuscidorsata,7
Pentatomidae,Edessa,Edessa_irrorata,7
Pentatomidae,Edessa,Edessa_laticornis,7
Pentatomidae,Edessa,Edessa_meditabunda,7
Pentatomidae,Edessa,Edessa_pictiventris,7
Pentatomidae,Edessa,Edessa_rufomarginata,7
Pentatomidae,Edessa,Edessa_sp.,7
Pentatomidae,Edessa,Edessa_sp.1,7
Pentatomidae,Edessa,Edessa_sp.2,7
Pentatomidae,Edessa,Edessa_vinula,7
Pentatomidae,Erthesina,Erthesina_fullo,7
Pentatomidae,Eurydema,Eurydema_dominulus,7
Pentatomidae,Eurydema,Eurydema_festiva,7
Pentatomidae,Eurydema,Eurydema_fieberi,7
Pentatomidae,Eurydema,Eurydema_gebleri,7
Pentatomidae,Eurydema,Eurydema_lituriferum,7
Pentatomidae,Eurydema,Eurydema_oleracea,7
Pentatomidae,Eurydema,Eurydema_ornatum,7
Pentatomidae,Eurydema,Eurydema_pulchrum,7
Pentatomidae,Eurydema,Eurydema_rugosum,7
Pentatomidae,Eurydema,Eurydema_ventrale,7
Pentatomidae,Euschistus,Euschistus_crenator,7
Pentatomidae,Euschistus,Euschistus_euschistoides,7
Pentatomidae,Euschistus,Euschistus_heros,7
Pentatomidae,Euschistus,Euschistus_ictericus,7
Pentatomidae,Euschistus,Euschistus_servus,7
Pentatomidae,Euschistus,Euschistus_sp.1,7
Pentatomidae,Euschistus,Euschistus_sp.2,7
Pentatomidae,Euschistus,Euschistus_tristigmus,7
Pentatomidae,Euschistus,Euschistus_variolarius,7
Pentatomidae,Eysarcoris,Eysarcoris_capitatus,7
Pentatomidae,Eysarcoris,Eysarcoris_fallax,7
Pentatomidae,Eysarcoris,Eysarcoris_guttiger,7
Pentatomidae,Eysarcoris,Eysarcoris_inconspicuus,7
Pentatomidae,Eysarcoris,Eysarcoris_lewisi,7
Pentatomidae,Eysarcoris,Eysarcoris_montivagus,7
Pentatomidae,Eysarcoris,Eysarcoris_parvus,7
Pentatomidae,Eysarcoris,Eysarcoris_sp.,7
Pentatomidae,Eysarcoris,Eysarcoris_sp.1,7
Pentatomidae,Eysarcoris,Eysarcoris_sp.2,7
Pentatomidae,Eysarcoris,Eysarcoris_ventralis,7
Pentatomidae,Graphosoma,Graphosoma_italicum,7
Pentatomidae,Graphosoma,Graphosoma_rubrolineatum,7
Pentatomidae,Graphosoma,Graphosoma_semipunctatum,7
Pentatomidae,Halyomorpha,Halyomorpha_annulicornis,7
Pentatomidae,Halyomorpha,Halyomorpha_picus,7
Pentatomidae,Halyomorpha,Halyomorpha_reflexa,7
Pentatomidae,Halys,Halys_dentata,7
Pentatomidae,Halys,Halys_serricolis,7
Pentatomidae,Halys,Halys_sp.,7
Pentatomidae,Hermolaus,Hermolaus_amurensis,7
Pentatomidae,Holcostethus,Holcostethus_limbolarius,7
Pentatomidae,Homalogonia,Homalogonia_obtusa,7
Pentatomidae,Ladeaschistus,Ladeaschistus_sp.,7
Pentatomidae,Lelia,Lelia_decempunctata,7
Pentatomidae,Lerida,Lerida_punctata,7
Pentatomidae,Loxa,Loxa_deducta,7
Pentatomidae,Loxa,Loxa_flavicollis,7
Pentatomidae,Loxa,Loxa_sp.,7
Pentatomidae,Loxa,Loxa_viridis,7
Pentatomidae,Macrina,Macrina_juvenca,7
Pentatomidae,Macrorhaphis,Macrorhaphis_acuta,7
Pentatomidae,Mayrinia,Mayrinia_variegata,7
Pentatomidae,Menida,Menida_bengalensis,7
Pentatomidae,Menida,Menida_bengalensis,7
Pentatomidae,Menida,Menida_scotti,7
Pentatomidae,Menida,Menida_violacea,7
Pentatomidae,Moncus,Moncus_obscurus,7
Pentatomidae,Mormidea,Mormidea_lugens,7
Pentatomidae,Mormidea,Mormidea_paupercula,7
Pentatomidae,Mormidea,Mormidea_quinqueluteum,7
Pentatomidae,Mormidea,Mormidea_sp.,7
Pentatomidae,Morna,Morna_sp.,7
Pentatomidae,Murgantia,Murgantia_sp.,7
Pentatomidae,Neottiglossa,Neottiglossa_leporina,7
Pentatomidae,Neottiglossa,Neottiglossa_pusilla,7
Pentatomidae,Nezara,Nezara_antennata,7
Pentatomidae,Nezara,Nezara_antennata,7
Pentatomidae,Nezara,Nezara_viridula,7
Pentatomidae,Niphe,Niphe_subferruginea,7
Pentatomidae,Oebalus,Oebalus_pugnax,7
Pentatomidae,Oechalia,Oechalia_grisea,7
Pentatomidae,Oechalia,Oechalia_pacifica,7
Pentatomidae,Parantestia,Parantestia_immunda,7
Pentatomidae,Pellaea,Pellaea_stictica,7
Pentatomidae,Pentatoma,Pentatoma_japonica,7
Pentatomidae,Pentatoma,Pentatoma_rufipes,7
Pentatomidae,Pentatoma,Pentatoma_semiannulata,7
Pentatomidae,Pentatoma,Pentatoma_sp.1,7
Pentatomidae,Peribalus,Peribalus_sp.,7
Pentatomidae,Perillus,Perillus_bioculatus,7
Pentatomidae,Perillus,Perillus_confluens,7
Pentatomidae,Peromatus,Peromatus_notatus,7
Pentatomidae,Picromerus,Picromerus_bidens,7
Pentatomidae,Picromerus,Picromerus_nigridens,7
Pentatomidae,Picromerus,Picromerus_sp.,7
Pentatomidae,Piezodorus,Piezodorus_guildinii,7
Pentatomidae,Piezodorus,Piezodorus_hybneri,7
Pentatomidae,Piezodorus,Piezodorus_lituratus,7
Pentatomidae,Placosternum,Placosternum_ficusius,7
Pentatomidae,Placosternum,Placosternum_taurus,7
Pentatomidae,Plautia,Plautia_brunnipennis,7
Pentatomidae,Plautia,Plautia_crossota,7
Pentatomidae,Plautia,Plautia_crossota.stali,7
Pentatomidae,Plautia,Plautia_sp.,7
Pentatomidae,Podops,Podops_inuncta,7
Pentatomidae,Priassus,Priassus_exemptus,7
Pentatomidae,Priassus,Priassus_spiniger,7
Pentatomidae,Proxys,Proxys_albopunctulatus,7
Pentatomidae,Rhynchocoris,Rhynchocoris_humeralis,7
Pentatomidae,Rhytidolomia,Rhytidolomia_juniperina,7
Pentatomidae,Rolstoniellus,Rolstoniellus_bhutanicus,7
Pentatomidae,Sabaeus,Sabaeus_humeralis,7
Pentatomidae,Schraderiellus,Schraderiellus_cinctus,7
Pentatomidae,Schraderiellus,Schraderiellus_hughesae,7
Pentatomidae,Sciocoris,Sciocoris_cursitans,7
Pentatomidae,Sciocoris,Sciocoris_helferi,7
Pentatomidae,Sciocoris,Sciocoris_sulcatus,7
Pentatomidae,Scotinophara,Scotinophara_fibulata,7
Pentatomidae,Scotinophara,Scotinophara_horvathi,7
Pentatomidae,Sepontia,Sepontia_misella,7
Pentatomidae,Stalius,Stalius_tartareus,7
Pentatomidae,Staria,Staria_lunata,7
Pentatomidae,Stenozygum,Stenozygum_coloratum,7
Pentatomidae,Stiretrus,Stiretrus_anchorago,7
Pentatomidae,Storthecoris,Storthecoris_nigricepes,7
Pentatomidae,Thyanta,Thyanta_antiguensis,7
Pentatomidae,Thyanta,Thyanta_pallidovirens.pallidovirens,7
Pentatomidae,Thyanta,Thyanta_pallidovirens.spinosa,7
Pentatomidae,Thyanta,Thyanta_perditor,7
Pentatomidae,Thyanta,Thyanta_pseudocasta,7
Pentatomidae,Thyanta,Thyanta_sp.2,7
Pentatomidae,Tolumnia,Tolumnia_latipes,7
Pentatomidae,Trichopepla,Trichopepla_semivittata,7
Pentatomidae,Trichopepla,Trichopepla_sp.1,7
Pentatomidae,Trichopepla,Trichopepla_sp.2,7
Pentatomidae,Troilus,Troilus_luridus,7
Pentatomidae,Tyoma,Tyoma_verrucosa,7
Pentatomidae,Udonga,Udonga_montana,7
Pentatomidae,Veterna,Veterna_sanguineirostris,7
Pentatomidae,Zicrona,Zicrona_caerulea,7
Psyllidae,Agonoscena,Agonoscena_cista,7
Psyllidae,Agonoscena,Agonoscena_targionii,7
Psyllidae,Calposcena,Calposcena_bulgarica,7
Psyllidae,Lisronia,Lisronia_varicicosta,7
Eriococcidae,Apiomorpha,Apiomorpha_munita_,7.5
Pentatomidae,Macropygium,Macropygium_reticulare,7.5
Alydidae,Akbaratus,Akbaratus_fasciatus,8
Alydidae,Megalotomus,Megalotomus_pallescens,8
Berytidae,Acanthophisa,Acanthophisa_echinata,8
Berytidae,Gampsocoris,Gampsocoris_punctipes,8
Berytidae,Jalysus,Jalysus_wickhami,8
Berytidae,Neides,Neides_muticus,8
Coccidae,Eucalymnatus ,Eucalymnatus_euterones,8
Coccidae,Eucalymnatus ,Eucalymnatus_tessellatus,8
Coccidae,Parthenolecanium,Parthenolecanium_cerasifex,8
Coccidae,Parthenolecanium,Parthenolecanium_cerasifex,8
Coccidae,Parthenolecanium,Parthenolecanium_corni,8
Coccidae,Parthenolecanium,Parthenolecanium_putmani,8
Coccidae,Protopulvinaria  ,Protopulvinaria__pyriformis,8
Coccidae,Pulvinaria ,Pulvinaria__occifera,8
Coccidae,Pulvinaria ,Pulvinaria_hydrangeae,8
Coccidae,Pulvinaria ,Pulvinaria_peregrina,8
Coccidae,Pulvinaria ,Pulvinaria_vitis,8
Coccidae,Saissetia ,Saissetia_coffeae,8
Coreidae,Archimerus,Archimerus_alternatus,8
Coreidae,Archimerus,Archimerus_calcarator,8
Coreidae,Pachylis,Pachylis_gigas,8
Coreidae,Pachylis,Pachylis_lateralis,8
Dactylopiidae,Dactylopius ,Dactylopius_coccus,8
Diaspididae,Diaspis,Diaspis_echinocacti,8
Diaspididae,Lepidosaphes,Lepidosaphes_ulmi,8
Diaspididae,Pseudaulacaspis,Pseudaulacaspis_pentagona,8
Diaspididae,Xanthophthalma,Xanthophthalma_concinnum,8
Eriococcidae,Acanthococcus ,Acanthococcus_agropyri,8
Eriococcidae,Acanthococcus ,Acanthococcus_insignis,8
Eriococcidae,Ascelis ,Ascelis_praemollis,8
Eriococcidae,Eriococcus,Eriococcus_abditus_,8
Eriococcidae,Eriococcus,Eriococcus_minus,8
Eriococcidae,Eriococcus,Eriococcus_rhodomyrti,8
Kuwaniidae,Kuwania,Kuwania_oligostigma,8
Largidae,Physopelta,Physopelta_parciceps,8
Lygaeidae,Acompus,Acompus_rufipes,8
Lygaeidae,Arocatus,Arocatus_suboeneus,8
Lygaeidae,Capodemus,Capodemus_rusticus,8
Lygaeidae,Carpilis,Carpilis_consimilis,8
Lygaeidae,Cavelerius,Cavelerius_illustris,8
Lygaeidae,Chauliops,Chauliops_bisontula,8
Lygaeidae,Chauliops,Chauliops_fallax,8
Lygaeidae,Cligenes,Cligenes_subcavicola,8
Lygaeidae,Cnemodus,Cnemodus_albimaculus,8
Lygaeidae,Cnemodus,Cnemodus_mavortius,8
Lygaeidae,Crophius,Crophius_behemani,8
Lygaeidae,Delochilocoris,Delochilocoris_illuminatus,8
Lygaeidae,Diniella,Diniella_sp._(PDA-44),8
Lygaeidae,Exptochiomera,Exptochiomera_dissimilis,8
Lygaeidae,Geocoris,Geocoris_varius,8
Lygaeidae,Germalus,Germalus_sp.,8
Lygaeidae,Glyptonysius,Glyptonysius_amicola,8
Lygaeidae,Glyptonysius,Glyptonysius_hylaeus,8
Lygaeidae,Glyptonysius,Glyptonysius_sp.,8
Lygaeidae,Heraeus,Heraeus_pacificus,8
Lygaeidae,Heterogaster,Heterogaster_berhensii,8
Lygaeidae,Hypogeocoris,Hypogeocoris_piceus,8
Lygaeidae,Ischnocoris,Ischnocoris_hemipterus,8
Lygaeidae,Ischnodemus,Ischnodemus_badius,8
Lygaeidae,Ischnodemus,Ischnodemus_brunnipennis,8
Lygaeidae,Ischnodemus,Ischnodemus_conicus,8
Lygaeidae,Ischnodemus,Ischnodemus_falicus,8
Lygaeidae,Ischnodemus,Ischnodemus_sabuleti,8
Lygaeidae,Ischnodemus,Ischnodemus_slossoni,8
Lygaeidae,Ligyrocoris,Ligyrocoris_diffusus,8
Lygaeidae,Ligyrocoris,Ligyrocoris_latimarginatus,8
Lygaeidae,Ligyrocoris,Ligyrocoris_litigiosus,8
Lygaeidae,Ligyrocoris,Ligyrocoris_sylvestris,8
Lygaeidae,Macropes,Macropes_obnubilis,8
Lygaeidae,Malezonotus,Malezonotus_sodalicius,8
Lygaeidae,Masoas,Masoas_sp._(GGES-22),8
Lygaeidae,Masoas,Masoas_transvaalensis,8
Lygaeidae,Megalonotus,Megalonotus_chiragra,8
Lygaeidae,Meschia,Meschia_sp.,8
Lygaeidae,Metrarga,Metrarga_elinguis,8
Lygaeidae,Micaredemus,Micaredemus_pusillus,8
Lygaeidae,Migdilybs,Migdilybs_furcifer,8
Lygaeidae,Neseis,Neseis_chinai,8
Lygaeidae,Neseis,Neseis_fasciata_convergens,8
Lygaeidae,Neseis,Neseis_fulgida,8
Lygaeidae,Neseis,Neseis_hiloensis_approximata,8
Lygaeidae,Neseis,Neseis_hiloensis_hiloensis,8
Lygaeidae,Neseis,Neseis_hiloensis_interoculata,8
Lygaeidae,Neseis,Neseis_hiloensis_jugata,8
Lygaeidae,Neseis,Neseis_kirkaldyi,8
Lygaeidae,Neseis,Neseis_legnota,8
Lygaeidae,Neseis,Neseis_nitida_consummata,8
Lygaeidae,Neseis,Neseis_nitida_impressicollis,8
Lygaeidae,Neseis,Neseis_nitida_insulicola,8
Lygaeidae,Neseis,Neseis_nitida_nitida,8
Lygaeidae,Neseis,Neseis_ochriasis_baldwini,8
Lygaeidae,Neseis,Neseis_ochriasis_maculiceps,8
Lygaeidae,Neseis,Neseis_ochriasis_ochriasis,8
Lygaeidae,Neseis,Neseis_pallassata,8
Lygaeidae,Neseis,Neseis_pallida,8
Lygaeidae,Neseis,Neseis_saundersiana,8
Lygaeidae,Neseis,Neseis_silvestris,8
Lygaeidae,Neseis,Neseis_sp_near_hiloensis,8
Lygaeidae,Nesoclimacias,Nesoclimacias_contracta,8
Lygaeidae,Ninus,Ninus_insignis,8
Lygaeidae,Oceanides,Oceanides_bimaculatus,8
Lygaeidae,Oceanides,Oceanides_dilatipennis,8
Lygaeidae,Oceanides,Oceanides_euphoribiae,8
Lygaeidae,Oceanides,Oceanides_fosbergi,8
Lygaeidae,Oceanides,Oceanides_gressitti,8
Lygaeidae,Oceanides,Oceanides_montivagus,8
Lygaeidae,Oceanides,Oceanides_nimbatus,8
Lygaeidae,Oceanides,Oceanides_ventralis,8
Lygaeidae,Oceanides,Oceanides_yoshimotoi,8
Lygaeidae,Oncopeltus,Oncopeltus_fasciatus,8
Lygaeidae,Oncopeltus,Oncopeltus_nigriceps,8
Lygaeidae,Ortholomus,Ortholomus_arphnoides,8
Lygaeidae,Ortholomus,Ortholomus_scolopax,8
Lygaeidae,Pachybrachius,Pachybrachius_albocinctus,8
Lygaeidae,Pachybrachius,Pachybrachius_bilobatus,8
Lygaeidae,Pachybrachius,Pachybrachius_fracticollis,8
Lygaeidae,Pachybrachius,Pachybrachius_insularis,8
Lygaeidae,Pachybrachius,Pachybrachius_lateralis,8
Lygaeidae,Pachybrachius,Pachybrachius_limbatus,8
Lygaeidae,Pachybrachius,Pachybrachius_nesovinctus,8
Lygaeidae,Pachybrachius,Pachybrachius_nietneri,8
Lygaeidae,Pachybrachius,Pachybrachius_sp._(GGES-10),8
Lygaeidae,Pachybrachius,Pachybrachius_sp._(GGES-8),8
Lygaeidae,Pachybrachius,Pachybrachius_sp._(GGES-9),8
Lygaeidae,Pachybrachius,Pachybrachius_sp._(MLY-2),8
Lygaeidae,Pachybrachius,Pachybrachius_sp._(PDA-46),8
Lygaeidae,Pachybrachius,Pachybrachius_vinctus,8
Lygaeidae,Plinthisus,Plinthisus_compactus,8
Lygaeidae,Plinthisus,Plinthisus_longisetosus,8
Lygaeidae,Plinthisus,Plinthisus_sp._(C-27),8
Lygaeidae,Plinthisus,Plinthisus_sp._(E-23),8
Lygaeidae,Plinthisus,Plinthisus_sp._(U-120),8
Lygaeidae,Pseudocnemodus,Pseudocnemodus_canadensis,8
Lygaeidae,Ptochiomera,Ptochiomera_nodosa,8
Lygaeidae,Scolopostethus,Scolopostethus_sp.,8
Lygaeidae,Sphaerobius,Sphaerobius_insignis,8
Lygaeidae,Stigmatonotum,Stigmatonotum_capucinum,8
Lygaeidae,Stigmatonotum,Stigmatonotum_rufipes,8
Lygaeidae,Stygnocoris,Stygnocoris_fuligineus,8
Lygaeidae,Stygnocoris,Stygnocoris_pygmaeus,8
Lygaeidae,Stygnocoris,Stygnocoris_sabulosus,8
Lygaeidae,Targarema,Targarema_stali,8
