Order,Family,species,haploid,SCS
Diptera,Drosophilidae,Drosophila_cardini,4,
Diptera,Drosophilidae,Drosophila_cardini,6,XY
Diptera,Drosophilidae,Drosophila_cardini,6,XY
Diptera,Drosophilidae,Drosophila_cardini,6,XY
Diptera,Drosophilidae,Drosophila_cardini,6,XY
Diptera,Drosophilidae,Drosophila_cardini,6,XY
Diptera,Drosophilidae,Drosophila_cardinoides,4,XY
Diptera,Drosophilidae,Drosophila_cardinoides,4,
Diptera,Drosophilidae,Drosophila_cardinoides,4,
Diptera,Drosophilidae,Drosophila_cardinoides,4,XY
Diptera,Drosophilidae,Drosophila_caribaiana,4,
Diptera,Drosophilidae,Drosophila_carsoni,6,
Diptera,Drosophilidae,Drosophila_castanea,4,XY
Diptera,Drosophilidae,Drosophila_castanea,4,XY
Diptera,Drosophilidae,Drosophila_castanea,4,
Diptera,Drosophilidae,Drosophila_castanea,4,
Diptera,Drosophilidae,Drosophila_castanea,4,
Diptera,Drosophilidae,Drosophila_castanea,4,
Diptera,Drosophilidae,Drosophila_castanea,4,
Diptera,Drosophilidae,Drosophila_castanea,4,XY
Diptera,Drosophilidae,Drosophila_castanea,4,XY
Diptera,Drosophilidae,Drosophila_castanea,4,
Diptera,Drosophilidae,Drosophila_centralis,6,XY
Diptera,Drosophilidae,Drosophila_chaetopeza,6,
Diptera,Drosophilidae,Drosophila_chamundiensis,4,XY
Diptera,Drosophilidae,Drosophila_cheda,4,XY
Diptera,Drosophilidae,Drosophila_ciliaticrus,6,
Diptera,Drosophilidae,Drosophila_cilifemorata,6,
Diptera,Drosophilidae,Drosophila_cilifera,6,
Diptera,Drosophilidae,Drosophila_circumdata,6,XY
Diptera,Drosophilidae,Drosophila_clavisetae,6,
Diptera,Drosophilidae,Drosophila_claytonae,6,
Diptera,Drosophilidae,Drosophila_cognata,6,
Diptera,Drosophilidae,Drosophila_colorata,6,XY
Diptera,Drosophilidae,Drosophila_comatifemora,6,
Diptera,Drosophilidae,Drosophila_confusa,6,
Diptera,Drosophilidae,Drosophila_confusa,6,
Diptera,Drosophilidae,Drosophila_confusa,5,
Diptera,Drosophilidae,Drosophila_conjectura,6,
Diptera,Drosophilidae,Drosophila_conjectura,6,
Diptera,Drosophilidae,Drosophila_conspicua,6,
Diptera,Drosophilidae,Drosophila_converga,6,
Diptera,Drosophilidae,Drosophila_coracina,4,XY
Diptera,Drosophilidae,Drosophila_coracina,4,XY
Diptera,Drosophilidae,Drosophila_cordata,3,
Diptera,Drosophilidae,Drosophila_coroica,6,
Diptera,Drosophilidae,Drosophila_coroica_paraguttata,6,XY
Diptera,Drosophilidae,Drosophila_crassifemur,5,
Diptera,Drosophilidae,Drosophila_crocina,6,XY
Diptera,Drosophilidae,Drosophila_crocina,6,XY
Diptera,Drosophilidae,Drosophila_crocina,6,XY
Diptera,Drosophilidae,Drosophila_crucigera,6,
Diptera,Drosophilidae,Drosophila_crucigera,6,
Diptera,Drosophilidae,Drosophila_crucigera,6,
Diptera,Drosophilidae,Drosophila_crucigera,6,
Diptera,Drosophilidae,Drosophila_crucigera,6,
Diptera,Drosophilidae,Drosophila_crucigera,6,
Diptera,Drosophilidae,Drosophila_crucigera,6,
Diptera,Drosophilidae,Drosophila_crucigera,6,
Diptera,Drosophilidae,Drosophila_crucigera,6,
Diptera,Drosophilidae,Drosophila_crucigera,6,
Diptera,Drosophilidae,Drosophila_crucigera,6,
Diptera,Drosophilidae,Drosophila_crucigera,6,
Diptera,Drosophilidae,Drosophila_crucigera,6,
Diptera,Drosophilidae,Drosophila_cuauhtemoci,5,
Diptera,Drosophilidae,Drosophila_curviceps,4,
Diptera,Drosophilidae,Drosophila_cyrtoloma,6,
Diptera,Drosophilidae,Drosophila_davidi,4,XY
Diptera,Drosophilidae,Drosophila_davidi,4,XY
Diptera,Drosophilidae,Drosophila_deltaneuron,4,
Diptera,Drosophilidae,Drosophila_denticulata,3,XY
Diptera,Drosophilidae,Drosophila_denticulata,4,XY
Diptera,Drosophilidae,Drosophila_denticulata,3,XY
Diptera,Drosophilidae,Drosophila_desertorum,6,
Diptera,Drosophilidae,Drosophila_diamphidiopoda,6,
Diptera,Drosophilidae,Drosophila_differens,6,
Diptera,Drosophilidae,Drosophila_digressa,6,
Diptera,Drosophilidae,Drosophila_diminuens,6,
Diptera,Drosophilidae,Drosophila_discreta,6,
Diptera,Drosophilidae,Drosophila_disjuncta,6,
Diptera,Drosophilidae,Drosophila_dissita,6,
Diptera,Drosophilidae,Drosophila_disticha,6,
Diptera,Drosophilidae,Drosophila_distinguenda,6,
Diptera,Drosophilidae,Drosophila_divaricata,6,
Diptera,Drosophilidae,Drosophila_dominicana,4,XY
Diptera,Drosophilidae,Drosophila_dominicana,4,XY
Diptera,Drosophilidae,Drosophila_dreyfusi,3,XY
Diptera,Drosophilidae,Drosophila_duncani,5,XY
Diptera,Drosophilidae,Drosophila_dunni,4,
Diptera,Drosophilidae,Drosophila_dunni,4,XY
Diptera,Drosophilidae,Drosophila_dunni_thomasensis,4,
Diptera,Drosophilidae,Drosophila_earlei,3,
Diptera,Drosophilidae,Drosophila_eilifera,6,
Diptera,Drosophilidae,Drosophila_elegans,5,XY
Diptera,Drosophilidae,Drosophila_elliptica,6,
Diptera,Drosophilidae,Drosophila_elliptica,3,
Diptera,Drosophilidae,Drosophila_elliptica,3,
Diptera,Drosophilidae,Drosophila_elliptica,3,
Diptera,Drosophilidae,Drosophila_emarginata,3,
Diptera,Drosophilidae,Drosophila_emarginata,3,
Diptera,Drosophilidae,Drosophila_emarginata,3,
Diptera,Drosophilidae,Drosophila_endobranchia,4,
Diptera,Drosophilidae,Drosophila_engyochracea,6,
Diptera,Drosophilidae,Drosophila_enigma,6,XY
Diptera,Drosophilidae,Drosophila_enigma,6,
Diptera,Drosophilidae,Drosophila_entrichocnema,6,
Diptera,Drosophilidae,Drosophila_eohydei,6,XY
Diptera,Drosophilidae,Drosophila_equinioxialis,3,XY
Diptera,Drosophilidae,Drosophila_ercepeae,4,XY
Diptera,Drosophilidae,Drosophila_ercepeae,4,XY
Diptera,Drosophilidae,Drosophila_erecta,4,XY
Diptera,Drosophilidae,Drosophila_erecta,4,XY
Diptera,Drosophilidae,Drosophila_erecta,4,
Diptera,Drosophilidae,Drosophila_eremophila,6,XY
Diptera,Drosophilidae,Drosophila_eremophila,6,
Diptera,Drosophilidae,Drosophila_eremophila,6,XY
Diptera,Drosophilidae,Drosophila_eskoi,5,XY
Diptera,Drosophilidae,Drosophila_eugracilis,4,XY
Diptera,Drosophilidae,Drosophila_eugracilis,3,XY
Diptera,Drosophilidae,Drosophila_euronotus,5,
Diptera,Drosophilidae,Drosophila_eurypeza,6,
Diptera,Drosophilidae,Drosophila_eurypeza,6,
Diptera,Drosophilidae,Drosophila_ezoana,6,
Diptera,Drosophilidae,Drosophila_ezoana,6,
Diptera,Drosophilidae,Drosophila_facialba,5,
Diptera,Drosophilidae,Drosophila_facialba,6,
Diptera,Drosophilidae,Drosophila_facialba,6,XY
Diptera,Drosophilidae,Drosophila_facialba,5,XY
Diptera,Drosophilidae,Drosophila_fairchildi,5,
Diptera,Drosophilidae,Drosophila_falleni,6,
Diptera,Drosophilidae,Drosophila_fasciculisetae,6,
Diptera,Drosophilidae,Drosophila_fasciola,6,XY
Diptera,Drosophilidae,Drosophila_fasciola,6,XY
Diptera,Drosophilidae,Drosophila_fascioloides,4,
Diptera,Drosophilidae,Drosophila_fascioloides,4,XY
Diptera,Drosophilidae,Drosophila_fascioloides,4,XY
Diptera,Drosophilidae,Drosophila_fascioloides,4,XY
Diptera,Drosophilidae,Drosophila_ficusphila,4,XY
Diptera,Drosophilidae,Drosophila_ficusphila,4,XY
Diptera,Drosophilidae,Drosophila_ficusphila,4,XY
Diptera,Drosophilidae,Drosophila_flavibasis,6,
Diptera,Drosophilidae,Drosophila_flavomontana,6,
Diptera,Drosophilidae,Drosophila_flavomontana,6,
Diptera,Drosophilidae,Drosophila_flavopilosa,6,
Diptera,Drosophilidae,Drosophila_flavopinicola,6,XY
Diptera,Drosophilidae,Drosophila_flavorepleta,6,XY
Diptera,Drosophilidae,Drosophila_flexipes,6,
Diptera,Drosophilidae,Drosophila_florae,4,XY
Diptera,Drosophilidae,Drosophila_formella,6,XY
Diptera,Drosophilidae,Drosophila_fragilis,5,
Diptera,Drosophilidae,Drosophila_fragilis,5,
Diptera,Drosophilidae,Drosophila_fragilis,7,XY
Diptera,Drosophilidae,Drosophila_freycinetiae,6,
Diptera,Drosophilidae,Drosophila_fuliginea,4,XY
Diptera,Drosophilidae,Drosophila_fulvalineata,6,XY
Diptera,Drosophilidae,Drosophila_fulvalineata,6,XY
Diptera,Drosophilidae,Drosophila_fulvalineata,6,XY
Diptera,Drosophilidae,Drosophila_fulvalineata,6,XY
Diptera,Drosophilidae,Drosophila_fulvalineata,6,XY
Diptera,Drosophilidae,Drosophila_fulvalineata,5,XY
Diptera,Drosophilidae,Drosophila_fulvimacula,6,
Diptera,Drosophilidae,Drosophila_fulvimacula,6,XY
Diptera,Drosophilidae,Drosophila_fulvimacula_flavorepleta,6,XY
Diptera,Drosophilidae,Drosophila_fulvimaculoides,6,XY
Diptera,Drosophilidae,Drosophila_fumida,4,XY
Diptera,Drosophilidae,Drosophila_fumipennis,3,XY
Diptera,Drosophilidae,Drosophila_fumipennis,3,
Diptera,Drosophilidae,Drosophila_fumosa,4,XY
Diptera,Drosophilidae,Drosophila_funebris,6,
Diptera,Drosophilidae,Drosophila_funebris,6,XY
Diptera,Drosophilidae,Drosophila_fuscoamoeba,6,
Diptera,Drosophilidae,Drosophila_gasici,5,
Diptera,Drosophilidae,Drosophila_gaucha,5,
Diptera,Drosophilidae,Drosophila_gaucha,5,
Diptera,Drosophilidae,Drosophila_gibberosa,5,XY
Diptera,Drosophilidae,Drosophila_giriensis,4,XY
Diptera,Drosophilidae,Drosophila_glabriapex,6,
Diptera,Drosophilidae,Drosophila_goureaui,6,
Diptera,Drosophilidae,Drosophila_gradata,6,
Diptera,Drosophilidae,Drosophila_greeni,4,
Diptera,Drosophilidae,Drosophila_greeni,4,XY
Diptera,Drosophilidae,Drosophila_greerae,6,XY
Diptera,Drosophilidae,Drosophila_grimshawi,6,
Diptera,Drosophilidae,Drosophila_grimshawi,6,
Diptera,Drosophilidae,Drosophila_grisea,6,XO
Diptera,Drosophilidae,Drosophila_griseolineata,6,XY
Diptera,Drosophilidae,Drosophila_griseolineata,6,
Diptera,Drosophilidae,Drosophila_guanche,5,XY
Diptera,Drosophilidae,Drosophila_guanche,5,
Diptera,Drosophilidae,Drosophila_guaraja,5,XY
Diptera,Drosophilidae,Drosophila_guaramunu,6,XY
Diptera,Drosophilidae,Drosophila_guaramunu,6,
Diptera,Drosophilidae,Drosophila_guaramunu,5,
Diptera,Drosophilidae,Drosophila_guarani,6,XY
Diptera,Drosophilidae,Drosophila_guarani,6,XY
Diptera,Drosophilidae,Drosophila_guaru,6,XY
Diptera,Drosophilidae,Drosophila_guaru,6,XY
Diptera,Drosophilidae,Drosophila_guttifera,6,XY
Diptera,Drosophilidae,Drosophila_gymnobasis,6,
Diptera,Drosophilidae,Drosophila_gymnophallus,6,
Diptera,Drosophilidae,Drosophila_hamatofila,6,XY
Diptera,Drosophilidae,Drosophila_hamatofila,6,XY
Diptera,Drosophilidae,Drosophila_hamatofila,6,XY
Diptera,Drosophilidae,Drosophila_hamifera,6,
Diptera,Drosophilidae,Drosophila_hanaulae,6,
Diptera,Drosophilidae,Drosophila_hawaiiensis,6,
Diptera,Drosophilidae,Drosophila_heedi,6,
Diptera,Drosophilidae,Drosophila_helvetica,5,
Diptera,Drosophilidae,Drosophila_helvetica,5,XY
Diptera,Drosophilidae,Drosophila_hemipeza,6,
Diptera,Drosophilidae,Drosophila_heterobristalis,4,XY
Diptera,Drosophilidae,Drosophila_heteroneura,6,
Diptera,Drosophilidae,Drosophila_hexachaetae,6,
Diptera,Drosophilidae,Drosophila_hexastigma,6,XY
Diptera,Drosophilidae,Drosophila_hexastigma,6,XY
Diptera,Drosophilidae,Drosophila_hexastriata,4,
Diptera,Drosophilidae,Drosophila_hirtipalpus,6,
Diptera,Drosophilidae,Drosophila_histrio,6,XY
Diptera,Drosophilidae,Drosophila_howensis,6,XY
Diptera,Drosophilidae,Drosophila_hydei,6,XY
Diptera,Drosophilidae,Drosophila_hydei,6,XY
Diptera,Drosophilidae,Drosophila_hydei,6,XY
Diptera,Drosophilidae,Drosophila_hydei,6,
Diptera,Drosophilidae,Drosophila_hydeoides,6,XY
Diptera,Drosophilidae,Drosophila_hydeoides,6,XY
Diptera,Drosophilidae,Drosophila_hypocausta,4,
Diptera,Drosophilidae,Drosophila_hystricosa,5,
Diptera,Drosophilidae,Drosophila_imaii,6,XY
Diptera,Drosophilidae,Drosophila_imaii,5,XY
Diptera,Drosophilidae,Drosophila_imeretensis,5,XY
Diptera,Drosophilidae,Drosophila_immigrans,4,XY
Diptera,Drosophilidae,Drosophila_immigrans,4,
Diptera,Drosophilidae,Drosophila_immigrans,4,XY
Diptera,Drosophilidae,Drosophila_immigrans,4,XY
Diptera,Drosophilidae,Drosophila_immigrans,4,XY
Diptera,Drosophilidae,Drosophila_immigrans,4,XY
Diptera,Drosophilidae,Drosophila_immigrans,4,XY
Diptera,Drosophilidae,Drosophila_immigrans,4,XY
Diptera,Drosophilidae,Drosophila_immigrans_I,4,XY
Diptera,Drosophilidae,Drosophila_immigrans_II,4,
Diptera,Drosophilidae,Drosophila_immigrans-like_n._sp,6,
Diptera,Drosophilidae,Drosophila_imparisetae,6,
Diptera,Drosophilidae,Drosophila_inca,6,
Diptera,Drosophilidae,Drosophila_inedita,6,
Diptera,Drosophilidae,Drosophila_inflatus,5,
Diptera,Drosophilidae,Drosophila_infuscata,6,
Diptera,Drosophilidae,Drosophila_ingens,6,
