Order,Family,species,haploid,SCS
Diptera,Drosophilidae,Drosophila_rubifrons,6,
Diptera,Drosophilidae,Drosophila_rubra,4,XY
Diptera,Drosophilidae,Drosophila_rufa,4,XY
Diptera,Drosophilidae,Drosophila_rufa,4,XY
Diptera,Drosophilidae,Drosophila_rufa,4,XY
Diptera,Drosophilidae,Drosophila_rufa,4,XY
Diptera,Drosophilidae,Drosophila_rufifrons,4,XY
Diptera,Drosophilidae,Drosophila_s._bilimbata,4,XY
Diptera,Drosophilidae,Drosophila_saltans,4,
Diptera,Drosophilidae,Drosophila_saltans,3,
Diptera,Drosophilidae,Drosophila_saltans,3,
Diptera,Drosophilidae,Drosophila_sechellia,4,XY
Diptera,Drosophilidae,Drosophila_seguyi,4,XY
Diptera,Drosophilidae,Drosophila_seguyi,4,XY
Diptera,Drosophilidae,Drosophila_seguyi,4,XY
Diptera,Drosophilidae,Drosophila_sejuncta,6,
Diptera,Drosophilidae,Drosophila_sellata,3,
Diptera,Drosophilidae,Drosophila_septentriosaltans,3,
Diptera,Drosophilidae,Drosophila_serenensis,6,
Diptera,Drosophilidae,Drosophila_serido,6,
Diptera,Drosophilidae,Drosophila_serido,6,
Diptera,Drosophilidae,Drosophila_serido,6,
Diptera,Drosophilidae,Drosophila_serrata,4,
Diptera,Drosophilidae,Drosophila_serrata,4,XY
Diptera,Drosophilidae,Drosophila_serrata,4,XY
Diptera,Drosophilidae,Drosophila_serrata,4,
Diptera,Drosophilidae,Drosophila_setosifrons,6,
Diptera,Drosophilidae,Drosophila_setosimentum,6,
Diptera,Drosophilidae,Drosophila_setula,6,
Diptera,Drosophilidae,Drosophila_setula,5,
Diptera,Drosophilidae,Drosophila_setula,5,
Diptera,Drosophilidae,Drosophila_sigmoides,6,
Diptera,Drosophilidae,Drosophila_silvarentis,6,
Diptera,Drosophilidae,Drosophila_silvestris,6,
Diptera,Drosophilidae,Drosophila_silvistriata,5,XY
Diptera,Drosophilidae,Drosophila_similis,6,XY
Diptera,Drosophilidae,Drosophila_similis_grenadensis,4,
Diptera,Drosophilidae,Drosophila_simulans,4,XY
Diptera,Drosophilidae,Drosophila_simulans,4,XY
Diptera,Drosophilidae,Drosophila_simulans,4,XY
Diptera,Drosophilidae,Drosophila_simulans,4,XY
Diptera,Drosophilidae,Drosophila_sobrina,6,
Diptera,Drosophilidae,Drosophila_sodomae,6,
Diptera,Drosophilidae,Drosophila_sordidula,5,XY
Diptera,Drosophilidae,Drosophila_spaniothrix,6,
Diptera,Drosophilidae,Drosophila_spectabilis,6,
Diptera,Drosophilidae,Drosophila_spencensis,6,XY
Diptera,Drosophilidae,Drosophila_spenceri,6,XY
Diptera,Drosophilidae,Drosophila_spinatermina,5,
Diptera,Drosophilidae,Drosophila_spinofemora,4,
Diptera,Drosophilidae,Drosophila_sproati,6,
Diptera,Drosophilidae,Drosophila_stalkeri,6,XY
Diptera,Drosophilidae,Drosophila_stalkeri,6,XY
Diptera,Drosophilidae,Drosophila_starmeri,6,
Diptera,Drosophilidae,Drosophila_sternopleuralis,4,
Diptera,Drosophilidae,Drosophila_sticta,6,XY
Diptera,Drosophilidae,Drosophila_sticta,6,XY
Diptera,Drosophilidae,Drosophila_stonei,4,XY
Diptera,Drosophilidae,Drosophila_sturtevanti,3,XY
Diptera,Drosophilidae,Drosophila_sturtevanti,3,
Diptera,Drosophilidae,Drosophila_sturtevanti,3,
Diptera,Drosophilidae,Drosophila_subarctica,6,
Diptera,Drosophilidae,Drosophila_subbadia,6,XY
Diptera,Drosophilidae,Drosophila_subbadia,5,
Diptera,Drosophilidae,Drosophila_subfunebris,6,XY
Diptera,Drosophilidae,Drosophila_submacroptera,5,XY
Diptera,Drosophilidae,Drosophila_submacroptera,4,
Diptera,Drosophilidae,Drosophila_submacroptera,4,
Diptera,Drosophilidae,Drosophila_submacroptera,4,
Diptera,Drosophilidae,Drosophila_submacroptera,4,
Diptera,Drosophilidae,Drosophila_submacroptera,4,
Diptera,Drosophilidae,Drosophila_subobscura,6,XY
Diptera,Drosophilidae,Drosophila_suboccidentalis,6,
Diptera,Drosophilidae,Drosophila_suboccidentalis,6,XY
Diptera,Drosophilidae,Drosophila_suboccidentalis,6,XY
Diptera,Drosophilidae,Drosophila_subpalustris,6,
Diptera,Drosophilidae,Drosophila_subpalustris,6,XY
Diptera,Drosophilidae,Drosophila_subpalustris,6,XY
Diptera,Drosophilidae,Drosophila_subquinaria,6,XY
Diptera,Drosophilidae,Drosophila_subquinaria,6,XY
Diptera,Drosophilidae,Drosophila_subquinaria,6,XY
Diptera,Drosophilidae,Drosophila_subsaltans,3,
Diptera,Drosophilidae,Drosophila_subsilvestris,6,XY
Diptera,Drosophilidae,Drosophila_substenoptera,6,
Diptera,Drosophilidae,Drosophila_subtilis,5,
Diptera,Drosophilidae,Drosophila_sucinea,3,XY
Diptera,Drosophilidae,Drosophila_sucinea,3,XY
Diptera,Drosophilidae,Drosophila_suffusca,4,XY
Diptera,Drosophilidae,Drosophila_suffusca,4,XY
Diptera,Drosophilidae,Drosophila_sulfurigaster,4,
Diptera,Drosophilidae,Drosophila_sulfurigaster_albostrigata,4,XY
Diptera,Drosophilidae,Drosophila_sulfurigaster_bilimbata,4,
Diptera,Drosophilidae,Drosophila_suzukii,4,XY
Diptera,Drosophilidae,Drosophila_takahashii,4,XY
Diptera,Drosophilidae,Drosophila_takahashii,3,XY
Diptera,Drosophilidae,Drosophila_takahashii_I,4,XY
Diptera,Drosophilidae,Drosophila_talamancana,5,XY
Diptera,Drosophilidae,Drosophila_tani,4,
Diptera,Drosophilidae,Drosophila_tanytrix,6,XY
Diptera,Drosophilidae,Drosophila_tarphytrichia,6,
Diptera,Drosophilidae,Drosophila_teisseri,4,XY
Diptera,Drosophilidae,Drosophila_teisseri,4,XY
Diptera,Drosophilidae,Drosophila_teisseri,4,
Diptera,Drosophilidae,Drosophila_tendomentum,6,
Diptera,Drosophilidae,Drosophila_tenebrosa,5,
Diptera,Drosophilidae,Drosophila_tenebrosa,5,XY
Diptera,Drosophilidae,Drosophila_tenuicauda,6,
Diptera,Drosophilidae,Drosophila_testacea,4,XY
Diptera,Drosophilidae,Drosophila_testacea,4,
Diptera,Drosophilidae,Drosophila_tetrachaeta,6,
Diptera,Drosophilidae,Drosophila_texana,5,XY
Diptera,Drosophilidae,Drosophila_texana,5,
Diptera,Drosophilidae,Drosophila_texana,5,XY
Diptera,Drosophilidae,Drosophila_texana,5,
Diptera,Drosophilidae,Drosophila_thoracis,6,XO
Diptera,Drosophilidae,Drosophila_tira,6,XY
Diptera,Drosophilidae,Drosophila_tolteca,5,XY
Diptera,Drosophilidae,Drosophila_tongpua,4,XY
Diptera,Drosophilidae,Drosophila_touchardiae,6,
Diptera,Drosophilidae,Drosophila_tranquilla,3,
Diptera,Drosophilidae,Drosophila_tranquilla,4,
Diptera,Drosophilidae,Drosophila_transversa,6,
Diptera,Drosophilidae,Drosophila_transversa,6,XY
Diptera,Drosophilidae,Drosophila_transversa,6,XY
Diptera,Drosophilidae,Drosophila_trapeza,6,XY
Diptera,Drosophilidae,Drosophila_trapeza,6,XY
Diptera,Drosophilidae,Drosophila_trapezifrons,3,
Diptera,Drosophilidae,Drosophila_triangula,6,
Diptera,Drosophilidae,Drosophila_triauraria,3,XY
Diptera,Drosophilidae,Drosophila_trifiloides,6,XY
Diptera,Drosophilidae,Drosophila_trilutea,3,XY
Diptera,Drosophilidae,Drosophila_tripunctata,4,
Diptera,Drosophilidae,Drosophila_tripunctata,6,XY
Diptera,Drosophilidae,Drosophila_trispina,7,XY
Diptera,Drosophilidae,Drosophila_trispina,7,XY
Diptera,Drosophilidae,Drosophila_trispina,6,XY
Diptera,Drosophilidae,Drosophila_tristis,5,XY
Diptera,Drosophilidae,Drosophila_tristriata,6,
Diptera,Drosophilidae,Drosophila_tristriata,6,
Diptera,Drosophilidae,Drosophila_trivittata,5,
Diptera,Drosophilidae,Drosophila_trivittata,5,
Diptera,Drosophilidae,Drosophila_tropicalis,3,XY
Diptera,Drosophilidae,Drosophila_tropicalis_cubana,3,
Diptera,Drosophilidae,Drosophila_truncata,3,
Diptera,Drosophilidae,Drosophila_truncipenna,6,
Diptera,Drosophilidae,Drosophila_truncipenna,6,
Diptera,Drosophilidae,Drosophila_tsacasi,4,XY
Diptera,Drosophilidae,Drosophila_tsacasi,4,XY
Diptera,Drosophilidae,Drosophila_tsacasi,4,XY
Diptera,Drosophilidae,Drosophila_tsigana,5,XY
Diptera,Drosophilidae,Drosophila_tumiditarsus,4,XY
Diptera,Drosophilidae,Drosophila_turbata,6,
Diptera,Drosophilidae,Drosophila_unipunctata,5,XY
Diptera,Drosophilidae,Drosophila_uniseriata,6,
Diptera,Drosophilidae,Drosophila_uniseta,6,
Diptera,Drosophilidae,Drosophila_unispina,6,
Diptera,Drosophilidae,Drosophila_varians,4,XY
Diptera,Drosophilidae,Drosophila_varipennis,6,
Diptera,Drosophilidae,Drosophila_vesciseta,6,
Diptera,Drosophilidae,Drosophila_vibrissina,4,
Diptera,Drosophilidae,Drosophila_victoria,4,
Diptera,Drosophilidae,Drosophila_victoria,4,
Diptera,Drosophilidae,Drosophila_villitibia,6,
Diptera,Drosophilidae,Drosophila_villitibia,6,
Diptera,Drosophilidae,Drosophila_villosipedis,6,
Diptera,Drosophilidae,Drosophila_viracochi,5,
Diptera,Drosophilidae,Drosophila_viracochi,5,
Diptera,Drosophilidae,Drosophila_virgulata,6,
Diptera,Drosophilidae,Drosophila_virilis,6,XY
Diptera,Drosophilidae,Drosophila_virilis,6,
Diptera,Drosophilidae,Drosophila_virilis,6,XY
Diptera,Drosophilidae,Drosophila_virilis,6,
Diptera,Drosophilidae,Drosophila_virilis,6,XY
Diptera,Drosophilidae,Drosophila_vulcana,4,XY
Diptera,Drosophilidae,Drosophila_wheeleri,6,XY
Diptera,Drosophilidae,Drosophila_wheeleri,6,XY
Diptera,Drosophilidae,Drosophila_wheeleri,6,XY
Diptera,Drosophilidae,Drosophila_willistoni,3,XY
Diptera,Drosophilidae,Drosophila_willistoni,4,
Diptera,Drosophilidae,Drosophila_willistoni,3,
Diptera,Drosophilidae,Drosophila_willistoni,4,XY
Diptera,Drosophilidae,Drosophila_willistoni_quechua,3,
Diptera,Drosophilidae,Drosophila_wingei,3,
Diptera,Drosophilidae,Drosophila_xanthia,5,XY
Diptera,Drosophilidae,Drosophila_xanthogaster,5,
Diptera,Drosophilidae,Drosophila_yakuba,4,XY
Diptera,Drosophilidae,Drosophila_yakuba,4,XY
Diptera,Drosophilidae,Drosophila_yakuba,4,
Diptera,Drosophilidae,Exalloscaptomyza_spp.,5,
Diptera,Drosophilidae,Exalloscaptomyza_spp.,5,
Diptera,Drosophilidae,Exalloscaptomyza_spp.,5,
Diptera,Drosophilidae,Exalloscaptomyza_spp.,5,
Diptera,Drosophilidae,Exalloscaptomyza_spp.,5,
Diptera,Drosophilidae,Exalloscaptomyza_spp.,5,
Diptera,Drosophilidae,Exalloscaptomyza_spp.,5,
Diptera,Drosophilidae,Hirtodrosophila_duncani,5,XY
Diptera,Drosophilidae,Hirtodrosophila_grisea,6,XO
Diptera,Drosophilidae,Hirtodrosophila_grisea,6,XO
Diptera,Drosophilidae,Hirtodrosophila_longala,6,XO
Diptera,Drosophilidae,Hirtodrosophila_longala,6,XO
Diptera,Drosophilidae,Hirtodrosophila_orbospiracula,6,XO
Diptera,Drosophilidae,Hirtodrosophila_orbospiracula,6,XO
Diptera,Drosophilidae,Hirtodrosophila_pictiventris,4,XO
Diptera,Drosophilidae,Hirtodrosophila_pictiventris,4,XO
Diptera,Drosophilidae,Hirtodrosophila_pictiventris,4,XO
Diptera,Drosophilidae,Hirtodrosophila_thoracis,6,XO
Diptera,Drosophilidae,Leucophenga_maculata,6,XY
Diptera,Drosophilidae,Leucophenga_varia,6,
Diptera,Drosophilidae,Microdrosophila_congesta,5,
Diptera,Drosophilidae,Microdrosophila_spp.,5,
Diptera,Drosophilidae,Mycodrosophila_claytonae,4,XY
Diptera,Drosophilidae,Mycodrosophila_dimidiata,4,XY
Diptera,Drosophilidae,Mycodrosophila_dimidiata,4,XY
Diptera,Drosophilidae,Mycodrosophila_nigropteropleura,4,
Diptera,Drosophilidae,Mycodrosophila_poecilogastra,6,
Diptera,Drosophilidae,Mycodrosophila_stalkeri,4,
Diptera,Drosophilidae,Pholadoris_baeomyia,3,
Diptera,Drosophilidae,Pholadoris_baeomyia,3,XY
Diptera,Drosophilidae,Pholadoris_coracina,4,
Diptera,Drosophilidae,Pholadoris_lebanonensis,4,
Diptera,Drosophilidae,Pholadoris_mirim,3,
Diptera,Drosophilidae,Pholadoris_nitens,4,
Diptera,Drosophilidae,Pholadoris_victoria,4,
Diptera,Drosophilidae,Samoaia_Afiamallu_Road,5,
Diptera,Drosophilidae,Samoaia_attenuata,4,
Diptera,Drosophilidae,Samoaia_blackwing_group,6,
Diptera,Drosophilidae,Samoaia_leonensis,4,
Diptera,Drosophilidae,Scaptomyza_adusta,5,
Diptera,Drosophilidae,Scaptomyza_adusta,5,
Diptera,Drosophilidae,Scaptomyza_albovittata,5,
Diptera,Drosophilidae,Scaptomyza_anomala,5,
Diptera,Drosophilidae,Scaptomyza_anomala,5,
Diptera,Drosophilidae,Scaptomyza_argentifrons,5,
Diptera,Drosophilidae,Scaptomyza_denticauda,4,XY
Diptera,Drosophilidae,Scaptomyza_graminum,4,XY
Diptera,Drosophilidae,Scaptomyza_hamata,4,
Diptera,Drosophilidae,Scaptomyza_hamata,4,
Diptera,Drosophilidae,Scaptomyza_melancholica,4,
Diptera,Drosophilidae,Scaptomyza_noei,5,
Diptera,Drosophilidae,Scaptomyza_pallida,4,
Diptera,Drosophilidae,Scaptomyza_pallida,4,
Diptera,Drosophilidae,Scaptomyza_pallida,4,
Diptera,Drosophilidae,Scaptomyza_palmae,5,
Diptera,Drosophilidae,Scaptomyza_palmae,5,
Diptera,Drosophilidae,Scaptomyza_spp.,5,
Diptera,Drosophilidae,Scaptomyza_varifrons,5,
Diptera,Drosophilidae,Scaptomyza_varifrons,5,
Diptera,Drosophilidae,Scaptomyza_waialealeae,4,
Diptera,Drosophilidae,Scaptomyza_xanthopleura,5,
Diptera,Drosophilidae,Tantalia_albovittata,5,
Diptera,Drosophilidae,Titanochaeta_bryani,5,
Diptera,Drosophilidae,Titanochaeta_bryani,5,
Diptera,Drosophilidae,"Titanochaeta_n.sp._""gold_antennae""",4,
Diptera,Drosophilidae,Titanochaeta_new_species,4,
Diptera,Drosophilidae,Trogloscaptomyza_argentifrons,5,
Diptera,Drosophilidae,Trogloscaptomyza_n.sp.,5,
Diptera,Drosophilidae,Trogloscaptomyza_spp.,5,
Diptera,Drosophilidae,Trogloscaptomyza_spp.,5,
Diptera,Drosophilidae,Trogloscaptomyza_waialealeae,4,
Diptera,Drosophilidae,Zaprionus_bogoriensis,6,XY
Diptera,Drosophilidae,Zaprionus_ghesquieri,6,
Diptera,Drosophilidae,Zaprionus_ghesquieri,4,
Diptera,Drosophilidae,Zaprionus_indianus,6,XY
Diptera,Drosophilidae,Zaprionus_inermis,6,
Diptera,Drosophilidae,Zaprionus_multistriatus,6,
Diptera,Drosophilidae,Zaprionus_obscuricornis,6,XY
Diptera,Drosophilidae,Zaprionus_ornatus,6,
Diptera,Drosophilidae,Zaprionus_paravittiger,6,XY
Diptera,Drosophilidae,Zaprionus_sepsoides,6,
Diptera,Drosophilidae,Zaprionus_sp._Near_korolev,4,
Diptera,Drosophilidae,Zaprionus_tuberculatus,6,
Diptera,Drosophilidae,Zaprionus_tuberculatus,4,
Diptera,Drosophilidae,Zaprionus_vittiger,6,
Diptera,Drosophilidae,Zaprionus_vittiger,4,
