Clade,Family,species,Genus,species,haploid
Angiosperms,Fabaceae,Myrospermum_frutescens,Myrospermum,frutescens,13
Angiosperms,Fabaceae,Myroxylon_balsamiferum,Myroxylon,balsamiferum,13
Angiosperms,Fabaceae,Nemcia_capitata,Nemcia,capitata,8
Angiosperms,Fabaceae,Neonotonia_wightii,Neonotonia,wightii,11
Angiosperms,Fabaceae,Neonotonia_verdcourtii,Neonotonia,verdcourtii,11
Angiosperms,Fabaceae,Neorautanenia_amboensis,Neorautanenia,amboensis,11
Angiosperms,Fabaceae,Neorudolphia_volubilis,Neorudolphia,volubilis,11
Angiosperms,Fabaceae,Neptunia_oleracea,Neptunia,oleracea,28
Angiosperms,Fabaceae,Nesphostylis_holosericea,Nesphostylis,holosericea,12
Angiosperms,Fabaceae,Nogra_grahamii,Nogra,grahamii,11
Angiosperms,Fabaceae,Ohwia_caudata,Ohwia,caudata,11
Angiosperms,Fabaceae,Onobrychis_humilis,Onobrychis,humilis,7
Angiosperms,Fabaceae,Onobrychis_montana,Onobrychis,montana,14
Angiosperms,Fabaceae,Onobrychis_crista-galli,Onobrychis,crista-galli,8
Angiosperms,Fabaceae,Onobrychis_aequidentata,Onobrychis,aequidentata,7
Angiosperms,Fabaceae,Onobrychis_arenaria,Onobrychis,arenaria,14
Angiosperms,Fabaceae,Onobrychis_cyri,Onobrychis,cyri,11
Angiosperms,Fabaceae,Onobrychis_laxiflora,Onobrychis,laxiflora,7
Angiosperms,Fabaceae,Onobrychis_sphaciotica,Onobrychis,sphaciotica,7
Angiosperms,Fabaceae,Onobrychis_venosa,Onobrychis,venosa,7
Angiosperms,Fabaceae,Ononis_pubescens,Ononis,pubescens,16
Angiosperms,Fabaceae,Ononis_fruticosa,Ononis,fruticosa,15
Angiosperms,Fabaceae,Ononis_foetida,Ononis,foetida,16
Angiosperms,Fabaceae,Ononis_alopecuroides,Ononis,alopecuroides,15
Angiosperms,Fabaceae,Ononis_pinnata,Ononis,pinnata,16
Angiosperms,Fabaceae,Ononis_variegata,Ononis,variegata,15
Angiosperms,Fabaceae,Ononis_spinosa,Ononis,spinosa,15
Angiosperms,Fabaceae,Ononis_rotundifolia,Ononis,rotundifolia,16
Angiosperms,Fabaceae,Ononis_viscosa,Ononis,viscosa,16
Angiosperms,Fabaceae,Ononis_cephalotes,Ononis,cephalotes,15
Angiosperms,Fabaceae,Ononis_pusilla,Ononis,pusilla,15
Angiosperms,Fabaceae,Ononis_reclinata,Ononis,reclinata,15
Angiosperms,Fabaceae,Ononis_speciosa,Ononis,speciosa,15
Angiosperms,Fabaceae,Ononis_tridentata,Ononis,tridentata,15
Angiosperms,Fabaceae,Ononis_ornithopodioides,Ononis,ornithopodioides,16
Angiosperms,Fabaceae,Ononis_laxiflora,Ononis,laxiflora,16
Angiosperms,Fabaceae,Ononis_aragonensis,Ononis,aragonensis,15
Angiosperms,Fabaceae,Ononis_biflora,Ononis,biflora,16
Angiosperms,Fabaceae,Ononis_cintrana,Ononis,cintrana,16
Angiosperms,Fabaceae,Ononis_cristata,Ononis,cristata,16
Angiosperms,Fabaceae,Ononis_euphrasiifolia,Ononis,euphrasiifolia,16
Angiosperms,Fabaceae,Ononis_filicaulis,Ononis,filicaulis,16
Angiosperms,Fabaceae,Ononis_masquilierii,Ononis,masquilierii,15
Angiosperms,Fabaceae,Ononis_minutissima,Ononis,minutissima,15
Angiosperms,Fabaceae,Ononis_mitissima,Ononis,mitissima,15
Angiosperms,Fabaceae,Ononis_natrix,Ononis,natrix,16
Angiosperms,Fabaceae,Ononis_saxicola,Ononis,saxicola,15
Angiosperms,Fabaceae,Ononis_subcordata,Ononis,subcordata,16
Angiosperms,Fabaceae,Ophrestia_hedysaroides,Ophrestia,hedysaroides,10
Angiosperms,Fabaceae,Orbexilum_pedunculatum,Orbexilum,pedunculatum,11
Angiosperms,Fabaceae,Ormocarpum_cochinchinense,Ormocarpum,cochinchinense,12
Angiosperms,Fabaceae,Ormosia_pinnata,Ormosia,pinnata,8
Angiosperms,Fabaceae,Ormosia_robusta,Ormosia,robusta,8
Angiosperms,Fabaceae,Ormosia_formosana,Ormosia,formosana,8
Angiosperms,Fabaceae,Ornithopus_sativus,Ornithopus,sativus,7
Angiosperms,Fabaceae,Ornithopus_compressus,Ornithopus,compressus,7
Angiosperms,Fabaceae,Ornithopus_pinnatus,Ornithopus,pinnatus,7
Angiosperms,Fabaceae,Ottleya_grandiflora,Ottleya,grandiflora,7
Angiosperms,Fabaceae,Ottleya_greenei,Ottleya,greenei,7
Angiosperms,Fabaceae,Ottleya_rigida,Ottleya,rigida,7
Angiosperms,Fabaceae,Ottleya_strigosa,Ottleya,strigosa,7
Angiosperms,Fabaceae,Oxylobium_procumbens,Oxylobium,procumbens,8
Angiosperms,Fabaceae,Oxylobium_cordifolium,Oxylobium,cordifolium,8
Angiosperms,Fabaceae,Oxylobium_ellipticum,Oxylobium,ellipticum,8
Angiosperms,Fabaceae,Oxyrhynchus_trinervius,Oxyrhynchus,trinervius,11
Angiosperms,Fabaceae,Oxytropis_sericea,Oxytropis,sericea,24
Angiosperms,Fabaceae,Oxytropis_splendens,Oxytropis,splendens,8
Angiosperms,Fabaceae,Oxytropis_aciphylla,Oxytropis,aciphylla,8
Angiosperms,Fabaceae,Oxytropis_campestris,Oxytropis,campestris,24
Angiosperms,Fabaceae,Oxytropis_fetida,Oxytropis,fetida,8
Angiosperms,Fabaceae,Oxytropis_foucaudii,Oxytropis,foucaudii,16
Angiosperms,Fabaceae,Oxytropis_halleri,Oxytropis,halleri,16
Angiosperms,Fabaceae,Oxytropis_helvetica,Oxytropis,helvetica,8
Angiosperms,Fabaceae,Oxytropis_jabalambrensis,Oxytropis,jabalambrensis,8
Angiosperms,Fabaceae,Oxytropis_lambertii,Oxytropis,lambertii,16
Angiosperms,Fabaceae,Oxytropis_lapponica,Oxytropis,lapponica,8
Angiosperms,Fabaceae,Pachecoa_prismatica,Pachecoa,prismatica,10
Angiosperms,Fabaceae,Pachyrhizus_erosus,Pachyrhizus,erosus,16
Angiosperms,Fabaceae,Parapiptadenia_rigida,Parapiptadenia,rigida,13
Angiosperms,Fabaceae,Parkia_timoriana,Parkia,timoriana,12
Angiosperms,Fabaceae,Parkinsonia_aculeata,Parkinsonia,aculeata,14
Angiosperms,Fabaceae,Parkinsonia_praecox,Parkinsonia,praecox,14
Angiosperms,Fabaceae,Parochetus_communis,Parochetus,communis,8
Angiosperms,Fabaceae,Pediomelum_mephiticum,Pediomelum,mephiticum,11
Angiosperms,Fabaceae,Pediomelum_subacaule,Pediomelum,subacaule,11
Angiosperms,Fabaceae,Peltophorum_africanum,Peltophorum,africanum,13
Angiosperms,Fabaceae,Peltophorum_pterocarpum,Peltophorum,pterocarpum,13
Angiosperms,Fabaceae,Pericopsis_angolensis,Pericopsis,angolensis,9
Angiosperms,Fabaceae,Petalostemon_purpureus,Petalostemon,purpureus,7
Angiosperms,Fabaceae,Petalostemon_exile,Petalostemon,exile,7
Angiosperms,Fabaceae,Peteria_scoparia,Peteria,scoparia,10
Angiosperms,Fabaceae,Phaseolus_angustissimus,Phaseolus,angustissimus,11
Angiosperms,Fabaceae,Phaseolus_acutifolius,Phaseolus,acutifolius,11
Angiosperms,Fabaceae,Phaseolus_coccineus,Phaseolus,coccineus,11
Angiosperms,Fabaceae,Phaseolus_lunatus,Phaseolus,lunatus,11
Angiosperms,Fabaceae,Phaseolus_maculatus,Phaseolus,maculatus,11
Angiosperms,Fabaceae,Phaseolus_vulgaris,Phaseolus,vulgaris,11
Angiosperms,Fabaceae,Phyllodium_elegans,Phyllodium,elegans,11
Angiosperms,Fabaceae,Phyllodium_pulchellum,Phyllodium,pulchellum,11
Angiosperms,Fabaceae,Phyllota_humifusa,Phyllota,humifusa,7
Angiosperms,Fabaceae,Phyllota_phylicoides,Phyllota,phylicoides,7
Angiosperms,Fabaceae,Phyllota_georgei,Phyllota,georgei,7
Angiosperms,Fabaceae,Phyllota_lycopodioides,Phyllota,lycopodioides,7
Angiosperms,Fabaceae,Pickeringia_montana,Pickeringia,montana,14
Angiosperms,Fabaceae,Pictetia_aculeata,Pictetia,aculeata,10
Angiosperms,Fabaceae,Piliostigma_malabaricum,Piliostigma,malabaricum,14
Angiosperms,Fabaceae,Piptadenia_stipulacea,Piptadenia,stipulacea,13
Angiosperms,Fabaceae,Piptadenia_obliqua,Piptadenia,obliqua,13
Angiosperms,Fabaceae,Piptanthus_nepalensis,Piptanthus,nepalensis,9
Angiosperms,Fabaceae,Piscidia_carthagenensis,Piscidia,carthagenensis,10
Angiosperms,Fabaceae,Piscidia_cubensis,Piscidia,cubensis,11
Angiosperms,Fabaceae,Pisum_fulvum,Pisum,fulvum,7
Angiosperms,Fabaceae,Pisum_sativum,Pisum,sativum,7
Angiosperms,Fabaceae,Pithecellobium_candidum,Pithecellobium,candidum,13
Angiosperms,Fabaceae,Pithecellobium_dulce,Pithecellobium,dulce,13
Angiosperms,Fabaceae,Platylobium_formosum,Platylobium,formosum,8
Angiosperms,Fabaceae,Platymiscium_pinnatum,Platymiscium,pinnatum,10
Angiosperms,Fabaceae,Platymiscium_pleiostachyum,Platymiscium,pleiostachyum,9
Angiosperms,Fabaceae,Podalyria_sericea,Podalyria,sericea,9
Angiosperms,Fabaceae,Podocarpium_duclouxii,Podocarpium,duclouxii,11
Angiosperms,Fabaceae,Podolobium_ilicifolium,Podolobium,ilicifolium,8
Angiosperms,Fabaceae,Poiretia_tetraphylla,Poiretia,tetraphylla,10
Angiosperms,Fabaceae,Poitea_paucifolia,Poitea,paucifolia,10
Angiosperms,Fabaceae,Polhillia_brevicalyx,Polhillia,brevicalyx,15
Angiosperms,Fabaceae,Polhillia_pallens,Polhillia,pallens,16
Angiosperms,Fabaceae,Pongamia_pinnata,Pongamia,pinnata,11
Angiosperms,Fabaceae,Prosopis_alba,Prosopis,alba,14
Angiosperms,Fabaceae,Prosopis_flexuosa,Prosopis,flexuosa,14
Angiosperms,Fabaceae,Prosopis_glandulosa,Prosopis,glandulosa,14
Angiosperms,Fabaceae,Prosopis_velutina,Prosopis,velutina,14
Angiosperms,Fabaceae,Prosopis_affinis,Prosopis,affinis,14
Angiosperms,Fabaceae,Prosopis_alpataco,Prosopis,alpataco,14
Angiosperms,Fabaceae,Prosopis_cineraria,Prosopis,cineraria,14
Angiosperms,Fabaceae,Prosopis_juliflora,Prosopis,juliflora,13
Angiosperms,Fabaceae,Prosopis_nigra,Prosopis,nigra,14
Angiosperms,Fabaceae,Prosopis_ruscifolia,Prosopis,ruscifolia,14
Angiosperms,Fabaceae,Pseudarthria_viscida,Pseudarthria,viscida,11
Angiosperms,Fabaceae,Pseudeminia_comosa,Pseudeminia,comosa,11
Angiosperms,Fabaceae,Pseudovigna_argentea,Pseudovigna,argentea,11
Angiosperms,Fabaceae,Psophocarpus_tetragonolobus,Psophocarpus,tetragonolobus,9
Angiosperms,Fabaceae,Psophocarpus_grandiflorus,Psophocarpus,grandiflorus,9
Angiosperms,Fabaceae,Psophocarpus_scandens,Psophocarpus,scandens,9
Angiosperms,Fabaceae,Psoralea_hypogaea,Psoralea,hypogaea,11
Angiosperms,Fabaceae,Psoralea_graveolens,Psoralea,graveolens,11
Angiosperms,Fabaceae,Psoralea_rhombifolia,Psoralea,rhombifolia,11
Angiosperms,Fabaceae,Psoralea_cinerea,Psoralea,cinerea,11
Angiosperms,Fabaceae,Psoralea_lanceolata,Psoralea,lanceolata,11
Angiosperms,Fabaceae,Psoralea_tenuiflora,Psoralea,tenuiflora,10
Angiosperms,Fabaceae,Psoralea_argophylla,Psoralea,argophylla,11
Angiosperms,Fabaceae,Psoralea_californica,Psoralea,californica,11
Angiosperms,Fabaceae,Psoralea_cyphocalyx,Psoralea,cyphocalyx,11
Angiosperms,Fabaceae,Psoralea_digitata,Psoralea,digitata,11
Angiosperms,Fabaceae,Psoralea_latestipulata,Psoralea,latestipulata,11
Angiosperms,Fabaceae,Psoralea_patens,Psoralea,patens,11
Angiosperms,Fabaceae,Psoralea_subulata,Psoralea,subulata,11
Angiosperms,Fabaceae,Psorothamnus_arborescens,Psorothamnus,arborescens,10
Angiosperms,Fabaceae,Psorothamnus_scoparius,Psorothamnus,scoparius,10
Angiosperms,Fabaceae,Psorothamnus_emoryi,Psorothamnus,emoryi,10
Angiosperms,Fabaceae,Psorothamnus_fremontii,Psorothamnus,fremontii,10
Angiosperms,Fabaceae,Psorothamnus_schottii,Psorothamnus,schottii,10
Angiosperms,Fabaceae,Pterocarpus_echinatus,Pterocarpus,echinatus,11
Angiosperms,Fabaceae,Pterocarpus_indicus,Pterocarpus,indicus,10
Angiosperms,Fabaceae,Pterocarpus_acerifolius,Pterocarpus,acerifolius,22
Angiosperms,Fabaceae,Pterocarpus_marsupium,Pterocarpus,marsupium,22
Angiosperms,Fabaceae,Pterocarpus_rohrii,Pterocarpus,rohrii,10
Angiosperms,Fabaceae,Pterodon_emarginatus,Pterodon,emarginatus,8
Angiosperms,Fabaceae,Pterolobium_stellatum,Pterolobium,stellatum,12
Angiosperms,Fabaceae,Ptychosema_trifoliatum,Ptychosema,trifoliatum,9
Angiosperms,Fabaceae,Pueraria_montana,Pueraria,montana,10
Angiosperms,Fabaceae,Pueraria_peduncularis,Pueraria,peduncularis,11
Angiosperms,Fabaceae,Pueraria_stricta,Pueraria,stricta,20
Angiosperms,Fabaceae,Pueraria_phaseoloides,Pueraria,phaseoloides,10
Angiosperms,Fabaceae,Pueraria_tuberosa,Pueraria,tuberosa,11
Angiosperms,Fabaceae,Pultenaea_canescens,Pultenaea,canescens,7
Angiosperms,Fabaceae,Pultenaea_humilis,Pultenaea,humilis,7
Angiosperms,Fabaceae,Pultenaea_villosa,Pultenaea,villosa,7
Angiosperms,Fabaceae,Pultenaea_graveolens,Pultenaea,graveolens,8
Angiosperms,Fabaceae,Pultenaea_obcordata,Pultenaea,obcordata,9
Angiosperms,Fabaceae,Pultenaea_spinosa,Pultenaea,spinosa,7
Angiosperms,Fabaceae,Pultenaea_fasciculata,Pultenaea,fasciculata,8
Angiosperms,Fabaceae,Pultenaea_calycina,Pultenaea,calycina,8
Angiosperms,Fabaceae,Pultenaea_ferruginea,Pultenaea,ferruginea,7
Angiosperms,Fabaceae,Pultenaea_retusa,Pultenaea,retusa,8
Angiosperms,Fabaceae,Pultenaea_procumbens,Pultenaea,procumbens,7
Angiosperms,Fabaceae,Pultenaea_tenuifolia,Pultenaea,tenuifolia,8
Angiosperms,Fabaceae,Pultenaea_teretifolia,Pultenaea,teretifolia,8
Angiosperms,Fabaceae,Pultenaea_microphylla,Pultenaea,microphylla,8
Angiosperms,Fabaceae,Pultenaea_elliptica,Pultenaea,elliptica,7
Angiosperms,Fabaceae,Pultenaea_stipularis,Pultenaea,stipularis,8
Angiosperms,Fabaceae,Pultenaea_acerosa,Pultenaea,acerosa,9
Angiosperms,Fabaceae,Pultenaea_altissima,Pultenaea,altissima,7
Angiosperms,Fabaceae,Pultenaea_boormanii,Pultenaea,boormanii,7
Angiosperms,Fabaceae,Pultenaea_campbellii,Pultenaea,campbellii,7
Angiosperms,Fabaceae,Pultenaea_cunninghamii,Pultenaea,cunninghamii,7
Angiosperms,Fabaceae,Pultenaea_daltonii,Pultenaea,daltonii,6
Angiosperms,Fabaceae,Pultenaea_dentata,Pultenaea,dentata,16
Angiosperms,Fabaceae,Pultenaea_empetrifolia,Pultenaea,empetrifolia,7
Angiosperms,Fabaceae,Pultenaea_hartmannii,Pultenaea,hartmannii,8
Angiosperms,Fabaceae,Pultenaea_hibbertioides,Pultenaea,hibbertioides,9
Angiosperms,Fabaceae,Pultenaea_mucronata,Pultenaea,mucronata,8
Angiosperms,Fabaceae,Pultenaea_obvata,Pultenaea,obvata,7
Angiosperms,Fabaceae,Pultenaea_pedunculata,Pultenaea,pedunculata,16
Angiosperms,Fabaceae,Pultenaea_reticulata,Pultenaea,reticulata,4
Angiosperms,Fabaceae,Pultenaea_subspicata,Pultenaea,subspicata,7
Angiosperms,Fabaceae,Pultenaea_trifida,Pultenaea,trifida,8
Angiosperms,Fabaceae,Pultenaea_trinervis,Pultenaea,trinervis,8
Angiosperms,Fabaceae,Pultenaea_verruculosa,Pultenaea,verruculosa,7
Angiosperms,Fabaceae,Pultenaea_vrolandii,Pultenaea,vrolandii,9
Angiosperms,Fabaceae,Pycnospora_lutescens,Pycnospora,lutescens,10
Angiosperms,Fabaceae,Rafnia_amplexicaulis,Rafnia,amplexicaulis,8
Angiosperms,Fabaceae,Ramorinoa_girolae,Ramorinoa,girolae,10
Angiosperms,Fabaceae,Retama_sphaerocarpa,Retama,sphaerocarpa,24
Angiosperms,Fabaceae,Retama_monosperma,Retama,monosperma,24
Angiosperms,Fabaceae,Retama_raetam,Retama,raetam,24
Angiosperms,Fabaceae,Rhynchosia_americana,Rhynchosia,americana,11
Angiosperms,Fabaceae,Rhynchosia_bracteata,Rhynchosia,bracteata,11
Angiosperms,Fabaceae,Rhynchosia_minima,Rhynchosia,minima,11
Angiosperms,Fabaceae,Rhynchosia_pulverulenta,Rhynchosia,pulverulenta,11
Angiosperms,Fabaceae,Rhynchosia_capitata,Rhynchosia,capitata,11
Angiosperms,Fabaceae,Rhynchosia_himalensis,Rhynchosia,himalensis,11
Angiosperms,Fabaceae,Rhynchosia_pycnostachya,Rhynchosia,pycnostachya,12
Angiosperms,Fabaceae,Rhynchosia_rothii,Rhynchosia,rothii,11
Angiosperms,Fabaceae,Rhynchosia_senna,Rhynchosia,senna,11
Angiosperms,Fabaceae,Rhynchosia_sublobata,Rhynchosia,sublobata,11
Angiosperms,Fabaceae,Robinia_pseudoacacia,Robinia,pseudoacacia,11
Angiosperms,Fabaceae,Rothia_indica,Rothia,indica,6
Angiosperms,Fabaceae,Rupertia_physodes,Rupertia,physodes,11
Angiosperms,Fabaceae,Salweenia_wardii,Salweenia,wardii,8
Angiosperms,Fabaceae,Saraca_indica,Saraca,indica,12
Angiosperms,Fabaceae,Saraca_declinata,Saraca,declinata,12
Angiosperms,Fabaceae,Saraca_dives,Saraca,dives,12
Angiosperms,Fabaceae,Saraca_thaipingensis,Saraca,thaipingensis,12
Angiosperms,Fabaceae,Schizolobium_parahyba,Schizolobium,parahyba,12
Angiosperms,Fabaceae,Scorpiurus_muricatus,Scorpiurus,muricatus,7
Angiosperms,Fabaceae,Securigera_elegans,Securigera,elegans,6
Angiosperms,Fabaceae,Securigera_cretica,Securigera,cretica,10
Angiosperms,Fabaceae,Securigera_parviflora,Securigera,parviflora,12
Angiosperms,Fabaceae,Securigera_orientalis,Securigera,orientalis,18
Angiosperms,Fabaceae,Securigera_globosa,Securigera,globosa,6
Angiosperms,Fabaceae,Securigera_securidaca,Securigera,securidaca,6
Angiosperms,Fabaceae,Securigera_varia,Securigera,varia,12
Angiosperms,Fabaceae,Sellocharis_paradoxa,Sellocharis,paradoxa,10
Angiosperms,Fabaceae,Senna_fruticosa,Senna,fruticosa,14
Angiosperms,Fabaceae,Senna_montana,Senna,montana,14
Angiosperms,Fabaceae,Senna_insularis,Senna,insularis,14
Angiosperms,Fabaceae,Senna_macranthera,Senna,macranthera,13
Angiosperms,Fabaceae,Senna_polyantha,Senna,polyantha,14
Angiosperms,Fabaceae,Senna_alata,Senna,alata,14
Angiosperms,Fabaceae,Senna_hirsuta,Senna,hirsuta,8
Angiosperms,Fabaceae,Senna_pallida,Senna,pallida,14
Angiosperms,Fabaceae,Senna_spectabilis,Senna,spectabilis,14
Angiosperms,Fabaceae,Senna_corymbosa,Senna,corymbosa,14
Angiosperms,Fabaceae,Senna_oblongifolia,Senna,oblongifolia,14
Angiosperms,Fabaceae,Senna_neglecta,Senna,neglecta,14
Angiosperms,Fabaceae,Senna_holosericea,Senna,holosericea,14
Angiosperms,Fabaceae,Senna_alexandrina,Senna,alexandrina,14
Angiosperms,Fabaceae,Senna_angulata,Senna,angulata,13
Angiosperms,Fabaceae,Senna_araucarietorum,Senna,araucarietorum,14
Angiosperms,Fabaceae,Senna_armata,Senna,armata,14
Angiosperms,Fabaceae,Senna_artemisioides,Senna,artemisioides,28
Angiosperms,Fabaceae,Senna_auriculata,Senna,auriculata,14
Angiosperms,Fabaceae,Senna_bicapsularis,Senna,bicapsularis,14
Angiosperms,Fabaceae,Senna_birostris,Senna,birostris,14
Angiosperms,Fabaceae,Senna_candolleana,Senna,candolleana,12
Angiosperms,Fabaceae,Senna_cernua,Senna,cernua,14
Angiosperms,Fabaceae,Senna_didymobotrya,Senna,didymobotrya,14
Angiosperms,Fabaceae,Senna_durangensis,Senna,durangensis,14
Angiosperms,Fabaceae,Senna_gaudichaudii,Senna,gaudichaudii,14
Angiosperms,Fabaceae,Senna_glutinosa,Senna,glutinosa,21
Angiosperms,Fabaceae,Senna_hilariana,Senna,hilariana,14
Angiosperms,Fabaceae,Senna_italica,Senna,italica,14
Angiosperms,Fabaceae,Senna_multijuga,Senna,multijuga,12
Angiosperms,Fabaceae,Senna_obtusifolia,Senna,obtusifolia,13
Angiosperms,Fabaceae,Senna_occidentalis,Senna,occidentalis,14
Angiosperms,Fabaceae,Senna_pendula,Senna,pendula,14
Angiosperms,Fabaceae,Senna_pilifera,Senna,pilifera,11
Angiosperms,Fabaceae,Senna_planitiicola,Senna,planitiicola,14
Angiosperms,Fabaceae,Senna_podocarpa,Senna,podocarpa,8
Angiosperms,Fabaceae,Senna_roemeriana,Senna,roemeriana,14
Angiosperms,Fabaceae,Senna_rugosa,Senna,rugosa,14
Angiosperms,Fabaceae,Senna_septemtrionalis,Senna,septemtrionalis,14
Angiosperms,Fabaceae,Senna_siamea,Senna,siamea,14
Angiosperms,Fabaceae,Senna_sophera,Senna,sophera,14
Angiosperms,Fabaceae,Senna_splendida,Senna,splendida,13
Angiosperms,Fabaceae,Senna_surattensis,Senna,surattensis,14
Angiosperms,Fabaceae,Senna_tora,Senna,tora,13
Angiosperms,Fabaceae,Serianthes_kanehirae,Serianthes,kanehirae,13
Angiosperms,Fabaceae,Sesbania_tomentosa,Sesbania,tomentosa,12
Angiosperms,Fabaceae,Sesbania_grandiflora,Sesbania,grandiflora,6
Angiosperms,Fabaceae,Sesbania_javanica,Sesbania,javanica,6
Angiosperms,Fabaceae,Sesbania_procumbens,Sesbania,procumbens,6
Angiosperms,Fabaceae,Sesbania_herbacea,Sesbania,herbacea,6
Angiosperms,Fabaceae,Sesbania_speciosa,Sesbania,speciosa,6
Angiosperms,Fabaceae,Sesbania_benthamiana,Sesbania,benthamiana,12
Angiosperms,Fabaceae,Sesbania_bispinosa,Sesbania,bispinosa,6
Angiosperms,Fabaceae,Sesbania_cannabina,Sesbania,cannabina,6
Angiosperms,Fabaceae,Sesbania_coerulescens,Sesbania,coerulescens,6
Angiosperms,Fabaceae,Sesbania_concolor,Sesbania,concolor,12
Angiosperms,Fabaceae,Sesbania_hepperi,Sesbania,hepperi,6
Angiosperms,Fabaceae,Sesbania_leptocarpa,Sesbania,leptocarpa,6
Angiosperms,Fabaceae,Sesbania_macrantha,Sesbania,macrantha,6
Angiosperms,Fabaceae,Sesbania_pachycarpa,Sesbania,pachycarpa,6
Angiosperms,Fabaceae,Sesbania_sesban,Sesbania,sesban,6
Angiosperms,Fabaceae,Sesbania_virgata,Sesbania,virgata,6
Angiosperms,Fabaceae,Shuteria_involucrata,Shuteria,involucrata,11
Angiosperms,Fabaceae,Smirnowia_turkestana,Smirnowia,turkestana,8
Angiosperms,Fabaceae,Smithia_sensitiva,Smithia,sensitiva,19
Angiosperms,Fabaceae,Smithia_bigemina,Smithia,bigemina,19
Angiosperms,Fabaceae,Smithia_blanda,Smithia,blanda,19
Angiosperms,Fabaceae,Smithia_conferta,Smithia,conferta,19
Angiosperms,Fabaceae,Sophora_prostrata,Sophora,prostrata,9
Angiosperms,Fabaceae,Sophora_alopecuroides,Sophora,alopecuroides,18
Angiosperms,Fabaceae,Sophora_tomentosa,Sophora,tomentosa,9
Angiosperms,Fabaceae,Sophora_mollis,Sophora,mollis,9
Angiosperms,Fabaceae,Sophora_benthamii,Sophora,benthamii,11
Angiosperms,Fabaceae,Sophora_gibbosa,Sophora,gibbosa,9
Angiosperms,Fabaceae,Sophora_microphylla,Sophora,microphylla,9
Angiosperms,Fabaceae,Sophora_affinis,Sophora,affinis,14
Angiosperms,Fabaceae,Sophora_pachycarpa,Sophora,pachycarpa,18
Angiosperms,Fabaceae,Sophora_chathamica,Sophora,chathamica,9
Angiosperms,Fabaceae,Sophora_interrupta,Sophora,interrupta,9
Angiosperms,Fabaceae,Sophora_molloyi,Sophora,molloyi,9
Angiosperms,Fabaceae,Sophora_secundiflora,Sophora,secundiflora,9
Angiosperms,Fabaceae,Sophora_tetraptera,Sophora,tetraptera,9
Angiosperms,Fabaceae,Spartidium_saharae,Spartidium,saharae,9
Angiosperms,Fabaceae,Spartium_junceum,Spartium,junceum,24
Angiosperms,Fabaceae,Sphaerophysa_salsula,Sphaerophysa,salsula,8
Angiosperms,Fabaceae,Sphenostylis_stenocarpa,Sphenostylis,stenocarpa,12
Angiosperms,Fabaceae,Sphinga_acatlensis,Sphinga,acatlensis,13
Angiosperms,Fabaceae,Stauracanthus_lusitanicus,Stauracanthus,lusitanicus,24
Angiosperms,Fabaceae,Strongylodon_lucidus,Strongylodon,lucidus,11
Angiosperms,Fabaceae,Strophostyles_umbellata,Strophostyles,umbellata,11
Angiosperms,Fabaceae,Strophostyles_helvula,Strophostyles,helvula,11
Angiosperms,Fabaceae,Stylosanthes_angustifolia,Stylosanthes,angustifolia,10
Angiosperms,Fabaceae,Stylosanthes_guianensis,Stylosanthes,guianensis,10
Angiosperms,Fabaceae,Styphnolobium_burseroides,Styphnolobium,burseroides,14
Angiosperms,Fabaceae,Swainsona_formosa,Swainsona,formosa,8
Angiosperms,Fabaceae,Swainsona_occidentalis,Swainsona,occidentalis,16
Angiosperms,Fabaceae,Swainsona_galegifolia,Swainsona,galegifolia,8
Angiosperms,Fabaceae,Swainsona_kingii,Swainsona,kingii,16
Angiosperms,Fabaceae,Swartzia_laevicarpa,Swartzia,laevicarpa,14
Angiosperms,Fabaceae,Syrmatium_cytisoides,Syrmatium,cytisoides,7
Angiosperms,Fabaceae,Syrmatium_decumbens,Syrmatium,decumbens,7
Angiosperms,Fabaceae,Syrmatium_argophyllum,Syrmatium,argophyllum,7
Angiosperms,Fabaceae,Syrmatium_nudatum,Syrmatium,nudatum,7
Angiosperms,Fabaceae,Tadehagi_pseudotriquetrum,Tadehagi,pseudotriquetrum,11
Angiosperms,Fabaceae,Tadehagi_triquetrum,Tadehagi,triquetrum,11
Angiosperms,Fabaceae,Tamarindus_indica,Tamarindus,indica,12
Angiosperms,Fabaceae,Taverniera_cuneifolia,Taverniera,cuneifolia,8
Angiosperms,Fabaceae,Taverniera_diffusa,Taverniera,diffusa,8
Angiosperms,Fabaceae,Templetonia_retusa,Templetonia,retusa,8
Angiosperms,Fabaceae,Templetonia_egena,Templetonia,egena,8
Angiosperms,Fabaceae,Tephrosia_villosa,Tephrosia,villosa,11
Angiosperms,Fabaceae,Tephrosia_linearis,Tephrosia,linearis,11
Angiosperms,Fabaceae,Tephrosia_vogelii,Tephrosia,vogelii,11
Angiosperms,Fabaceae,Tephrosia_purpurea,Tephrosia,purpurea,11
Angiosperms,Fabaceae,Tephrosia_spinosa,Tephrosia,spinosa,11
Angiosperms,Fabaceae,Tephrosia_flexuosa,Tephrosia,flexuosa,11
Angiosperms,Fabaceae,Tephrosia_pumila,Tephrosia,pumila,11
Angiosperms,Fabaceae,Tephrosia_lanceolata,Tephrosia,lanceolata,11
Angiosperms,Fabaceae,Tephrosia_candida,Tephrosia,candida,11
Angiosperms,Fabaceae,Tephrosia_polystachya,Tephrosia,polystachya,11
