Clade,Family,species,Genus,species,haploid
Angiosperms,Fabaceae,Cytisus_procerus,Cytisus,procerus,23
Angiosperms,Fabaceae,Cytisus_purgans,Cytisus,purgans,23
Angiosperms,Fabaceae,Cytisus_purpureus,Cytisus,purpureus,25
Angiosperms,Fabaceae,Cytisus_reverchonii,Cytisus,reverchonii,24
Angiosperms,Fabaceae,Cytisus_scoparius,Cytisus,scoparius,23
Angiosperms,Fabaceae,Cytisus_spinescens,Cytisus,spinescens,50
Angiosperms,Fabaceae,Cytisus_striatus,Cytisus,striatus,23
Angiosperms,Fabaceae,Cytisus_tribracteolatus,Cytisus,tribracteolatus,24
Angiosperms,Fabaceae,Cytisus_valdesii,Cytisus,valdesii,23
Angiosperms,Fabaceae,Cytisus_villosus,Cytisus,villosus,25
Angiosperms,Fabaceae,Dahlstedtia_pinnata,Dahlstedtia,pinnata,11
Angiosperms,Fabaceae,Dalbergia_latifolia,Dalbergia,latifolia,10
Angiosperms,Fabaceae,Dalbergia_assamica,Dalbergia,assamica,10
Angiosperms,Fabaceae,Dalbergia_retusa,Dalbergia,retusa,10
Angiosperms,Fabaceae,Dalbergia_cultrata,Dalbergia,cultrata,10
Angiosperms,Fabaceae,Dalbergia_entadoides,Dalbergia,entadoides,10
Angiosperms,Fabaceae,Dalbergia_lanceolaria,Dalbergia,lanceolaria,10
Angiosperms,Fabaceae,Dalbergia_rimosa,Dalbergia,rimosa,10
Angiosperms,Fabaceae,Dalbergia_sericea,Dalbergia,sericea,10
Angiosperms,Fabaceae,Dalbergia_sissoo,Dalbergia,sissoo,10
Angiosperms,Fabaceae,Dalbergia_stipulacea,Dalbergia,stipulacea,10
Angiosperms,Fabaceae,Dalea_bicolor,Dalea,bicolor,7
Angiosperms,Fabaceae,Dalea_elegans,Dalea,elegans,7
Angiosperms,Fabaceae,Dalea_humilis,Dalea,humilis,7
Angiosperms,Fabaceae,Dalea_brachystachys,Dalea,brachystachys,7
Angiosperms,Fabaceae,Dalea_purpurea,Dalea,purpurea,7
Angiosperms,Fabaceae,Dalea_aurea,Dalea,aurea,7
Angiosperms,Fabaceae,Dalea_formosa,Dalea,formosa,7
Angiosperms,Fabaceae,Dalea_humifusa,Dalea,humifusa,7
Angiosperms,Fabaceae,Dalea_nana,Dalea,nana,7
Angiosperms,Fabaceae,Dalea_pulchra,Dalea,pulchra,7
Angiosperms,Fabaceae,Dalea_sericea,Dalea,sericea,7
Angiosperms,Fabaceae,Dalea_albiflora,Dalea,albiflora,7
Angiosperms,Fabaceae,Dalea_brachystachya,Dalea,brachystachya,7
Angiosperms,Fabaceae,Dalea_candida,Dalea,candida,7
Angiosperms,Fabaceae,Dalea_cliffortiana,Dalea,cliffortiana,7
Angiosperms,Fabaceae,Dalea_cyanea,Dalea,cyanea,7
Angiosperms,Fabaceae,Dalea_cylindriceps,Dalea,cylindriceps,7
Angiosperms,Fabaceae,Dalea_dorycnoides,Dalea,dorycnoides,7
Angiosperms,Fabaceae,Dalea_filiciformis,Dalea,filiciformis,8
Angiosperms,Fabaceae,Dalea_filiformis,Dalea,filiformis,7
Angiosperms,Fabaceae,Dalea_foliolosa,Dalea,foliolosa,7
Angiosperms,Fabaceae,Dalea_foliosa,Dalea,foliosa,7
Angiosperms,Fabaceae,Dalea_frutescens,Dalea,frutescens,7
Angiosperms,Fabaceae,Dalea_grayi,Dalea,grayi,7
Angiosperms,Fabaceae,Dalea_greggii,Dalea,greggii,7
Angiosperms,Fabaceae,Dalea_hemsleyana,Dalea,hemsleyana,7
Angiosperms,Fabaceae,Dalea_jamesii,Dalea,jamesii,7
Angiosperms,Fabaceae,Dalea_lachnostachys,Dalea,lachnostachys,7
Angiosperms,Fabaceae,Dalea_lanata,Dalea,lanata,7
Angiosperms,Fabaceae,Dalea_leporina,Dalea,leporina,7
Angiosperms,Fabaceae,Dalea_leucostachya,Dalea,leucostachya,7
Angiosperms,Fabaceae,Dalea_melantha,Dalea,melantha,7
Angiosperms,Fabaceae,Dalea_nelsonii,Dalea,nelsonii,7
Angiosperms,Fabaceae,Dalea_neomexicana,Dalea,neomexicana,8
Angiosperms,Fabaceae,Dalea_obovatifolia,Dalea,obovatifolia,7
Angiosperms,Fabaceae,Dalea_pectinata,Dalea,pectinata,7
Angiosperms,Fabaceae,Dalea_pogonathera,Dalea,pogonathera,7
Angiosperms,Fabaceae,Dalea_polyadenia,Dalea,polyadenia,10
Angiosperms,Fabaceae,Dalea_polygonoides,Dalea,polygonoides,7
Angiosperms,Fabaceae,Dalea_pringlei,Dalea,pringlei,7
Angiosperms,Fabaceae,Dalea_reclinata,Dalea,reclinata,7
Angiosperms,Fabaceae,Dalea_scariosa,Dalea,scariosa,7
Angiosperms,Fabaceae,Dalea_versicolor,Dalea,versicolor,7
Angiosperms,Fabaceae,Dalea_wrightii,Dalea,wrightii,7
Angiosperms,Fabaceae,Dalhousiea_africana,Dalhousiea,africana,22
Angiosperms,Fabaceae,Daviesia_latifolia,Daviesia,latifolia,9
Angiosperms,Fabaceae,Daviesia_divaricata,Daviesia,divaricata,9
Angiosperms,Fabaceae,Daviesia_mimosoides,Daviesia,mimosoides,9
Angiosperms,Fabaceae,Daviesia_pectinata,Daviesia,pectinata,9
Angiosperms,Fabaceae,Daviesia_acicularis,Daviesia,acicularis,9
Angiosperms,Fabaceae,Daviesia_benthamii,Daviesia,benthamii,9
Angiosperms,Fabaceae,Daviesia_corymbosa,Daviesia,corymbosa,9
Angiosperms,Fabaceae,Daviesia_genistifolia,Daviesia,genistifolia,9
Angiosperms,Fabaceae,Daviesia_horrida,Daviesia,horrida,9
Angiosperms,Fabaceae,Daviesia_leptophylla,Daviesia,leptophylla,9
Angiosperms,Fabaceae,Daviesia_pubigera,Daviesia,pubigera,9
Angiosperms,Fabaceae,Daviesia_squarrosa,Daviesia,squarrosa,9
Angiosperms,Fabaceae,Daviesia_umbellulata,Daviesia,umbellulata,9
Angiosperms,Fabaceae,Deguelia_scandens,Deguelia,scandens,11
Angiosperms,Fabaceae,Delonix_regia,Delonix,regia,14
Angiosperms,Fabaceae,Dendrolobium_thorelii,Dendrolobium,thorelii,11
Angiosperms,Fabaceae,Dendrolobium_triangulare,Dendrolobium,triangulare,11
Angiosperms,Fabaceae,Derris_indica,Derris,indica,11
Angiosperms,Fabaceae,Derris_scandens,Derris,scandens,11
Angiosperms,Fabaceae,Derris_microptera,Derris,microptera,11
Angiosperms,Fabaceae,Derris_robusta,Derris,robusta,11
Angiosperms,Fabaceae,Derris_trifoliata,Derris,trifoliata,10
Angiosperms,Fabaceae,Desmanthus_illinoensis,Desmanthus,illinoensis,14
Angiosperms,Fabaceae,Desmodiastrum_belgaumense,Desmodiastrum,belgaumense,11
Angiosperms,Fabaceae,Desmodiastrum_racemosum,Desmodiastrum,racemosum,11
Angiosperms,Fabaceae,Desmodium_canescens,Desmodium,canescens,11
Angiosperms,Fabaceae,Desmodium_elegans,Desmodium,elegans,11
Angiosperms,Fabaceae,Desmodium_cinerea,Desmodium,cinerea,26
Angiosperms,Fabaceae,Desmodium_cuneatum,Desmodium,cuneatum,11
Angiosperms,Fabaceae,Desmodium_microphyllum,Desmodium,microphyllum,11
Angiosperms,Fabaceae,Desmodium_polygaloides,Desmodium,polygaloides,11
Angiosperms,Fabaceae,Desmodium_sessilifolium,Desmodium,sessilifolium,11
Angiosperms,Fabaceae,Desmodium_adscendens,Desmodium,adscendens,11
Angiosperms,Fabaceae,Desmodium_alysicarpoides,Desmodium,alysicarpoides,11
Angiosperms,Fabaceae,Desmodium_ambiguum,Desmodium,ambiguum,11
Angiosperms,Fabaceae,Desmodium_arizonicum,Desmodium,arizonicum,11
Angiosperms,Fabaceae,Desmodium_cinereum,Desmodium,cinereum,11
Angiosperms,Fabaceae,Desmodium_concinnum,Desmodium,concinnum,11
Angiosperms,Fabaceae,Desmodium_dichotomum,Desmodium,dichotomum,11
Angiosperms,Fabaceae,Desmodium_discolor,Desmodium,discolor,11
Angiosperms,Fabaceae,Desmodium_distortum,Desmodium,distortum,11
Angiosperms,Fabaceae,Desmodium_gangeticum,Desmodium,gangeticum,11
Angiosperms,Fabaceae,Desmodium_gargeticum,Desmodium,gargeticum,11
Angiosperms,Fabaceae,Desmodium_grahamii,Desmodium,grahamii,11
Angiosperms,Fabaceae,Desmodium_heterocarpon,Desmodium,heterocarpon,11
Angiosperms,Fabaceae,Desmodium_incanum,Desmodium,incanum,11
Angiosperms,Fabaceae,Desmodium_intortum,Desmodium,intortum,11
Angiosperms,Fabaceae,Desmodium_laxiflorum,Desmodium,laxiflorum,11
Angiosperms,Fabaceae,Desmodium_leiocarpum,Desmodium,leiocarpum,11
Angiosperms,Fabaceae,Desmodium_multiflorum,Desmodium,multiflorum,11
Angiosperms,Fabaceae,Desmodium_neomexicanum,Desmodium,neomexicanum,11
Angiosperms,Fabaceae,Desmodium_oojeinense,Desmodium,oojeinense,11
Angiosperms,Fabaceae,Desmodium_pachyrrhizum,Desmodium,pachyrrhizum,11
Angiosperms,Fabaceae,Desmodium_pauciflorum,Desmodium,pauciflorum,11
Angiosperms,Fabaceae,Desmodium_platycarpum,Desmodium,platycarpum,11
Angiosperms,Fabaceae,Desmodium_procumbens,Desmodium,procumbens,11
Angiosperms,Fabaceae,Desmodium_pryonii,Desmodium,pryonii,11
Angiosperms,Fabaceae,Desmodium_psilophyllum,Desmodium,psilophyllum,11
Angiosperms,Fabaceae,Desmodium_ramosissimum,Desmodium,ramosissimum,11
Angiosperms,Fabaceae,Desmodium_riedelii,Desmodium,riedelii,11
Angiosperms,Fabaceae,Desmodium_rosei,Desmodium,rosei,11
Angiosperms,Fabaceae,Desmodium_rotundifolium,Desmodium,rotundifolium,11
Angiosperms,Fabaceae,Desmodium_sequax,Desmodium,sequax,11
Angiosperms,Fabaceae,Desmodium_styracifolium,Desmodium,styracifolium,11
Angiosperms,Fabaceae,Desmodium_tortuosum,Desmodium,tortuosum,11
Angiosperms,Fabaceae,Desmodium_triarticulatum,Desmodium,triarticulatum,11
Angiosperms,Fabaceae,Desmodium_triflorum,Desmodium,triflorum,11
Angiosperms,Fabaceae,Desmodium_uncinatum,Desmodium,uncinatum,11
Angiosperms,Fabaceae,Desmodium_velutinum,Desmodium,velutinum,11
Angiosperms,Fabaceae,Dialium_guineense,Dialium,guineense,14
Angiosperms,Fabaceae,Dicerma_biarticulatum,Dicerma,biarticulatum,11
Angiosperms,Fabaceae,Dichilus_gracilis,Dichilus,gracilis,14
Angiosperms,Fabaceae,Dillwynia_prostrata,Dillwynia,prostrata,14
Angiosperms,Fabaceae,Dillwynia_sericea,Dillwynia,sericea,7
Angiosperms,Fabaceae,Dillwynia_brunioides,Dillwynia,brunioides,7
Angiosperms,Fabaceae,Dillwynia_floribunda,Dillwynia,floribunda,7
Angiosperms,Fabaceae,Dillwynia_glaberrima,Dillwynia,glaberrima,7
Angiosperms,Fabaceae,Dillwynia_juniperina,Dillwynia,juniperina,7
Angiosperms,Fabaceae,Dillwynia_parvifolia,Dillwynia,parvifolia,7
Angiosperms,Fabaceae,Dillwynia_phylicoides,Dillwynia,phylicoides,7
Angiosperms,Fabaceae,Dillwynia_retorta,Dillwynia,retorta,7
Angiosperms,Fabaceae,Dillwynia_tenuifolia,Dillwynia,tenuifolia,7
Angiosperms,Fabaceae,Dinizia_excelsa,Dinizia,excelsa,14
Angiosperms,Fabaceae,Dipogon_lignosus,Dipogon,lignosus,11
Angiosperms,Fabaceae,Discolobium_leptophyllum,Discolobium,leptophyllum,10
Angiosperms,Fabaceae,Dolichos_capensis,Dolichos,capensis,12
Angiosperms,Fabaceae,Dorycnium_axilliflorum,Dorycnium,axilliflorum,7
Angiosperms,Fabaceae,Dorycnium_pentaphyllum,Dorycnium,pentaphyllum,7
Angiosperms,Fabaceae,Dorycnium_rectum,Dorycnium,rectum,7
Angiosperms,Fabaceae,Dorycnopsis_abyssinica,Dorycnopsis,abyssinica,7
Angiosperms,Fabaceae,Dorycnopsis_gerardii,Dorycnopsis,gerardii,6
Angiosperms,Fabaceae,Dumasia_villosa,Dumasia,villosa,10
Angiosperms,Fabaceae,Dumasia_cordifolia,Dumasia,cordifolia,11
Angiosperms,Fabaceae,Dunbaria_punctata,Dunbaria,punctata,11
Angiosperms,Fabaceae,Dysolobium_grande,Dysolobium,grande,11
Angiosperms,Fabaceae,Dysolobium_pilosum,Dysolobium,pilosum,11
Angiosperms,Fabaceae,Ebenus_longipes,Ebenus,longipes,7
Angiosperms,Fabaceae,Ebenus_stellata,Ebenus,stellata,7
Angiosperms,Fabaceae,Echinospartum_barnadesii,Echinospartum,barnadesii,26
Angiosperms,Fabaceae,Echinospartum_boissieri,Echinospartum,boissieri,22
Angiosperms,Fabaceae,Echinospartum_horridum,Echinospartum,horridum,22
Angiosperms,Fabaceae,Echinospartum_ibericum,Echinospartum,ibericum,27
Angiosperms,Fabaceae,Echinospartum_lusitanicum,Echinospartum,lusitanicum,26
Angiosperms,Fabaceae,Eleiotis_monophyllos,Eleiotis,monophyllos,11
Angiosperms,Fabaceae,Eminia_antennulifera,Eminia,antennulifera,11
Angiosperms,Fabaceae,Entada_rheedii,Entada,rheedii,14
Angiosperms,Fabaceae,Enterolobium_contortisiliquum,Enterolobium,contortisiliquum,13
Angiosperms,Fabaceae,Enterolobium_cyclocarpum,Enterolobium,cyclocarpum,13
Angiosperms,Fabaceae,Eremosparton_aphyllum,Eremosparton,aphyllum,22
Angiosperms,Fabaceae,Erinacea_anthyllis,Erinacea,anthyllis,26
Angiosperms,Fabaceae,Eriosema_psoraleoides,Eriosema,psoraleoides,10
Angiosperms,Fabaceae,Eriosema_chinense,Eriosema,chinense,11
Angiosperms,Fabaceae,Eriosema_glomeratum,Eriosema,glomeratum,11
Angiosperms,Fabaceae,Eriosema_montanum,Eriosema,montanum,11
Angiosperms,Fabaceae,Erophaca_baetica,Erophaca,baetica,8
Angiosperms,Fabaceae,Errazurizia_benthamii,Errazurizia,benthamii,14
Angiosperms,Fabaceae,Erythrina_guatemalensis,Erythrina,guatemalensis,21
Angiosperms,Fabaceae,Erythrina_vogelii,Erythrina,vogelii,12
Angiosperms,Fabaceae,Erythrina_variegata,Erythrina,variegata,21
Angiosperms,Fabaceae,Erythrina_arborescens,Erythrina,arborescens,21
Angiosperms,Fabaceae,Erythrina_macrophylla,Erythrina,macrophylla,21
Angiosperms,Fabaceae,Erythrina_breviflora,Erythrina,breviflora,21
Angiosperms,Fabaceae,Erythrina_velutina,Erythrina,velutina,21
Angiosperms,Fabaceae,Erythrina_acanthocarpa,Erythrina,acanthocarpa,42
Angiosperms,Fabaceae,Erythrina_amazonica,Erythrina,amazonica,42
Angiosperms,Fabaceae,Erythrina_batolobium,Erythrina,batolobium,21
Angiosperms,Fabaceae,Erythrina_berenices,Erythrina,berenices,21
Angiosperms,Fabaceae,Erythrina_blakei,Erythrina,blakei,21
Angiosperms,Fabaceae,Erythrina_burana,Erythrina,burana,84
Angiosperms,Fabaceae,Erythrina_chiapasana,Erythrina,chiapasana,21
Angiosperms,Fabaceae,Erythrina_cochleata,Erythrina,cochleata,21
Angiosperms,Fabaceae,Erythrina_corallodendron,Erythrina,corallodendron,21
Angiosperms,Fabaceae,Erythrina_crista-galli,Erythrina,crista-galli,21
Angiosperms,Fabaceae,Erythrina_elenae,Erythrina,elenae,21
Angiosperms,Fabaceae,Erythrina_flabelliformis,Erythrina,flabelliformis,21
Angiosperms,Fabaceae,Erythrina_fusca,Erythrina,fusca,21
Angiosperms,Fabaceae,Erythrina_gibbosa,Erythrina,gibbosa,21
Angiosperms,Fabaceae,Erythrina_globocalyx,Erythrina,globocalyx,21
Angiosperms,Fabaceae,Erythrina_herbacea,Erythrina,herbacea,21
Angiosperms,Fabaceae,Erythrina_hondurensis,Erythrina,hondurensis,21
Angiosperms,Fabaceae,Erythrina_leptorhiza,Erythrina,leptorhiza,21
Angiosperms,Fabaceae,Erythrina_poeppigiana,Erythrina,poeppigiana,21
Angiosperms,Fabaceae,Erythrina_pudica,Erythrina,pudica,21
Angiosperms,Fabaceae,Erythrina_sacleuxii,Erythrina,sacleuxii,21
Angiosperms,Fabaceae,Erythrina_sandwicensis,Erythrina,sandwicensis,21
Angiosperms,Fabaceae,Erythrina_sigmoidea,Erythrina,sigmoidea,21
Angiosperms,Fabaceae,Erythrina_smithiana,Erythrina,smithiana,21
Angiosperms,Fabaceae,Erythrina_speciosa,Erythrina,speciosa,21
Angiosperms,Fabaceae,Erythrina_stricta,Erythrina,stricta,21
Angiosperms,Fabaceae,Erythrina_suberosa,Erythrina,suberosa,21
Angiosperms,Fabaceae,Erythrina_tahitensis,Erythrina,tahitensis,21
Angiosperms,Fabaceae,Erythrina_tuxtlana,Erythrina,tuxtlana,21
Angiosperms,Fabaceae,Erythrophleum_fordii,Erythrophleum,fordii,14
Angiosperms,Fabaceae,Euchilopsis_linearis,Euchilopsis,linearis,7
Angiosperms,Fabaceae,Euchresta_formosana,Euchresta,formosana,9
Angiosperms,Fabaceae,Eversmannia_subspinosa,Eversmannia,subspinosa,8
Angiosperms,Fabaceae,Eysenhardtia_spinosa,Eysenhardtia,spinosa,10
Angiosperms,Fabaceae,Eysenhardtia_polystachya,Eysenhardtia,polystachya,10
Angiosperms,Fabaceae,Eysenhardtia_texana,Eysenhardtia,texana,10
Angiosperms,Fabaceae,Fagelia_bituminosa,Fagelia,bituminosa,11
Angiosperms,Fabaceae,Faidherbia_albida,Faidherbia,albida,13
Angiosperms,Fabaceae,Flemingia_strobilifera,Flemingia,strobilifera,11
Angiosperms,Fabaceae,Flemingia_macrophylla,Flemingia,macrophylla,10
Angiosperms,Fabaceae,Flemingia_paniculata,Flemingia,paniculata,9
Angiosperms,Fabaceae,Flemingia_procumbens,Flemingia,procumbens,11
Angiosperms,Fabaceae,Flemingia_chappar,Flemingia,chappar,11
Angiosperms,Fabaceae,Flemingia_semialata,Flemingia,semialata,11
Angiosperms,Fabaceae,Fordia_cauliflora,Fordia,cauliflora,11
Angiosperms,Fabaceae,Gagnebina_pterocarpa,Gagnebina,pterocarpa,13
Angiosperms,Fabaceae,Galactia_canescens,Galactia,canescens,10
Angiosperms,Fabaceae,Galactia_decumbens,Galactia,decumbens,10
Angiosperms,Fabaceae,Galactia_grayi,Galactia,grayi,10
Angiosperms,Fabaceae,Galactia_acapulcensis,Galactia,acapulcensis,10
Angiosperms,Fabaceae,Galactia_eriosematoides,Galactia,eriosematoides,10
Angiosperms,Fabaceae,Galactia_macreei,Galactia,macreei,10
Angiosperms,Fabaceae,Galactia_striata,Galactia,striata,10
Angiosperms,Fabaceae,Galega_officinalis,Galega,officinalis,8
Angiosperms,Fabaceae,Gastrolobium_celsianum,Gastrolobium,celsianum,8
Angiosperms,Fabaceae,Gastrolobium_bilobum,Gastrolobium,bilobum,8
Angiosperms,Fabaceae,Gastrolobium_parviflorum,Gastrolobium,parviflorum,8
Angiosperms,Fabaceae,Genista_falcata,Genista,falcata,18
Angiosperms,Fabaceae,Genista_hystrix,Genista,hystrix,12
Angiosperms,Fabaceae,Genista_cinerea,Genista,cinerea,24
Angiosperms,Fabaceae,Genista_valentina,Genista,valentina,24
Angiosperms,Fabaceae,Genista_hirsuta,Genista,hirsuta,24
Angiosperms,Fabaceae,Genista_linifolia,Genista,linifolia,24
Angiosperms,Fabaceae,Genista_ramosissima,Genista,ramosissima,24
Angiosperms,Fabaceae,Genista_sagittalis,Genista,sagittalis,44
Angiosperms,Fabaceae,Genista_umbellata,Genista,umbellata,23
Angiosperms,Fabaceae,Genista_sericea,Genista,sericea,24
Angiosperms,Fabaceae,Genista_versicolor,Genista,versicolor,18
Angiosperms,Fabaceae,Genista_acanthoclada,Genista,acanthoclada,36
Angiosperms,Fabaceae,Genista_aetnensis,Genista,aetnensis,25
Angiosperms,Fabaceae,Genista_anglica,Genista,anglica,24
Angiosperms,Fabaceae,Genista_carpetana,Genista,carpetana,20
Angiosperms,Fabaceae,Genista_cinerascens,Genista,cinerascens,12
Angiosperms,Fabaceae,Genista_florida,Genista,florida,15
Angiosperms,Fabaceae,Genista_hispanica,Genista,hispanica,18
Angiosperms,Fabaceae,Genista_januensis,Genista,januensis,24
Angiosperms,Fabaceae,Genista_lobelii,Genista,lobelii,18
Angiosperms,Fabaceae,Genista_majorica,Genista,majorica,24
Angiosperms,Fabaceae,Genista_micrantha,Genista,micrantha,18
Angiosperms,Fabaceae,Genista_monspessulana,Genista,monspessulana,22
Angiosperms,Fabaceae,Genista_mugronensis,Genista,mugronensis,9
Angiosperms,Fabaceae,Genista_nevadensis,Genista,nevadensis,42
Angiosperms,Fabaceae,Genista_pilosa,Genista,pilosa,12
Angiosperms,Fabaceae,Genista_polyanthos,Genista,polyanthos,12
Angiosperms,Fabaceae,Genista_pseudopilosa,Genista,pseudopilosa,36
Angiosperms,Fabaceae,Genista_pulchella,Genista,pulchella,9
Angiosperms,Fabaceae,Genista_radiata,Genista,radiata,48
Angiosperms,Fabaceae,Genista_sanabrensis,Genista,sanabrensis,12
Angiosperms,Fabaceae,Genista_scorpius,Genista,scorpius,20
Angiosperms,Fabaceae,Genista_spartioides,Genista,spartioides,20
Angiosperms,Fabaceae,Genista_sylvestris,Genista,sylvestris,22
Angiosperms,Fabaceae,Genista_teretifolia,Genista,teretifolia,24
Angiosperms,Fabaceae,Genista_tinctoria,Genista,tinctoria,24
Angiosperms,Fabaceae,Genista_tournefortii,Genista,tournefortii,15
Angiosperms,Fabaceae,Genista_triacanthos,Genista,triacanthos,18
Angiosperms,Fabaceae,Genista_tridens,Genista,tridens,36
Angiosperms,Fabaceae,Genista_tridentata,Genista,tridentata,28
Angiosperms,Fabaceae,Geoffroea_decorticans,Geoffroea,decorticans,10
Angiosperms,Fabaceae,Gilbertiodendron_demonstrans,Gilbertiodendron,demonstrans,12
Angiosperms,Fabaceae,Gilbertiodendron_dewevrei,Gilbertiodendron,dewevrei,12
Angiosperms,Fabaceae,Gilbertiodendron_mayombense,Gilbertiodendron,mayombense,12
Angiosperms,Fabaceae,Gleditsia_triacanthos,Gleditsia,triacanthos,14
Angiosperms,Fabaceae,Gleditsia_aquatica,Gleditsia,aquatica,14
Angiosperms,Fabaceae,Gleditsia_caspia,Gleditsia,caspia,14
Angiosperms,Fabaceae,Gleditsia_japonica,Gleditsia,japonica,14
Angiosperms,Fabaceae,Gleditsia_macracantha,Gleditsia,macracantha,14
Angiosperms,Fabaceae,Gliricidia_maculata,Gliricidia,maculata,10
Angiosperms,Fabaceae,Gliricidia_sepium,Gliricidia,sepium,11
Angiosperms,Fabaceae,Glottidium_vesicarium,Glottidium,vesicarium,6
Angiosperms,Fabaceae,Glycine_canescens,Glycine,canescens,20
Angiosperms,Fabaceae,Glycine_albicans,Glycine,albicans,20
Angiosperms,Fabaceae,Glycine_gracei,Glycine,gracei,20
Angiosperms,Fabaceae,Glycine_max,Glycine,max,20
Angiosperms,Fabaceae,Glycine_montis-douglas,Glycine,montis-douglas,20
Angiosperms,Fabaceae,Glycyrrhiza_alalensis,Glycyrrhiza,alalensis,8
Angiosperms,Fabaceae,Glycyrrhiza_echinata,Glycyrrhiza,echinata,8
Angiosperms,Fabaceae,Glycyrrhiza_glabra,Glycyrrhiza,glabra,8
Angiosperms,Fabaceae,Glycyrrhiza_lepidota,Glycyrrhiza,lepidota,8
Angiosperms,Fabaceae,Gompholobium_grandiflorum,Gompholobium,grandiflorum,9
Angiosperms,Fabaceae,Gompholobium_latifolium,Gompholobium,latifolium,9
Angiosperms,Fabaceae,Gompholobium_scabrum,Gompholobium,scabrum,9
Angiosperms,Fabaceae,Gonocytisus_angulatus,Gonocytisus,angulatus,24
Angiosperms,Fabaceae,Grazielodendron_rio-docensis,Grazielodendron,rio-docensis,10
Angiosperms,Fabaceae,Gymnocladus_chinensis,Gymnocladus,chinensis,14
Angiosperms,Fabaceae,Halimodendron_halodendron,Halimodendron,halodendron,8
Angiosperms,Fabaceae,Haplormosia_monophylla,Haplormosia,monophylla,10
Angiosperms,Fabaceae,Hardenbergia_violacea,Hardenbergia,violacea,11
Angiosperms,Fabaceae,Hardwickia_binata,Hardwickia,binata,17
Angiosperms,Fabaceae,Hedysarum_aculeolatum,Hedysarum,aculeolatum,8
Angiosperms,Fabaceae,Hedysarum_alpinum,Hedysarum,alpinum,7
Angiosperms,Fabaceae,Hedysarum_boreale,Hedysarum,boreale,8
Angiosperms,Fabaceae,Hedysarum_cachemirianum,Hedysarum,cachemirianum,8
Angiosperms,Fabaceae,Hedysarum_carnosum,Hedysarum,carnosum,8
Angiosperms,Fabaceae,Hedysarum_coronarium,Hedysarum,coronarium,8
Angiosperms,Fabaceae,Hedysarum_flexuosum,Hedysarum,flexuosum,8
Angiosperms,Fabaceae,Hedysarum_hedysaroides,Hedysarum,hedysaroides,7
Angiosperms,Fabaceae,Hedysarum_naudinianum,Hedysarum,naudinianum,8
Angiosperms,Fabaceae,Hedysarum_pallidum,Hedysarum,pallidum,8
Angiosperms,Fabaceae,Hedysarum_spinosissimum,Hedysarum,spinosissimum,8
Angiosperms,Fabaceae,Hippocrepis_valentina,Hippocrepis,valentina,7
Angiosperms,Fabaceae,Hippocrepis_comosa,Hippocrepis,comosa,21
Angiosperms,Fabaceae,Hippocrepis_areolata,Hippocrepis,areolata,7
Angiosperms,Fabaceae,Hippocrepis_balearica,Hippocrepis,balearica,7
Angiosperms,Fabaceae,Hippocrepis_commutata,Hippocrepis,commutata,7
Angiosperms,Fabaceae,Hippocrepis_emerus,Hippocrepis,emerus,7
Angiosperms,Fabaceae,Hippocrepis_multisiliquosa,Hippocrepis,multisiliquosa,7
Angiosperms,Fabaceae,Hippocrepis_scabra,Hippocrepis,scabra,7
Angiosperms,Fabaceae,Hoffmannseggia_microphylla,Hoffmannseggia,microphylla,12
Angiosperms,Fabaceae,Hoita_macrostachya,Hoita,macrostachya,11
Angiosperms,Fabaceae,Hosackia_oblongifolia,Hosackia,oblongifolia,7
Angiosperms,Fabaceae,Hovea_elliptica,Hovea,elliptica,9
Angiosperms,Fabaceae,Hylodesmum_podocarpum,Hylodesmum,podocarpum,11
Angiosperms,Fabaceae,Hylodesmum_repandum,Hylodesmum,repandum,11
Angiosperms,Fabaceae,Hymenaea_courbaril,Hymenaea,courbaril,12
Angiosperms,Fabaceae,Hymenaea_stigonocarpa,Hymenaea,stigonocarpa,12
Angiosperms,Fabaceae,Hymenocarpos_circinnatus,Hymenocarpos,circinnatus,8
Angiosperms,Fabaceae,Hypocalyptus_coluteoides,Hypocalyptus,coluteoides,10
Angiosperms,Fabaceae,Indigofera_aspera,Indigofera,aspera,8
Angiosperms,Fabaceae,Indigofera_bracteata,Indigofera,bracteata,8
Angiosperms,Fabaceae,Indigofera_prostrata,Indigofera,prostrata,8
Angiosperms,Fabaceae,Indigofera_schimperi,Indigofera,schimperi,8
Angiosperms,Fabaceae,Indigofera_argentea,Indigofera,argentea,8
Angiosperms,Fabaceae,Indigofera_parviflora,Indigofera,parviflora,8
Angiosperms,Fabaceae,Indigofera_glandulosa,Indigofera,glandulosa,8
Angiosperms,Fabaceae,Indigofera_heterantha,Indigofera,heterantha,8
Angiosperms,Fabaceae,Indigofera_brevidens,Indigofera,brevidens,8
Angiosperms,Fabaceae,Indigofera_hirsuta,Indigofera,hirsuta,8
Angiosperms,Fabaceae,Indigofera_linifolia,Indigofera,linifolia,8
Angiosperms,Fabaceae,Indigofera_pulchra,Indigofera,pulchra,8
Angiosperms,Fabaceae,Indigofera_trifoliata,Indigofera,trifoliata,8
Angiosperms,Fabaceae,Indigofera_cordifolia,Indigofera,cordifolia,8
Angiosperms,Fabaceae,Indigofera_texana,Indigofera,texana,16
Angiosperms,Fabaceae,Indigofera_pilosa,Indigofera,pilosa,16
