"Order","Family","species","Diploid.number","Fundamental.number","haploid"
"Anura","Allophrynidae","allophryne_ruthveni",20,40,"10"
"Anura","Alsodidae","alsodes_aff_vittatus",26,52,"13"
"Anura","Alsodidae","alsodes_barrioi",34,56,"17"
"Anura","Alsodidae","alsodes_coppingeri",26,52,"13"
"Anura","Alsodidae","alsodes_gargola",26,52,"13"
"Anura","Alsodidae","alsodes_hugoi",26,NA,"13"
"Anura","Alsodidae","alsodes_igneus",26,NA,"13"
"Anura","Alsodidae","alsodes_montanus",26,52,"13"
"Anura","Alsodidae","alsodes_monticola",26,52,"13"
"Anura","Alsodidae","alsodes_neuquensis",26,NA,"13"
"Anura","Alsodidae","alsodes_nodosus",22,44,"11"
"Anura","Alsodidae","alsodes_norae",30,52,"15"
"Anura","Alsodidae","alsodes_pehuenche",26,52,"13"
"Anura","Alsodidae","alsodes_tumultuosus",26,52,"13"
"Anura","Alsodidae","alsodes_vanzolinii",26,50,"13"
"Anura","Alsodidae","alsodes_vanzolinii",26,52,"13"
"Anura","Alsodidae","alsodes_verrucosus",26,52,"13"
"Anura","Alsodidae","alsodes_vittatus",28,NA,"14"
"Anura","Alsodidae","eupsophus_calcaratus",30,46,"15"
"Anura","Alsodidae","eupsophus_emiliopugini",28,56,"14"
"Anura","Alsodidae","eupsophus_insularis",30,44,"15"
"Anura","Alsodidae","eupsophus_migueli",30,44,"15"
"Anura","Alsodidae","eupsophus_roseus",30,44,"15"
"Anura","Alsodidae","eupsophus_roseus",30,46,"15"
"Anura","Alsodidae","eupsophus_roseus",30,44,"15"
"Anura","Alsodidae","eupsophus_vertebralis",42,56,"21"
"Anura","Alsodidae","limnomedusa_macroglossa",26,NA,"13"
"Anura","Alytidae","alytes_cisternasii",38,50,"19"
"Anura","Alytidae","alytes_muletensis",38,60,"19"
"Anura","Alytidae","alytes_obstetricans",38,NA,"19"
"Anura","Alytidae","discoglossus_galganoi_galganoi",28,56,"14"
"Anura","Alytidae","discoglossus_jeanneae",28,56,"14"
"Anura","Alytidae","discoglossus_montalentii",28,56,"14"
"Anura","Alytidae","discoglossus_pictus",28,54,"14"
"Anura","Alytidae","discoglossus_pictus_auritus",28,NA,"14"
"Anura","Alytidae","discoglossus_pictus_pictus",28,56,"14"
"Anura","Alytidae","discoglossus_sardus",28,56,"14"
"Anura","Aromobatidae","allobates_brunneus",24,46,"12"
"Anura","Aromobatidae","allobates_caeruleodactylus",22,NA,"11"
"Anura","Aromobatidae","allobates_chalcopis",22,44,"11"
"Anura","Aromobatidae","allobates_femoralis",24,48,"12"
"Anura","Aromobatidae","allobates_marchesianus",22,NA,"11"
"Anura","Aromobatidae","allobates_nidicola",22,44,"11"
"Anura","Aromobatidae","allobates_olfersioides",24,48,"12"
"Anura","Aromobatidae","allobates_talamancae",24,48,"12"
"Anura","Aromobatidae","anomaloglossus_stepheni",24,46,"12"
"Anura","Aromobatidae","aromobates_leopardalis",24,48,"12"
"Anura","Aromobatidae","mannophryne_herminae",24,48,"12"
"Anura","Aromobatidae","mannophryne_neblina",24,48,"12"
"Anura","Aromobatidae","mannophryne_olmonae",24,48,"12"
"Anura","Aromobatidae","mannophryne_trinitatis",24,48,"12"
"Anura","Aromobatidae","mannophryne_trinitatis",24,NA,"12"
"Anura","Aromobatidae","rheobates_palmatus",24,48,"12"
"Anura","Arthroleptidae","arthroleptis_adolfifriederici",14,NA,"7"
"Anura","Arthroleptidae","arthroleptis_poecilonotus",14,28,"7"
"Anura","Arthroleptidae","arthroleptis_sp",14,28,"7"
"Anura","Arthroleptidae","arthroleptis_stenodactylus",14,28,"7"
"Anura","Arthroleptidae","astylosternus_diadematus",54,68,"27"
"Anura","Arthroleptidae","cardioglossa_gracilis",16,32,"8"
"Anura","Arthroleptidae","cardioglossa_leucomystax",18,32,"9"
"Anura","Arthroleptidae","leptopelis_aubryi",22,44,"11"
"Anura","Arthroleptidae","leptopelis_bocagii",22,44,"11"
"Anura","Arthroleptidae","leptopelis_boulengeri",22,44,"11"
"Anura","Arthroleptidae","leptopelis_calcaratus",24,46,"12"
"Anura","Arthroleptidae","leptopelis_concolor",24,NA,"12"
"Anura","Arthroleptidae","leptopelis_gramineus",24,48,"12"
"Anura","Arthroleptidae","leptopelis_palmatus",24,46,"12"
"Anura","Arthroleptidae","leptopelis_parkeri",30,40,"15"
"Anura","Arthroleptidae","leptopelis_vermiculatus",24,46,"12"
"Anura","Arthroleptidae","leptopelis_viridis",24,44,"12"
"Anura","Arthroleptidae","leptopelis_viridis",22,44,"11"
"Anura","Arthroleptidae","nyctibates_corrugatus",28,56,"14"
"Anura","Ascaphidae","ascaphus_truei",44,NA,"22"
"Anura","Ascaphidae","ascaphus_truei",46,56,"23"
"Anura","Batrachylidae","atelognathus_nitoi",26,NA,"13"
"Anura","Batrachylidae","atelognathus_patagonicus",26,NA,"13"
"Anura","Batrachylidae","atelognathus_praebasalticus",26,NA,"13"
"Anura","Batrachylidae","atelognathus_reverberii",26,NA,"13"
"Anura","Batrachylidae","batrachyla_antartandica",26,50,"13"
"Anura","Batrachylidae","batrachyla_leptopus",26,52,"13"
"Anura","Batrachylidae","batrachyla_nibaldoi",26,50,"13"
"Anura","Batrachylidae","batrachyla_taeniata",26,50,"13"
"Anura","Batrachylidae","hylorina_sylvatica",26,NA,"13"
"Anura","Bombinatoridae","bombina_bombina",24,48,"12"
"Anura","Bombinatoridae","bombina_maxima",28,56,"14"
"Anura","Bombinatoridae","bombina_microdeladigitora",28,56,"14"
"Anura","Bombinatoridae","bombina_orientalis",24,48,"12"
"Anura","Bombinatoridae","bombina_pachypus",24,48,"12"
"Anura","Bombinatoridae","bombina_variegata",24,48,"12"
"Anura","Brachycephalidae","brachycephalus_ephippium",22,44,"11"
"Anura","Brachycephalidae","ischnocnema_guentheri",22,44,"11"
"Anura","Brachycephalidae","ischnocnema_holti",20,NA,"10"
"Anura","Brachycephalidae","ischnocnema_holti",20,38,"10"
"Anura","Brachycephalidae","ischnocnema_juipoca",22,40,"11"
"Anura","Brachycephalidae","ischnocnema_lactea",20,40,"10"
"Anura","Brachycephalidae","ischnocnema_lactea",20,NA,"10"
"Anura","Brevicipitidae","breviceps_gibbosus",24,48,"12"
"Anura","Brevicipitidae","callulina_kreffti",24,NA,"12"
"Anura","Bufonidae","altiphrynoides_malcolmi",22,NA,"11"
"Anura","Bufonidae","altiphrynoides_osgoodi",22,NA,"11"
"Anura","Bufonidae","anaxyrus_americanus",22,44,"11"
"Anura","Bufonidae","anaxyrus_boreas",22,NA,"11"
"Anura","Bufonidae","anaxyrus_boreas",22,44,"11"
"Anura","Bufonidae","anaxyrus_boreas",22,NA,"11"
"Anura","Bufonidae","anaxyrus_canorus",22,44,"11"
"Anura","Bufonidae","anaxyrus_cognatus",22,44,"11"
"Anura","Bufonidae","anaxyrus_compactilis",22,44,"11"
"Anura","Bufonidae","anaxyrus_debilis",22,44,"11"
"Anura","Bufonidae","anaxyrus_fowleri",22,44,"11"
"Anura","Bufonidae","anaxyrus_hemiophrys",22,44,"11"
"Anura","Bufonidae","anaxyrus_houstonensis",21,NA,"10.5"
"Anura","Bufonidae","anaxyrus_houstonensis",22,44,"11"
"Anura","Bufonidae","anaxyrus_kelloggi",22,44,"11"
"Anura","Bufonidae","anaxyrus_microscaphus",22,44,"11"
"Anura","Bufonidae","anaxyrus_nelsoni",22,44,"11"
"Anura","Bufonidae","anaxyrus_punctatus",22,44,"11"
"Anura","Bufonidae","anaxyrus_quercicus",22,44,"11"
"Anura","Bufonidae","anaxyrus_retiformis",22,44,"11"
"Anura","Bufonidae","anaxyrus_speciosus",22,NA,"11"
"Anura","Bufonidae","anaxyrus_terrestris",22,44,"11"
"Anura","Bufonidae","anaxyrus_woodhousii",22,NA,"11"
"Anura","Bufonidae","anaxyrus_woodhousii",22,44,"11"
"Anura","Bufonidae","anaxyrus_woodhousii",22,NA,"11"
"Anura","Bufonidae","anaxyrus_woodhousii",22,44,"11"
"Anura","Bufonidae","atelopus_ignescens",22,NA,"11"
"Anura","Bufonidae","atelopus_spumarius",22,44,"11"
"Anura","Bufonidae","atelopus_varius",22,NA,"11"
"Anura","Bufonidae","bufo_ailaoanus",22,44,"11"
"Anura","Bufonidae","bufo_aspinius",22,44,"11"
"Anura","Bufonidae","bufo_bankorensis",22,NA,"11"
"Anura","Bufonidae","bufo_bufo",22,44,"11"
"Anura","Bufonidae","bufo_bufo",22,NA,"11"
"Anura","Bufonidae","bufo_eichwaldi",22,44,"11"
"Anura","Bufonidae","bufo_gargarizans",22,44,"11"
"Anura","Bufonidae","bufo_gargarizans",22,NA,"11"
"Anura","Bufonidae","bufo_gargarizans_gargarizans",22,44,"11"
"Anura","Bufonidae","bufo_japonicus",22,44,"11"
"Anura","Bufonidae","bufo_pageoti",22,44,"11"
"Anura","Bufonidae","bufo_pewzowi",44,88,"22"
"Anura","Bufonidae","bufo_sp",30,NA,"15"
"Anura","Bufonidae","bufo_stejnegeri",22,NA,"11"
"Anura","Bufonidae","bufo_torrenticola",22,44,"11"
"Anura","Bufonidae","bufo_tuberculatus",22,44,"11"
"Anura","Bufonidae","bufo_verrucosissimus",22,44,"11"
"Anura","Bufonidae","bufotes_baturae",33,NA,"16.5"
"Anura","Bufonidae","bufotes_oblongus",44,88,"22"
"Anura","Bufonidae","bufotes_oblongus",44,88,"22"
"Anura","Bufonidae","bufotes_oblongus",44,NA,"22"
"Anura","Bufonidae","bufotes_oblongus_oblongus",44,NA,"22"
"Anura","Bufonidae","bufotes_pewzowi_pewzowi",44,NA,"22"
"Anura","Bufonidae","bufotes_pewzowi_strauchi",44,NA,"22"
"Anura","Bufonidae","bufotes_pewzowi_taxkorensis",44,NA,"22"
"Anura","Bufonidae","bufotes_pewzowi_unicolor",44,NA,"22"
"Anura","Bufonidae","bufotes_pseudoraddei",33,NA,"16.5"
"Anura","Bufonidae","bufotes_turanensis",22,44,"11"
"Anura","Bufonidae","bufotes_turanensis",33,66,"16.5"
"Anura","Bufonidae","bufotes_variabilis",22,44,"11"
"Anura","Bufonidae","bufotes_variabilis",44,NA,"22"
"Anura","Bufonidae","bufotes_viridis",22,44,"11"
"Anura","Bufonidae","bufotes_viridis",44,88,"22"
"Anura","Bufonidae","bufotes_viridis",22,44,"11"
"Anura","Bufonidae","bufotes_zugmayeri",33,NA,"16.5"
"Anura","Bufonidae","capensibufo_rosei",22,NA,"11"
"Anura","Bufonidae","duttaphrynus_dhufarensis",22,44,"11"
"Anura","Bufonidae","duttaphrynus_himalayanus",22,44,"11"
"Anura","Bufonidae","duttaphrynus_melanostictus",22,44,"11"
"Anura","Bufonidae","duttaphrynus_stomaticus",22,44,"11"
"Anura","Bufonidae","duttaphrynus_stomaticus",22,NA,"11"
"Anura","Bufonidae","epidalea_calamita",22,44,"11"
"Anura","Bufonidae","incilius_alvarius",22,44,"11"
"Anura","Bufonidae","incilius_bocourti",22,44,"11"
"Anura","Bufonidae","incilius_canaliferus",22,44,"11"
"Anura","Bufonidae","incilius_coccifer",22,NA,"11"
"Anura","Bufonidae","incilius_coniferus",22,44,"11"
"Anura","Bufonidae","incilius_holdridgei",22,44,"11"
"Anura","Bufonidae","incilius_luetkenii",22,44,"11"
"Anura","Bufonidae","incilius_marmoreus",22,44,"11"
"Anura","Bufonidae","incilius_mazatlanensis",22,NA,"11"
"Anura","Bufonidae","incilius_occidentalis",22,44,"11"
"Anura","Bufonidae","incilius_perplexus",22,44,"11"
"Anura","Bufonidae","incilius_valliceps",22,44,"11"
"Anura","Bufonidae","ingerophrynus_biporcatus",22,NA,"11"
"Anura","Bufonidae","ingerophrynus_parvus",22,44,"11"
"Anura","Bufonidae","melanophryniscus_atroluteus",22,44,"11"
"Anura","Bufonidae","melanophryniscus_cf_tumifrons",22,44,"11"
"Anura","Bufonidae","melanophryniscus_cupreuscapularis",22,44,"11"
"Anura","Bufonidae","melanophryniscus_devincenzii",22,44,"11"
"Anura","Bufonidae","melanophryniscus_fulvoguttatus",22,44,"11"
"Anura","Bufonidae","melanophryniscus_klappenbachi",22,44,"11"
"Anura","Bufonidae","melanophryniscus_krauczuki",22,44,"11"
"Anura","Bufonidae","melanophryniscus_montevidensis",22,44,"11"
"Anura","Bufonidae","melanophryniscus_moreirae",22,44,"11"
"Anura","Bufonidae","melanophryniscus_pachyrhynus",22,44,"11"
"Anura","Bufonidae","melanophryniscus_paraguayensis",22,44,"11"
"Anura","Bufonidae","melanophryniscus_rubriventris",22,44,"11"
"Anura","Bufonidae","melanophryniscus_sanmartini",22,44,"11"
"Anura","Bufonidae","melanophryniscus_sp_aff_montevidensis",22,44,"11"
"Anura","Bufonidae","melanophryniscus_stelzneri",22,44,"11"
"Anura","Bufonidae","mertensophryne_anotis",22,NA,"11"
"Anura","Bufonidae","nannophryne_variegata",22,44,"11"
"Anura","Bufonidae","nectophryne_afra",22,44,"11"
"Anura","Bufonidae","nectophrynoides_tornieri",22,44,"11"
"Anura","Bufonidae","nimbaphrynoides_occidentalis",22,44,"11"
"Anura","Bufonidae","phrynoidis_asper",22,NA,"11"
"Anura","Bufonidae","poyntonophrynus_fenoulheti",22,NA,"11"
"Anura","Bufonidae","rentapia_hosii",22,44,"11"
"Anura","Bufonidae","rhaebo_blombergi",22,NA,"11"
"Anura","Bufonidae","rhaebo_blombergi",22,44,"11"
"Anura","Bufonidae","rhaebo_haematiticus",22,44,"11"
"Anura","Bufonidae","rhinella_achavali",22,44,"11"
"Anura","Bufonidae","rhinella_arenarum",22,44,"11"
"Anura","Bufonidae","rhinella_arunco",22,44,"11"
"Anura","Bufonidae","rhinella_atacamensis",22,44,"11"
"Anura","Bufonidae","rhinella_crucifer",22,44,"11"
"Anura","Bufonidae","rhinella_diptycha",22,44,"11"
"Anura","Bufonidae","rhinella_diptycha",22,44,"11"
"Anura","Bufonidae","rhinella_dorbignyi",22,NA,"11"
"Anura","Bufonidae","rhinella_fernandezae",22,44,"11"
"Anura","Bufonidae","rhinella_fernandezae",22,NA,"11"
"Anura","Bufonidae","rhinella_granulosa",22,44,"11"
"Anura","Bufonidae","rhinella_icterica",22,44,"11"
"Anura","Bufonidae","rhinella_icterica",22,NA,"11"
"Anura","Bufonidae","rhinella_jimi",22,44,"11"
"Anura","Bufonidae","rhinella_marina",22,44,"11"
"Anura","Bufonidae","rhinella_poeppigii",22,44,"11"
"Anura","Bufonidae","rhinella_rubescens",22,44,"11"
"Anura","Bufonidae","rhinella_rubropunctata",22,44,"11"
"Anura","Bufonidae","rhinella_spinulosa",22,44,"11"
"Anura","Bufonidae","schismaderma_carens",22,44,"11"
"Anura","Bufonidae","sclerophrys_asmarae",40,NA,"20"
"Anura","Bufonidae","sclerophrys_blanfordii",20,NA,"10"
"Anura","Bufonidae","sclerophrys_brauni",20,40,"10"
"Anura","Bufonidae","sclerophrys_camerunensis",20,NA,"10"
"Anura","Bufonidae","sclerophrys_capensis",20,40,"10"
"Anura","Bufonidae","sclerophrys_danielae",20,40,"10"
"Anura","Bufonidae","sclerophrys_garmani",20,40,"10"
"Anura","Bufonidae","sclerophrys_gracilipes",22,NA,"11"
"Anura","Bufonidae","sclerophrys_gutturalis",20,40,"10"
"Anura","Bufonidae","sclerophrys_kerinyagae",20,NA,"10"
"Anura","Bufonidae","sclerophrys_latifrons",20,40,"10"
"Anura","Bufonidae","sclerophrys_maculata",20,40,"10"
"Anura","Bufonidae","sclerophrys_mauritanica",22,44,"11"
"Anura","Bufonidae","sclerophrys_pardalis",22,NA,"11"
"Anura","Bufonidae","sclerophrys_perreti",20,40,"10"
"Anura","Bufonidae","sclerophrys_poweri",20,40,"10"
"Anura","Bufonidae","sclerophrys_poweri",30,NA,"15"
"Anura","Bufonidae","sclerophrys_pusilla",20,NA,"10"
"Anura","Bufonidae","sclerophrys_regularis",20,40,"10"
"Anura","Bufonidae","sclerophrys_steindachneri",20,NA,"10"
"Anura","Bufonidae","sclerophrys_superciliaris",20,NA,"10"
"Anura","Bufonidae","sclerophrys_tihamica",22,44,"11"
"Anura","Bufonidae","sclerophrys_xeros",20,40,"10"
"Anura","Bufonidae","strauchbufo_raddei",22,44,"11"
"Anura","Bufonidae","vandijkophrynus_gariepensis",22,44,"11"
"Anura","Bufonidae","vandijkophrynus_inyangae",22,NA,"11"
"Anura","Bufonidae","werneria_preussi",22,NA,"11"
"Anura","Bufonidae","xanthophryne_koynayensis",22,NA,"11"
"Anura","Calyptocephalellidae","calyptocephalella_gayi",26,52,"13"
"Anura","Calyptocephalellidae","telmatobufo_australis",26,NA,"13"
"Anura","Calyptocephalellidae","telmatobufo_bullocki",26,NA,"13"
"Anura","Calyptocephalellidae","telmatobufo_ignotus",26,52,"13"
"Anura","Calyptocephalellidae","telmatobufo_venustus",26,NA,"13"
"Anura","Centrolenidae","centrolene_buckleyi",20,NA,"10"
"Anura","Centrolenidae","cochranella_granulosa",20,40,"10"
"Anura","Centrolenidae","espadarana_prosoblepon",20,NA,"10"
"Anura","Centrolenidae","espadarana_prosoblepon",20,40,"10"
"Anura","Centrolenidae","hyalinobatrachium_colymbiphyllum",20,40,"10"
"Anura","Centrolenidae","hyalinobatrachium_duranti",20,40,"10"
"Anura","Centrolenidae","hyalinobatrachium_fleischmanni",20,40,"10"
"Anura","Centrolenidae","hyalinobatrachium_fragile",20,40,"10"
"Anura","Centrolenidae","hyalinobatrachium_orientale",20,40,"10"
"Anura","Centrolenidae","hyalinobatrachium_valerioi",20,40,"10"
"Anura","Centrolenidae","sachatamia_albomaculata",20,NA,"10"
"Anura","Centrolenidae","teratohyla_amelie",20,40,"10"
"Anura","Centrolenidae","teratohyla_midas",20,40,"10"
"Anura","Centrolenidae","teratohyla_pulverata",20,40,"10"
"Anura","Centrolenidae","teratohyla_spinosa",20,40,"10"
"Anura","Centrolenidae","vitreorana_antisthenesi",20,40,"10"
"Anura","Centrolenidae","vitreorana_eurygnatha",20,40,"10"
"Anura","Ceratobatrachidae","cornufer_papuensis",22,44,"11"
"Anura","Ceratobatrachidae","platymantis_dorsalis",20,40,"10"
"Anura","Ceratobatrachidae","platymantis_hazelae",26,52,"13"
"Anura","Ceratophryidae","ceratophrys_aurita",26,NA,"13"
"Anura","Ceratophryidae","ceratophrys_aurita",104,208,"52"
"Anura","Ceratophryidae","ceratophrys_aurita",104,NA,"52"
"Anura","Ceratophryidae","ceratophrys_calcarata",26,52,"13"
"Anura","Ceratophryidae","ceratophrys_cranwelli",26,52,"13"
"Anura","Ceratophryidae","ceratophrys_joazeirensis",104,NA,"52"
"Anura","Ceratophryidae","ceratophrys_ornata",26,52,"13"
"Anura","Ceratophryidae","ceratophrys_ornata",104,208,"52"
"Anura","Ceratophryidae","chacophrys_pierottii",26,NA,"13"
"Anura","Ceratophryidae","lepidobatrachus_asper",26,NA,"13"
"Anura","Ceratophryidae","lepidobatrachus_laevis",26,NA,"13"
"Anura","Ceratophryidae","lepidobatrachus_llanensis",26,NA,"13"
"Anura","Conrauidae","conraua_crassipes",26,52,"13"
"Anura","Craugastoridae","barycholos_cf_ternetzi",22,38,"11"
"Anura","Craugastoridae","barycholos_ternetzi",22,38,"11"
"Anura","Craugastoridae","craugastor_andi",22,38,"11"
"Anura","Craugastoridae","craugastor_angelicus",20,36,"10"
"Anura","Craugastoridae","craugastor_augusti",22,36,"11"
"Anura","Craugastoridae","craugastor_augusti",22,NA,"11"
"Anura","Craugastoridae","craugastor_berkenbuschii",22,36,"11"
"Anura","Craugastoridae","craugastor_bransfordii",20,36,"10"
