"Order","Family","species","Diploid.number","Fundamental.number","haploid"
"Anura","Mantellidae","blommersia_blommersae",26,52,"13"
"Anura","Mantellidae","blommersia_grandisonae",26,NA,"13"
"Anura","Mantellidae","blommersia_wittei",26,52,"13"
"Anura","Mantellidae","boophis_aff_erythrodactylus",26,52,"13"
"Anura","Mantellidae","boophis_aff_idae",26,52,"13"
"Anura","Mantellidae","boophis_aff_majori",26,52,"13"
"Anura","Mantellidae","boophis_aff_tephraeomystax",26,52,"13"
"Anura","Mantellidae","boophis_erythrodactylus",26,52,"13"
"Anura","Mantellidae","boophis_goudotii",26,52,"13"
"Anura","Mantellidae","boophis_luteus",26,52,"13"
"Anura","Mantellidae","boophis_madagascariensis",26,52,"13"
"Anura","Mantellidae","boophis_microtympanum",26,52,"13"
"Anura","Mantellidae","boophis_microtympanum",26,52,"13"
"Anura","Mantellidae","boophis_opisthodon",26,52,"13"
"Anura","Mantellidae","boophis_tephraeomystax",26,52,"13"
"Anura","Mantellidae","boophis_williamsi",26,52,"13"
"Anura","Mantellidae","gephyromantis_asper",26,44,"13"
"Anura","Mantellidae","gephyromantis_eiselti",26,NA,"13"
"Anura","Mantellidae","gephyromantis_luteus",26,45,"13"
"Anura","Mantellidae","guibemantis_aff_bicalcaratus",26,52,"13"
"Anura","Mantellidae","guibemantis_aff_pulcher",26,52,"13"
"Anura","Mantellidae","guibemantis_bicalcaratus",26,52,"13"
"Anura","Mantellidae","guibemantis_cf_punctatus",26,NA,"13"
"Anura","Mantellidae","guibemantis_depressiceps",26,NA,"13"
"Anura","Mantellidae","guibemantis_depressiceps",26,52,"13"
"Anura","Mantellidae","guibemantis_flavobrunneus",26,NA,"13"
"Anura","Mantellidae","guibemantis_liber",26,52,"13"
"Anura","Mantellidae","guibemantis_pulcher_",26,52,"13"
"Anura","Mantellidae","guibemantis_punctatus",26,NA,"13"
"Anura","Mantellidae","guibemantis_tornieri",26,52,"13"
"Anura","Mantellidae","laliostoma_labrosum",26,52,"13"
"Anura","Mantellidae","mantella_aurantiaca",26,52,"13"
"Anura","Mantellidae","mantella_baroni",26,NA,"13"
"Anura","Mantellidae","mantella_betsileo",26,52,"13"
"Anura","Mantellidae","mantella_cf_betsileo",26,NA,"13"
"Anura","Mantellidae","mantella_cowanii",26,52,"13"
"Anura","Mantellidae","mantella_expectata",26,NA,"13"
"Anura","Mantellidae","mantella_laevigata",26,NA,"13"
"Anura","Mantellidae","mantella_madagascariensis",26,NA,"13"
"Anura","Mantellidae","mantella_nigricans",26,NA,"13"
"Anura","Mantellidae","mantella_pulchra",26,NA,"13"
"Anura","Mantellidae","mantella_viridis",26,NA,"13"
"Anura","Mantellidae","mantidactylus_aerumnalis",26,50,"13"
"Anura","Mantellidae","mantidactylus_aerumnalis",26,51,"13"
"Anura","Mantellidae","mantidactylus_aerumnalis",26,52,"13"
"Anura","Mantellidae","mantidactylus_ambohimitombi",24,48,"12"
"Anura","Mantellidae","mantidactylus_betsileanus",24,46,"12"
"Anura","Mantellidae","mantidactylus_biporus",24,48,"12"
"Anura","Mantellidae","mantidactylus_curtus",24,48,"12"
"Anura","Mantellidae","mantidactylus_femoralis",26,50,"13"
"Anura","Mantellidae","mantidactylus_grandidieri",26,NA,"13"
"Anura","Mantellidae","mantidactylus_guttulatus",26,52,"13"
"Anura","Mantellidae","mantidactylus_lugubris",26,50,"13"
"Anura","Mantellidae","mantidactylus_opiparis",26,52,"13"
"Anura","Mantellidae","mantidactylus_ulcerosus",24,44,"12"
"Anura","Mantellidae","spinomantis_aglavei",24,48,"12"
"Anura","Mantellidae","spinomantis_peraccae",26,52,"13"
"Anura","Megophryidae","leptobrachella_alpina",24,42,"12"
"Anura","Megophryidae","leptobrachella_lateralis",26,52,"13"
"Anura","Megophryidae","leptobrachella_lateralis",26,50,"13"
"Anura","Megophryidae","leptobrachella_liui",24,40,"12"
"Anura","Megophryidae","leptobrachella_pelodytoides",24,44,"12"
"Anura","Megophryidae","leptobrachella_ventripunctata",22,42,"11"
"Anura","Megophryidae","leptobrachium_ailaonicum",26,52,"13"
"Anura","Megophryidae","leptobrachium_boringii",26,52,"13"
"Anura","Megophryidae","leptobrachium_hasseltii",26,48,"13"
"Anura","Megophryidae","leptobrachium_huashen",24,48,"12"
"Anura","Megophryidae","leptobrachium_huashen",26,52,"13"
"Anura","Megophryidae","leptobrachium_leishanense",26,52,"13"
"Anura","Megophryidae","leptobrachium_liui",26,52,"13"
"Anura","Megophryidae","leptobrachium_liui",26,NA,"13"
"Anura","Megophryidae","leptobrachium_nigrops",26,NA,"13"
"Anura","Megophryidae","leptobrachium_smithi",24,48,"12"
"Anura","Megophryidae","megalophrys_feae",26,50,"13"
"Anura","Megophryidae","megophrys_boettgeri",26,50,"13"
"Anura","Megophryidae","megophrys_boettgeri",26,52,"13"
"Anura","Megophryidae","megophrys_carinense",26,46,"13"
"Anura","Megophryidae","megophrys_carinense",28,48,"14"
"Anura","Megophryidae","megophrys_carinense",30,52,"15"
"Anura","Megophryidae","megophrys_daweimontis",26,50,"13"
"Anura","Megophryidae","megophrys_daweimontis",26,52,"13"
"Anura","Megophryidae","megophrys_feae",26,50,"13"
"Anura","Megophryidae","megophrys_gigantica",26,52,"13"
"Anura","Megophryidae","megophrys_gigantica",26,50,"13"
"Anura","Megophryidae","megophrys_giganticus",26,48,"13"
"Anura","Megophryidae","megophrys_giganticus",26,50,"13"
"Anura","Megophryidae","megophrys_glandulosa",26,52,"13"
"Anura","Megophryidae","megophrys_huangshanensis",26,52,"13"
"Anura","Megophryidae","megophrys_jingdongensis",26,52,"13"
"Anura","Megophryidae","megophrys_koui",26,NA,"13"
"Anura","Megophryidae","megophrys_kuatunensis",24,48,"12"
"Anura","Megophryidae","megophrys_major",26,50,"13"
"Anura","Megophryidae","megophrys_microstoma",26,48,"13"
"Anura","Megophryidae","megophrys_microstoma",26,52,"13"
"Anura","Megophryidae","megophrys_minor",26,52,"13"
"Anura","Megophryidae","megophrys_minor",30,56,"15"
"Anura","Megophryidae","megophrys_minor",26,50,"13"
"Anura","Megophryidae","megophrys_montana",26,NA,"13"
"Anura","Megophryidae","megophrys_monticola",26,NA,"13"
"Anura","Megophryidae","megophrys_nasuta",26,50,"13"
"Anura","Megophryidae","megophrys_nasuta",26,50,"13"
"Anura","Megophryidae","megophrys_nasuta",26,46,"13"
"Anura","Megophryidae","megophrys_omeimontis",26,52,"13"
"Anura","Megophryidae","megophrys_omeimontis",26,48,"13"
"Anura","Megophryidae","megophrys_palpebralespinosa",26,50,"13"
"Anura","Megophryidae","megophrys_palpebralespinosa",26,52,"13"
"Anura","Megophryidae","megophrys_parva",26,46,"13"
"Anura","Megophryidae","megophrys_parva",26,48,"13"
"Anura","Megophryidae","megophrys_shapingensis",26,52,"13"
"Anura","Megophryidae","megophrys_shuichengensis",26,52,"13"
"Anura","Megophryidae","megophrys_sp",28,48,"14"
"Anura","Megophryidae","megophrys_sp",26,44,"13"
"Anura","Megophryidae","megophrys_wuliangshanensis",26,52,"13"
"Anura","Megophryidae","megophrys_wuliangshanensis",30,56,"15"
"Anura","Megophryidae","ophryophryne_pachyprocta",26,52,"13"
"Anura","Megophryidae","oreolalax_chuanbeiensis",26,52,"13"
"Anura","Megophryidae","oreolalax_granulosus",26,52,"13"
"Anura","Megophryidae","oreolalax_jingdongensis",26,52,"13"
"Anura","Megophryidae","oreolalax_liangbeiensis",26,52,"13"
"Anura","Megophryidae","oreolalax_liangbeiensis",28,52,"14"
"Anura","Megophryidae","oreolalax_lichuanensis",26,52,"13"
"Anura","Megophryidae","oreolalax_major",26,52,"13"
"Anura","Megophryidae","oreolalax_omeimontis",26,52,"13"
"Anura","Megophryidae","oreolalax_pingii",26,52,"13"
"Anura","Megophryidae","oreolalax_popei",26,52,"13"
"Anura","Megophryidae","oreolalax_rhodostigmatus",26,52,"13"
"Anura","Megophryidae","oreolalax_rugosus",26,52,"13"
"Anura","Megophryidae","oreolalax_schmidti",26,50,"13"
"Anura","Megophryidae","oreolalax_xiangchengensis",26,52,"13"
"Anura","Megophryidae","scutiger_boulengeri",26,52,"13"
"Anura","Megophryidae","scutiger_glandulatus",26,52,"13"
"Anura","Megophryidae","scutiger_pingwuensis",26,52,"13"
"Anura","Megophryidae","scutiger_tuberculatus",26,52,"13"
"Anura","Microhylidae","anodonthyla_boulengerii",26,52,"13"
"Anura","Microhylidae","anodonthyla_montana",26,52,"13"
"Anura","Microhylidae","aphantophryne_pansa",52,NA,"26"
"Anura","Microhylidae","aphantophryne_pansa",52,NA,"26"
"Anura","Microhylidae","arcovomer_passarellii",22,42,"11"
"Anura","Microhylidae","asterophrys_sp",26,52,"13"
"Anura","Microhylidae","austrochaperina_palmipes",26,NA,"13"
"Anura","Microhylidae","austrochaperina_robusta",26,52,"13"
"Anura","Microhylidae","barygenys_atra",26,NA,"13"
"Anura","Microhylidae","barygenys_flavigularis",32,NA,"16"
"Anura","Microhylidae","callulops_stictogaster",26,NA,"13"
"Anura","Microhylidae","chiasmocleis_bicegoi",24,46,"12"
"Anura","Microhylidae","chiasmocleis_leucosticta",48,NA,"24"
"Anura","Microhylidae","choerophryne_variegata",26,NA,"13"
"Anura","Microhylidae","cophixalus_cryptotympanum",26,52,"13"
"Anura","Microhylidae","cophixalus_kaindiensis",26,NA,"13"
"Anura","Microhylidae","cophixalus_parkeri",26,NA,"13"
"Anura","Microhylidae","cophixalus_riparius",26,52,"13"
"Anura","Microhylidae","cophixalus_shellyi",26,NA,"13"
"Anura","Microhylidae","cophixalus_sphagnicola",26,NA,"13"
"Anura","Microhylidae","cophyla_barbouri_",26,NA,"13"
"Anura","Microhylidae","cophyla_barbouri_",26,48,"13"
"Anura","Microhylidae","cophyla_cowanii",26,NA,"13"
"Anura","Microhylidae","cophyla_grandis",26,50,"13"
"Anura","Microhylidae","cophyla_pollicaris",26,50,"13"
"Anura","Microhylidae","cophyla_tuberifera",26,50,"13"
"Anura","Microhylidae","copiula_fistulans",26,NA,"13"
"Anura","Microhylidae","copiula_oxyrhina",26,NA,"13"
"Anura","Microhylidae","ctenophryne_aequatorialis",26,52,"13"
"Anura","Microhylidae","ctenophryne_aterrima",26,NA,"13"
"Anura","Microhylidae","dermatonotus_muelleri",22,42,"11"
"Anura","Microhylidae","dyscophus_antongilii",26,52,"13"
"Anura","Microhylidae","dyscophus_guineti",26,52,"13"
"Anura","Microhylidae","dyscophus_insularis",26,52,"13"
"Anura","Microhylidae","dyscophus_sp",26,52,"13"
"Anura","Microhylidae","elachistocleis_ovalis",22,42,"11"
"Anura","Microhylidae","gastrophryne_carolinensis",22,42,"11"
"Anura","Microhylidae","gastrophryne_olivacea",22,42,"11"
"Anura","Microhylidae","glyphoglossus_yunnanensis",26,52,"13"
"Anura","Microhylidae","hamptophryne_boliviana",22,42,"11"
"Anura","Microhylidae","hylophorbus_rufescens",26,52,"13"
"Anura","Microhylidae","hypopachus_barberi",22,42,"11"
"Anura","Microhylidae","hypopachus_variolosus",22,NA,"11"
"Anura","Microhylidae","kalophrynus_interlineatus",26,52,"13"
"Anura","Microhylidae","kalophrynus_pleurostigma",26,NA,"13"
"Anura","Microhylidae","kaloula_borealis",28,NA,"14"
"Anura","Microhylidae","kaloula_borealis",28,56,"14"
"Anura","Microhylidae","kaloula_picta",28,56,"14"
"Anura","Microhylidae","kaloula_pulchra",24,48,"12"
"Anura","Microhylidae","kaloula_pulchra",28,56,"14"
"Anura","Microhylidae","kaloula_rugifera",28,54,"14"
"Anura","Microhylidae","kaloula_verrucosa",28,56,"14"
"Anura","Microhylidae","mantophryne_lateralis",26,NA,"13"
"Anura","Microhylidae","microhyla_butleri",22,44,"11"
"Anura","Microhylidae","microhyla_fissipes",24,48,"12"
"Anura","Microhylidae","microhyla_heymonsi",24,48,"12"
"Anura","Microhylidae","microhyla_mixtura",24,48,"12"
"Anura","Microhylidae","microhyla_mymensinghensis",24,48,"12"
"Anura","Microhylidae","microhyla_ornata",26,52,"13"
"Anura","Microhylidae","microhyla_ornata",24,NA,"12"
"Anura","Microhylidae","microhyla_pulchra",24,48,"12"
"Anura","Microhylidae","microhyla_rubra",26,NA,"13"
"Anura","Microhylidae","micryletta_inornata",26,52,"13"
"Anura","Microhylidae","oreophryne_biroi",26,NA,"13"
"Anura","Microhylidae","oreophryne_brachypus",26,NA,"13"
"Anura","Microhylidae","oreophryne_cf_anulata",22,44,"11"
"Anura","Microhylidae","otophryne_robusta",26,52,"13"
"Anura","Microhylidae","phrynomantis_bifasciatus",26,52,"13"
"Anura","Microhylidae","plethodontohyla_alluaudi",26,NA,"13"
"Anura","Microhylidae","plethodontohyla_alluaudi",26,50,"13"
"Anura","Microhylidae","plethodontohyla_notosticta",26,48,"13"
"Anura","Microhylidae","plethodontohyla_tuberata",26,48,"13"
"Anura","Microhylidae","scaphiophryne_gottlebei",52,NA,"26"
"Anura","Microhylidae","scaphiophryne_madagascariensis",26,NA,"13"
"Anura","Microhylidae","sphenophryne_brevicrus",26,NA,"13"
"Anura","Microhylidae","sphenophryne_cornuta",26,NA,"13"
"Anura","Microhylidae","sphenophryne_rhododactyla",26,NA,"13"
"Anura","Microhylidae","stereocyclops_incrassatus",22,42,"11"
"Anura","Microhylidae","uperodon_globulosus",26,52,"13"
"Anura","Microhylidae","uperodon_montanus",26,52,"13"
"Anura","Microhylidae","uperodon_rohani",26,NA,"13"
"Anura","Microhylidae","uperodon_systoma",26,NA,"13"
"Anura","Myobatrachidae","arenophryne_rotunda",24,48,"12"
"Anura","Myobatrachidae","assa_darlingtoni",24,48,"12"
"Anura","Myobatrachidae","crinia_bilingua",24,48,"12"
"Anura","Myobatrachidae","crinia_bilingua",24,48,"12"
"Anura","Myobatrachidae","crinia_georgiana",24,48,"12"
"Anura","Myobatrachidae","crinia_glauerti",24,48,"12"
"Anura","Myobatrachidae","crinia_insignifera",24,48,"12"
"Anura","Myobatrachidae","crinia_insignifera",24,NA,"12"
"Anura","Myobatrachidae","crinia_parinsignifera",24,48,"12"
"Anura","Myobatrachidae","crinia_pseudinsignifera",24,48,"12"
"Anura","Myobatrachidae","crinia_remota",24,48,"12"
"Anura","Myobatrachidae","crinia_riparia",24,48,"12"
"Anura","Myobatrachidae","crinia_signifera",24,48,"12"
"Anura","Myobatrachidae","crinia_sloanei",24,48,"12"
"Anura","Myobatrachidae","crinia_tasmaniensis",24,48,"12"
"Anura","Myobatrachidae","geocrinia_laevis",24,NA,"12"
"Anura","Myobatrachidae","geocrinia_leai",24,48,"12"
"Anura","Myobatrachidae","geocrinia_lutea",24,48,"12"
"Anura","Myobatrachidae","geocrinia_rosea",24,48,"12"
"Anura","Myobatrachidae","geocrinia_victoriana",24,48,"12"
"Anura","Myobatrachidae","metacrinia_nichollsi",24,48,"12"
"Anura","Myobatrachidae","mixophyes_balbus",24,48,"12"
"Anura","Myobatrachidae","mixophyes_fasciolatus",24,48,"12"
"Anura","Myobatrachidae","mixophyes_iteratus",24,48,"12"
"Anura","Myobatrachidae","mixophyes_schevilli",24,48,"12"
"Anura","Myobatrachidae","myobatrachus_gouldii",24,48,"12"
"Anura","Myobatrachidae","paracrinia_haswelli",24,48,"12"
"Anura","Myobatrachidae","pseudophryne_australis",24,48,"12"
"Anura","Myobatrachidae","pseudophryne_bibronii",24,48,"12"
"Anura","Myobatrachidae","pseudophryne_coriacea",24,48,"12"
"Anura","Myobatrachidae","pseudophryne_corroboree",24,48,"12"
"Anura","Myobatrachidae","pseudophryne_dendyi",24,48,"12"
"Anura","Myobatrachidae","pseudophryne_guentheri",24,48,"12"
"Anura","Myobatrachidae","pseudophryne_major",24,48,"12"
"Anura","Myobatrachidae","pseudophryne_occidentalis",24,48,"12"
"Anura","Myobatrachidae","pseudophryne_semimarmorata",24,48,"12"
"Anura","Myobatrachidae","rheobatrachus_silus",24,42,"12"
"Anura","Myobatrachidae","rheobatrachus_vitellinus",24,40,"12"
"Anura","Myobatrachidae","taudactylus_acutirostris",24,48,"12"
"Anura","Myobatrachidae","taudactylus_diurnus",24,48,"12"
"Anura","Myobatrachidae","taudactylus_eungellensis",24,48,"12"
"Anura","Myobatrachidae","taudactylus_liemi",24,48,"12"
"Anura","Myobatrachidae","taudactylus_rheophilus",24,48,"12"
"Anura","Myobatrachidae","uperoleia_crassa",24,48,"12"
"Anura","Myobatrachidae","uperoleia_glandulosa",24,48,"12"
"Anura","Myobatrachidae","uperoleia_inundata",24,48,"12"
"Anura","Myobatrachidae","uperoleia_laevigata",24,48,"12"
"Anura","Myobatrachidae","uperoleia_lithomoda",24,48,"12"
"Anura","Myobatrachidae","uperoleia_marmorata",24,48,"12"
"Anura","Myobatrachidae","uperoleia_rugosa",24,48,"12"
"Anura","Odontobatrachidae","odontobatrachus_natator",26,52,"13"
"Anura","Odontophrynidae","macrogenioglottus_alipioi",22,44,"11"
"Anura","Odontophrynidae","odontophrynus_americanus",22,44,"11"
"Anura","Odontophrynidae","odontophrynus_americanus",50,NA,"25"
"Anura","Odontophrynidae","odontophrynus_americanus",42,NA,"21"
"Anura","Odontophrynidae","odontophrynus_americanus",44,88,"22"
"Anura","Odontophrynidae","odontophrynus_barrioi",22,NA,"11"
"Anura","Odontophrynidae","odontophrynus_carvalhoi",22,44,"11"
"Anura","Odontophrynidae","odontophrynus_cordobae",44,NA,"22"
"Anura","Odontophrynidae","odontophrynus_cordobae_sp_nov",22,NA,"11"
"Anura","Odontophrynidae","odontophrynus_cultripes",22,44,"11"
"Anura","Odontophrynidae","odontophrynus_juquinha",22,44,"11"
"Anura","Odontophrynidae","odontophrynus_maisuma",22,44,"11"
"Anura","Odontophrynidae","odontophrynus_occidentalis",22,44,"11"
"Anura","Odontophrynidae","proceratophrys_appendiculata",22,44,"11"
"Anura","Odontophrynidae","proceratophrys_boiei",22,44,"11"
"Anura","Pelobatidae","pelobates_cultripes",26,52,"13"
"Anura","Pelobatidae","pelobates_fuscus",26,52,"13"
"Anura","Pelobatidae","pelobates_syriacus",26,52,"13"
"Anura","Pelobatidae","pelobates_vespertinus",26,52,"13"
"Anura","Pelobatidae","pelodytes_caucasicus",24,48,"12"
"Anura","Pelobatidae","pelodytes_punctatus",24,48,"12"
"Anura","Pelodryadidae","litoria_adelaidensis",26,52,"13"
"Anura","Pelodryadidae","litoria_amboinensis",26,NA,"13"
"Anura","Pelodryadidae","litoria_angiana",30,NA,"15"
"Anura","Pelodryadidae","litoria_angiana",26,NA,"13"
"Anura","Pelodryadidae","litoria_arfakiana",26,NA,"13"
"Anura","Pelodryadidae","litoria_bicolor",26,52,"13"
"Anura","Pelodryadidae","litoria_congenita",26,NA,"13"
"Anura","Pelodryadidae","litoria_contrastens",26,NA,"13"
"Anura","Pelodryadidae","litoria_cooloolensis",26,52,"13"
"Anura","Pelodryadidae","litoria_coplandi",26,52,"13"
"Anura","Pelodryadidae","litoria_darlingtoni",26,NA,"13"
"Anura","Pelodryadidae","litoria_dentata",26,52,"13"
"Anura","Pelodryadidae","litoria_ewingii",26,52,"13"
"Anura","Pelodryadidae","litoria_fallax",26,52,"13"
"Anura","Pelodryadidae","litoria_freycineti",26,52,"13"
"Anura","Pelodryadidae","litoria_inermis",26,52,"13"
"Anura","Pelodryadidae","litoria_jervisiensis",26,52,"13"
"Anura","Pelodryadidae","litoria_latopalmata",26,52,"13"
"Anura","Pelodryadidae","litoria_meiriana",26,52,"13"
"Anura","Pelodryadidae","litoria_microbelos",26,52,"13"
"Anura","Pelodryadidae","litoria_modica",26,52,"13"
"Anura","Pelodryadidae","litoria_nasuta",26,52,"13"
"Anura","Pelodryadidae","litoria_nigrofrenata",26,52,"13"
"Anura","Pelodryadidae","litoria_nigropunctata",26,NA,"13"
"Anura","Pelodryadidae","litoria_olongburensis",26,52,"13"
"Anura","Pelodryadidae","litoria_pallida",26,52,"13"
"Anura","Pelodryadidae","litoria_peronii",26,52,"13"
"Anura","Pelodryadidae","litoria_personata",26,52,"13"
"Anura","Pelodryadidae","litoria_pygmaea",26,NA,"13"
"Anura","Pelodryadidae","litoria_rothii",26,52,"13"
"Anura","Pelodryadidae","litoria_rubella",26,52,"13"
"Anura","Pelodryadidae","litoria_thesaurensis",26,NA,"13"
"Anura","Pelodryadidae","litoria_timida",26,NA,"13"
"Anura","Pelodryadidae","litoria_tornieri",26,52,"13"
"Anura","Pelodryadidae","litoria_tyleri",26,52,"13"
"Anura","Pelodryadidae","litoria_vocivincens",26,NA,"13"
"Anura","Pelodryadidae","litoria_wollastoni",26,NA,"13"
"Anura","Pelodryadidae","litoria_wotjulumensis",26,52,"13"
"Anura","Pelodryadidae","nyctimystes_cheesmani",26,NA,"13"
"Anura","Pelodryadidae","nyctimystes_cheesmani",26,NA,"13"
"Anura","Pelodryadidae","nyctimystes_daymani",26,NA,"13"
"Anura","Pelodryadidae","nyctimystes_foricula",26,NA,"13"
"Anura","Pelodryadidae","nyctimystes_humeralis",26,NA,"13"
"Anura","Pelodryadidae","nyctimystes_infrafrenatus",24,48,"12"
"Anura","Pelodryadidae","nyctimystes_kubori",26,NA,"13"
"Anura","Pelodryadidae","nyctimystes_papua",26,NA,"13"
"Anura","Pelodryadidae","nyctimystes_pulcher",26,NA,"13"
"Anura","Pelodryadidae","nyctimystes_semipalmatus",26,NA,"13"
"Anura","Pelodryadidae","ranoidea_alboguttata",26,52,"13"
"Anura","Pelodryadidae","ranoidea_aurea",26,52,"13"
"Anura","Pelodryadidae","ranoidea_australis",26,52,"13"
"Anura","Pelodryadidae","ranoidea_barringtonensis",26,52,"13"
"Anura","Pelodryadidae","ranoidea_becki",26,NA,"13"
"Anura","Pelodryadidae","ranoidea_booroolongensis",26,NA,"13"
"Anura","Pelodryadidae","ranoidea_brevipes",26,52,"13"
"Anura","Pelodryadidae","ranoidea_caerulea",26,52,"13"
"Anura","Pelodryadidae","ranoidea_chloris",26,52,"13"
"Anura","Pelodryadidae","ranoidea_citropa",26,52,"13"
"Anura","Pelodryadidae","ranoidea_cryptotis",26,52,"13"
"Anura","Pelodryadidae","ranoidea_dahlii",26,52,"13"
"Anura","Pelodryadidae","ranoidea_dayi",26,52,"13"
"Anura","Pelodryadidae","ranoidea_eucnemis",26,52,"13"
"Anura","Pelodryadidae","ranoidea_genimaculata",26,52,"13"
"Anura","Pelodryadidae","ranoidea_gracilenta",26,52,"13"
"Anura","Pelodryadidae","ranoidea_impura",26,NA,"13"
"Anura","Pelodryadidae","ranoidea_jungguy",26,NA,"13"
"Anura","Pelodryadidae","ranoidea_lesueurii",26,52,"13"
"Anura","Pelodryadidae","ranoidea_longipes",26,52,"13"
"Anura","Pelodryadidae","ranoidea_maini",26,52,"13"
"Anura","Pelodryadidae","ranoidea_moorei",26,52,"13"
"Anura","Pelodryadidae","ranoidea_nannotis",26,52,"13"
"Anura","Pelodryadidae","ranoidea_novaehollandiae",26,52,"13"
"Anura","Pelodryadidae","ranoidea_nyakalensis",26,52,"13"
"Anura","Pelodryadidae","ranoidea_pearsoniana",26,52,"13"
"Anura","Pelodryadidae","ranoidea_phyllochroa",26,52,"13"
"Anura","Pelodryadidae","ranoidea_platycephala",26,52,"13"
"Anura","Pelodryadidae","ranoidea_raniformis",26,52,"13"
"Anura","Pelodryadidae","ranoidea_rheocola",26,52,"13"
"Anura","Pelodryadidae","ranoidea_serrata",26,52,"13"
"Anura","Pelodryadidae","ranoidea_subglandulosa",26,52,"13"
"Anura","Pelodryadidae","ranoidea_vagitus",26,52,"13"
"Anura","Pelodryadidae","ranoidea_verrucosa",26,52,"13"
"Anura","Pelodryadidae","ranoidea_wilcoxii",26,NA,"13"
"Anura","Petropedetidae","petropedetes_cameronensis",26,52,"13"
"Anura","Petropedetidae","petropedetes_sp",26,NA,"13"
"Anura","Phrynobatrachidae","phrynobatrachus_acridoides",18,36,"9"
"Anura","Phrynobatrachidae","phrynobatrachus_africanus",24,36,"12"
"Anura","Phrynobatrachidae","phrynobatrachus_calcaratus",16,32,"8"
"Anura","Phrynobatrachidae","phrynobatrachus_gutturosus",16,32,"8"
"Anura","Phrynobatrachidae","phrynobatrachus_latifrons",16,32,"8"
"Anura","Phrynobatrachidae","phrynobatrachus_natalensis",18,36,"9"
"Anura","Phrynobatrachidae","phrynobatrachus_sp",20,40,"10"
"Anura","Phyllomedusidae","agalychnis_annae",26,NA,"13"
"Anura","Phyllomedusidae","agalychnis_callidryas",26,NA,"13"
"Anura","Phyllomedusidae","agalychnis_dacnicolor",26,52,"13"
"Anura","Phyllomedusidae","agalychnis_lemur",26,NA,"13"
"Anura","Phyllomedusidae","cruziohyla_calcarifer",26,NA,"13"
"Anura","Phyllomedusidae","cruziohyla_calcarifer",26,NA,"13"
"Anura","Phyllomedusidae","phasmahyla_cochranae",26,52,"13"
"Anura","Phyllomedusidae","phyllomedusa_bahiana",26,NA,"13"
"Anura","Phyllomedusidae","phyllomedusa_boliviana",26,NA,"13"
"Anura","Phyllomedusidae","phyllomedusa_burmeisteri",26,52,"13"
"Anura","Phyllomedusidae","phyllomedusa_burmeisteri",52,104,"26"
"Anura","Phyllomedusidae","phyllomedusa_camba",26,52,"13"
"Anura","Phyllomedusidae","phyllomedusa_distincta",26,52,"13"
"Anura","Phyllomedusidae","phyllomedusa_sauvagii",26,NA,"13"
"Anura","Phyllomedusidae","phyllomedusa_tarsius",26,52,"13"
"Anura","Phyllomedusidae","phyllomedusa_tetraploidea",52,NA,"26"
"Anura","Phyllomedusidae","phyllomedusa_trinitatis",26,48,"13"
"Anura","Phyllomedusidae","phyllomedusa_venusta",26,NA,"13"
"Anura","Phyllomedusidae","pithecopus_hypochondrialis",26,NA,"13"
"Anura","Phyllomedusidae","pithecopus_nordestinus",26,NA,"13"
"Anura","Phyllomedusidae","pithecopus_palliatus",26,52,"13"
"Anura","Phyllomedusidae","pithecopus_rohdei",26,52,"13"
"Anura","Pipidae","hymenochirus_boettgeri",24,NA,"12"
"Anura","Pipidae","pipa_carvalhoi",20,NA,"10"
"Anura","Pipidae","pipa_parva",30,30,"15"
"Anura","Pipidae","pipa_pipa",22,30,"11"
"Anura","Pipidae","xenopus_allofraseri",36,NA,"18"
"Anura","Pipidae","xenopus_amieti",72,NA,"36"
"Anura","Pipidae","xenopus_andrei",72,NA,"36"
"Anura","Pipidae","xenopus_borealis",36,NA,"18"
"Anura","Pipidae","xenopus_boumbaensis",72,NA,"36"
"Anura","Pipidae","xenopus_calcaratus",40,NA,"20"
"Anura","Pipidae","xenopus_cf_boumbaensis",108,NA,"54"
"Anura","Pipidae","xenopus_clivii",36,72,"18"
"Anura","Pipidae","xenopus_epitropicalis",40,72,"20"
"Anura","Pipidae","xenopus_eysoole",108,NA,"54"
"Anura","Pipidae","xenopus_fischbergi",36,NA,"18"
"Anura","Pipidae","xenopus_fraseri",36,72,"18"
"Anura","Pipidae","xenopus_gilli",36,72,"18"
"Anura","Pipidae","xenopus_itombwensis",72,NA,"36"
"Anura","Pipidae","xenopus_kobeli",108,NA,"54"
"Anura","Pipidae","xenopus_laevis",36,NA,"18"
"Anura","Pipidae","xenopus_largeni",36,NA,"18"
"Anura","Pipidae","xenopus_lenduensis",72,NA,"36"
"Anura","Pipidae","xenopus_longipes",108,NA,"54"
"Anura","Pipidae","xenopus_mellotropicalis",40,NA,"20"
"Anura","Pipidae","xenopus_muelleri",36,72,"18"
"Anura","Pipidae","xenopus_parafraseri",36,NA,"18"
"Anura","Pipidae","xenopus_petersii",36,NA,"18"
"Anura","Pipidae","xenopus_petersii",36,72,"18"
"Anura","Pipidae","xenopus_poweri",36,NA,"18"
"Anura","Pipidae","xenopus_poweri",36,NA,"18"
"Anura","Pipidae","xenopus_pygmaeus",36,NA,"18"
"Anura","Pipidae","xenopus_ruwenzoriensis",108,216,"54"
