Order,Family,species,scs,haploid
Coleoptera,Chrysomelidae,Syphraea_quintanillai,XO,10
Coleoptera,Chrysomelidae,Systena_basalis,NeoXY,16
Coleoptera,Chrysomelidae,Talurus_rugosus,XY,8
Coleoptera,Chrysomelidae,Timarcha_affinis,Xyp,10
Coleoptera,Chrysomelidae,Timarcha_balearica,Xyp,11
Coleoptera,Chrysomelidae,Timarcha_calceata,Xyp,15
Coleoptera,Chrysomelidae,Timarcha_carmelee,Xyp,10
Coleoptera,Chrysomelidae,Timarcha_catalaunensis,Xyp,10
Coleoptera,Chrysomelidae,Timarcha_cyanescens,Xyp,10
Coleoptera,Chrysomelidae,Timarcha_erosa_vermiculata,Xyp,10
Coleoptera,Chrysomelidae,Timarcha_espanoli,Xyp,13
Coleoptera,Chrysomelidae,Timarcha_fallax,Xyp,10
Coleoptera,Chrysomelidae,Timarcha_geniculata,Xyp,10
Coleoptera,Chrysomelidae,Timarcha_goettingensis,Xyp,10
Coleoptera,Chrysomelidae,Timarcha_goettingensis_norman,Xyp,10
Coleoptera,Chrysomelidae,Timarcha_insparsa,Xyp,10
Coleoptera,Chrysomelidae,Timarcha_intermedia,Xyp,10
Coleoptera,Chrysomelidae,Timarcha_interstitialis,Xyp,10
Coleoptera,Chrysomelidae,Timarcha_intricata,Xyp,22
Coleoptera,Chrysomelidae,Timarcha_laevigata,Xyp,14
Coleoptera,Chrysomelidae,Timarcha_lugens,Xyp,10
Coleoptera,Chrysomelidae,Timarcha_marginicollis,Xyp,10
Coleoptera,Chrysomelidae,Timarcha_maritima,Xyp,10
Coleoptera,Chrysomelidae,Timarcha_metallica,Xyp,19
Coleoptera,Chrysomelidae,Timarcha_metallica,Xyp,10
Coleoptera,Chrysomelidae,Timarcha_monserratensis,Xyp,10
Coleoptera,Chrysomelidae,Timarcha_parvicollis_seidlitzi,Xyp,12
Coleoptera,Chrysomelidae,Timarcha_perezi,Xyp,10
Coleoptera,Chrysomelidae,Timarcha_pimelioides,Xyp,14
Coleoptera,Chrysomelidae,Timarcha_pratensis,Xyp,13
Coleoptera,Chrysomelidae,Timarcha_recticollis,Xyp,10
Coleoptera,Chrysomelidae,Timarcha_rugosa,Xyp,13
Coleoptera,Chrysomelidae,Timarcha_scabripennis,Xyp,12
Coleoptera,Chrysomelidae,Timarcha_sicelidis,Xyp,10
Coleoptera,Chrysomelidae,Timarcha_sinuatocollis,Xyp,10
Coleoptera,Chrysomelidae,Timarcha_strangulata,Xyp,14
Coleoptera,Chrysomelidae,Timarcha_tangeria,Xyp,13
Coleoptera,Chrysomelidae,Timarcha_tenebricosa,Xyp,11
Coleoptera,Chrysomelidae,Timarcha_ventricosa,Xyp,13
Coleoptera,Chrysomelidae,Trirhabda_cadensis,XO,15
Coleoptera,Chrysomelidae,Trirhabda_cadensis,Xyp,15
Coleoptera,Chrysomelidae,Trirhabda_cadensis,Xyp,16
Coleoptera,Chrysomelidae,Typophorus_nigritus,Xyp,10
Coleoptera,Chrysomelidae,Typophorus_nigritus,Xyyp,10
Coleoptera,Chrysomelidae,Uroplata_girardi,Xyp,10
Coleoptera,Chrysomelidae,Uroplata_nigritarsis,Xyp,10
Coleoptera,Chrysomelidae,Walterianella_eugenia,Xy,11
Coleoptera,Chrysomelidae,Walterianella_humilis,Xy,11
Coleoptera,Chrysomelidae,Walterianella_nr._humilis_sp._1,Xy,11
Coleoptera,Chrysomelidae,Walterianella_nr._Opthalmica_sp._1,Xy,11
Coleoptera,Chrysomelidae,Walterianella_opthalmica,Xy,11
Coleoptera,Chrysomelidae,Walterianella_sp._1,Xy,11
Coleoptera,Chrysomelidae,Walterianella_sp._2,Xy,11
Coleoptera,Chrysomelidae,Walterianella_venusta,Xy,23
Coleoptera,Chrysomelidae,Xanthogaleruca_luteola,Xyp,36
Coleoptera,Chrysomelidae,Yingaresca_obliterata,NeoXY,20
Coleoptera,Chrysomelidae,Yingaresca_variicornis,Xyp,13
Coleoptera,Chrysomelidae,Zygogramma_bicolorata,Xyp,12
Coleoptera,Chrysomelidae,Zygogramma_bigenera,XO,12
Coleoptera,Chrysomelidae,Zygogramma_tetragramma,XO,14
