order,family,species,totalchrom,status,IslandEndemic,haploid
Passeriformes,Thamnophilidae,Isleria_hauxwelli,80,LC,No,40
Passeriformes,Muscicapidae,Larvivora_sibilans,80,LC,No,40
Passeriformes,Parulidae,Leiothlypis_ruficapilla,80,LC,No,40
Passeriformes,Parulidae,Leiothlypis_virginiae,80,LC,No,40
Passeriformes,Locustellidae,Locustella_lanceolata,80,LC,No,40
Passeriformes,Icteridae,Molothrus_ater,80,LC,No,40
Passeriformes,Motacillidae,Motacilla_maderaspatensis,80,LC,No,40
Passeriformes,Muscicapidae,Muscicapa_striata,80,LC,No,40
Passeriformes,Tyrannidae,Myiodynastes_maculatus,80,LC,No,40
Passeriformes,Vireonidae,Nengetus_cinereus,80,LC,No,40
Passeriformes,Campephagidae,Pericrocotus_divaricatus,80,LC,No,40
Passeriformes,Paridae,Periparus_venustulus,80,LC,No,40
Passeriformes,Peucedramidae,Peucedramus_taeniatus,80,LC,No,40
Passeriformes,Phylloscopidae,Phylloscopus_proregulus,80,LC,No,40
Passeriformes,Tyrannidae,Pitangus_sulphuratus,80,LC,No,40
Passeriformes,Hirundinidae,Riparia_riparia,80,LC,No,40
Passeriformes,Troglodytidae,Salpinctes_obsoletus,80,LC,No,40
Passeriformes,Muscicapidae,Saxicola_torquatus,80,LC,No,40
Passeriformes,Parulidae,Setophaga_petechia,80,LC,No,40
Passeriformes,Tyrannidae,Sirystes_sibilator,80,LC,No,40
Passeriformes,Sittidae,Sitta_europaea,80,LC,No,40
Passeriformes,Paridae,Sittiparus_varius,80,LC,No,40
Passeriformes,Sturnidae,Spodiopsar_cineraceus,80,LC,No,40
Passeriformes,Hirundinidae,Stelgidopteryx_ruficollis,80,LC,No,40
Passeriformes,Monarchidae,Terpsiphone_paradisi,80,LC,No,40
Passeriformes,Turdidae,Turdus_hortulorum,80,LC,No,40
Passeriformes,Turdidae,Turdus_pilaris,80,LC,No,40
Passeriformes,Vireonidae,Vireo_flavifrons,80,LC,No,40
Passeriformes,Vireonidae,Vireo_gilvus,80,LC,No,40
Passeriformes,Vireonidae,Vireo_solitarius,80,LC,No,40
Passeriformes,Thamnophilidae,Willisornis_vidua,80,LC,No,40
Passeriformes,Turdidae,Zoothera_dauma,80,LC,No,40
Passeriformes,Acrocephalidae,Acrocephalus_bistrigiceps,78,LC,No,39
Passeriformes,Motacillidae,Anthus_hodgsoni,78,LC,No,39
Passeriformes,Motacillidae,Anthus_novaeseelandiae,78,LC,No,39
Passeriformes,Motacillidae,Anthus_rufulus,78,LC,No,39
Passeriformes,Troglodytidae,Cantorchilus_leucotis,78,LC,No,39
Passeriformes,Hirundinidae,Cecropis_daurica,78,LC,No,39
Passeriformes,Cinclidae,Cinclus_pallasii,78,LC,No,39
Passeriformes,Conopophagidae,Conopophaga_lineata,78,LC,No,39
Passeriformes,Tyrannidae,Elaenia_parvirostris,78,LC,No,39
Passeriformes,Muscicapidae,Enicurus_leschenaulti,78,LC,No,39
Passeriformes,Leiothrichidae,Garrulax_canorus,78,LC,No,39
Passeriformes,Monarchidae,Grallina_cyanoleuca,78,LC,No,39
Passeriformes,Acrocephalidae,Hippolais_languida,78,LC,No,39
Passeriformes,Cettiidae,Horornis_diphone,78,LC,No,39
Passeriformes,Tyrannidae,Knipolegus_cyanirostris,78,LC,No,39
Passeriformes,Muscicapidae,Larvivora_akahige,78,LC,No,39
Passeriformes,Locustellidae,Locustella_thoracica,78,LC,No,39
Passeriformes,Motacillidae,Motacilla_alba,78,LC,No,39
Passeriformes,Motacillidae,Motacilla_cinerea,78,LC,No,39
Passeriformes,Motacillidae,Motacilla_flava,78,LC,No,39
Passeriformes,Motacillidae,Motacilla_grandis,78,LC,No,39
Passeriformes,Muscicapidae,Muscicapa_sibirica,78,LC,No,39
Passeriformes,Tyrannidae,Myiozetetes_similis,78,LC,No,39
Passeriformes,Phylloscopidae,Phylloscopus_affinis,78,LC,No,39
Passeriformes,Phylloscopidae,Phylloscopus_borealis,78,LC,No,39
Passeriformes,Phylloscopidae,Phylloscopus_fuscatus,78,LC,No,39
Passeriformes,Phylloscopidae,Phylloscopus_inornatus,78,LC,No,39
Passeriformes,Phylloscopidae,Phylloscopus_schwarzi,78,LC,No,39
Passeriformes,Phylloscopidae,Phylloscopus_tenellipes,78,LC,No,39
Passeriformes,Phylloscopidae,Phylloscopus_trochiloides,78,LC,No,39
Passeriformes,Cardinalidae,Piranga_flava,78,LC,No,39
Passeriformes,Cardinalidae,Piranga_rubra,78,LC,No,39
Passeriformes,Prunellidae,Prunella_montanella,78,LC,No,39
Passeriformes,Regulidae,Regulus_regulus,78,LC,No,39
Passeriformes,Parulidae,Setophaga_coronata,78,LC,No,39
Passeriformes,Muscicapidae,Tarsiger_cyanurus,78,LC,No,39
Passeriformes,Leiothrichidae,Trochalopteron_formosum,78,LC,No,39
Passeriformes,Tyrannidae,Tyrannus_melancholicus,78,LC,No,39
Passeriformes,Tyrannidae,Tyrannus_savana,78,LC,No,39
Passeriformes,Corvidae,Urocissa_erythroryncha,78,LC,No,39
Passeriformes,Zosteropidae,Zosterops_erythropleurus,78,LC,No,39
Passeriformes,Acrocephalidae,Acrocephalus_agricola,76,LC,No,38
Passeriformes,Aegithalidae,Aegithalos_concinnus,76,LC,No,38
Passeriformes,Sylviidae,Chrysomma_sinense,76,LC,No,38
Passeriformes,Troglodytidae,Cistothorus_palustris,76,LC,No,38
Passeriformes,Troglodytidae,Cistothorus_platensis,76,LC,No,38
Passeriformes,Thamnophilidae,Dysithamnus_mentalis,76,LC,No,38
Passeriformes,Muscicapidae,Ficedula_zanthopygia,76,LC,No,38
Passeriformes,Sylviidae,Fulvetta_ruficapilla,76,LC,No,38
Passeriformes,Leiothrichidae,Ianthocincla_cineracea,76,LC,No,38
Passeriformes,Laniidae,Lanius_bucephalus,76,LC,No,38
Passeriformes,Laniidae,Lanius_collurio,76,LC,No,38
Passeriformes,Laniidae,Lanius_cristatus,76,LC,No,38
Passeriformes,Laniidae,Lanius_excubitor,76,LC,No,38
Passeriformes,Laniidae,Lanius_minor,76,LC,No,38
Passeriformes,Laniidae,Lanius_phoenicuroides,76,LC,No,38
Passeriformes,Laniidae,Lanius_schach,76,LC,No,38
Passeriformes,Laniidae,Lanius_tigrinus,76,LC,No,38
Passeriformes,Leiothrichidae,Leiothrix_lutea,76,LC,No,38
Passeriformes,Icteridae,Leistes_militaris,76,LC,No,38
Passeriformes,Parulidae,Myiothlypis_leucoblephara,76,LC,No,38
Passeriformes,Tityridae,Pachyramphus_castaneus,76,LC,No,38
Passeriformes,Zosteropidae,Parayuhina_diademata,76,LC,No,38
Passeriformes,Muscicapidae,Phoenicurus_phoenicurus,76,LC,No,38
Passeriformes,Phylloscopidae,Phylloscopus_pulcher,76,LC,No,38
Passeriformes,Timaliidae,Pomatorhinus_ruficollis,76,LC,No,38
Passeriformes,Hirundinidae,Progne_chalybea,76,LC,No,38
Passeriformes,Hirundinidae,Progne_tapera,76,LC,No,38
Passeriformes,Eurylaimidae,Psarisomus_dalhousiae,76,LC,No,38
Passeriformes,Leiothrichidae,Pterorhinus_pectoralis,76,LC,No,38
Passeriformes,Leiothrichidae,Pterorhinus_sannio,76,LC,No,38
Passeriformes,Corvidae,Pyrrhocorax_pyrrhocorax,76,LC,No,38
Passeriformes,Pellorneidae,Schoeniparus_dubius,76,LC,No,38
Passeriformes,Sittidae,Sitta_frontalis,76,LC,No,38
Passeriformes,Troglodytidae,Thryomanes_bewickii,76,LC,No,38
Passeriformes,Troglodytidae,Thryothorus_ludovicianus,76,LC,No,38
Passeriformes,Troglodytidae,Campylorhynchus_brunneicapillus,74,LC,No,37
Passeriformes,Timaliidae,Cyanoderma_ruficeps,74,LC,No,37
Passeriformes,Timaliidae,Erythrogenys_erythrogenys,74,LC,No,37
Passeriformes,Buphagidae,Lalage_melanoptera,74,LC,No,37
Passeriformes,Laniidae,Lanius_tephronotus,74,LC,No,37
Passeriformes,Corvidae,Corvus_corone,72,LC,No,36
Passeriformes,Hirundinidae,Hirundo_smithii,72,LC,No,36
Passeriformes,Laniidae,Lanius_vittatus,72,LC,No,36
Passeriformes,Locustellidae,Locustella_fluviatilis,72,LC,No,36
Passeriformes,Cisticolidae,Prinia_socialis,72,LC,No,36
Passeriformes,Hirundinidae,Riparia_diluta,72,LC,No,36
Passeriformes,Leiothrichidae,Argya_malcolmi,70,LC,No,35
Passeriformes,Campephagidae,Buphagus_erythrorynchus,68,LC,No,34
Passeriformes,Dicruridae,Dicrurus_adsimilis,68,LC,No,34
Passeriformes,Dicruridae,Dicrurus_caerulescens,68,LC,No,34
Passeriformes,Dicruridae,Dicrurus_macrocercus,68,LC,No,34
Passeriformes,Troglodytidae,Troglodytes_aedon,68,LC,No,34
Passeriformes,Muscicapidae,Copsychus_fulicatus,64,LC,No,32
Passeriformes,Tephrodornithidae,Tephrodornis_pondicerianus,62,LC,No,31
Passeriformes,Campephagidae,Pericrocotus_cinnamomeus,60,LC,No,30
Passeriformes,Tyrannidae,Platyrinchus_mystaceus,60,LC,No,30
Passeriformes,Rhynchocyclidae,Tolmomyias_sulphurescens,60,LC,No,30
Passeriformes,Muscicapidae,Cyanoptila_cumatilis,80,NT,No,40
Passeriformes,Muscicapidae,Larvivora_komadori,78,NT,No,39
Passeriformes,Icteridae,Sturnella_magna,78,NT,No,39
Passeriformes,Icteridae,Quiscalus_quiscula,76,NT,No,38
Passeriformes,Muscicapidae,Saxicola_insignis,80,VU,No,40
Passeriformes,Picathartidae,Picathartes_gymnocephalus,78,VU,No,39
Passeriformes,Passerellidae,Junco_insularis,82,EN,Yes,41
Passeriformes,Fringillidae,Serinus_canaria,80,LC,Yes,40
Passeriformes,Thraupidae,Geospiza_difficilis,78,LC,Yes,39
Passeriformes,Thraupidae,Geospiza_fortis,78,LC,Yes,39
Passeriformes,Thraupidae,Geospiza_fuliginosa,78,LC,Yes,39
Passeriformes,Thraupidae,Geospiza_magnirostris,78,LC,Yes,39
Passeriformes,Thraupidae,Geospiza_scandens,78,LC,Yes,39
Passeriformes,Thraupidae,Phonipara_canora,78,LC,Yes,39
Passeriformes,Thraupidae,Platyspiza_crassirostris,78,LC,Yes,39
Passeriformes,Ploceidae,Foudia_madagascariensis,72,LC,Yes,36
Passeriformes,Thraupidae,Geospiza_conirostris,78,VU,Yes,39
Passeriformes,Thraupidae,Gubernatrix_cristata,78,EN,No,39
Passeriformes,Estrildidae,Padda_oryzivora,78,EN,No,39
Passeriformes,Thraupidae,Sporophila_maximiliani,72,EN,No,36
Passeriformes,Passerellidae,Amphispizopsis_quinquestriata,76-78-80,LC,No,38-39-40
Passeriformes,Passerellidae,Artemisiospiza_belli,78-80-82,LC,No,39-40-41
Passeriformes,Cardinalidae,Cardinalis_sinuatus,78-80,LC,No,39-40
Passeriformes,Passerellidae,Melozone_fusca,78-80,LC,No,39-40
Passeriformes,Sturnidae,Sturnia_pagodarum,80-82,LC,No,40-41
Passeriformes,Thraupidae,Saltator_coerulescens,88,LC,No,44
Passeriformes,Cardinalidae,Cardinalis_cardinalis,84,LC,No,42
Passeriformes,Passerellidae,Pipilo_erythrophthalmus,84,LC,No,42
Passeriformes,Thraupidae,Schistochlamys_ruficapillus,84,LC,No,42
Passeriformes,Fringillidae,Carduelis_carduelis,82,LC,No,41
Passeriformes,Fringillidae,Carpodacus_roseus,82,LC,No,41
Passeriformes,Passerellidae,Junco_hyemalis,82,LC,No,41
Passeriformes,Passerellidae,Junco_vulcani,82,LC,No,41
Passeriformes,Tyrannidae,Legatus_leucophaius,82,LC,No,41
Passeriformes,Fringillidae,Linaria_cannabina,82,LC,No,41
Passeriformes,Passeridae,Petronia_petronia,82,LC,No,41
Passeriformes,Pycnonotidae,Pycnonotus_jocosus,82,LC,No,41
Passeriformes,Pycnonotidae,Pycnonotus_leucogenys,82,LC,No,41
Passeriformes,Thraupidae,Saltator_maximus,82,LC,No,41
Passeriformes,Passerellidae,Zonotrichia_albicollis,82,LC,No,41
Passeriformes,Passerellidae,Zonotrichia_atricapilla,82,LC,No,41
Passeriformes,Passerellidae,Zonotrichia_capensis,82,LC,No,41
Passeriformes,Icteridae,Agelaius_phoeniceus,80,LC,No,40
Passeriformes,Passerellidae,Ammodramus_humeralis,80,LC,No,40
Passeriformes,Fringillidae,Bucanetes_mongolicus,80,LC,No,40
Passeriformes,Fringillidae,Carpodacus_erythrinus,80,LC,No,40
Passeriformes,Fringillidae,Chloris_ambigua,80,LC,No,40
Passeriformes,Fringillidae,Chloris_chloris,80,LC,No,40
Passeriformes,Fringillidae,Chloris_sinica,80,LC,No,40
Passeriformes,Thraupidae,Coryphospingus_cucullatus,80,LC,No,40
Passeriformes,Emberizidae,Emberiza_cioides,80,LC,No,40
Passeriformes,Emberizidae,Emberiza_citrinella,80,LC,No,40
Passeriformes,Emberizidae,Emberiza_flaviventris,80,LC,No,40
Passeriformes,Emberizidae,Emberiza_fucata,80,LC,No,40
Passeriformes,Emberizidae,Emberiza_lathami,80,LC,No,40
Passeriformes,Emberizidae,Emberiza_pusilla,80,LC,No,40
Passeriformes,Fringillidae,Haemorhous_mexicanus,80,LC,No,40
Passeriformes,Passeridae,Montifringilla_nivalis,80,LC,No,40
Passeriformes,Estrildidae,Neochmia_temporalis,80,LC,No,40
Passeriformes,Oriolidae,Oriolus_xanthornus,80,LC,No,40
Passeriformes,Pycnonotidae,Pycnonotus_cafer,80,LC,No,40
Passeriformes,Thraupidae,Sicalis_flaveola,80,LC,No,40
Passeriformes,Thraupidae,Sporophila_americana,80,LC,No,40
Passeriformes,Thraupidae,Sporophila_leucoptera,80,LC,No,40
Passeriformes,Thraupidae,Sporophila_nigricollis,80,LC,No,40
Passeriformes,Sturnidae,Sturnia_malabarica,80,LC,No,40
Passeriformes,Turdidae,Turdus_leucomelas,80,LC,No,40
Passeriformes,Estrildidae,Uraeginthus_bengalus,80,LC,No,40
Passeriformes,Fringillidae,Acanthis_flammea,78,LC,No,39
Passeriformes,Estrildidae,Aidemosyne_modesta,78,LC,No,39
Passeriformes,Estrildidae,Amadina_fasciata,78,LC,No,39
Passeriformes,Estrildidae,Amandava_amandava,78,LC,No,39
Passeriformes,Estrildidae,Amandava_subflava,78,LC,No,39
Passeriformes,Estrildidae,Bathilda_ruficauda,78,LC,No,39
Passeriformes,Bombycillidae,Bombycilla_garrulus,78,LC,No,39
Passeriformes,Fringillidae,Bucanetes_githagineus,78,LC,No,39
Passeriformes,Fringillidae,Coccothraustes_coccothraustes,78,LC,No,39
Passeriformes,Thraupidae,Coereba_flaveola,78,LC,No,39
Passeriformes,Thraupidae,Dacnis_cayana,78,LC,No,39
Passeriformes,Estrildidae,Emblema_pictum,78,LC,No,39
Passeriformes,Fringillidae,Eophona_migratoria,78,LC,No,39
Passeriformes,Fringillidae,Eophona_personata,78,LC,No,39
Passeriformes,Estrildidae,Erythrura_trichroa,78,LC,No,39
Passeriformes,Estrildidae,Estrilda_astrild,78,LC,No,39
Passeriformes,Estrildidae,Euodice_cantans,78,LC,No,39
Passeriformes,Estrildidae,Euodice_malabarica,78,LC,No,39
Passeriformes,Fringillidae,Fringilla_montifringilla,78,LC,No,39
Passeriformes,Thraupidae,Haplospiza_unicolor,78,LC,No,39
Passeriformes,Estrildidae,Heteromunia_pectoralis,78,LC,No,39
Passeriformes,Estrildidae,Lagonosticta_senegala,78,LC,No,39
Passeriformes,Estrildidae,Lonchura_atricapilla,78,LC,No,39
Passeriformes,Estrildidae,Lonchura_castaneothorax,78,LC,No,39
Passeriformes,Estrildidae,Lonchura_flaviprymna,78,LC,No,39
Passeriformes,Estrildidae,Lonchura_maja,78,LC,No,39
Passeriformes,Estrildidae,Lonchura_malacca,78,LC,No,39
Passeriformes,Estrildidae,Lonchura_punctulata,78,LC,No,39
Passeriformes,Estrildidae,Lonchura_striata,78,LC,No,39
Passeriformes,Estrildidae,Neochmia_phaeton,78,LC,No,39
Passeriformes,Thraupidae,Paroaria_coronata,78,LC,No,39
Passeriformes,Cardinalidae,Pheucticus_aureoventris,78,LC,No,39
Passeriformes,Pipridae,Pipra_fasciicauda,78,LC,No,39
Passeriformes,Ploceidae,Ploceus_philippinus,78,LC,No,39
Passeriformes,Ploceidae,Ploceus_velatus,78,LC,No,39
Passeriformes,Estrildidae,Poephila_acuticauda,78,LC,No,39
Passeriformes,Estrildidae,Poephila_cincta,78,LC,No,39
Passeriformes,Estrildidae,Poephila_personata,78,LC,No,39
Passeriformes,Pycnonotidae,Pycnonotus_sinensis,78,LC,No,39
Passeriformes,Pycnonotidae,Pycnonotus_xanthorrhous,78,LC,No,39
Passeriformes,Fringillidae,Pyrrhula_pyrrhula,78,LC,No,39
Passeriformes,Thraupidae,Schistochlamys_melanopis,78,LC,No,39
Passeriformes,Estrildidae,Spermestes_bicolor,78,LC,No,39
Passeriformes,Fringillidae,Spinus_spinus,78,LC,No,39
Passeriformes,Pycnonotidae,Spizixos_canifrons,78,LC,No,39
Passeriformes,Thraupidae,Sporophila_caerulescens,78,LC,No,39
Passeriformes,Thraupidae,Sporophila_lineola,78,LC,No,39
Passeriformes,Estrildidae,Stagonopleura_guttata,78,LC,No,39
Passeriformes,Thraupidae,Stephanophorus_diadematus,78,LC,No,39
Passeriformes,Thraupidae,Stilpnia_cayana,78,LC,No,39
Passeriformes,Estrildidae,Stizoptera_bichenovii,78,LC,No,39
Passeriformes,Estrildidae,Taeniopygia_guttata,78,LC,No,39
Passeriformes,Thraupidae,Thraupis_sayaca,78,LC,No,39
Passeriformes,Thraupidae,Volatinia_jacarina,78,LC,No,39
Passeriformes,Passerellidae,Ammodramus_aurifrons,76,LC,No,38
Passeriformes,Cardinalidae,Cyanoloxia_brissonii,76,LC,No,38
Passeriformes,Leiothrichidae,Heterophasia_melanoleuca,76,LC,No,38
Passeriformes,Fringillidae,Loxia_curvirostra,76,LC,No,38
Passeriformes,Passeridae,Passer_domesticus,76,LC,No,38
Passeriformes,Passeridae,Passer_hispaniolensis,76,LC,No,38
Passeriformes,Estrildidae,Pytilia_melba,76,LC,No,38
Passeriformes,Sylviidae,Suthora_webbiana,76,LC,No,38
Passeriformes,Icteridae,Xanthocephalus_xanthocephalus,76,LC,No,38
Passeriformes,Emberizidae,Emberiza_schoeniclus,74,LC,No,37
Passeriformes,Passeridae,Gymnoris_xanthocollis,72,LC,No,36
Passeriformes,Passeridae,Pyrgilauda_davidiana,70,LC,No,35
Passeriformes,Estrildidae,Pytilia_phoenicoptera,56,LC,No,28
Passeriformes,Thraupidae,Rhopospina_caerulescens,82,NT,No,41
Passeriformes,Passerellidae,Zonotrichia_querula,82,NT,No,41
Passeriformes,Estrildidae,Chloebia_gouldiae,78,NT,No,39
Passeriformes,Cotingidae,Cephalopterus_penduliger,82,VU,No,41
Passeriformes,Emberizidae,Emberiza_rustica,74,VU,No,37
Passeriformes,Thraupidae,Camarhynchus_parvulus,78,LC,Yes,39
Passeriformes,Emberizidae,Emberiza_aureola,80,CR,No,40
Passeriformes,Chloropseidae,Chloropsis_cochinchinensis,80,EN,No,40
Passeriformes,Oriolidae,Chalcomitra_amethystina,96-98-100,LC,No,48-49-50
Passeriformes,Passerellidae,Peucaea_carpalis,78-80,LC,No,39-40
Passeriformes,Passerellidae,Peucaea_cassinii,78-80,LC,No,39-40
Passeriformes,Ploceidae,Plocepasser_mahali,74-76-78,LC,No,37-38-39
Passeriformes,Sittidae,Sitta_neumayer,94,LC,No,47
Passeriformes,Sylviidae,Curruca_communis,84,LC,No,42
Passeriformes,Turdidae,Turdus_cardis,84,LC,No,42
Passeriformes,Motacillidae,Anthus_trivialis,82,LC,No,41
Passeriformes,Emberizidae,Emberiza_melanocephala,82,LC,No,41
Passeriformes,Thraupidae,Emberizoides_herbicola,82,LC,No,41
Passeriformes,Sturnidae,Gracupica_contra,82,LC,No,41
Passeriformes,Passerellidae,Junco_phaeonotus,82,LC,No,41
Passeriformes,Nectariniidae,Leptocoma_zeylonica,82,LC,No,41
Passeriformes,Muscicapidae,Oenanthe_hispanica,82,LC,No,41
Passeriformes,Corvidae,Pica_pica,82,LC,No,41
Passeriformes,Passerellidae,Zonotrichia_leucophrys,82,LC,No,41
Passeriformes,Sturnidae,Acridotheres_fuscus,80,LC,No,40
Passeriformes,Sturnidae,Agropsar_sturninus,80,LC,No,40
Passeriformes,Alaudidae,Calandrella_cinerea,80,LC,No,40
Passeriformes,Certhiidae,Certhia_familiaris,80,LC,No,40
Passeriformes,Corvidae,Corvus_brachyrhynchos,80,LC,No,40
Passeriformes,Corvidae,Corvus_corax,80,LC,No,40
Passeriformes,Corvidae,Corvus_macrorhynchos,80,LC,No,40
Passeriformes,Corvidae,Corvus_monedula,80,LC,No,40
Passeriformes,Corvidae,Corvus_ruficollis,80,LC,No,40
Passeriformes,Corvidae,Corvus_splendens,80,LC,No,40
Passeriformes,Thraupidae,Coryphospingus_pileatus,80,LC,No,40
Passeriformes,Corvidae,Cyanopica_cyanus,80,LC,No,40
Passeriformes,Tyrannidae,Elaenia_spectabilis,80,LC,No,40
Passeriformes,Emberizidae,Emberiza_bruniceps,80,LC,No,40
Passeriformes,Emberizidae,Emberiza_chrysophrys,80,LC,No,40
Passeriformes,Emberizidae,Emberiza_cia,80,LC,No,40
Passeriformes,Emberizidae,Emberiza_elegans,80,LC,No,40
Passeriformes,Emberizidae,Emberiza_hortulana,80,LC,No,40
Passeriformes,Emberizidae,Emberiza_leucocephalos,80,LC,No,40
Passeriformes,Fringillidae,Fringilla_coelebs,80,LC,No,40
Passeriformes,Turdidae,Geokichla_sibirica,80,LC,No,40
Passeriformes,Icteridae,Molothrus_bonariensis,80,LC,No,40
Passeriformes,Tyrannidae,Myiopagis_viridicata,80,LC,No,40
Passeriformes,Oriolidae,Oriolus_chinensis,80,LC,No,40
Passeriformes,Oriolidae,Oriolus_oriolus,80,LC,No,40
Passeriformes,Paridae,Parus_major,80,LC,No,40
Passeriformes,Paridae,Periparus_ater,80,LC,No,40
Passeriformes,Paridae,Poecile_atricapillus,80,LC,No,40
Passeriformes,Paridae,Poecile_montanus,80,LC,No,40
Passeriformes,Paridae,Poecile_palustris,80,LC,No,40
Passeriformes,Thraupidae,Saltator_aurantiirostris,80,LC,No,40
Passeriformes,Thraupidae,Saltator_similis,80,LC,No,40
Passeriformes,Sturnidae,Sturnus_vulgaris,80,LC,No,40
Passeriformes,Thraupidae,Tachyphonus_rufus,80,LC,No,40
Passeriformes,Thraupidae,Thraupis_palmarum,80,LC,No,40
Passeriformes,Turdidae,Turdus_amaurochalinus,80,LC,No,40
Passeriformes,Turdidae,Turdus_chrysolaus,80,LC,No,40
Passeriformes,Turdidae,Turdus_merula,80,LC,No,40
Passeriformes,Turdidae,Turdus_migratorius,80,LC,No,40
Passeriformes,Turdidae,Turdus_naumanni,80,LC,No,40
Passeriformes,Turdidae,Turdus_obscurus,80,LC,No,40
Passeriformes,Turdidae,Turdus_pallidus,80,LC,No,40
