Order,Family,Genus,species,haploid
Hymenoptera,Formicidae,Cryptopone,rotundiceps,6
Hymenoptera,Formicidae,Cryptopone,sauteri,14
Hymenoptera,Formicidae,Cryptopone,testacea,9
Hymenoptera,Formicidae,Cylindromyrmex,brasiliensis,17
Hymenoptera,Formicidae,Cyphomyrmex,cornutus,11
Hymenoptera,Formicidae,Cyphomyrmex,costatus,10
Hymenoptera,Formicidae,Cyphomyrmex,rimosus,16
Hymenoptera,Formicidae,Dacetinops,concinnus,8
Hymenoptera,Formicidae,Diacamma,rugosum,7
Hymenoptera,Formicidae,Diacamma,sp.1,18
Hymenoptera,Formicidae,Diacamma,sp.2,22
Hymenoptera,Formicidae,Diacamma,sp.3,15
Hymenoptera,Formicidae,Diacamma,sp.4,33
Hymenoptera,Formicidae,Diacamma,sp.5,29
Hymenoptera,Formicidae,Dinoponera,gigantea,41
Hymenoptera,Formicidae,Dinoponera,lucida,57
Hymenoptera,Formicidae,Dinoponera,quadriceps,46
Hymenoptera,Formicidae,Discothyrea,sp.1,15
Hymenoptera,Formicidae,Doleromyrma,sp.1,7
Hymenoptera,Formicidae,Doleromyrma,sp.2,6
Hymenoptera,Formicidae,Dolichoderus,quadripunctatus,14
Hymenoptera,Formicidae,Dolichoderus,scabridus,14
Hymenoptera,Formicidae,Dolichoderus,sp.1,9
Hymenoptera,Formicidae,Dolichoderus,thoracicus,15
Hymenoptera,Formicidae,Dorymyrmex,bicolor,13
Hymenoptera,Formicidae,Dorymyrmex,flavus,13
Hymenoptera,Formicidae,Dorymyrmex,pulchellus,9
Hymenoptera,Formicidae,Dorymyrmex,pyramicus,9
Hymenoptera,Formicidae,Dorymyrmex,thoracicus,9
Hymenoptera,Formicidae,Echinopla,sp.1,12
Hymenoptera,Formicidae,Ectatomma,brunneum,22
Hymenoptera,Formicidae,Ectatomma,edentatum,23
Hymenoptera,Formicidae,Ectatomma,muticum,20
Hymenoptera,Formicidae,Ectatomma,permagnum,23
Hymenoptera,Formicidae,Ectatomma,tuberculatum,18
Hymenoptera,Formicidae,Eurhopalothrix,sp.1,9
Hymenoptera,Formicidae,Forelius,foetida,16
Hymenoptera,Formicidae,Forelius,mccooki,16
Hymenoptera,Formicidae,Formica,3 spp (fusca gr.),27
Hymenoptera,Formicidae,Formica,4 spp,26
Hymenoptera,Formicidae,Formica,aquilonia,26
Hymenoptera,Formicidae,Formica,candida,26
Hymenoptera,Formicidae,Formica,cinerea,27
Hymenoptera,Formicidae,Formica,cunicularia,27
Hymenoptera,Formicidae,Formica,dakotensis,26
Hymenoptera,Formicidae,Formica,exsecta,26
Hymenoptera,Formicidae,Formica,frontalis,26
Hymenoptera,Formicidae,Formica,fusca,27
Hymenoptera,Formicidae,Formica,gagates,27
Hymenoptera,Formicidae,Formica,gerardi,27
Hymenoptera,Formicidae,Formica,japonica,27
Hymenoptera,Formicidae,Formica,lemani,27
Hymenoptera,Formicidae,Formica,lugubris,26
Hymenoptera,Formicidae,Formica,montana,27
Hymenoptera,Formicidae,Formica,obscuripes,26
Hymenoptera,Formicidae,Formica,pergandei,26
Hymenoptera,Formicidae,Formica,polyctena,26
Hymenoptera,Formicidae,Formica,pratensis,26
Hymenoptera,Formicidae,Formica,pressilabris,26
Hymenoptera,Formicidae,Formica,reflexa,26
Hymenoptera,Formicidae,Formica,rufa,26
Hymenoptera,Formicidae,Formica,rufibarbis,27
Hymenoptera,Formicidae,Formica,sanguinea,26
Hymenoptera,Formicidae,Formica,subintegra,26
Hymenoptera,Formicidae,Formica,subrufa,26
Hymenoptera,Formicidae,Formica,truncorum,27
Hymenoptera,Formicidae,Formica,ulkei,26
Hymenoptera,Formicidae,Formica,uralensis,26
Hymenoptera,Formicidae,Formica,yessensis,26
Hymenoptera,Formicidae,Formicoxenus,chamberlini,14
Hymenoptera,Formicidae,Formicoxenus,hirticolis,16
Hymenoptera,Formicidae,Formicoxenus,nitidulus,15
Hymenoptera,Formicidae,Formicoxenus,provancheri,11
Hymenoptera,Formicidae,Formicoxenus,quebecensis,14
Hymenoptera,Formicidae,Gigantiops,destructor,39
Hymenoptera,Formicidae,Gnamptogenys,annulata,34
Hymenoptera,Formicidae,Gnamptogenys,binghamii,11
Hymenoptera,Formicidae,Gnamptogenys,menadensis,21
Hymenoptera,Formicidae,Gnamptogenys,sp.1,18
Hymenoptera,Formicidae,Gnamptogenys,sp.2,23
Hymenoptera,Formicidae,Gnamptogenys,striatula,17
Hymenoptera,Formicidae,Harpagoxenus,canadensis,18
Hymenoptera,Formicidae,Harpagoxenus,sublaevis,20
Hymenoptera,Formicidae,Heteroponera,dolo,12
Hymenoptera,Formicidae,Heteroponera,relicta,11
Hymenoptera,Formicidae,Hypoponera,confinis,19
Hymenoptera,Formicidae,Hypoponera,pruinosa,12
Hymenoptera,Formicidae,Hypoponera,"sp, ANIC-1",19
Hymenoptera,Formicidae,Hypoponera,"sp, ANIC-2",19
Hymenoptera,Formicidae,Hypoponera,sp.1,19
Hymenoptera,Formicidae,Hypoponera,sp.2,19
Hymenoptera,Formicidae,Hypoponera,sp.3,18
Hymenoptera,Formicidae,Iridomyrmex,anceps,18
Hymenoptera,Formicidae,Iridomyrmex,anceps.2,24
Hymenoptera,Formicidae,Iridomyrmex,gracilis,9
Hymenoptera,Formicidae,Iridomyrmex,mattiroloi,9
Hymenoptera,Formicidae,Iridomyrmex,purpureus,9
Hymenoptera,Formicidae,Iridomyrmex,"sp, ANIC-11",9
Hymenoptera,Formicidae,Iridomyrmex,"sp, ANIC-12",9
Hymenoptera,Formicidae,Iridomyrmex,"sp, ANIC-13",9
Hymenoptera,Formicidae,Iridomyrmex,"sp, ANIC-14",9
Hymenoptera,Formicidae,Iridomyrmex,"sp, ANIC-15",9
Hymenoptera,Formicidae,Iridomyrmex,"sp, ANIC-16",9
Hymenoptera,Formicidae,Iridomyrmex,"sp, ANIC-17",9
Hymenoptera,Formicidae,Iridomyrmex,"sp, ANIC-5 ",7
Hymenoptera,Formicidae,Iridomyrmex,"sp, ANIC-6",9
Hymenoptera,Formicidae,Iridomyrmex,sp.4,9
Hymenoptera,Formicidae,Lasius,alienus,14
Hymenoptera,Formicidae,Lasius,brunneus,15
Hymenoptera,Formicidae,Lasius,emarginatus,15
Hymenoptera,Formicidae,Lasius,flavus,15
Hymenoptera,Formicidae,Lasius,fuliginosus,14
Hymenoptera,Formicidae,Lasius,nearcticus,15
Hymenoptera,Formicidae,Lasius,niger,15
Hymenoptera,Formicidae,Lasius,pallitarsus,14
Hymenoptera,Formicidae,Lasius,sakagamii,15
Hymenoptera,Formicidae,Lasius,talpa,15
Hymenoptera,Formicidae,Lasius,umbratus,15
Hymenoptera,Formicidae,Lepisiota,capensis,9
Hymenoptera,Formicidae,Lepisiota,sp.1,9
Hymenoptera,Formicidae,Lepisiota,sp.2,9
Hymenoptera,Formicidae,Leptogenys,borneensis,23
Hymenoptera,Formicidae,Leptogenys,diminuta,18
Hymenoptera,Formicidae,Leptogenys,hysterica,13
Hymenoptera,Formicidae,Leptogenys,iridescens,23
Hymenoptera,Formicidae,Leptogenys,kraepelini,13
Hymenoptera,Formicidae,Leptogenys,minchinii,26
Hymenoptera,Formicidae,Leptogenys,myops,24
Hymenoptera,Formicidae,Leptogenys,peugueti,27
Hymenoptera,Formicidae,Leptogenys,processionalis,23
Hymenoptera,Formicidae,Leptogenys,sp.1,24
Hymenoptera,Formicidae,Leptogenys,sp.2,15
Hymenoptera,Formicidae,Leptogenys,sp.3,27
Hymenoptera,Formicidae,Leptomyrmex,erytrocephalus,12
Hymenoptera,Formicidae,Leptothorax,acervorum,13
Hymenoptera,Formicidae,Leptothorax,albipennis,8
Hymenoptera,Formicidae,Leptothorax,crassipilis,18
Hymenoptera,Formicidae,Leptothorax,faberi,16
Hymenoptera,Formicidae,Leptothorax,goesswaldi,28
Hymenoptera,Formicidae,Leptothorax,gredleri,11
Hymenoptera,Formicidae,Leptothorax,kutteri,24
Hymenoptera,Formicidae,Leptothorax,muscorum,18
Hymenoptera,Formicidae,Leptothorax,pacis,26
Hymenoptera,Formicidae,Leptothorax,pocahontas,18
Hymenoptera,Formicidae,Leptothorax,retractus,18
Hymenoptera,Formicidae,Leptothorax,sp.1,16
Hymenoptera,Formicidae,Leptothorax,sp.10,17
Hymenoptera,Formicidae,Leptothorax,sp.2,21
Hymenoptera,Formicidae,Leptothorax,sp.3,17
Hymenoptera,Formicidae,Leptothorax,sp.4,12
Hymenoptera,Formicidae,Leptothorax,sp.5,12
Hymenoptera,Formicidae,Leptothorax,sp.6,13
Hymenoptera,Formicidae,Leptothorax,sp.7,14
Hymenoptera,Formicidae,Leptothorax,sp.8,22
Hymenoptera,Formicidae,Leptothorax,sp.9,16
Hymenoptera,Formicidae,Leptothorax,sphagnicola,13
Hymenoptera,Formicidae,Linepithema,humile,8
Hymenoptera,Formicidae,Linepithema,pilifer,9
Hymenoptera,Formicidae,Linepithema,sp.1,9
Hymenoptera,Formicidae,Lophomyrmex,bedoti,19
Hymenoptera,Formicidae,Lophomyrmex,sp.1,19
Hymenoptera,Formicidae,Lordomyrma,sp.1,11
Hymenoptera,Formicidae,Manica,rubida,22
Hymenoptera,Formicidae,Mayriella,abstinens,9
Hymenoptera,Formicidae,Meranoplus,bicolor,8
Hymenoptera,Formicidae,Meranoplus,minor,11
Hymenoptera,Formicidae,Meranoplus,sp.1,10
Hymenoptera,Formicidae,Meranoplus,sp.2,11
Hymenoptera,Formicidae,Meranoplus,sp.3,11
Hymenoptera,Formicidae,Meranoplus,sp.4,11
Hymenoptera,Formicidae,Messor,aciculatus,22
Hymenoptera,Formicidae,Messor,andrei,20
Hymenoptera,Formicidae,Messor,barbarus,21
Hymenoptera,Formicidae,Messor,sp.1,20
Hymenoptera,Formicidae,Monomorium,dichroum,8
Hymenoptera,Formicidae,Monomorium,glabrum,19
Hymenoptera,Formicidae,Monomorium,indicum,11
Hymenoptera,Formicidae,Monomorium,latinode,35
Hymenoptera,Formicidae,Monomorium,minimum,11
Hymenoptera,Formicidae,Monomorium,orientale,10
Hymenoptera,Formicidae,Monomorium,pharaonis,11
Hymenoptera,Formicidae,Monomorium,rothsteini,11
Hymenoptera,Formicidae,Monomorium,scabriceps,19
Hymenoptera,Formicidae,Monomorium,sp.1,11
Hymenoptera,Formicidae,Monomorium,sp.10,19
Hymenoptera,Formicidae,Monomorium,sp.11,11
Hymenoptera,Formicidae,Monomorium,sp.12,11
Hymenoptera,Formicidae,Monomorium,sp.2,21
Hymenoptera,Formicidae,Monomorium,sp.3,16
Hymenoptera,Formicidae,Monomorium,sp.4,11
Hymenoptera,Formicidae,Monomorium,sp.5,11
Hymenoptera,Formicidae,Monomorium,sp.6,11
Hymenoptera,Formicidae,Monomorium,sp.7,11
Hymenoptera,Formicidae,Monomorium,sp.8,11
Hymenoptera,Formicidae,Monomorium,sp.9,17
Hymenoptera,Formicidae,Monomorium,subopacum,17
Hymenoptera,Formicidae,Monomorium,viride,11
Hymenoptera,Formicidae,Monomorium,whitei,12
Hymenoptera,Formicidae,Mycocepurus,goeldii,8
Hymenoptera,Formicidae,Mycocepurus,sp.1,8
Hymenoptera,Formicidae,Myrmecia,banksi,20
Hymenoptera,Formicidae,Myrmecia,brevinoda,42
Hymenoptera,Formicidae,Myrmecia,cephalotes,33
Hymenoptera,Formicidae,Myrmecia,chasei,23
Hymenoptera,Formicidae,Myrmecia,croslandi,1
Hymenoptera,Formicidae,Myrmecia,forficata,26
Hymenoptera,Formicidae,Myrmecia,fulvipes,21
Hymenoptera,Formicidae,Myrmecia,gulosa,19
Hymenoptera,Formicidae,Myrmecia,haskinsorum,9
Hymenoptera,Formicidae,Myrmecia,imaii,4
Hymenoptera,Formicidae,Myrmecia,mandibularis,29
Hymenoptera,Formicidae,Myrmecia,michaelseni,27
Hymenoptera,Formicidae,Myrmecia,nigrocincta,11
Hymenoptera,Formicidae,Myrmecia,occidentalis,32
Hymenoptera,Formicidae,Myrmecia,pavida,22
Hymenoptera,Formicidae,Myrmecia,piliventris,17
Hymenoptera,Formicidae,Myrmecia,pilosula,10
Hymenoptera,Formicidae,Myrmecia,pyriformis,41
Hymenoptera,Formicidae,Myrmecia,simillima,35
Hymenoptera,Formicidae,Myrmecia,sp. cf. arnoldi,29
Hymenoptera,Formicidae,Myrmecia,sp. cf. fulvipes,6
Hymenoptera,Formicidae,Myrmecia,tepperi,35
Hymenoptera,Formicidae,Myrmecia,vindex,38
Hymenoptera,Formicidae,Myrmecina,graminicola,14
Hymenoptera,Formicidae,Myrmecina,sp.1,33
Hymenoptera,Formicidae,Myrmecina,sp.2,34
Hymenoptera,Formicidae,Myrmecina,americana,14
Hymenoptera,Formicidae,Myrmica,lobicornis,12
Hymenoptera,Formicidae,Myrmica,rubra,24
Hymenoptera,Formicidae,Myrmica,ruginodis,24
Hymenoptera,Formicidae,Myrmica,sabuleti,23
Hymenoptera,Formicidae,Myrmica,scabrinodis,22
Hymenoptera,Formicidae,Myrmica,schencki,23
Hymenoptera,Formicidae,Myrmica,sulcinodis,26
Hymenoptera,Formicidae,Myrmicaria,brunnea,22
Hymenoptera,Formicidae,Myrmicaria,sp.1,22
Hymenoptera,Formicidae,Myrmicaria,sp.2,22
Hymenoptera,Formicidae,Myrmicaria,sp.3,22
Hymenoptera,Formicidae,Myrmicaria,sp.4,22
Hymenoptera,Formicidae,Myrmicaria,sp.5,23
Hymenoptera,Formicidae,Myrmicocrypta,sp.1,15
Hymenoptera,Formicidae,Myrmoxenus,adlerzi,10
Hymenoptera,Formicidae,Myrmoxenus,algeriana,10
Hymenoptera,Formicidae,Myrmoxenus,bernardi,10
Hymenoptera,Formicidae,Myrmoxenus,corsica,10
Hymenoptera,Formicidae,Myrmoxenus,gordiagini,10
Hymenoptera,Formicidae,Myrmoxenus,kraussei,10
Hymenoptera,Formicidae,Myrmoxenus,ravouxi,10
Hymenoptera,Formicidae,Myrmoxenus,stumperi,10
Hymenoptera,Formicidae,Mystrium,camillae,16
Hymenoptera,Formicidae,Neivamyrmex,texanus,18
Hymenoptera,Formicidae,Nothomyrmecia,macrops,47
Hymenoptera,Formicidae,Notoncus,ectatommoides,22
Hymenoptera,Formicidae,Ochetellus,glaber,14
Hymenoptera,Formicidae,Odontomachus,chelifer,22
Hymenoptera,Formicidae,Odontomachus,hastatus,22
Hymenoptera,Formicidae,Odontomachus,latidens,16
Hymenoptera,Formicidae,Odontomachus,meinerti,22
Hymenoptera,Formicidae,Odontomachus,rixosus,15
Hymenoptera,Formicidae,Odontomachus,scalptus,22
Hymenoptera,Formicidae,Odontomachus,simillimus,22
Hymenoptera,Formicidae,Odontomachus,"sp, ANIC-1",22
Hymenoptera,Formicidae,Odontomachus,sp.1,22
Hymenoptera,Formicidae,Odontoponera,transversa,22
Hymenoptera,Formicidae,Oecophylla,longinoda,12
Hymenoptera,Formicidae,Oecophylla,smaragdina,8
Hymenoptera,Formicidae,Opisthopsis,rufithorax,25
Hymenoptera,Formicidae,Orectognathus,clarki,15
Hymenoptera,Formicidae,Orectognathus,darlingtoni,11
Hymenoptera,Formicidae,Orectognathus,versicolor,11
Hymenoptera,Formicidae,Pachycondyla,apicalis,20
Hymenoptera,Formicidae,Pachycondyla,arhuaca,12
Hymenoptera,Formicidae,Pachycondyla,astuta,20
Hymenoptera,Formicidae,Pachycondyla,carinulata,12
Hymenoptera,Formicidae,Pachycondyla,chinensis,11
Hymenoptera,Formicidae,Pachycondyla,concava,27
Hymenoptera,Formicidae,Pachycondyla,constricta,15
Hymenoptera,Formicidae,Pachycondyla,crassinoda,31
Hymenoptera,Formicidae,Pachycondyla,crenata,13
Hymenoptera,Formicidae,Pachycondyla,curvinodis,13
Hymenoptera,Formicidae,Pachycondyla,gilberti,15
Hymenoptera,Formicidae,Pachycondyla,goeldii,12
Hymenoptera,Formicidae,Pachycondyla,harpax,48
Hymenoptera,Formicidae,Pachycondyla,impressa,47
Hymenoptera,Formicidae,Pachycondyla,inversa,15
Hymenoptera,Formicidae,Pachycondyla,leeuwenhoeki,8
Hymenoptera,Formicidae,Pachycondyla,lutea,8
Hymenoptera,Formicidae,Pachycondyla,luteipes,11
Hymenoptera,Formicidae,Pachycondyla,marginata,23
Hymenoptera,Formicidae,Pachycondyla,mesonotalis,13
Hymenoptera,Formicidae,Pachycondyla,metanotalis,35
Hymenoptera,Formicidae,Pachycondyla,moesta,13
Hymenoptera,Formicidae,Pachycondyla,rubiginosa,38
Hymenoptera,Formicidae,Pachycondyla,rubra,18
Hymenoptera,Formicidae,Pachycondyla,rufipes,24
Hymenoptera,Formicidae,Pachycondyla,sp.1,11
Hymenoptera,Formicidae,Pachycondyla,sp.10,24
Hymenoptera,Formicidae,Pachycondyla,sp.11,26
Hymenoptera,Formicidae,Pachycondyla,sp.2,19
Hymenoptera,Formicidae,Pachycondyla,sp.3,22
Hymenoptera,Formicidae,Pachycondyla,sp.4,30
Hymenoptera,Formicidae,Pachycondyla,sp.5,11
Hymenoptera,Formicidae,Pachycondyla,sp.6,14
Hymenoptera,Formicidae,Pachycondyla,sp.7,11
Hymenoptera,Formicidae,Pachycondyla,sp.8,18
Hymenoptera,Formicidae,Pachycondyla,sp.9,18
Hymenoptera,Formicidae,Pachycondyla,stigma,6
Hymenoptera,Formicidae,Pachycondyla,striata,52
Hymenoptera,Formicidae,Pachycondyla,subversa,14
Hymenoptera,Formicidae,Pachycondyla,succedanea,7
Hymenoptera,Formicidae,Pachycondyla,tridentata,14
Hymenoptera,Formicidae,Pachycondyla,unidentata,6
Hymenoptera,Formicidae,Pachycondyla,venusta,24
Hymenoptera,Formicidae,Pachycondyla,verenae,30
Hymenoptera,Formicidae,Pachycondyla,villosa,17
Hymenoptera,Formicidae,Papyrius,nitidus,8
Hymenoptera,Formicidae,Paratrechina,indica,15
Hymenoptera,Formicidae,Paratrechina,longicornis,8
Hymenoptera,Formicidae,Paratrechina,parvula,7
Hymenoptera,Formicidae,Paratrechina,"sp, ANIC-1",15
Hymenoptera,Formicidae,Paratrechina,sp.1,8
Hymenoptera,Formicidae,Paratrechina,sp.10,15
Hymenoptera,Formicidae,Paratrechina,sp.2,13
Hymenoptera,Formicidae,Paratrechina,sp.3,14
Hymenoptera,Formicidae,Paratrechina,sp.4,8
Hymenoptera,Formicidae,Paratrechina,sp.5,14
Hymenoptera,Formicidae,Paratrechina,sp.6,15
Hymenoptera,Formicidae,Paratrechina,sp.7,8
Hymenoptera,Formicidae,Paratrechina,sp.8,15
Hymenoptera,Formicidae,Paratrechina,sp.9,15
Hymenoptera,Formicidae,Pheidole,binghamii,10
Hymenoptera,Formicidae,Pheidole,capellinii,10
Hymenoptera,Formicidae,Pheidole,dentata,10
Hymenoptera,Formicidae,Pheidole,dentigula,10
Hymenoptera,Formicidae,Pheidole,desertorum,10
Hymenoptera,Formicidae,Pheidole,fallax,10
Hymenoptera,Formicidae,Pheidole,fervida,10
Hymenoptera,Formicidae,Pheidole,hortensis,10
Hymenoptera,Formicidae,Pheidole,hyatti,10
Hymenoptera,Formicidae,Pheidole,indica,10
Hymenoptera,Formicidae,Pheidole,latinoda,21
Hymenoptera,Formicidae,Pheidole,megacephala,10
Hymenoptera,Formicidae,Pheidole,mus,6
Hymenoptera,Formicidae,Pheidole,nitidula,10
Hymenoptera,Formicidae,Pheidole,noda,19
Hymenoptera,Formicidae,Pheidole,pallidula,10
Hymenoptera,Formicidae,Pheidole,plagiaria,10
Hymenoptera,Formicidae,Pheidole,porcula,10
Hymenoptera,Formicidae,Pheidole,soritis,9
Hymenoptera,Formicidae,Pheidole,sp.1,9
Hymenoptera,Formicidae,Pheidole,sp.10,10
Hymenoptera,Formicidae,Pheidole,sp.11,10
Hymenoptera,Formicidae,Pheidole,sp.12,10
Hymenoptera,Formicidae,Pheidole,sp.13,10
Hymenoptera,Formicidae,Pheidole,sp.14,10
Hymenoptera,Formicidae,Pheidole,sp.15,10
Hymenoptera,Formicidae,Pheidole,sp.16,10
Hymenoptera,Formicidae,Pheidole,sp.17,10
Hymenoptera,Formicidae,Pheidole,sp.18,10
Hymenoptera,Formicidae,Pheidole,sp.19,10
Hymenoptera,Formicidae,Pheidole,sp.2,10
Hymenoptera,Formicidae,Pheidole,sp.20,17
Hymenoptera,Formicidae,Pheidole,sp.21,10
Hymenoptera,Formicidae,Pheidole,sp.22,8
Hymenoptera,Formicidae,Pheidole,sp.23,19
Hymenoptera,Formicidae,Pheidole,sp.24,9
Hymenoptera,Formicidae,Pheidole,sp.25,10
Hymenoptera,Formicidae,Pheidole,sp.26,11
Hymenoptera,Formicidae,Pheidole,sp.27,10
Hymenoptera,Formicidae,Pheidole,sp.28,19
Hymenoptera,Formicidae,Pheidole,sp.29,10
Hymenoptera,Formicidae,Pheidole,sp.3,10
Hymenoptera,Formicidae,Pheidole,sp.30,10
Hymenoptera,Formicidae,Pheidole,sp.31,9
Hymenoptera,Formicidae,Pheidole,sp.32,10
Hymenoptera,Formicidae,Pheidole,sp.33,10
Hymenoptera,Formicidae,Pheidole,sp.34,10
Hymenoptera,Formicidae,Pheidole,sp.35,18
Hymenoptera,Formicidae,Pheidole,sp.36,21
Hymenoptera,Formicidae,Pheidole,sp.37,10
Hymenoptera,Formicidae,Pheidole,sp.38,10
Hymenoptera,Formicidae,Pheidole,sp.39,15
Hymenoptera,Formicidae,Pheidole,sp.4,10
Hymenoptera,Formicidae,Pheidole,sp.40,10
Hymenoptera,Formicidae,Pheidole,sp.41,10
Hymenoptera,Formicidae,Pheidole,sp.42,10
Hymenoptera,Formicidae,Pheidole,sp.43,14
Hymenoptera,Formicidae,Pheidole,sp.44,9
Hymenoptera,Formicidae,Pheidole,sp.45,9
Hymenoptera,Formicidae,Pheidole,sp.46,9
Hymenoptera,Formicidae,Pheidole,sp.47,16
Hymenoptera,Formicidae,Pheidole,sp.48,10
Hymenoptera,Formicidae,Pheidole,sp.49,9
Hymenoptera,Formicidae,Pheidole,sp.5,10
Hymenoptera,Formicidae,Pheidole,sp.50,9
Hymenoptera,Formicidae,Pheidole,sp.51,9
Hymenoptera,Formicidae,Pheidole,sp.6,10
Hymenoptera,Formicidae,Pheidole,sp.7,9
Hymenoptera,Formicidae,Pheidole,sp.8,10
Hymenoptera,Formicidae,Pheidole,sp.9,10
Hymenoptera,Formicidae,Pheidole,spininodis,10
Hymenoptera,Formicidae,Pheidole,subarmata,10
Hymenoptera,Formicidae,Pheidole,tepicana,9
Hymenoptera,Formicidae,Pheidole,woodmasoni,9
Hymenoptera,Formicidae,Pheidologeton,diversus,21
Hymenoptera,Formicidae,Pheidologeton,sp.1,21
Hymenoptera,Formicidae,Philidris,cordata,8
Hymenoptera,Formicidae,Plagiolepis,pygmaea,9
Hymenoptera,Formicidae,Plagiolepis,schmitzii,9
Hymenoptera,Formicidae,Plagiolepis,sp.1,9
Hymenoptera,Formicidae,Plagiolepis,sp.2,9
Hymenoptera,Formicidae,Platythyrea,quadridenta,9
Hymenoptera,Formicidae,Platythyrea,tricuspidata,47
Hymenoptera,Formicidae,Podomyrma,adelaidae,26
Hymenoptera,Formicidae,Pogonomyrmex,apache,16
Hymenoptera,Formicidae,Pogonomyrmex,badius,16
Hymenoptera,Formicidae,Pogonomyrmex,barbatus,16
Hymenoptera,Formicidae,Pogonomyrmex,brevispinosus,16
Hymenoptera,Formicidae,Pogonomyrmex,californicus,16
Hymenoptera,Formicidae,Pogonomyrmex,comanche,16
Hymenoptera,Formicidae,Pogonomyrmex,desertorum,16
Hymenoptera,Formicidae,Pogonomyrmex,huachucanus,18
Hymenoptera,Formicidae,Pogonomyrmex,imberbiculus,15
Hymenoptera,Formicidae,Pogonomyrmex,magnacanthus,16
Hymenoptera,Formicidae,Pogonomyrmex,maricopa,16
Hymenoptera,Formicidae,Pogonomyrmex,montanus,16
Hymenoptera,Formicidae,Pogonomyrmex,occidentalis,16
Hymenoptera,Formicidae,Pogonomyrmex,rugosus,16
Hymenoptera,Formicidae,Pogonomyrmex,subnitidus,16
Hymenoptera,Formicidae,Polyergus,samurai,27
Hymenoptera,Formicidae,Polyrhachis,ammon,21
Hymenoptera,Formicidae,Polyrhachis,dives,21
Hymenoptera,Formicidae,Polyrhachis,gribodoi,24
Hymenoptera,Formicidae,Polyrhachis,hector,21
Hymenoptera,Formicidae,Polyrhachis,hippomanes,20
Hymenoptera,Formicidae,Polyrhachis,illaudata,16
Hymenoptera,Formicidae,Polyrhachis,lacteipennis,21
Hymenoptera,Formicidae,Polyrhachis,lamellidens,21
Hymenoptera,Formicidae,Polyrhachis,rastellata,21
Hymenoptera,Formicidae,Polyrhachis,"sp, ANIC-1",21
Hymenoptera,Formicidae,Polyrhachis,sp.1,21
Hymenoptera,Formicidae,Polyrhachis,sp.2,21
Hymenoptera,Formicidae,Polyrhachis,sp.3,20
Hymenoptera,Formicidae,Ponera,japonica,6
Hymenoptera,Formicidae,Ponera,pennsylvanica,6
Hymenoptera,Formicidae,Ponera,scabra,4
Hymenoptera,Formicidae,Ponera,sp.1,6
Hymenoptera,Formicidae,Ponera,sp.2,6
Hymenoptera,Formicidae,Prenolepis,imparis,8
Hymenoptera,Formicidae,Prenolepis,jerdoni,18
Hymenoptera,Formicidae,Pristomyrmex,punctatus,12
Hymenoptera,Formicidae,Pristomyrmex,sp.1,11
Hymenoptera,Formicidae,Pristomyrmex,sp.2,14
Hymenoptera,Formicidae,Proatta,sp.1,16
Hymenoptera,Formicidae,Probolomyrmex,sp.1,14
Hymenoptera,Formicidae,Proceratium,silaceum,18
Hymenoptera,Formicidae,Proceratium,sp.1,24
Hymenoptera,Formicidae,Prolasius,"sp, ANIC-1",9
Hymenoptera,Formicidae,Prolasius,"sp, ANIC-2",9
Hymenoptera,Formicidae,Protomognathus,americanus,11
Hymenoptera,Formicidae,Pseudolasius,sp.1,14
Hymenoptera,Formicidae,Pseudolasius,sp.2,15
Hymenoptera,Formicidae,Pseudolasius,sp.3,15
Hymenoptera,Formicidae,Pseudolasius,sp.4,8
Hymenoptera,Formicidae,Pseudolasius,sp.5,17
Hymenoptera,Formicidae,Pseudomyrmex,gracilis,35
Hymenoptera,Formicidae,Pseudomyrmex,holmgreni,25
Hymenoptera,Formicidae,Pseudomyrmex,penetrator,12
Hymenoptera,Formicidae,Pseudomyrmex,schuppi,12
Hymenoptera,Formicidae,Pseudomyrmex,sp.1,21
Hymenoptera,Formicidae,Pseudomyrmex,sp.2,25
Hymenoptera,Formicidae,Pseudomyrmex,sp.3,22
Hymenoptera,Formicidae,Pyramica,dohertyi,12
Hymenoptera,Formicidae,Pyramica,mutica,18
Hymenoptera,Formicidae,Pyramica,sp.1,19
Hymenoptera,Formicidae,Pyramica,sp.2,13
Hymenoptera,Formicidae,Pyramica,sp.3,8
Hymenoptera,Formicidae,Recurvidris,sp.1,12
Hymenoptera,Formicidae,Rhytidoponera,aciculata,26
Hymenoptera,Formicidae,Rhytidoponera,chalybaea,21
Hymenoptera,Formicidae,Rhytidoponera,impressa,21
Hymenoptera,Formicidae,Rhytidoponera,lamellinodis,26
Hymenoptera,Formicidae,Rhytidoponera,maniae,22
Hymenoptera,Formicidae,Rhytidoponera,mayri,25
Hymenoptera,Formicidae,Rhytidoponera,mayri,25
Hymenoptera,Formicidae,Rhytidoponera,metallica,19
Hymenoptera,Formicidae,Rhytidoponera,punctata,50
Hymenoptera,Formicidae,Rhytidoponera,purpurea,19
Hymenoptera,Formicidae,Rhytidoponera,sp ANIC-10,24
Hymenoptera,Formicidae,Rhytidoponera,sp ANIC-11,25
Hymenoptera,Formicidae,Rhytidoponera,sp ANIC-13,26
Hymenoptera,Formicidae,Rhytidoponera,sp ANIC-14,11
Hymenoptera,Formicidae,Rhytidoponera,sp ANIC-15,25
