Order,genus,species,SCS,2n,haploid
Araneae,Drassyllus,Drassyllus_praeficus,X1X2,22,11
Araneae,Drassyllus,Drassyllus_pumilus,X1X2,22,11
Araneae,Drassyllus,Drassyllus_sur,X1X2,22,11
Araneae,Gnaphosa,Gnaphosa_kailana,X1X2,22,11
Araneae,Gnaphosa,Gnaphosa_kailana,X1X2,22,11
Araneae,Gnaphosa,Gnaphosa_lugubris,X1X2,22,11
Araneae,Gnaphosa,Gnaphosa_muscorum,X1X2,22,11
Araneae,Gnaphosa,Gnaphosa_sp.,X1X2,22,11
Araneae,Gnaphosa,Gnaphosa_sp.,X1X2,22,11
Araneae,Gnaphosa,Gnaphosa_sp.,X1X2,22,11
Araneae,Haplodrassus,Haplodrassus_cognatus,X1X2,22,11
Araneae,Haplodrassus,Haplodrassus_dalmatensis,X1X2,22,11
Araneae,Haplodrassus,Haplodrassus_morosus,X1X2,22,11
Araneae,Haplodrassus,Haplodrassus_signifer,X1X2,22,11
Araneae,Hitobia,Hitobia_unifascigera,X1X2,22,11
Araneae,Marinarozelotes,Marinarozelotes_barbatus,X1X2,22,11
Araneae,Marinarozelotes,Marinarozelotes_lyonneti,X1X2,22,11
Araneae,Marinarozelotes,Marinarozelotes_malkini,X1X2,22,11
Araneae,Megamyrmaekion,Megamyrmaekion_sp.,X1X2,22,11
Araneae,Micaria,Micaria_albovittata,X1X2,22,11
Araneae,Micaria,Micaria_nivosa,X1X2,22,11
Araneae,Nomisia,Nomisia_conigera,X1X2,22,11
Araneae,Nomisia,Nomisia_conigera,X1X2,22,11
Araneae,Nomisia,Nomisia_exornata,X1X2,22,11
Araneae,Nomisia,Nomisia_orientalis,X1X2,22,11
Araneae,Nomisia,Nomisia_ripariensis,X1X2,22,11
Araneae,Phaeocedus,Phaeocedus_sp.,X1X2,22,11
Araneae,Phaeocedus,Phaeocedus_sp.,X1X2,22,11
Araneae,Poecilochroa,Poecilochroa_variana,X1X2,22,11
Araneae,Pterotricha,Pterotricha_dalmasi,X1X2,22,11
Araneae,Pterotricha,Pterotricha_kochi,X1X2,22,11
Araneae,Pterotricha,Pterotricha_lesserti,X1X2,22,11
Araneae,Pterotricha,Pterotricha_procera,X1X2,22,11
Araneae,Scopoides,Scopoides_sp.,X1X2,22,11
Araneae,Scotophaeus,Scotophaeus_blackwalli,X1X2,24,12
Araneae,Scotophaeus,Scotophaeus_blackwalli,X1X2,24,12
Araneae,Scotophaeus,Scotophaeus_domesticus,X1X2,30,15
Araneae,Zelotes,Zelotes_aeneus,X1X2,20,10
Araneae,Zelotes,Zelotes_fuligineus,X1X2,22,11
Araneae,Zelotes,Zelotes_sclateri,X1X2,22,11
Araneae,Zelotes,Zelotes_strandi,X1X2,22,11
Araneae,Zelotes,Zelotes_subterraneus,X1X2,22,11
Araneae,Zelotes,Zelotes_sp.,X1X2,22,11
Araneae,Hahnia,Hahnia_nava,X1X2,34,17
Araneae,Hersilia,Hersilia_savignyi,X1X2,30,15
Araneae,Hersilia,Hersilia_savignyi,X1X2,32,16
Araneae,Hersilia,Hersilia_savignyi,X1X2,30,15
Araneae,Hersilia,Hersilia_savignyi,X1X2,30,15
Araneae,Hersilia,Hersilia_savignyi,X1X2,30,15
Araneae,Hersilia,Hersilia_savignyi,X1X2,30,15
Araneae,Hersilia,Hersilia_savignyi,X1X2,30,15
Araneae,Ischnothele,Ischnothele_indicola,X1X2,86,43
Araneae,Agyneta,Agyneta_sp.,X1X2,24,12
Araneae,Bolyphantes,Bolyphantes_alticeps,X1X2,24,12
Araneae,Erigone,Erigone_atra,X1X2,24,12
Araneae,Gongylidium,Gongylidium_rufipes,X1X2,22,11
Araneae,Helophora,Helophora_insignis,X1X2,24,12
Araneae,Hylyphantes,Hylyphantes_graminicola,X1X2,24,12
Araneae,Lepthyphantes,Lepthyphantes_minutus,X1X2,24,12
Araneae,Linyphia,Linyphia_triangularis,X1X2,24,12
Araneae,Linyphia,Linyphia_triangularis,X1X2,46,23
Araneae,Linyphia,Linyphia_triangularis,X1X2,24,12
Araneae,Linyphia,Linyphia_sp.,X1X2,24,12
Araneae,Neriene,Neriene_albolimbata,X1X2,24,12
Araneae,Neriene,Neriene_montana,X1X2,24,12
Araneae,Neriene,Neriene_radiata,X1X2,22,11
Araneae,Neriene,Neriene_radiata,X1X2,22,11
Araneae,Neriene,Neriene_radiata,X1X2,24,12
Araneae,Taranucnus,Taranucnus_setosus,X1X2,24,12
Araneae,Oedignatha,Oedignatha_scrobiculata,X1X2,26,13
Araneae,Heptathela,Heptathela_kimurai,X1X2,80,40
Araneae,Heptathela,Heptathela_kimurai,X1X2,80,40
Araneae,Heptathela,Heptathela_kimurai,X1X2,96,48
Araneae,Alopecosa,Alopecosa_aculeata,X1X2,28,14
Araneae,Alopecosa,Alopecosa_albofasciata,X1X2,28,14
Araneae,Alopecosa,Alopecosa_pulverulenta,X1X2,28,14
Araneae,Anomalomma,Anomalomma_harishi,X1X2,28,14
Araneae,Anomalomma,Anomalomma_harishi,X1X2,28,14
Araneae,Anomalomma,Anomalomma_sp.,X1X2,28,14
Araneae,Arctosa,Arctosa_alpigena,X1X2,26,13
Araneae,Arctosa,Arctosa_alpigena,X1X2,28,14
Araneae,Arctosa,Arctosa_cinerea,X1X2,28,14
Araneae,Arctosa,Arctosa_cinerea,X1X2,28,14
Araneae,Arctosa,Arctosa_figurata,X1X2,28,14
Araneae,Arctosa,Arctosa_leopardus,X1X2,26,13
Araneae,Arctosa,Arctosa_leopardus,X1X2,28,14
Araneae,Arctosa,Arctosa_lutetiana,X1X2,28,14
Araneae,Arctosa,Arctosa_mulani,X1X2,28,14
Araneae,Arctosa,Arctosa_perita,X1X2,28,14
Araneae,Arctosa,Arctosa_renidescens,X1X2,28,14
Araneae,Arctosa,Arctosa_sp.,X1X2,28,14
Araneae,Arctosa,Arctosa_sp.,X1X2,28,14
Araneae,Crocodilosa,Crocodilosa_leucostigma,X1X2,28,14
Araneae,Draposa,Draposa_lyrivulva,X1X2,28,14
Araneae,Draposa,Draposa_lyrivulva,X1X2,28,14
Araneae,Draposa,Draposa_lyrivulva,X1X2,24,12
Araneae,Draposa,Draposa_oakleyi,X1X2,28,14
Araneae,Draposa,Draposa_oakleyi,X1X2,26,13
Araneae,Evippa,Evippa_praelongipes,X1X2,26,13
Araneae,Evippa,Evippa_praelongipes,X1X2,26,13
Araneae,Gladicosa,Gladicosa_pulchra,X1X2,28,14
Araneae,Hippasa,Hippasa_agelenoides,X1X2,28,14
Araneae,Hippasa,Hippasa_agelenoides,X1X2,24,12
Araneae,Hippasa,Hippasa_agelenoides,X1X2,28,14
Araneae,Hippasa,Hippasa_deserticola,X1X2,26,13
Araneae,Hippasa,Hippasa_deserticola,X1X2,26,13
Araneae,Hippasa,Hippasa_deserticola,X1X2,28,14
Araneae,Hippasa,Hippasa_deserticola,X1X2,28,14
Araneae,Hippasa,Hippasa_olivacea,X1X2,28,14
Araneae,Hippasa,Hippasa_olivacea,X1X2,28,14
Araneae,Hippasa,Hippasa_olivacea,X1X2,28,14
Araneae,Hippasa,Hippasa_sp.,X1X2,22,11
Araneae,Hippasa,Hippasa_sp.,X1X2,22,11
Araneae,Hippasosa,Hippasosa_kumari,X1X2,22,11
Araneae,Hygrolycosa,Hygrolycosa_rubrofasciata,X1X2,20,10
Araneae,Lycosa,Lycosa_bistriata,X1X2,28,14
Araneae,Lycosa,Lycosa_carmichaeli,X1X2,28,14
Araneae,Lycosa,Lycosa_carmichaeli,X1X2,28,14
Araneae,Lycosa,Lycosa_carmichaeli,X1X2,22,11
Araneae,Lycosa,Lycosa_chaperi,X1X2,22,11
Araneae,Lycosa,Lycosa_coelestis,X1X2,26,13
Araneae,Lycosa,Lycosa_erythrognatha,X1X2,22,11
Araneae,Lycosa,Lycosa_erythrognatha,X1X2,22,11
Araneae,Lycosa,Lycosa_erythrognatha,X1X2,22,11
Araneae,Lycosa,Lycosa_erythrognatha,X1X2,22,11
Araneae,Lycosa,Lycosa_madani,X1X2,24,12
Araneae,Lycosa,Lycosa_nigrotibialis,X1X2,28,14
Araneae,Lycosa,Lycosa_nigrotibialis,X1X2,28,14
Araneae,Lycosa,Lycosa_nigrotibialis,X1X2,24,12
Araneae,Lycosa,Lycosa_pampeana,X1X2,22,11
Araneae,Lycosa,Lycosa_praegrandis,X1X2,22,11
Araneae,Lycosa,Lycosa_sericovittata,X1X2,22,11
Araneae,Lycosa,Lycosa_sericovittata,X1X2,22,11
Araneae,Lycosa,Lycosa_sp.,X1X2,28,14
Araneae,Lycosa,Lycosa_sp.,X1X2,28,14
Araneae,Lycosa,Lycosa_sp.,X1X2,28,14
Araneae,Lycosa,Lycosa_sp.,X1X2,28,14
Araneae,Lycosa,Lycosa_sp.,X1X2,28,14
Araneae,Lycosa,Lycosa_sp.,X1X2,22,11
Araneae,Lycosa,Lycosa_sp.,X1X2,22,11
Araneae,Lycosa,Lycosa_sp.,X1X2,18,9
Araneae,Lycosa,Lycosa_sp.,X1X2,28,14
Araneae,Lycosa,Lycosa_sp.,X1X2,22,11
Araneae,Lycosa,Lycosa_sp.,X1X2,22,11
Araneae,Lycosa,Lycosa_sp.,X1X2,28,14
Araneae,Lycosa,Lycosa_sp.,X1X2,22,11
Araneae,Lycosa,Lycosa_sp.,X1X2,28,14
Araneae,Margonia,Margonia_himalayensis,X1X2,28,14
Araneae,Margonia,Margonia_himalayensis,X1X2,28,14
Araneae,Pardosa,Pardosa_agrestis,X1X2,28,14
Araneae,Pardosa,Pardosa_agricola,X1X2,28,14
Araneae,Pardosa,Pardosa_alacris,X1X2,28,14
Araneae,Pardosa,Pardosa_amentata,X1X2,28,14
Araneae,Pardosa,Pardosa_amentata,X1X2,28,14
Araneae,Pardosa,Pardosa_amentata,X1X2,28,14
Araneae,Pardosa,Pardosa_amentata,X1X2,28,14
Araneae,Pardosa,Pardosa_astrigera,X1X2,28,14
Araneae,Pardosa,Pardosa_astrigera,X1X2,28,14
Araneae,Pardosa,Pardosa_astrigera,X1X2,28,14
Araneae,Pardosa,Pardosa_astrigera,X1X2,28,14
Araneae,Pardosa,Pardosa_astrigera,X1X2,28,14
Araneae,Pardosa,Pardosa_astrigera,X1X2,28,14
Araneae,Pardosa,Pardosa_bifasciata,X1X2,28,14
Araneae,Pardosa,Pardosa_birmanica,X1X2,28,14
Araneae,Pardosa,Pardosa_birmanica,X1X2,28,14
Araneae,Pardosa,Pardosa_birmanica,X1X2,28,14
Araneae,Pardosa,Pardosa_birmanica,X1X2,28,14
Araneae,Pardosa,Pardosa_birmanica,X1X2,28,14
Araneae,Pardosa,Pardosa_birmanica,X1X2,28,14
Araneae,Pardosa,Pardosa_birmanica,X1X2,28,14
Araneae,Pardosa,Pardosa_fletcheri,X1X2,28,14
Araneae,Pardosa,Pardosa_laura,X1X2,28,14
Araneae,Pardosa,Pardosa_lugubris,X1X2,28,14
Araneae,Pardosa,Pardosa_morosa,X1X2,26,13
Araneae,Pardosa,Pardosa_palustris,X1X2,28,14
Araneae,Pardosa,Pardosa_palustris,X1X2,28,14
Araneae,Pardosa,Pardosa_palustris,X1X2,28,14
Araneae,Pardosa,Pardosa_plumipes,X1X2,28,14
Araneae,Pardosa,Pardosa_pseudoannulata,X1X2,28,14
Araneae,Pardosa,Pardosa_pseudoannulata,X1X2,28,14
Araneae,Pardosa,Pardosa_pseudoannulata,X1X2,22,11
Araneae,Pardosa,Pardosa_pseudoannulata,X1X2,22,11
Araneae,Pardosa,Pardosa_pseudoannulata,X1X2,28,14
Araneae,Pardosa,Pardosa_pseudoannulata,X1X2,28,14
Araneae,Pardosa,Pardosa_saltans,X1X2,28,14
Araneae,Pardosa,Pardosa_sumatrana,X1X2,24,12
Araneae,Pardosa,Pardosa_sumatrana,X1X2,28,14
Araneae,Pardosa,Pardosa_wagleri,X1X2,28,14
Araneae,Pardosa,Pardosa_sp.,X1X2,28,14
Araneae,Pardosa,Pardosa_sp.,X1X2,28,14
Araneae,Pardosa,Pardosa_sp.,X1X2,28,14
Araneae,Pardosa,Pardosa_sp.,X1X2,28,14
Araneae,Pirata,Pirata_piraticus,X1X2,26,13
Araneae,Pirata,Pirata_piraticus,X1X2,26,13
Araneae,Pirata,Pirata_punctipes,X1X2,28,14
Araneae,Pirata,Pirata_subpiraticus,X1X2,26,13
Araneae,Pirata,Pirata_subpiraticus,X1X2,26,13
Araneae,Pirata,Pirata_sp.,X1X2,26,13
Araneae,Piratula,Piratula_latitans,X1X2,24,12
Araneae,Piratula,Piratula_piratoides,X1X2,26,13
Araneae,Piratula,Piratula_procurva,X1X2,26,13
Araneae,Piratula,Piratula_uliginosa,X1X2,24,12
Araneae,Rabidosa,Rabidosa_rabida,X1X2,28,14
Araneae,Rabidosa,Rabidosa_rabida,X1X2,28,14
Araneae,Rabidosa,Rabidosa_rabida,X1X2,28,14
Araneae,Schizocosa,Schizocosa_communis,X1X2,22,11
Araneae,Schizocosa,Schizocosa_crassipes,X1X2,22,11
Araneae,Schizocosa,Schizocosa_malitiosa,X1X2,22,11
Araneae,Schizocosa,Schizocosa_malitiosa,X1X2,22,11
Araneae,Schizocosa,Schizocosa_malitiosa,X1X2,22,11
Araneae,Schizocosa,Schizocosa_malitiosa,X1X2,22,11
Araneae,Schizocosa,Schizocosa_ocreata,X1X2,22,11
Araneae,Schizocosa,Schizocosa_rovneri,X1X2,22,11
Araneae,Schizocosa,Schizocosa_stridulans,X1X2,22,11
Araneae,Schizocosa,Schizocosa_sp.,X1X2,28,14
Araneae,Schizocosa,Schizocosa_sp.,X1X2,28,14
Araneae,Serratacosa,Serratacosa_himalayensis,X1X2,28,14
Araneae,Tigrosa,Tigrosa_georgicola,X1X2,28,14
Araneae,Tigrosa,Tigrosa_helluo,X1X2,28,14
Araneae,Trochosa,Trochosa_ruricola,X1X2,26,13
Araneae,Trochosa,Trochosa_ruricola,X1X2,20,10
Araneae,Trochosa,Trochosa_spinipalpis,X1X2,26,13
Araneae,Trochosa,Trochosa_spinipalpis,X1X2,26,13
Araneae,Tropicosa,Tropicosa_thorelli,X1X2,22,11
Araneae,Tropicosa,Tropicosa_thorelli,X1X2,22,11
Araneae,Venonia,Venonia_sp.,X1X2,26,13
Araneae,Venonia,Venonia_sp.,X1X2,26,13
Araneae,Venonia,Venonia_sp.,X1X2,26,13
Araneae,Wadicosa,Wadicosa_fidelis,X1X2,28,14
Araneae,Xerolycosa,Xerolycosa_miniata,X1X2,22,11
Araneae,Xerolycosa,Xerolycosa_miniata,X1X2,22,11
Araneae,Xerolycosa,Xerolycosa_miniata,X1X2,22,11
Araneae,Xerolycosa,Xerolycosa_nemoralis,X1X2,26,13
Araneae,Xerolycosa,Xerolycosa_nemoralis,X1X2,22,11
Araneae,Xerolycosa,Xerolycosa_nemoralis,X1X2,22,11
Araneae,Ero,Ero_japonica,X1X2,24,12
Araneae,Prochora,Prochora_lycosiformis,X1X2,24,12
Araneae,Nesticus,Nesticus_sp.,X1X2,24,12
Araneae,Oecobius,Oecobius_cellariorum,X1X2,22,11
Araneae,Uroctea,Uroctea_compactilis,X1X2,42,21
Araneae,Uroctea,Uroctea_compactilis,X1X2,42,21
Araneae,Hamataliwa,Hamataliwa_sp.,X1X2,28,14
Araneae,Oxyopes,Oxyopes_salticus,X1X2,22,11
Araneae,Oxyopes,Oxyopes_sp.,X1X2,22,11
Araneae,Oxyopes,Oxyopes_sp.,X1X2,22,11
Araneae,Peucetia,Peucetia_flava,X1X2,22,11
Araneae,Peucetia,Peucetia_striata,X1X2,28,14
Araneae,Peucetia,Peucetia_virescens,X1X2,28,14
Araneae,Peucetia,Peucetia_viridana,X1X2,28,14
Araneae,Peucetia,Peucetia_viridana,X1X2,28,14
Araneae,Peucetia,Peucetia_viridana,X1X2,28,14
Araneae,Tapinillus,Tapinillus_sp.,X1X2,22,11
Araneae,Philodromus,Philodromus_aureolus,X1X2,28,14
Araneae,Philodromus,Philodromus_aureolus,X1X2,28,14
Araneae,Philodromus,Philodromus_emarginatus,X1X2,28,14
Araneae,Philodromus,Philodromus_fuscomarginatus,X1X2,28,14
Araneae,Philodromus,Philodromus_fuscomarginatus,X1X2,28,14
Araneae,Philodromus,Philodromus_lividus,X1X2,28,14
Araneae,Philodromus,Philodromus_margaritatus,X1X2,28,14
Araneae,Philodromus,Philodromus_nigrostriatipes,X1X2,28,14
Araneae,Philodromus,Philodromus_roseus,X1X2,28,14
Araneae,Philodromus,Philodromus_roseus,X1X2,28,14
Araneae,Rhysodromus,Rhysodromus_histrio,X1X2,28,14
Araneae,Thanatus,Thanatus_formicinus,X1X2,28,14
Araneae,Thanatus,Thanatus_imbecillus,X1X2,28,14
Araneae,Thanatus,Thanatus_meronensis,X1X2,28,14
Araneae,Thanatus,Thanatus_pictus,X1X2,28,14
Araneae,Tibellus,Tibellus_macellus,X1X2,24,12
Araneae,Tibellus,Tibellus_oblongus,X1X2,24,12
Araneae,Tibellus,Tibellus_oblongus,X1X2,24,12
Araneae,Tibellus,Tibellus_oblongus,X1X2,24,12
Araneae,Tibellus,Tibellus_tenellus,X1X2,28,14
Araneae,Artema,Artema_atlanta,X1X2,32,16
Araneae,Artema,Artema_atlanta,X1X2,32,16
Araneae,Artema,Artema_atlanta,X1X2,32,16
Araneae,Hoplopholcus,Hoplopholcus_cecconii,X1X2,28,14
Araneae,Hoplopholcus,Hoplopholcus_forskali,X1X2,28,14
Araneae,Hoplopholcus,Hoplopholcus_labyrinthi,X1X2,28,14
Araneae,Pholcus,Pholcus_crypticolens,X1X2,24,12
Araneae,Pholcus,Pholcus_sp.,X1X2,26,13
Araneae,Smeringopus,Smeringopus_atomarius,X1X2,28,14
Araneae,Smeringopus,Smeringopus_cylindrogaster,X1X2,26,13
Araneae,Smeringopus,Smeringopus_ndumo,X1X2,28,14
Araneae,Smeringopus,Smeringopus_peregrinus,X1X2,28,14
Araneae,Smeringopus,Smeringopus_similis,X1X2,28,14
Araneae,Smeringopus,Smeringopus_sp.,X1X2,28,14
Araneae,Nilus,Nilus_phipsoni,X1X2,24,12
Araneae,Pisaura,Pisaura_lama,X1X2,28,14
Araneae,Pisaura,Pisaura_mirabilis,X1X2,28,14
Araneae,Pisaura,Pisaura_sp.,X1X2,28,14
Araneae,Pisaura,Pisaura_sp.,X1X2,28,14
Araneae,Plectreurys,Plectreurys_tristis,X1X2,18,9
Araneae,Theuma,Theuma_sp.,X1X2,28,14
Araneae,Psechrus,Psechrus_sinensis,X1X2,24,12
Araneae,Asaracus,Asaracus_sp.,X1X2,28,14
Araneae,Attulus,Attulus_ammophilus,X1X2,28,14
Araneae,Attulus,Attulus_caricis,X1X2,28,14
Araneae,Attulus,Attulus_fasciger,X1X2,28,14
Araneae,Attulus,Attulus_finschi,X1X2,30,15
Araneae,Attulus,Attulus_floricola,X1X2,28,14
Araneae,Attulus,Attulus_floricola,X1X2,30,15
Araneae,Attulus,Attulus_inexpectus,X1X2,28,14
Araneae,Attulus,Attulus_terebratus,X1X2,28,14
Araneae,Attulus,Attulus_terebratus,X1X2,28,14
Araneae,Ballus,Ballus_chalybeius,X1X2,28,14
Araneae,Ballus,Ballus_chalybeius,X1X2,28,14
Araneae,Baryphas,Baryphas_ahenus,X1X2,28,14
Araneae,Bryantella,Bryantella_smaragda,X1X2,28,14
Araneae,Chira,Chira_sp.,X1X2,28,14
Araneae,Coryphasia,Coryphasia_sp.,X1X2,28,14
Araneae,Cyrba,Cyrba_lineata,X1X2,28,14
Araneae,Dendryphantes,Dendryphantes_patagonicus,X1X2,26,13
Araneae,Dendryphantes,Dendryphantes_rudis,X1X2,28,14
Araneae,Epocilla,Epocilla_aura,X1X2,28,14
Araneae,Euophrys,Euophrys_pseudogambosa,X1X2,28,14
Araneae,Evarcha,Evarcha_albaria,X1X2,28,14
Araneae,Evarcha,Evarcha_albaria,X1X2,28,14
Araneae,Evarcha,Evarcha_arcuata,X1X2,28,14
Araneae,Evarcha,Evarcha_arcuata,X1X2,28,14
Araneae,Evarcha,Evarcha_falcata,X1X2,28,14
Araneae,Evarcha,Evarcha_falcata,X1X2,28,14
Araneae,Evarcha,Evarcha_falcata,X1X2,28,14
Araneae,Evarcha,Evarcha_hoyi,X1X2,28,14
Araneae,Evarcha,Evarcha_patagiata,X1X2,28,14
Araneae,Flacillula,Flacillula_sp.,X1X2,28,14
Araneae,Flacillula,Flacillula_sp.,X1X2,28,14
Araneae,Frigga,Frigga_quintensis,X1X2,28,14
Araneae,Habronattus,Habronattus_agilis,X1X2,28,14
Araneae,Habronattus,Habronattus_agilis,X1X2,28,14
Araneae,Habronattus,Habronattus_americanus,X1X2,28,14
Araneae,Habronattus,Habronattus_americanus,X1X2,28,14
Araneae,Habronattus,Habronattus_ammophilus,X1X2,28,14
Araneae,Habronattus,Habronattus_anepsius,X1X2,28,14
Araneae,Habronattus,Habronattus_aztecanus,X1X2,28,14
Araneae,Habronattus,Habronattus_ballatoris,X1X2,28,14
Araneae,Habronattus,Habronattus_calcaratus,X1X2,28,14
Araneae,Habronattus,Habronattus_cambridgei,X1X2,28,14
Araneae,Habronattus,Habronattus_coecatus,X1X2,28,14
Araneae,Habronattus,Habronattus_cognatus,X1X2,28,14
Araneae,Habronattus,Habronattus_conjunctus,X1X2,28,14
Araneae,Habronattus,Habronattus_contingens,X1X2,28,14
Araneae,Habronattus,Habronattus_cuspidatus,X1X2,28,14
Araneae,Habronattus,Habronattus_delectus,X1X2,28,14
Araneae,Habronattus,Habronattus_divaricatus,X1X2,28,14
Araneae,Habronattus,Habronattus_fallax,X1X2,28,14
Araneae,Habronattus,Habronattus_festus,X1X2,28,14
Araneae,Habronattus,Habronattus_formosus,X1X2,28,14
Araneae,Habronattus,Habronattus_forticulus,X1X2,28,14
Araneae,Habronattus,Habronattus_hirsutus,X1X2,28,14
Araneae,Habronattus,Habronattus_hirsutus,X1X2,28,14
Araneae,Habronattus,Habronattus_icenoglei,X1X2,28,14
Araneae,Habronattus,Habronattus_jucundus,X1X2,28,14
Araneae,Habronattus,Habronattus_mataxus,X1X2,28,14
Araneae,Habronattus,Habronattus_cf.,X1X2,28,14
Araneae,Habronattus,Habronattus_notialis,X1X2,28,14
Araneae,Habronattus,Habronattus_ophrys,X1X2,28,14
Araneae,Habronattus,Habronattus_orbus,X1X2,28,14
Araneae,Habronattus,Habronattus_oregonensis,X1X2,28,14
Araneae,Habronattus,Habronattus_oregonensis,X1X2,30,15
Araneae,Habronattus,Habronattus_oregonensis,X1X2,28,14
Araneae,Habronattus,Habronattus_paratus,X1X2,28,14
Araneae,Habronattus,Habronattus_peckhami,X1X2,28,14
Araneae,Habronattus,Habronattus_pugillis,X1X2,28,14
Araneae,Habronattus,Habronattus_pyrrithrix,X1X2,28,14
Araneae,Habronattus,Habronattus_sansoni,X1X2,28,14
Araneae,Habronattus,Habronattus_schlingeri,X1X2,28,14
Araneae,Habronattus,Habronattus_signatus,X1X2,28,14
Araneae,Habronattus,Habronattus_tarsalis,X1X2,28,14
Araneae,Habronattus,Habronattus_tarsalis,X1X2,28,14
Araneae,Habronattus,Habronattus_texanus,X1X2,28,14
Araneae,Habronattus,Habronattus_tlaxcalanus,X1X2,28,14
Araneae,Habronattus,Habronattus_trimaculatus,X1X2,28,14
Araneae,Habronattus,Habronattus_velivolus,X1X2,28,14
Araneae,Habronattus,Habronattus_virgulatus,X1X2,28,14
Araneae,Habronattus,Habronattus_viridipes,X1X2,28,14
Araneae,Habronattus,Habronattus_viridipes,X1X2,30,15
Araneae,Habronattus,Habronattus_viridipes,X1X2,28,14
Araneae,Habronattus,Habronattus_sp.,X1X2,28,14
Araneae,Hasarius,Hasarius_adansoni,X1X2,28,14
Araneae,Hasarius,Hasarius_adansoni,X1X2,28,14
Araneae,Heliophanus,Heliophanus_dubius,X1X2,28,14
Araneae,Heliophanus,Heliophanus_dubius,X1X2,28,14
Araneae,Holcolaetis,Holcolaetis_vellerea,X1X2,28,14
Araneae,Holcolaetis,Holcolaetis_vellerea,X1X2,28,14
Araneae,Holcolaetis,Holcolaetis_zuluensis,X1X2,28,14
Araneae,Jollas,Jollas_cupreus,X1X2,28,14
Araneae,Jotus,Jotus_minutus,X1X2,28,14
Araneae,Lyssomanes,Lyssomanes_pauper,X1X2,28,14
Araneae,Maevia,Maevia_inclemens,X1X2,30,15
Araneae,Marpissa,Marpissa_sp.,X1X2,28,14
Araneae,Marpissa,Marpissa_sp.,X1X2,26,13
Araneae,Marpissa,Marpissa_sp.,X1X2,28,14
Araneae,Mendoza,Mendoza_canestrinii,X1X2,28,14
Araneae,Mendoza,Mendoza_canestrinii,X1X2,28,14
Araneae,Mendoza,Mendoza_elongata,X1X2,28,14
Araneae,Mendoza,Mendoza_elongata,X1X2,28,14
Araneae,Menemerus,Menemerus_illigeri,X1X2,14,7
Araneae,Menemerus,Menemerus_minshullae,X1X2,28,14
Araneae,Menemerus,Menemerus_semilimbatus,X1X2,28,14
Araneae,Menemerus,Menemerus_sp.,X1X2,28,14
Araneae,Metaphidippus,Metaphidippus_chera,X1X2,28,14
Araneae,Metaphidippus,Metaphidippus_diplacis,X1X2,28,14
Araneae,Metaphidippus,Metaphidippus_manni,X1X2,28,14
Araneae,Metaphidippus,Metaphidippus_odiosus,X1X2,28,14
Araneae,Myrmarachne,Myrmarachne_japonica,X1X2,28,14
Araneae,Myrmarachne,Myrmarachne_japonica,X1X2,28,14
Araneae,Myrmarachne,Myrmarachne_laurentina,X1X2,28,14
Araneae,Nigorella,Nigorella_hirsuta,X1X2,28,14
Araneae,Pancorius,Pancorius_crassipes,X1X2,28,14
Araneae,Peckhamia,Peckhamia_americana,X1X2,22,11
Araneae,Pelegrina,Pelegrina_aeneola,X1X2,28,14
Araneae,Pelegrina,Pelegrina_bunites,X1X2,28,14
Araneae,Pelegrina,Pelegrina_clemata,X1X2,28,14
Araneae,Pelegrina,Pelegrina_flavipedes,X1X2,28,14
Araneae,Pelegrina,Pelegrina_furcata,X1X2,28,14
Araneae,Pelegrina,Pelegrina_galathea,X1X2,28,14
Araneae,Pelegrina,Pelegrina_insignis,X1X2,28,14
Araneae,Pelegrina,Pelegrina_kastoni,X1X2,28,14
Araneae,Pelegrina,Pelegrina_orestes,X1X2,28,14
Araneae,Pelegrina,Pelegrina_proterva,X1X2,28,14
Araneae,Pellenattus,Pellenattus_longimanus,X1X2,28,14
Araneae,Pellenattus,Pellenattus_peninsularis,X1X2,28,14
Araneae,Pellenattus,Pellenattus_peninsularis,X1X2,28,14
Araneae,Pellenes,Pellenes_tripunctatus,X1X2,28,14
Araneae,Phidippus,Phidippus_audax,X1X2,22,11
Araneae,Phidippus,Phidippus_audax,X1X2,28,14
Araneae,Phidippus,Phidippus_johnsoni,X1X2,22,11
Araneae,Phidippus,Phidippus_regius,X1X2,22,11
Araneae,Phidippus,Phidippus_sp.,X1X2,28,14
Araneae,Phidippus,Phidippus_sp.,X1X2,26,13
Araneae,Phidippus,Phidippus_sp.,X1X2,28,14
Araneae,Phidippus,Phidippus_sp.,X1X2,28,14
Araneae,Phidippus,Phidippus_sp.,X1X2,28,14
Araneae,Philaeus,Philaeus_chrysops,X1X2,28,14
Araneae,Phintella,Phintella_castriesiana,X1X2,28,14
Araneae,Phintella,Phintella_linea,X1X2,28,14
Araneae,Phintella,Phintella_vittata,X1X2,28,14
Araneae,Phintella,Phintella_vittata,X1X2,28,14
Araneae,Phintelloides,Phintelloides_versicolor,X1X2,28,14
Araneae,Phintelloides,Phintelloides_versicolor,X1X2,28,14
Araneae,Plexippoides,Plexippoides_doenitzi,X1X2,28,14
Araneae,Plexippus,Plexippus_paykulli,X1X2,28,14
Araneae,Plexippus,Plexippus_paykulli,X1X2,28,14
Araneae,Plexippus,Plexippus_paykulli,X1X2,28,14
