Family,Genus,epithet,species,haploid
Rubiaceae,Mussaenda,macrophylla,Mussaenda_macrophylla,11
Rubiaceae,Mussaenda,mutabilis,Mussaenda_mutabilis,11
Rubiaceae,Mussaenda,pentasaemia,Mussaenda_pentasaemia,11
Rubiaceae,Mussaenda,philippica,Mussaenda_philippica,11
Rubiaceae,Mussaenda,phillippica,Mussaenda_phillippica,11
Rubiaceae,Mussaenda,pilosissima,Mussaenda_pilosissima,11
Rubiaceae,Mussaenda,pubescens,Mussaenda_pubescens,11
Rubiaceae,Mussaenda,raiateensis,Mussaenda_raiateensis,11
Rubiaceae,Mussaenda,roxburghii,Mussaenda_roxburghii,11
Rubiaceae,Mussaenda,sanderiana,Mussaenda_sanderiana,11
Rubiaceae,Mussaenda,tomentosa,Mussaenda_tomentosa,11
Rubiaceae,Mussaenda,tristigmatica,Mussaenda_tristigmatica,11
Rubiaceae,Myrmecodia,echinata,Myrmecodia_echinata,44
Rubiaceae,Myrmecodia,platyrea,Myrmecodia_platyrea,22
Rubiaceae,Nauclea,diderrichii,Nauclea_diderrichii,22
Rubiaceae,Nauclea,orientalis,Nauclea_orientalis,44
Rubiaceae,Nauclea,pobeguini,Nauclea_pobeguini,22
Rubiaceae,Nauclea,trillesii,Nauclea_trillesii,22
Rubiaceae,Nauclea,xanthoxylon,Nauclea_xanthoxylon,22
Rubiaceae,Neanotis,gracilis,Neanotis_gracilis,9
Rubiaceae,Neanotis,hirsuta,Neanotis_hirsuta,18
Rubiaceae,Neanotis,monosperma,Neanotis_monosperma,18
Rubiaceae,Nenax,acerosa,Nenax_acerosa,22
Rubiaceae,Nenax,arenicola,Nenax_arenicola,22
Rubiaceae,Nenax,cinerea,Nenax_cinerea,11
Rubiaceae,Nenax,coronata,Nenax_coronata,11
Rubiaceae,Nenax,divaricata,Nenax_divaricata,11
Rubiaceae,Nenax,hirta,Nenax_hirta,11
Rubiaceae,Nenax,microphylla,Nenax_microphylla,11
Rubiaceae,Nenax,namaquensis,Nenax_namaquensis,11
Rubiaceae,Neolamarckia,cadamba,Neolamarckia_cadamba,22
Rubiaceae,Nertera,balfouriana,Nertera_balfouriana,22
Rubiaceae,Nertera,balfouriana Cockayne,Nertera_balfouriana cockayne,22
Rubiaceae,Nertera,ciliata,Nertera_ciliata,22
Rubiaceae,Nertera,ciliata Kirk,Nertera_ciliata kirk,22
Rubiaceae,Nertera,cunninghamii,Nertera_cunninghamii,22
Rubiaceae,Nertera,cunninghamii Hook.f.,Nertera_cunninghamii hook.f.,22
Rubiaceae,Nertera,depressa,Nertera_depressa,22
Rubiaceae,Nertera,depressa Banks et Sol. ex Gaertn.,Nertera_depressa banks et sol. ex gaertn.,22
Rubiaceae,Nertera,dichondrifolia,Nertera_dichondrifolia,22
Rubiaceae,Nertera,dichondrifolia (A.Cunn.) Hook.f.,Nertera_dichondrifolia (a.cunn.) hook.f.,22
Rubiaceae,Nertera,granadensis,Nertera_granadensis,22
Rubiaceae,Nertera,scapanioides,Nertera_scapanioides,22
Rubiaceae,Nertera,scapanioides Lange,Nertera_scapanioides lange,22
Rubiaceae,Nertera,villosa B.H.Macmill. et R.Mason,Nertera_villosa b.h.macmill. et r.mason,22
Rubiaceae,Nertera,yamashitae,Nertera_yamashitae,20
Rubiaceae,Nostolachma,jenkinsii,Nostolachma_jenkinsii,44
Rubiaceae,Oldenlandia,affinis,Oldenlandia_affinis,9
Rubiaceae,Oldenlandia,alata,Oldenlandia_alata,18
Rubiaceae,Oldenlandia,auricularia,Oldenlandia_auricularia,36
Rubiaceae,Oldenlandia,biflora,Oldenlandia_biflora,18
Rubiaceae,Oldenlandia,boscii,Oldenlandia_boscii,18
Rubiaceae,Oldenlandia,capensis,Oldenlandia_capensis,18
Rubiaceae,Oldenlandia,cephalotes,Oldenlandia_cephalotes,9
Rubiaceae,Oldenlandia,cf.,Oldenlandia_cf.,18
Rubiaceae,Oldenlandia,coreana,Oldenlandia_coreana,17
Rubiaceae,Oldenlandia,corymbosa,Oldenlandia_corymbosa,9
Rubiaceae,Oldenlandia,crassifolia,Oldenlandia_crassifolia,17
Rubiaceae,Oldenlandia,crystalliana,Oldenlandia_crystalliana,9
Rubiaceae,Oldenlandia,crystallina,Oldenlandia_crystallina,9
Rubiaceae,Oldenlandia,diffusa,Oldenlandia_diffusa,27
Rubiaceae,Oldenlandia,dijfusa,Oldenlandia_dijfusa,16
Rubiaceae,Oldenlandia,ditfusa,Oldenlandia_ditfusa,27
Rubiaceae,Oldenlandia,duemmeri,Oldenlandia_duemmeri,9
Rubiaceae,Oldenlandia,echinulosa,Oldenlandia_echinulosa,9
Rubiaceae,Oldenlandia,fastigiata,Oldenlandia_fastigiata,9
Rubiaceae,Oldenlandia,flosculosa,Oldenlandia_flosculosa,18
Rubiaceae,Oldenlandia,galioides,Oldenlandia_galioides,18
Rubiaceae,Oldenlandia,goreensis,Oldenlandia_goreensis,18
Rubiaceae,Oldenlandia,herbacea,Oldenlandia_herbacea,9
Rubiaceae,Oldenlandia,hispida,Oldenlandia_hispida,16
Rubiaceae,Oldenlandia,johnstonii,Oldenlandia_johnstonii,9
Rubiaceae,Oldenlandia,lancifolia,Oldenlandia_lancifolia,18
Rubiaceae,Oldenlandia,linearis,Oldenlandia_linearis,9
Rubiaceae,Oldenlandia,marginata,Oldenlandia_marginata,18
Rubiaceae,Oldenlandia,microtheca,Oldenlandia_microtheca,11
Rubiaceae,Oldenlandia,monanthos,Oldenlandia_monanthos,9
Rubiaceae,Oldenlandia,nantoensis,Oldenlandia_nantoensis,16
Rubiaceae,Oldenlandia,ovata,Oldenlandia_ovata,6
Rubiaceae,Oldenlandia,paniculata,Oldenlandia_paniculata,18
Rubiaceae,Oldenlandia,paradoxa,Oldenlandia_paradoxa,15
Rubiaceae,Oldenlandia,pellucida,Oldenlandia_pellucida,9
Rubiaceae,Oldenlandia,praetermissa,Oldenlandia_praetermissa,9
Rubiaceae,Oldenlandia,pumila,Oldenlandia_pumila,9
Rubiaceae,Oldenlandia,rupicola,Oldenlandia_rupicola,9
Rubiaceae,Oldenlandia,salzmanii,Oldenlandia_salzmanii,15
Rubiaceae,Oldenlandia,saxifragoides,Oldenlandia_saxifragoides,9
Rubiaceae,Oldenlandia,scopulorum,Oldenlandia_scopulorum,9
Rubiaceae,Oldenlandia,somala,Oldenlandia_somala,9
Rubiaceae,Oldenlandia,stricta,Oldenlandia_stricta,28
Rubiaceae,Oldenlandia,umbellata,Oldenlandia_umbellata,18
Rubiaceae,Oldenlandia,uniflora,Oldenlandia_uniflora,18
Rubiaceae,Oldenlandia,verticillata,Oldenlandia_verticillata,16
Rubiaceae,Oldenlandia,wightii,Oldenlandia_wightii,36
Rubiaceae,Oldenlandiopsis,callitrichoides,Oldenlandiopsis_callitrichoides,11
Rubiaceae,Ophiorrhiza,brunonis,Ophiorrhiza_brunonis,11
Rubiaceae,Ophiorrhiza,discolor,Ophiorrhiza_discolor,11
Rubiaceae,Ophiorrhiza,eriantha,Ophiorrhiza_eriantha,11
Rubiaceae,Ophiorrhiza,eriaotba,Ophiorrhiza_eriaotba,11
Rubiaceae,Ophiorrhiza,grandiflora,Ophiorrhiza_grandiflora,11
Rubiaceae,Ophiorrhiza,harrisiana,Ophiorrhiza_harrisiana,11
Rubiaceae,Ophiorrhiza,hirsutula,Ophiorrhiza_hirsutula,11
Rubiaceae,Ophiorrhiza,japonica,Ophiorrhiza_japonica,11
Rubiaceae,Ophiorrhiza,laxa,Ophiorrhiza_laxa,11
Rubiaceae,Ophiorrhiza,mungos,Ophiorrhiza_mungos,11
Rubiaceae,Ophiorrhiza,oppositiflora,Ophiorrhiza_oppositiflora,12
Rubiaceae,Ophiorrhiza,oppositifolia,Ophiorrhiza_oppositifolia,12
Rubiaceae,Ophiorrhiza,pectinata,Ophiorrhiza_pectinata,22
Rubiaceae,Ophiorrhiza,prostrata,Ophiorrhiza_prostrata,11
Rubiaceae,Otiophora,cupheoides,Otiophora_cupheoides,17
Rubiaceae,Otiophora,inyangana,Otiophora_inyangana,17
Rubiaceae,Otiophora,spirospicata,Otiophora_spirospicata,17
Rubiaceae,Otomeria,cameronica,Otomeria_cameronica,40
Rubiaceae,Otomeria,oculata,Otomeria_oculata,10
Rubiaceae,Oxyanthus,speciosus,Oxyanthus_speciosus,11
Rubiaceae,Oxyanthus,tubiflorus,Oxyanthus_tubiflorus,11
Rubiaceae,Oxyceros,horridus,Oxyceros_horridus,11
Rubiaceae,Oxyceros,longiflora,Oxyceros_longiflora,17
Rubiaceae,Paederia,argentea,Paederia_argentea,11
Rubiaceae,Paederia,bojeriana,Paederia_bojeriana,11
Rubiaceae,Paederia,brasiliensis,Paederia_brasiliensis,44
Rubiaceae,Paederia,calycina,Paederia_calycina,11
Rubiaceae,Paederia,farinosa,Paederia_farinosa,11
Rubiaceae,Paederia,foetida,Paederia_foetida,22
Rubiaceae,Paederia,grandidieri,Paederia_grandidieri,33
Rubiaceae,Paederia,lanata,Paederia_lanata,11
Rubiaceae,Paederia,linearis,Paederia_linearis,33
Rubiaceae,Paederia,pertomentosa,Paederia_pertomentosa,11
Rubiaceae,Paederia,pospischilii,Paederia_pospischilii,11
Rubiaceae,Paederia,scandens,Paederia_scandens,22
Rubiaceae,Paederia,yunnanensis,Paederia_yunnanensis,11
Rubiaceae,Palicourea,rigida,Palicourea_rigida,11
Rubiaceae,Paraknoxia,parviflora,Paraknoxia_parviflora,10
Rubiaceae,Parapentas,battiscombei,Parapentas_battiscombei,10
Rubiaceae,Parapentas,setigera,Parapentas_setigera,20
Rubiaceae,Parapentas,silvatica,Parapentas_silvatica,10
Rubiaceae,Pauridiantha,afzelii,Pauridiantha_afzelii,9
Rubiaceae,Pauridiantha,afzellil,Pauridiantha_afzellil,9
Rubiaceae,Pauridiantha,paucinervis,Pauridiantha_paucinervis,9
Rubiaceae,Pavetta,abyssinica,Pavetta_abyssinica,11
Rubiaceae,Pavetta,albertina,Pavetta_albertina,11
Rubiaceae,Pavetta,breviflora,Pavetta_breviflora,11
Rubiaceae,Pavetta,brunonis,Pavetta_brunonis,11
Rubiaceae,Pavetta,gardeniifolia,Pavetta_gardeniifolia,22
Rubiaceae,Pavetta,hispidula,Pavetta_hispidula,11
Rubiaceae,Pavetta,indica,Pavetta_indica,11
Rubiaceae,Pavetta,laeta,Pavetta_laeta,11
Rubiaceae,Pavetta,obovata,Pavetta_obovata,11
Rubiaceae,Pavetta,oliveriana,Pavetta_oliveriana,22
Rubiaceae,Pavetta,platycalyx,Pavetta_platycalyx,11
Rubiaceae,Pavetta,schumanniana',Pavetta_schumanniana',33
Rubiaceae,Pavetta,tomentosa,Pavetta_tomentosa,11
Rubiaceae,Pentagonia,tinajita,Pentagonia_tinajita,20
Rubiaceae,Pentanisia,angustifolia,Pentanisia_angustifolia,20
Rubiaceae,Pentanisia,confertifolia,Pentanisia_confertifolia,10
Rubiaceae,Pentanisia,foetida,Pentanisia_foetida,20
Rubiaceae,Pentanisia,ouranogyne,Pentanisia_ouranogyne,20
Rubiaceae,Pentanisia,pmnelloides,Pentanisia_pmnelloides,20
Rubiaceae,Pentanisia,prunelloides,Pentanisia_prunelloides,20
Rubiaceae,Pentanisia,schweinfurthii,Pentanisia_schweinfurthii,20
Rubiaceae,Pentanisia,sykesii,Pentanisia_sykesii,20
Rubiaceae,Pentas,caffensis,Pentas_caffensis,10
Rubiaceae,Pentas,carnea,Pentas_carnea,10
Rubiaceae,Pentas,lanceolata,Pentas_lanceolata,10
Rubiaceae,Pentas,luteola,Pentas_luteola,11
Rubiaceae,Pentas,oncostipula,Pentas_oncostipula,10
Rubiaceae,Pentas,schimperiana,Pentas_schimperiana,10
Rubiaceae,Pentodon,pentandrus,Pentodon_pentandrus,9
Rubiaceae,Phuopsis,stylosa,Phuopsis_stylosa,9
Rubiaceae,Phyllis,nobla,Phyllis_nobla,11
Rubiaceae,Phyllis,viscosa,Phyllis_viscosa,11
Rubiaceae,Phyllopentas,tenuis,Phyllopentas_tenuis,10
Rubiaceae,Plocama,calabrica,Plocama_calabrica,11
Rubiaceae,Plocama,hymenostephana,Plocama_hymenostephana,11
Rubiaceae,Plocama,pendula,Plocama_pendula,22
Rubiaceae,Plocama,rosea,Plocama_rosea,11
Rubiaceae,Pogonopus,speciosus,Pogonopus_speciosus,11
Rubiaceae,Polysphaeria,aethiopica,Polysphaeria_aethiopica,11
Rubiaceae,Portlandia,,Portlandia_,11
Rubiaceae,Portlandia,grandiflora,Portlandia_grandiflora,11
Rubiaceae,Posoqueria,longiflora,Posoqueria_longiflora,17
Rubiaceae,Prismatomeris,tetrandra,Prismatomeris_tetrandra,11
Rubiaceae,Pseudomussaenda,flava,Pseudomussaenda_flava,11
Rubiaceae,Pseudomussaenda,stenocarpa,Pseudomussaenda_stenocarpa,35
Rubiaceae,Pseudopyxis,depressa,Pseudopyxis_depressa,11
Rubiaceae,Pseudopyxis,heterophylla,Pseudopyxis_heterophylla,11
Rubiaceae,Psychotria,africana,Psychotria_africana,22
Rubiaceae,Psychotria,andamanica,Psychotria_andamanica,34
Rubiaceae,Psychotria,bacteriophila,Psychotria_bacteriophila,11
Rubiaceae,Psychotria,biaurita,Psychotria_biaurita,11
Rubiaceae,Psychotria,bisulcata,Psychotria_bisulcata,11
Rubiaceae,Psychotria,brachyantha,Psychotria_brachyantha,11
Rubiaceae,Psychotria,brachyceras,Psychotria_brachyceras,11
Rubiaceae,Psychotria,brasiliensis,Psychotria_brasiliensis,11
Rubiaceae,Psychotria,calva,Psychotria_calva,11
Rubiaceae,Psychotria,capensis,Psychotria_capensis,22
Rubiaceae,Psychotria,congesta,Psychotria_congesta,22
Rubiaceae,Psychotria,connata,Psychotria_connata,22
Rubiaceae,Psychotria,curvifolia,Psychotria_curvifolia,22
Rubiaceae,Psychotria,deflexa,Psychotria_deflexa,16
Rubiaceae,Psychotria,elongata,Psychotria_elongata,22
Rubiaceae,Psychotria,erythrocarpa,Psychotria_erythrocarpa,11
Rubiaceae,Psychotria,flavida,Psychotria_flavida,22
Rubiaceae,Psychotria,globicephala,Psychotria_globicephala,22
Rubiaceae,Psychotria,hallei,Psychotria_hallei,11
Rubiaceae,Psychotria,hirtella,Psychotria_hirtella,11
Rubiaceae,Psychotria,hobdyi,Psychotria_hobdyi,44
Rubiaceae,Psychotria,hoffmannseggiana,Psychotria_hoffmannseggiana,11
Rubiaceae,Psychotria,insularum,Psychotria_insularum,55
Rubiaceae,Psychotria,ivorensis,Psychotria_ivorensis,11
Rubiaceae,Psychotria,kirkii,Psychotria_kirkii,11
Rubiaceae,Psychotria,kurzii,Psychotria_kurzii,12
Rubiaceae,Psychotria,lallei,Psychotria_lallei,11
Rubiaceae,Psychotria,ligustrifolia,Psychotria_ligustrifolia,11
Rubiaceae,Psychotria,mahonii,Psychotria_mahonii,66
Rubiaceae,Psychotria,mangenotii,Psychotria_mangenotii,11
Rubiaceae,Psychotria,mariniana,Psychotria_mariniana,33
Rubiaceae,Psychotria,nairobiensis,Psychotria_nairobiensis,11
Rubiaceae,Psychotria,nervosa,Psychotria_nervosa,11
Rubiaceae,Psychotria,nudiflora,Psychotria_nudiflora,11
Rubiaceae,Psychotria,orophila,Psychotria_orophila,44
Rubiaceae,Psychotria,peduncularis,Psychotria_peduncularis,11
Rubiaceae,Psychotria,pendula,Psychotria_pendula,17
Rubiaceae,Psychotria,platyneura,Psychotria_platyneura,17
Rubiaceae,Psychotria,psychotrioides,Psychotria_psychotrioides,22
Rubiaceae,Psychotria,rubra,Psychotria_rubra,11
Rubiaceae,Psychotria,rufipilis,Psychotria_rufipilis,11
Rubiaceae,Psychotria,serpens,Psychotria_serpens,11
Rubiaceae,Psychotria,setacea,Psychotria_setacea,11
Rubiaceae,Psychotria,sodifera,Psychotria_sodifera,11
Rubiaceae,Psychotria,sohmeri,Psychotria_sohmeri,22
Rubiaceae,Psychotria,suaveolens,Psychotria_suaveolens,11
Rubiaceae,Psychotria,subintegra,Psychotria_subintegra,11
Rubiaceae,Psychotria,subobliqua,Psychotria_subobliqua,11
Rubiaceae,Psychotria,undata,Psychotria_undata,11
Rubiaceae,Psychotria,undulata,Psychotria_undulata,11
Rubiaceae,Psychotria,venosa,Psychotria_venosa,22
Rubiaceae,Psychotria,vogeliana,Psychotria_vogeliana,22
Rubiaceae,Psydrax,dicoccum,Psydrax_dicoccum,22
Rubiaceae,Psydrax,didyma,Psydrax_didyma,22
Rubiaceae,Psydrax,odorata,Psydrax_odorata,22
Rubiaceae,Psydrax,subcordatum,Psydrax_subcordatum,22
Rubiaceae,Psydrax,umbellatum,Psydrax_umbellatum,22
Rubiaceae,Psyllocarpus,asparagoides,Psyllocarpus_asparagoides,14
Rubiaceae,Psyllocarpus,laricoides,Psyllocarpus_laricoides,14
Rubiaceae,Pterogaillonia,calycoptera,Pterogaillonia_calycoptera,22
Rubiaceae,Ramosmania,heterophylla,Ramosmania_heterophylla,11
Rubiaceae,Randia,aculeata,Randia_aculeata,11
Rubiaceae,Randia,maculata,Randia_maculata,11
Rubiaceae,Randia,truncata,Randia_truncata,11
Rubiaceae,Rhodopentas,coccinea,Rhodopentas_coccinea,10
Rubiaceae,Richardia,brasiliensis,Richardia_brasiliensis,14
Rubiaceae,Richardia,humistrata,Richardia_humistrata,14
Rubiaceae,Richardia,pilosa,Richardia_pilosa,14
Rubiaceae,Richardia,scabra,Richardia_scabra,14
Rubiaceae,Rogiera,amoena,Rogiera_amoena,20
Rubiaceae,Rogiera,cordata,Rogiera_cordata,20
Rubiaceae,Rogiera,latifolia,Rogiera_latifolia,22
Rubiaceae,Ronabea,emetica,Ronabea_emetica,11
Rubiaceae,Rondeletia,erythroneura,Rondeletia_erythroneura,20
Rubiaceae,Rondeletia,odorata,Rondeletia_odorata,22
Rubiaceae,Rondeletia,speciosa,Rondeletia_speciosa,22
Rubiaceae,Rosenbergiodendron,formosum,Rosenbergiodendron_formosum,11
Rubiaceae,Rothmannia,fischeri,Rothmannia_fischeri,11
Rubiaceae,Rothmannia,globosa,Rothmannia_globosa,11
Rubiaceae,Rothmannia,hispida,Rothmannia_hispida,11
Rubiaceae,Rothmannia,longiflora,Rothmannia_longiflora,11
Rubiaceae,Rothmannia,maculata,Rothmannia_maculata,11
Rubiaceae,Rothmannia,manganjae,Rothmannia_manganjae,11
Rubiaceae,Rothmannia,munsae,Rothmannia_munsae,11
Rubiaceae,Rothmannia,wittii,Rothmannia_wittii,11
Rubiaceae,Rubia,agostinhoi,Rubia_agostinhoi,11
Rubiaceae,Rubia,angustifolia,Rubia_angustifolia,33
Rubiaceae,Rubia,argyi,Rubia_argyi,22
Rubiaceae,Rubia,balearica,Rubia_balearica,33
Rubiaceae,Rubia,caespitosa,Rubia_caespitosa,33
Rubiaceae,Rubia,chinensis,Rubia_chinensis,11
Rubiaceae,Rubia,cordata,Rubia_cordata,22
Rubiaceae,Rubia,cordifolia,Rubia_cordifolia,11
Rubiaceae,Rubia,fruticosa,Rubia_fruticosa,22
Rubiaceae,Rubia,hexaphylla,Rubia_hexaphylla,11
Rubiaceae,Rubia,horrida,Rubia_horrida,11
Rubiaceae,Rubia,infundibularis,Rubia_infundibularis,22
Rubiaceae,Rubia,jesoensis,Rubia_jesoensis,22
Rubiaceae,Rubia,longifolia,Rubia_longifolia,22
Rubiaceae,Rubia,manjith,Rubia_manjith,33
Rubiaceae,Rubia,peregrina,Rubia_peregrina,44
Rubiaceae,Rubia,petiolaris,Rubia_petiolaris,11
Rubiaceae,Rubia,sikkimensis,Rubia_sikkimensis,66
Rubiaceae,Rubia,tinctorum,Rubia_tinctorum,22
Rubiaceae,Rubia,wallichiana,Rubia_wallichiana,22
Rubiaceae,Rudgea,racemosa,Rudgea_racemosa,11
Rubiaceae,Rustia,occidentalis,Rustia_occidentalis,11
Rubiaceae,Sabicea,angolensis,Sabicea_angolensis,22
Rubiaceae,Sabicea,ferruginea,Sabicea_ferruginea,18
Rubiaceae,Sabicea,lasiocalyx,Sabicea_lasiocalyx,18
Rubiaceae,Sabicea,venosa,Sabicea_venosa,18
Rubiaceae,Sarcocephalus,esculentus,Sarcocephalus_esculentus,22
Rubiaceae,Sarcocephalus,latifolius,Sarcocephalus_latifolius,22
Rubiaceae,Schradera,polysperma,Schradera_polysperma,11
Rubiaceae,Schumanniophyton,problematicum,Schumanniophyton_problematicum,11
Rubiaceae,Scyphiphora,hydrophyllacea,Scyphiphora_hydrophyllacea,11
Rubiaceae,Serissa,foetida,Serissa_foetida,11
Rubiaceae,Serissa,japonica,Serissa_japonica,11
Rubiaceae,Serissa,serissoides,Serissa_serissoides,11
Rubiaceae,Sherardia,Sherardia arvensis,Sherardia_sherardia arvensis,11
Rubiaceae,Sherardia,arvensis,Sherardia_arvensis,11
Rubiaceae,Sherardia,arvensis L.,Sherardia_arvensis l.,11
Rubiaceae,Sipanea,hispida,Sipanea_hispida,11
Rubiaceae,Spermacoce,articularis,Spermacoce_articularis,28
Rubiaceae,Spermacoce,assurgens,Spermacoce_assurgens,14
Rubiaceae,Spermacoce,eradii,Spermacoce_eradii,14
Rubiaceae,Spermacoce,glabra,Spermacoce_glabra,14
Rubiaceae,Spermacoce,hispida,Spermacoce_hispida,28
Rubiaceae,Spermacoce,latifolia,Spermacoce_latifolia,14
Rubiaceae,Spermacoce,natalensis,Spermacoce_natalensis,14
Rubiaceae,Spermacoce,neoterminalis,Spermacoce_neoterminalis,42
Rubiaceae,Spermacoce,ocymoides,Spermacoce_ocymoides,14
Rubiaceae,Spermacoce,podocephala,Spermacoce_podocephala,28
Rubiaceae,Spermacoce,pusilla,Spermacoce_pusilla,16
Rubiaceae,Spermacoce,scabra,Spermacoce_scabra,28
Rubiaceae,Spermacoce,stricta,Spermacoce_stricta,28
Rubiaceae,Spermacoce,tenuior,Spermacoce_tenuior,14
Rubiaceae,Spermacoce,terminalis,Spermacoce_terminalis,42
Rubiaceae,Spermacoce,verticellata,Spermacoce_verticellata,14
Rubiaceae,Spermacoce,verticillata,Spermacoce_verticillata,14
Rubiaceae,Spermadictyon,suaveolens,Spermadictyon_suaveolens,11
Rubiaceae,Stachyarrhena,spicata,Stachyarrhena_spicata,11
Rubiaceae,Staelia,domingosii,Staelia_domingosii,14
Rubiaceae,Stenaria,nigricans,Stenaria_nigricans,9
Rubiaceae,Stenaria,rupicola,Stenaria_rupicola,9
Rubiaceae,Stenotis,arenaria,Stenotis_arenaria,13
Rubiaceae,Stenotis,asperuloides,Stenotis_asperuloides,13
Rubiaceae,Stenotis,asperulotdes,Stenotis_asperulotdes,13
Rubiaceae,Stenotis,australis,Stenotis_australis,13
Rubiaceae,Stenotis,brevipes,Stenotis_brevipes,13
Rubiaceae,Stenotis,mucronata,Stenotis_mucronata,13
Rubiaceae,Stipularia,africana,Stipularia_africana,18
Rubiaceae,Tamilnadia,uliginosa,Tamilnadia_uliginosa,11
Rubiaceae,Tamilnadia,uliginosn,Tamilnadia_uliginosn,11
Rubiaceae,Tarenna,asiatica,Tarenna_asiatica,11
Rubiaceae,Tarenna,nilagarica,Tarenna_nilagarica,11
Rubiaceae,Theligonum,cynocrambe,Theligonum_cynocrambe,10
Rubiaceae,Theligonum,japonicum,Theligonum_japonicum,11
Rubiaceae,Timonius,jambosella,Timonius_jambosella,22
Rubiaceae,Tocoyena,formosa,Tocoyena_formosa,11
Rubiaceae,Tricalysia,ruandensis,Tricalysia_ruandensis,11
Rubiaceae,Uncaria,guianensis,Uncaria_guianensis,22
Rubiaceae,Uncaria,tomentosa,Uncaria_tomentosa,22
Rubiaceae,Urophyllum,ellipticum,Urophyllum_ellipticum,27
Rubiaceae,Urophyllum,zeylanicum,Urophyllum_zeylanicum,27
Rubiaceae,Valantia,calva,Valantia_calva,9
Rubiaceae,Valantia,deltoidea,Valantia_deltoidea,18
Rubiaceae,Valantia,hispida,Valantia_hispida,9
Rubiaceae,Valantia,muralis,Valantia_muralis,9
Rubiaceae,Vangueria,acutiloba,Vangueria_acutiloba,22
Rubiaceae,Vangueria,apiculata,Vangueria_apiculata,22
Rubiaceae,Vangueria,dryadum,Vangueria_dryadum,22
Rubiaceae,Vangueria,edulis,Vangueria_edulis,22
Rubiaceae,Vangueria,infausta,Vangueria_infausta,22
Rubiaceae,Vangueriopsis,lanciflora,Vangueriopsis_lanciflora,22
Rubiaceae,Wendlandia,bicuspidata,Wendlandia_bicuspidata,22
Rubiaceae,Wendlandia,coriacea,Wendlandia_coriacea,11
Rubiaceae,Wendlandia,exserta,Wendlandia_exserta,11
Rubiaceae,Wendlandia,formosana,Wendlandia_formosana,11
Rubiaceae,Wendlandia,notoniana,Wendlandia_notoniana,12
Rubiaceae,Wendlandia,puberula,Wendlandia_puberula,11
Rubiaceae,Wendlandia,thyrsoidea,Wendlandia_thyrsoidea,10
Rubiaceae,Wendlandia,tinctoria,Wendlandia_tinctoria,11
Rubiaceae,Wendlandia,wallichii,Wendlandia_wallichii,11
