"Order","Family","species","Meioformula","X","hapauto","scs","haploid"
"Coleoptera","Carabidae","Cicindela_indica","2n","21M",9,"XXY",11
"Coleoptera","Carabidae","Cicindela_intermedia","2n","21M",9,"XXY",11
"Coleoptera","Carabidae","Cicindela_lemniscata","2n","23M",9,"XXXXY",13
"Coleoptera","Carabidae","Cicindela_marutha","2n","23M",9,"XXXXY",13
"Coleoptera","Carabidae","Cicindela_minuta","2n","23M",10,"XXY",12
"Coleoptera","Carabidae","Cicindela_multiguttata","2n","23M",10,"XXY",12
"Coleoptera","Carabidae","Cicindela_nebuligera","2n","21M",9,"XXY",11
"Coleoptera","Carabidae","Cicindela_nigrocoerulea","2n","23M",9,"XXXXY",13
"Coleoptera","Carabidae","Cicindela_obsoleta","2n","22M",9,"XXXY",12
"Coleoptera","Carabidae","Cicindela_ocellata","2n","21M",9,"XXY",11
"Coleoptera","Carabidae","Cicindela_orego","2n","22M",9,"XXXY",12
"Coleoptera","Carabidae","Cicindela_pimeria","2n","20M",9,"Xyc",10
"Coleoptera","Carabidae","Cicindela_pimeria","2n","22M",9,"XXXY",12
"Coleoptera","Carabidae","Cicindela_punctulata","2n","22M",10,"XXOO",12
"Coleoptera","Carabidae","Cicindela_punctulata","2n","22M",9,"XXXY",12
"Coleoptera","Carabidae","Cicindela_purpurea","2n","22M",10,"XXOO",12
"Coleoptera","Carabidae","Cicindela_repanda","2n","22M",9,"XXXY",12
"Coleoptera","Carabidae","Cicindela_roseiventris_mexica","2n","22M",9,"XXXY",12
"Coleoptera","Carabidae","Cicindela_rufiventris","2n","22M",9,"XXXY",12
"Coleoptera","Carabidae","Cicindela_rugatilis","2n","21M",9,"XXY",11
"Coleoptera","Carabidae","Cicindela_scutellaris","2n","22M",9,"XXXY",12
"Coleoptera","Carabidae","Cicindela_sedecimpunctata","2n","21M",9,"XXY",11
"Coleoptera","Carabidae","Cicindela_severa","2n","22M",9,"XXXY",12
"Coleoptera","Carabidae","Cicindela_severini","2n","21M",9,"XXY",11
"Coleoptera","Carabidae","Cicindela_sexguttata","2n","22M",9,"XXXY",12
"Coleoptera","Carabidae","Cicindela_sexguttata_sexguttata","2n","21M",9,"XXY",11
"Coleoptera","Carabidae","Cicindela_spinolai","2n","21M",9,"XXY",11
"Coleoptera","Carabidae","Cicindela_splendida","2n","22M",9,"XXXY",12
"Coleoptera","Carabidae","Cicindela_striatifrons","2n","23M",10,"XXY",12
"Coleoptera","Carabidae","Cicindela_striolata","2n","23M",10,"XXY",12
"Coleoptera","Carabidae","Cicindela_sumatrensis","2n","23M",10,"XXY",12
"Coleoptera","Carabidae","Cicindela_tranquebarica","2n","22M",10,"Xyc",11
"Coleoptera","Carabidae","Cicindela_tranquebarica","2n","22M",10,"XXOO",12
"Coleoptera","Carabidae","Cicindela_tranquebarica","2n","22M",9,"XXXY",12
"Coleoptera","Carabidae","Cicindela_triguttata","2n","23M",10,"XXY",12
"Coleoptera","Carabidae","Cicindela_trisigta","2n","23M",9,"XXXXY",13
"Coleoptera","Carabidae","Cicindela_viduata","2n","23M",10,"XXY",12
"Coleoptera","Carabidae","Cicindela_virgula","2n","23M",10,"XXY",12
"Coleoptera","Carabidae","Cicindela_viridilabris","2n","21M",9,"XXY",11
"Coleoptera","Carabidae","Cicindela_vittigera","2n","23M",10,"XXY",12
"Coleoptera","Carabidae","Clivina_australasiae","2n","24M",11,"XY",12
"Coleoptera","Carabidae","Clivina_fossor","2n","46M",22,"XY",23
"Coleoptera","Carabidae","Colfax_creagris","2n","34M",16,"XY",17
"Coleoptera","Carabidae","Colfax_sp.","2n","34M",16,"XY",17
"Coleoptera","Carabidae","Colfax_stevensi","2n","34M",16,"XY",17
"Coleoptera","Carabidae","Colliuris_pennsylvanica","2n","18M",8,"NeoXY",9
"Coleoptera","Carabidae","Craspedophorus_angulatus","2n","12M",5,"XY",6
"Coleoptera","Carabidae","Cryptophonus_schaumii","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Cryptophonus_tenebrosus","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Ctenostoma_ortum_ortum","2n","17M",7,"XXY",9
"Coleoptera","Carabidae","Curtonotus_giganteus","2n","41M",20,"XO",21
"Coleoptera","Carabidae","Cychrus_caraboides","2n","23M",11,"XO",12
"Coleoptera","Carabidae","Cylindera_cogta","2n","21M",9,"XXY",11
"Coleoptera","Carabidae","Cylindra_germanica","2n","16M",7,"XY",8
"Coleoptera","Carabidae","Cymindis_affinis","2n","36M",17,"XY",18
"Coleoptera","Carabidae","Cymindis_bedeli","2n","43M",21,"XO",22
"Coleoptera","Carabidae","Cymindis_chevrolati","2n","24M",11,"XY",12
"Coleoptera","Carabidae","Cymindis_coaduta","2n","36M",17,"XY",18
"Coleoptera","Carabidae","Cymindis_scapularis","2n","36M",17,"XY",18
"Coleoptera","Carabidae","Cymindis_variolosa_cyanoptera","2n","34M",16,"XY",17
"Coleoptera","Carabidae","Daptus_vittatus","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Demetrias_atricapillus","2n","35M",17,"XO",18
"Coleoptera","Carabidae","Dicrochile_brevicollis","2n","55M",27,"XO",28
"Coleoptera","Carabidae","Dinodes_galaecianus","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Diplocheila_latifrons","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Diplocheila_perscissa","2n","39M",19,"XO",20
"Coleoptera","Carabidae","Diplocheila_polita","2n","42M",20,"XY",21
"Coleoptera","Carabidae","Diplocheila_sp.","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Diplous_californicus","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Ditomus_calydonius","2n","57M",28,"XO",29
"Coleoptera","Carabidae","Dixus_capito_obscuroides","2n","69M",34,"XO",35
"Coleoptera","Carabidae","Dixus_clypeatus","2n","45M",22,"XO",23
"Coleoptera","Carabidae","Dixus_sphaerocephalus","2n","55M",27,"XO",28
"Coleoptera","Carabidae","Dromius_meridiolis","2n","25M",12,"XO",13
"Coleoptera","Carabidae","Dromius_piceus","2n","25M",12,"XO",13
"Coleoptera","Carabidae","Drypta_argillacea","2n","33M",16,"XO",17
"Coleoptera","Carabidae","Drypta_australis","2n","34M",16,"XY",17
"Coleoptera","Carabidae","Drypta_dentata","2n","32M",15,"XY",16
"Coleoptera","Carabidae","Dyschirius_attenuatus","2n","22M",10,"XY",11
"Coleoptera","Carabidae","Dyschirius_cylindricus","2n","26M",12,"XY",13
"Coleoptera","Carabidae","Egadroma_margitum","2n","39M",19,"XO",20
"Coleoptera","Carabidae","Egadroma_smaragdulus","2n","39M",19,"XO",20
"Coleoptera","Carabidae","Egadroma_smaragdulus_quinquepustulatus","2n","39M",19,"XO",20
"Coleoptera","Carabidae","Elaphrus_aureus","2n","31M",15,"XO",16
"Coleoptera","Carabidae","Elaphrus_cupreus","2n","33M",16,"XO",17
"Coleoptera","Carabidae","Elaphrus_purpurans","2n","32M",15,"XY",16
"Coleoptera","Carabidae","Elaphrus_ullrichii","2n","31M",15,"XO",16
"Coleoptera","Carabidae","Ellipsoptera_marginata","2n","23M",9,"XXXXY",13
"Coleoptera","Carabidae","Eotachys_bistriatus","2n","24M",11,"XY",12
"Coleoptera","Carabidae","Epaphius_secalis","2n","28M",13,"XY",14
"Coleoptera","Carabidae","Eucryptotrichus_pineticola","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Euleptus_ooderus","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Eurylichnus_blagravei","2n","35M",17,"XO",18
"Coleoptera","Carabidae","Euthenarus_promptus","2n","26M",12,"XY",13
"Coleoptera","Carabidae","Galerita_bicolor","2n","30M",14,"XY",15
"Coleoptera","Carabidae","Haptoderus_cantabricus","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Haptoderus_cf._nemoralis","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Harpalus_aesculans","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Harpalus_affinis","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Harpalus_anxius_subcylindricus","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Harpalus_atratus","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Harpalus_attenuatus","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Harpalus_compar","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Harpalus_contemptus","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Harpalus_decipiens","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Harpalus_dimidiatus","2n","35M",17,"XO",18
"Coleoptera","Carabidae","Harpalus_distinguendus","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Harpalus_ebeninus","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Harpalus_faunus","2n","32M",15,"NeoXY",16
"Coleoptera","Carabidae","Harpalus_honestus","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Harpalus_indicola","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Harpalus_lethierryi_aeculanus","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Harpalus_microthorax","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Harpalus_neglectus","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Harpalus_oblitus_patruelis","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Harpalus_opacipennis","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Harpalus_pennsylvanicus","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Harpalus_rubripes","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Harpalus_rufipes","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Harpalus_serripes","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Harpalus_serripes","2n","39M",19,"XO",20
"Coleoptera","Carabidae","Harpalus_sp","2n","38M",18,"XY",19
"Coleoptera","Carabidae","Harpalus_sp.","2n","38M",18,"XY",19
"Coleoptera","Carabidae","Harpalus_sulphuripes","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Harpalus_tridens","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Harpalus_wagnerii","2n","30M",14,"XY",15
"Coleoptera","Carabidae","Lebia_atriventris","2n","31M",15,"XO",16
"Coleoptera","Carabidae","Lebia_cyanocephala","2n","33M",16,"XO",17
"Coleoptera","Carabidae","Lestichus_chloronotus","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Licinus_aequatus","2n","38M",18,"XY",19
"Coleoptera","Carabidae","Licinus_punctatulus_granulatus","2n","26M",12,"XY",13
"Coleoptera","Carabidae","Licinus_punctatulus_punctatulus","2n","26M",12,"XY",13
"Coleoptera","Carabidae","Lionychus_albonotatus","2n","33M",16,"XO",17
"Coleoptera","Carabidae","Lionyehus_albonotatus","2n","33M",16,"XO",17
"Coleoptera","Carabidae","Lophyra_cate","2n","23M",10,"XXY",12
"Coleoptera","Carabidae","Loxandrus_sp.1","2n","35M",17,"XO",18
"Coleoptera","Carabidae","Loxandrus_sp.2","2n","35M",17,"XO",18
"Coleoptera","Carabidae","Loxoncus_microgonus","2n","38M",18,"Xyp",19
"Coleoptera","Carabidae","Macrocheilus_trimaculatus","2n","34M",16,"XY",17
"Coleoptera","Carabidae","Mantichora_amigdaloides","2n","38M",18,"XY",19
"Coleoptera","Carabidae","Masoreus_wetterhallii","2n","35M",17,"XO",18
"Coleoptera","Carabidae","Mecyclothorax_lewisensis","2n","23M",11,"XO",12
"Coleoptera","Carabidae","Mecyclothorax_punctipennis","2n","16M",7,"XY",8
"Coleoptera","Carabidae","Megacephala_euphratica","2n","31M",15,"XO",16
"Coleoptera","Carabidae","Megacephala_rutilans","2n","23M",11,"XO",12
"Coleoptera","Carabidae","Melanius_anthracinus","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Melanius_gracilis","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Melanius_minus","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Melanius_nigrita","2n","40M",19,"XY",20
"Coleoptera","Carabidae","Melanius_nigrita","2n","40M",19,"XY",20
"Coleoptera","Carabidae","Melanius_nigrita","2n","41M",20,"XO",21
"Coleoptera","Carabidae","Melanius_nigrita","2n","46M",22,"XY",23
"Coleoptera","Carabidae","Microlestes_abeillei","2n","31M",15,"XO",16
"Coleoptera","Carabidae","Microlestes_gallicus","2n","31M",15,"XO",16
"Coleoptera","Carabidae","Microlestes_luctuosos","2n","31M",15,"XO",16
"Coleoptera","Carabidae","Microlestes_negrita","2n","31M",15,"XO",16
"Coleoptera","Carabidae","Myriochile_fastidiosa","2n","23M",10,"XXY",12
"Coleoptera","Carabidae","Myriochile_melancholica","2n","22M",9,"XXXY",12
"Coleoptera","Carabidae","Myriochile_undulata","2n","25M",11,"XXY",13
"Coleoptera","Carabidae","Neocollyris_crassicornis","2n","27M",12,"XXY",14
"Coleoptera","Carabidae","Neocollyris_fuscitarsis","2n","27M",12,"XXY",14
"Coleoptera","Carabidae","Neocollyris_redtenbacheri","2n","27M",12,"XXY",14
"Coleoptera","Carabidae","Neocollyris_sp.1","2n","28M",12,"XXXY",15
"Coleoptera","Carabidae","Nesarpalus_sanctaecrucis","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Notagonum_sp.1","2n","28M",13,"XY",14
"Coleoptera","Carabidae","Notiobia_germari","2n","41M",20,"XO",21
"Coleoptera","Carabidae","Notiobia_melaria","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Notonomus_bodeae","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Notonomus_flos","2n","35M",17,"XO",18
"Coleoptera","Carabidae","Notonomus_macoyi","2n","35M",17,"XO",18
"Coleoptera","Carabidae","Notonomus_muelleri","2n","33M",16,"XO",17
"Coleoptera","Carabidae","Notonomus_obscurus","2n","29M",14,"XO",15
"Coleoptera","Carabidae","Notonomus_opulentus","2n","35M",17,"XO",18
"Coleoptera","Carabidae","Notonomus_peronii","2n","30M",14,"XY",15
"Coleoptera","Carabidae","Notonomus_philippi","2n","35M",17,"XO",18
"Coleoptera","Carabidae","Notonomus_phillipsii","2n","45M",22,"XO",23
"Coleoptera","Carabidae","Notonomus_pluripunctatus","2n","35M",17,"XO",18
"Coleoptera","Carabidae","Notonomus_rainbowi","2n","35M",17,"XO",18
"Coleoptera","Carabidae","Notonomus_satrapa","2n","35M",17,"XO",18
"Coleoptera","Carabidae","Notonomus_variicollis","2n","35M",17,"XO",18
"Coleoptera","Carabidae","Omaseus_atterrimus","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Omaseus_atterrimus","2n","41M",20,"XO",21
"Coleoptera","Carabidae","Omaseus_elongatus","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Omaseus_nigerimus","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Omophron_limbatum","2n","36M",17,"XY",18
"Coleoptera","Carabidae","Omophron_ovale","2n","36M",17,"XY",18
"Coleoptera","Carabidae","Omphra_sp","2n","19M",9,"XO",10
"Coleoptera","Carabidae","Omus_californicus","2n","36M",17,"XY",18
"Coleoptera","Carabidae","Omus_dejeani","2n","36M",17,"XY",18
"Coleoptera","Carabidae","Oodes_monticola","2n","22M",10,"XY",11
"Coleoptera","Carabidae","Oodes_parallelus","2n","24M",11,"XY",12
"Coleoptera","Carabidae","Ophonus_ardosiacus","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Ophonus_azureus","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Ophonus_cordatus","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Ophonus_diffinis","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Ophonus_parallelus","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Ophonus_rufipes","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Ophonus_similis","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Ophonus_stictus","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Ophonus_subquadratus","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Orthomus_barbarus","2n","34M",16,"XY",17
"Coleoptera","Carabidae","Orthomus_expansus","2n","34M",16,"XY",17
"Coleoptera","Carabidae","Orthomus_sp","2n","34M",16,"XY",17
"Coleoptera","Carabidae","Orthomus_velocissimus_pardoi","2n","34M",16,"XY",17
"Coleoptera","Carabidae","Orthotrichus_indicus","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Oxypselaphus_obscurus","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Pamborus_alternans","2n","22M",10,"XY",11
"Coleoptera","Carabidae","Pamborus_opacus","2n","22M",10,"XY",11
"Coleoptera","Carabidae","Paranchus_albipes","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Parophonus_acutangulus","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Parophonus_hirsutulus","2n","41M",20,"XO",21
"Coleoptera","Carabidae","Pentacomia_sp.1","2n","21M",10,"XO",11
"Coleoptera","Carabidae","Percosoma_substriatum","2n","34M",16,"XY",17
"Coleoptera","Carabidae","Percus_quiraoi","2n","57M",28,"XO",29
"Coleoptera","Carabidae","Pericompsus_laetulus","2n","22M",10,"XY",11
"Coleoptera","Carabidae","Perileptus_areolatus","2n","27M",13,"XO",14
"Coleoptera","Carabidae","Phaenaulax_sp.1","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Pheropsophus_bimaculatus","2n","35M",17,"XO",18
"Coleoptera","Carabidae","Pheropsophus_catoirei","2n","27M",13,"XO",14
"Coleoptera","Carabidae","Pheropsophus_catoirei","2n","35M",17,"XO",18
"Coleoptera","Carabidae","Pheropsophus_chaudoiri","2n","35M",17,"XO",18
"Coleoptera","Carabidae","Pheropsophus_hilaris_var._sobrinus","2n","19M",9,"XO",10
"Coleoptera","Carabidae","Pheropsophus_lissoderus","2n","17M",8,"XO",9
"Coleoptera","Carabidae","Pheropsophus_occipitalis","2n","35M",17,"XO",18
"Coleoptera","Carabidae","Pheropsophus_occipitalis","2n","36M",17,"XY",18
"Coleoptera","Carabidae","Pheropsophus_verticallis","2n","29M",14,"XO",15
"Coleoptera","Carabidae","Platyderus_varians","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Platymetopus_flavilabris","2n","40M",19,"XY",20
"Coleoptera","Carabidae","Platynus_assimile","2n","27M",13,"XO",14
"Coleoptera","Carabidae","Platynus_assimile","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Platynus_chloreus","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Platynus_decentis","2n","26M",12,"NeoXY",13
"Coleoptera","Carabidae","Platynus_dorsale","2n","44M",21,"XY",22
"Coleoptera","Carabidae","Platynus_extensicolle","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Platynus_obscurus","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Platynus_ruficornis","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Platynus_variablis","2n","43M",21,"XO",22
"Coleoptera","Carabidae","Poecilus_chalcites","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Poecilus_coerulescens","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Poecilus_crenatus","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Poecilus_crenatus","2n","39M",19,"XO",20
"Coleoptera","Carabidae","Poecilus_cupreus","2n","43M",21,"XO",22
"Coleoptera","Carabidae","Poecilus_cupreus","2n","44M",21,"XY",22
"Coleoptera","Carabidae","Poecilus_decipens","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Poecilus_koyi_?","2n","29M",14,"XO",15
"Coleoptera","Carabidae","Poecilus_koyi_?","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Poecilus_kugelanni","2n","45M",22,"XO",23
"Coleoptera","Carabidae","Poecilus_lepidus","2n","31M",15,"XO",16
"Coleoptera","Carabidae","Poecilus_lucublandus","2n","27M",13,"XO",14
"Coleoptera","Carabidae","Poecilus_nitidus","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Poecilus_nitidus","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Poecilus_purpurascens","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Poecilus_quadricollis","2n","43M",21,"XO",22
"Coleoptera","Carabidae","Poecilus_sericeus","2n","32M",15,"XY",16
"Coleoptera","Carabidae","Poecilus_versicolor","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Poecilus_vicinus","2n","41M",20,"XO",21
"Coleoptera","Carabidae","Pogonus_gilvipes","2n","22M",10,"XY",11
"Coleoptera","Carabidae","Pogonus_meridiolis","2n","22M",10,"XY",11
"Coleoptera","Carabidae","Pogonus_persicus","2n","22M",10,"XY",11
"Coleoptera","Carabidae","Pogonus_testaceus","2n","22M",10,"XY",11
"Coleoptera","Carabidae","Promecoderus_mastersii","2n","47M",23,"XO",24
"Coleoptera","Carabidae","Promecoderus_sp.1","2n","45M",22,"XO",23
"Coleoptera","Carabidae","Prosopogmus_chalybeipennis","2n","35M",17,"XO",18
"Coleoptera","Carabidae","Prosopogmus_impressifrons","2n","35M",17,"XO",18
"Coleoptera","Carabidae","Prothyma_concin","2n","25M",10,"XXXXY",14
"Coleoptera","Carabidae","Prothymia_sp.1","2n","24M",10,"XXXY",13
"Coleoptera","Carabidae","Pseudochaetoera_virgintiguttata","2n","23M",10,"XXY",12
"Coleoptera","Carabidae","Pseudotetracha_australis","2n","24",11,"XY",12
"Coleoptera","Carabidae","Pseudotetracha_blackburni-1","2n","24",11,"XXY",13
"Coleoptera","Carabidae","Pseudotetracha_blackburni-2","2n","24",11,"XY",12
"Coleoptera","Carabidae","Pseudotetracha_whelani","2n","26",12,"XY",13
"Coleoptera","Carabidae","Pterophilus_brevipennis","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Pterostichus_aereipennis","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Pterostichus_aethiops","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Pterostichus_alacer","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Pterostichus_angustatus","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Pterostichus_angustatus","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Pterostichus_anthracinus","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Pterostichus_argutor_diligens","2n","30M",14,"XY",15
"Coleoptera","Carabidae","Pterostichus_aterrimus_nigerrimus","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Pterostichus_bicolor","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Pterostichus_brevipennis","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Pterostichus_cantaber","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Pterostichus_cantabricus","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Pterostichus_chyddaeus","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Pterostichus_coraci","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Pterostichus_coracinus","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Pterostichus_cristatus","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Pterostichus_cristatus_cantabricus","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Pterostichus_diligens","2n","30M",14,"XY",15
"Coleoptera","Carabidae","Pterostichus_dufouri","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Pterostichus_elongatus","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Pterostichus_flavofemoratus","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Pterostichus_ghiliani","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Pterostichus_gracile","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Pterostichus_herculaneus","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Pterostichus_insidiator","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Pterostichus_interruptus","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Pterostichus_madidus","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Pterostichus_melas","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Pterostichus_metallicus","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Pterostichus_minor","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Pterostichus_multipunctatus","2n","38M",18,"XY",19
"Coleoptera","Carabidae","Pterostichus_nemoralis","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Pterostichus_niger","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Pterostichus_nigrum","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Pterostichus_oblongopunctatus","2n","28M",13,"XY",14
"Coleoptera","Carabidae","Pterostichus_oblongopunctatus","2n","28M",13,"XY",14
"Coleoptera","Carabidae","Pterostichus_patruelis","2n","28M",13,"NeoXY",14
"Coleoptera","Carabidae","Pterostichus_patruellis","2n","28M",13,"NeoXY",14
"Coleoptera","Carabidae","Pterostichus_pidanensis_mikae","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Pterostichus_pidanensis_pidanensis","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Pterostichus_pidanensis_pidanensis","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Pterostichus_pumicatus","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Pterostichus_sp.","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Pterostichus_sp._Caucasucus","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Pterostichus_tuberculiger","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Pterostichus_verlis","2n","46M",22,"XY",23
"Coleoptera","Carabidae","Risophilus_himalayicus","2n","39M",19,"XO",20
"Coleoptera","Carabidae","Ropaloteres_cinctus","2n","27M",11,"XXXXY",15
"Coleoptera","Carabidae","Sarothrocrepis_corticalis","2n","33M",16,"XO",17
"Coleoptera","Carabidae","Sarticus_morensis","2n","45M",22,"XO",23
"Coleoptera","Carabidae","Scarites_buparius","2n","37M",17,"XXY",19
"Coleoptera","Carabidae","Scarites_buparius","2n","37M",17,"XXY",19
"Coleoptera","Carabidae","Scarites_buparius","2n","39M",18,"XXY",20
"Coleoptera","Carabidae","Scarites_eurytus","2n","45M",22,"XO",23
"Coleoptera","Carabidae","Scarites_hespericus","2n","53M",26,"XO",27
"Coleoptera","Carabidae","Scarites_inconspicuus","2n","52M",25,"XY",26
"Coleoptera","Carabidae","Scarites_indus","2n","15M",7,"XO",8
"Coleoptera","Carabidae","Scarites_indus","2n","52M",25,"XY",26
"Coleoptera","Carabidae","Scarites_laevigatus","2n","61M",30,"XO",31
"Coleoptera","Carabidae","Scarites_occidentalis","2n","41M",19,"XXY",21
"Coleoptera","Carabidae","Scarites_occidentalis","2n","41M",19,"XXY",21
"Coleoptera","Carabidae","Scarites_planus","2n","39M",19,"XO",20
"Coleoptera","Carabidae","Scarites_subterraneus","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Scarites_terricola","2n","57M",28,"XO",29
"Coleoptera","Carabidae","Siagona_dejeani","2n","45M",22,"XO",23
"Coleoptera","Carabidae","Siagona_europaea","2n","46M",22,"XY",23
"Coleoptera","Carabidae","Siagona_fabricii","2n","46M",22,"XY",23
"Coleoptera","Carabidae","Siagona_flessus","2n","44M",21,"XY",22
"Coleoptera","Carabidae","Siagona_jenissoni","2n","45M",22,"XO",23
"Coleoptera","Carabidae","Siagona_pumila","2n","46M",22,"XY",23
"Coleoptera","Carabidae","Sphallomorpha_albopicta","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Spiralia_maura","2n","22M",9,"XXXY",12
"Coleoptera","Carabidae","Stenolophus_lecontei","2n","25M",12,"XO",13
"Coleoptera","Carabidae","Stenolophus_mixtus","2n","36M",17,"XY",18
"Coleoptera","Carabidae","Stenolophus_teutonus","2n","24M",11,"XY",12
"Coleoptera","Carabidae","Stomis_pumicatus","2n","37M",18,"XO",19
