Clade,family,full_species,Genus,species,haploid
Angiosperm,Asteraceae,Cirsium_acaulon,Cirsium,acaulon,17
Angiosperm,Asteraceae,Cirsium_acrolepis,Cirsium,acrolepis,17
Angiosperm,Asteraceae,Cirsium_aduncum,Cirsium,aduncum,16
Angiosperm,Asteraceae,Cirsium_aidzuense,Cirsium,aidzuense,17
Angiosperm,Asteraceae,Cirsium_alpicola,Cirsium,alpicola,51
Angiosperm,Asteraceae,Cirsium_alsophilum,Cirsium,alsophilum,17
Angiosperm,Asteraceae,Cirsium_altissimum,Cirsium,altissimum,2
Angiosperm,Asteraceae,Cirsium_amplexifolium,Cirsium,amplexifolium,17
Angiosperm,Asteraceae,Cirsium_andersonii,Cirsium,andersonii,16
Angiosperm,Asteraceae,Cirsium_aomorense,Cirsium,aomorense,17
Angiosperm,Asteraceae,Cirsium_arcense,Cirsium,arcense,17
Angiosperm,Asteraceae,Cirsium_argyracanthum,Cirsium,argyracanthum,17
Angiosperm,Asteraceae,Cirsium_arizonicum,Cirsium,arizonicum,15
Angiosperm,Asteraceae,Cirsium_arvense,Cirsium,arvense,17
Angiosperm,Asteraceae,Cirsium_bitchuense,Cirsium,bitchuense,34
Angiosperm,Asteraceae,Cirsium_bracteosum,Cirsium,bracteosum,17
Angiosperm,Asteraceae,Cirsium_brevifolium,Cirsium,brevifolium,11
Angiosperm,Asteraceae,Cirsium_buergeri,Cirsium,buergeri,17
Angiosperm,Asteraceae,Cirsium_bulgaricum,Cirsium,bulgaricum,17
Angiosperm,Asteraceae,Cirsium_canum,Cirsium,canum,17
Angiosperm,Asteraceae,Cirsium_carolinianum,Cirsium,carolinianum,10
Angiosperm,Asteraceae,Cirsium_chokaiense,Cirsium,chokaiense,17
Angiosperm,Asteraceae,Cirsium_chrysacanthum,Cirsium,chrysacanthum,17
Angiosperm,Asteraceae,Cirsium_clavatum,Cirsium,clavatum,17
Angiosperm,Asteraceae,Cirsium_confertissimum,Cirsium,confertissimum,34
Angiosperm,Asteraceae,Cirsium_congestissimum,Cirsium,congestissimum,17
Angiosperm,Asteraceae,Cirsium_dipsacolepis,Cirsium,dipsacolepis,17
Angiosperm,Asteraceae,Cirsium_durangense,Cirsium,durangense,15
Angiosperm,Asteraceae,Cirsium_eatonii,Cirsium,eatonii,16
Angiosperm,Asteraceae,Cirsium_echinus,Cirsium,echinus,4
Angiosperm,Asteraceae,Cirsium_ehrenbergii,Cirsium,ehrenbergii,18
Angiosperm,Asteraceae,Cirsium_erisithales,Cirsium,erisithales,17
Angiosperm,Asteraceae,Cirsium_flodmanii,Cirsium,flodmanii,2
Angiosperm,Asteraceae,Cirsium_foliosum,Cirsium,foliosum,17
Angiosperm,Asteraceae,Cirsium_glabrum,Cirsium,glabrum,17
Angiosperm,Asteraceae,Cirsium_griffithii,Cirsium,griffithii,34
Angiosperm,Asteraceae,Cirsium_hachijoense,Cirsium,hachijoense,34
Angiosperm,Asteraceae,Cirsium_heiianum,Cirsium,heiianum,17
Angiosperm,Asteraceae,Cirsium_helenioides,Cirsium,helenioides,17
Angiosperm,Asteraceae,Cirsium_heterophyllum,Cirsium,heterophyllum,17
Angiosperm,Asteraceae,Cirsium_horridulum,Cirsium,horridulum,16
Angiosperm,Asteraceae,Cirsium_hygrophilum,Cirsium,hygrophilum,16
Angiosperm,Asteraceae,Cirsium_inundatum,Cirsium,inundatum,51
Angiosperm,Asteraceae,Cirsium_japonicum,Cirsium,japonicum,17
Angiosperm,Asteraceae,Cirsium_jorullense,Cirsium,jorullense,17
Angiosperm,Asteraceae,Cirsium_kagamontanum,Cirsium,kagamontanum,17
Angiosperm,Asteraceae,Cirsium_kamtschaticum,Cirsium,kamtschaticum,17
Angiosperm,Asteraceae,Cirsium_komarovii,Cirsium,komarovii,17
Angiosperm,Asteraceae,Cirsium_lecontei,Cirsium,lecontei,17
Angiosperm,Asteraceae,Cirsium_leucocephalum,Cirsium,leucocephalum,34
Angiosperm,Asteraceae,Cirsium_libanoticum,Cirsium,libanoticum,6
Angiosperm,Asteraceae,Cirsium_lucens,Cirsium,lucens,17
Angiosperm,Asteraceae,Cirsium_luzoniense,Cirsium,luzoniense,17
Angiosperm,Asteraceae,Cirsium_maritimum,Cirsium,maritimum,17
Angiosperm,Asteraceae,Cirsium_mirabile,Cirsium,mirabile,34
Angiosperm,Asteraceae,Cirsium_morinifolium,Cirsium,morinifolium,17
Angiosperm,Asteraceae,Cirsium_muticum,Cirsium,muticum,10
Angiosperm,Asteraceae,Cirsium_neomexicanum,Cirsium,neomexicanum,15
Angiosperm,Asteraceae,Cirsium_nipponicum,Cirsium,nipponicum,34
Angiosperm,Asteraceae,Cirsium_nivale,Cirsium,nivale,17
Angiosperm,Asteraceae,Cirsium_obvallatum,Cirsium,obvallatum,17
Angiosperm,Asteraceae,Cirsium_occidentale,Cirsium,occidentale,15
Angiosperm,Asteraceae,Cirsium_ochrocentrum,Cirsium,ochrocentrum,17
Angiosperm,Asteraceae,Cirsium_oleraceum,Cirsium,oleraceum,17
Angiosperm,Asteraceae,Cirsium_oligophyllum,Cirsium,oligophyllum,17
Angiosperm,Asteraceae,Cirsium_osseticum,Cirsium,osseticum,17
Angiosperm,Asteraceae,Cirsium_palustre,Cirsium,palustre,17
Angiosperm,Asteraceae,Cirsium_pannonicum,Cirsium,pannonicum,17
Angiosperm,Asteraceae,Cirsium_pascuarense,Cirsium,pascuarense,16
Angiosperm,Asteraceae,Cirsium_pendulum,Cirsium,pendulum,17
Angiosperm,Asteraceae,Cirsium_pitcheri,Cirsium,pitcheri,17
Angiosperm,Asteraceae,Cirsium_pulcherrimum,Cirsium,pulcherrimum,17
Angiosperm,Asteraceae,Cirsium_purpuratum,Cirsium,purpuratum,17
Angiosperm,Asteraceae,Cirsium_pyrenaicum,Cirsium,pyrenaicum,17
Angiosperm,Asteraceae,Cirsium_rivulare,Cirsium,rivulare,17
Angiosperm,Asteraceae,Cirsium_scariosum,Cirsium,scariosum,17
Angiosperm,Asteraceae,Cirsium_schantarense,Cirsium,schantarense,17
Angiosperm,Asteraceae,Cirsium_sorocephalum,Cirsium,sorocephalum,6
Angiosperm,Asteraceae,Cirsium_spectabile,Cirsium,spectabile,14
Angiosperm,Asteraceae,Cirsium_spinosissimum,Cirsium,spinosissimum,17
Angiosperm,Asteraceae,Cirsium_strigosum,Cirsium,strigosum,9
Angiosperm,Asteraceae,Cirsium_subcoriaceum,Cirsium,subcoriaceum,17
Angiosperm,Asteraceae,Cirsium_suffultum,Cirsium,suffultum,34
Angiosperm,Asteraceae,Cirsium_suzukaense,Cirsium,suzukaense,17
Angiosperm,Asteraceae,Cirsium_tenue,Cirsium,tenue,17
Angiosperm,Asteraceae,Cirsium_tenuipedunculatum,Cirsium,tenuipedunculatum,17
Angiosperm,Asteraceae,Cirsium_tenuisquamatum,Cirsium,tenuisquamatum,17
Angiosperm,Asteraceae,Cirsium_texanum,Cirsium,texanum,11
Angiosperm,Asteraceae,Cirsium_tuberosum,Cirsium,tuberosum,17
Angiosperm,Asteraceae,Cirsium_turkestanicum,Cirsium,turkestanicum,17
Angiosperm,Asteraceae,Cirsium_ugoense,Cirsium,ugoense,17
Angiosperm,Asteraceae,Cirsium_undulatum,Cirsium,undulatum,13
Angiosperm,Asteraceae,Cirsium_velatum,Cirsium,velatum,16
Angiosperm,Asteraceae,Cirsium_waldsteinii,Cirsium,waldsteinii,34
Angiosperm,Asteraceae,Cirsium_wallichii,Cirsium,wallichii,17
Angiosperm,Asteraceae,Cirsium_yezoense,Cirsium,yezoense,17
Angiosperm,Asteraceae,Cladanthus_arabicus,Cladanthus,arabicus,9
Angiosperm,Asteraceae,Cladanthus_mixtus,Cladanthus,mixtus,9
Angiosperm,Asteraceae,Cladanthus_scariosus,Cladanthus,scariosus,9
Angiosperm,Asteraceae,Clappia_suaedaefolia,Clappia,suaedaefolia,16
Angiosperm,Asteraceae,Clappia_suaedifolia,Clappia,suaedifolia,16
Angiosperm,Asteraceae,Clibadium_trianae,Clibadium,trianae,16
Angiosperm,Asteraceae,Clibadium_anceps,Clibadium,anceps,16
Angiosperm,Asteraceae,Clibadium_arboreum,Clibadium,arboreum,16
Angiosperm,Asteraceae,Clibadium_armanii,Clibadium,armanii,16
Angiosperm,Asteraceae,Clibadium_cordatum,Clibadium,cordatum,16
Angiosperm,Asteraceae,Clibadium_eggersii,Clibadium,eggersii,16
Angiosperm,Asteraceae,Clibadium_erosum,Clibadium,erosum,16
Angiosperm,Asteraceae,Clibadium_glabrescens,Clibadium,glabrescens,16
Angiosperm,Asteraceae,Clibadium_glomeratum,Clibadium,glomeratum,16
Angiosperm,Asteraceae,Clibadium_grandifolium,Clibadium,grandifolium,16
Angiosperm,Asteraceae,Clibadium_laxum,Clibadium,laxum,16
Angiosperm,Asteraceae,Clibadium_leiocarpum,Clibadium,leiocarpum,16
Angiosperm,Asteraceae,Clibadium_microcephalum,Clibadium,microcephalum,16
Angiosperm,Asteraceae,Clibadium_pentaneuron,Clibadium,pentaneuron,16
Angiosperm,Asteraceae,Clibadium_rhytidophyllum,Clibadium,rhytidophyllum,16
Angiosperm,Asteraceae,Clibadium_surinamense,Clibadium,surinamense,16
Angiosperm,Asteraceae,Coespeletia_moritziana,Coespeletia,moritziana,19
Angiosperm,Asteraceae,Coespeletia_thyrsiformis,Coespeletia,thyrsiformis,19
Angiosperm,Asteraceae,Coespeletia_timotensis,Coespeletia,timotensis,19
Angiosperm,Asteraceae,Coleostephus_multicaulis,Coleostephus,multicaulis,9
Angiosperm,Asteraceae,Coleostephus_myconis,Coleostephus,myconis,9
Angiosperm,Asteraceae,Columbiadoria_hallii,Columbiadoria,hallii,9
Angiosperm,Asteraceae,Comaclinium_montanum,Comaclinium,montanum,13
Angiosperm,Asteraceae,Condylidium_iresinoides,Condylidium,iresinoides,10
Angiosperm,Asteraceae,Conocliniopsis_prasiifolia,Conocliniopsis,prasiifolia,10
Angiosperm,Asteraceae,Conoclinium_betonicifolium,Conoclinium,betonicifolium,10
Angiosperm,Asteraceae,Conoclinium_coelestinum,Conoclinium,coelestinum,10
Angiosperm,Asteraceae,Conoclinium_greggii,Conoclinium,greggii,10
Angiosperm,Asteraceae,Constancea_nevinii,Constancea,nevinii,19
Angiosperm,Asteraceae,Conyza_japonica,Conyza,japonica,9
Angiosperm,Asteraceae,Conyza_uliginosa,Conyza,uliginosa,27
Angiosperm,Asteraceae,Conyza_popayanensis,Conyza,popayanensis,27
Angiosperm,Asteraceae,Conyza_coronopifolia,Conyza,coronopifolia,9
Angiosperm,Asteraceae,Conyza_schiedeana,Conyza,schiedeana,9
Angiosperm,Asteraceae,Conyza_ramosissima,Conyza,ramosissima,5
Angiosperm,Asteraceae,Conyza_laevigata,Conyza,laevigata,27
Angiosperm,Asteraceae,Conyza_pinnata,Conyza,pinnata,9
Angiosperm,Asteraceae,Conyza_burkartii,Conyza,burkartii,18
Angiosperm,Asteraceae,Conyza_cardaminifolia,Conyza,cardaminifolia,36
Angiosperm,Asteraceae,Conyza_filaginoides,Conyza,filaginoides,9
Angiosperm,Asteraceae,Conyza_garnieri,Conyza,garnieri,9
Angiosperm,Asteraceae,Conyza_gnaphalioides,Conyza,gnaphalioides,9
Angiosperm,Asteraceae,Conyza_leucantha,Conyza,leucantha,9
Angiosperm,Asteraceae,Conyza_newii,Conyza,newii,9
Angiosperm,Asteraceae,Conyza_podocephala,Conyza,podocephala,9
Angiosperm,Asteraceae,Conyza_pyrrhopappa,Conyza,pyrrhopappa,18
Angiosperm,Asteraceae,Conyza_sonariensis,Conyza,sonariensis,27
Angiosperm,Asteraceae,Conyza_steudelii,Conyza,steudelii,9
Angiosperm,Asteraceae,Conyza_subscaposa,Conyza,subscaposa,9
Angiosperm,Asteraceae,Conyza_sumatrensis,Conyza,sumatrensis,27
Angiosperm,Asteraceae,Conyza_trihecatactis,Conyza,trihecatactis,27
Angiosperm,Asteraceae,Conyza_welwitschii,Conyza,welwitschii,9
Angiosperm,Asteraceae,Coreocarpus_arizonicus,Coreocarpus,arizonicus,12
Angiosperm,Asteraceae,Coreocarpus_congregatus,Coreocarpus,congregatus,9
Angiosperm,Asteraceae,Coreocarpus_dissectus,Coreocarpus,dissectus,12
Angiosperm,Asteraceae,Coreocarpus_insularis,Coreocarpus,insularis,11
Angiosperm,Asteraceae,Coreocarpus_involutus,Coreocarpus,involutus,12
Angiosperm,Asteraceae,Coreocarpus_parthenioides,Coreocarpus,parthenioides,12
Angiosperm,Asteraceae,Coreocarpus_sonoranus,Coreocarpus,sonoranus,12
Angiosperm,Asteraceae,Coreopsis_pubescens,Coreopsis,pubescens,13
Angiosperm,Asteraceae,Coreopsis_maritima,Coreopsis,maritima,12
Angiosperm,Asteraceae,Coreopsis_grandiflora,Coreopsis,grandiflora,13
Angiosperm,Asteraceae,Coreopsis_latifolia,Coreopsis,latifolia,13
Angiosperm,Asteraceae,Coreopsis_integrifolia,Coreopsis,integrifolia,13
Angiosperm,Asteraceae,Coreopsis_intermedia,Coreopsis,intermedia,13
Angiosperm,Asteraceae,Coreopsis_venusta,Coreopsis,venusta,13
Angiosperm,Asteraceae,Coreopsis_lanceolata,Coreopsis,lanceolata,13
Angiosperm,Asteraceae,Coreopsis_bigelovii,Coreopsis,bigelovii,12
Angiosperm,Asteraceae,Coreopsis_californica,Coreopsis,californica,12
Angiosperm,Asteraceae,Coreopsis_paludosa,Coreopsis,paludosa,12
Angiosperm,Asteraceae,Coreopsis_douglasii,Coreopsis,douglasii,12
Angiosperm,Asteraceae,Coreopsis_rosea,Coreopsis,rosea,13
Angiosperm,Asteraceae,Coreopsis_nudata,Coreopsis,nudata,13
Angiosperm,Asteraceae,Coreopsis_verticillata,Coreopsis,verticillata,13
Angiosperm,Asteraceae,Coreopsis_drummondii,Coreopsis,drummondii,13
Angiosperm,Asteraceae,Coreopsis_major,Coreopsis,major,13
Angiosperm,Asteraceae,Coreopsis_auriculata,Coreopsis,auriculata,10
Angiosperm,Asteraceae,Coreopsis_basalis,Coreopsis,basalis,13
Angiosperm,Asteraceae,Coreopsis_calliopsidea,Coreopsis,calliopsidea,12
Angiosperm,Asteraceae,Coreopsis_capillacea,Coreopsis,capillacea,13
Angiosperm,Asteraceae,Coreopsis_cyclocarpa,Coreopsis,cyclocarpa,12
Angiosperm,Asteraceae,Coreopsis_delphiniifolia,Coreopsis,delphiniifolia,39
Angiosperm,Asteraceae,Coreopsis_fasciculata,Coreopsis,fasciculata,26
Angiosperm,Asteraceae,Coreopsis_gigantea,Coreopsis,gigantea,12
Angiosperm,Asteraceae,Coreopsis_gladiata,Coreopsis,gladiata,13
Angiosperm,Asteraceae,Coreopsis_hamiltonii,Coreopsis,hamiltonii,12
Angiosperm,Asteraceae,Coreopsis_leavenworthii,Coreopsis,leavenworthii,12
Angiosperm,Asteraceae,Coreopsis_maysillesii,Coreopsis,maysillesii,12
Angiosperm,Asteraceae,Coreopsis_mcvaughii,Coreopsis,mcvaughii,13
Angiosperm,Asteraceae,Coreopsis_microlepis,Coreopsis,microlepis,13
Angiosperm,Asteraceae,Coreopsis_mutica,Coreopsis,mutica,24
Angiosperm,Asteraceae,Coreopsis_nuecensis,Coreopsis,nuecensis,9
Angiosperm,Asteraceae,Coreopsis_oblanceolata,Coreopsis,oblanceolata,13
Angiosperm,Asteraceae,Coreopsis_palmata,Coreopsis,palmata,13
Angiosperm,Asteraceae,Coreopsis_petrophila,Coreopsis,petrophila,12
Angiosperm,Asteraceae,Coreopsis_petrophiloides,Coreopsis,petrophiloides,26
Angiosperm,Asteraceae,Coreopsis_pickeringii,Coreopsis,pickeringii,23
Angiosperm,Asteraceae,Coreopsis_pulchra,Coreopsis,pulchra,13
Angiosperm,Asteraceae,Coreopsis_senaria,Coreopsis,senaria,13
Angiosperm,Asteraceae,Coreopsis_stillmanii,Coreopsis,stillmanii,12
Angiosperm,Asteraceae,Coreopsis_tinctoria,Coreopsis,tinctoria,12
Angiosperm,Asteraceae,Coreopsis_tripteris,Coreopsis,tripteris,13
Angiosperm,Asteraceae,Coreopsis_woytkowskii,Coreopsis,woytkowskii,10
Angiosperm,Asteraceae,Corethrogyne_filaginifolia,Corethrogyne,filaginifolia,5
Angiosperm,Asteraceae,Coronidium_oxylepis,Coronidium,oxylepis,14
Angiosperm,Asteraceae,Coronidium_scorpioides,Coronidium,scorpioides,24
Angiosperm,Asteraceae,Cosmos_pringlei,Cosmos,pringlei,43
Angiosperm,Asteraceae,Cosmos_palmeri,Cosmos,palmeri,17
Angiosperm,Asteraceae,Cosmos_schaffneri,Cosmos,schaffneri,12
Angiosperm,Asteraceae,Cosmos_modestus,Cosmos,modestus,12
Angiosperm,Asteraceae,Cosmos_mcvaughii,Cosmos,mcvaughii,12
Angiosperm,Asteraceae,Cosmos_atrosanguineus,Cosmos,atrosanguineus,24
Angiosperm,Asteraceae,Cosmos_bipinnatus,Cosmos,bipinnatus,12
Angiosperm,Asteraceae,Cosmos_carvifolius,Cosmos,carvifolius,11
Angiosperm,Asteraceae,Cosmos_caudatus,Cosmos,caudatus,24
Angiosperm,Asteraceae,Cosmos_concolor,Cosmos,concolor,36
Angiosperm,Asteraceae,Cosmos_crithmifolius,Cosmos,crithmifolius,33
Angiosperm,Asteraceae,Cosmos_deficiens,Cosmos,deficiens,12
Angiosperm,Asteraceae,Cosmos_diversifolius,Cosmos,diversifolius,12
Angiosperm,Asteraceae,Cosmos_intercedens,Cosmos,intercedens,11
Angiosperm,Asteraceae,Cosmos_jaliscensis,Cosmos,jaliscensis,24
Angiosperm,Asteraceae,Cosmos_juxtlahuacensis,Cosmos,juxtlahuacensis,13
Angiosperm,Asteraceae,Cosmos_landii,Cosmos,landii,22
Angiosperm,Asteraceae,Cosmos_linearifolius,Cosmos,linearifolius,11
Angiosperm,Asteraceae,Cosmos_montanus,Cosmos,montanus,12
Angiosperm,Asteraceae,Cosmos_ochroleucoflorus,Cosmos,ochroleucoflorus,22
Angiosperm,Asteraceae,Cosmos_pacificus,Cosmos,pacificus,12
Angiosperm,Asteraceae,Cosmos_parviflorus,Cosmos,parviflorus,12
Angiosperm,Asteraceae,Cosmos_peucedanifolius,Cosmos,peucedanifolius,12
Angiosperm,Asteraceae,Cosmos_purpureus,Cosmos,purpureus,24
Angiosperm,Asteraceae,Cosmos_scabiosoides,Cosmos,scabiosoides,12
Angiosperm,Asteraceae,Cosmos_sessilis,Cosmos,sessilis,12
Angiosperm,Asteraceae,Cosmos_sherffii,Cosmos,sherffii,12
Angiosperm,Asteraceae,Cosmos_sulphureus,Cosmos,sulphureus,12
Angiosperm,Asteraceae,Cota_altissima,Cota,altissima,9
Angiosperm,Asteraceae,Cota_austriaca,Cota,austriaca,9
Angiosperm,Asteraceae,Cota_tinctoria,Cota,tinctoria,9
Angiosperm,Asteraceae,Cotula_anthemoides,Cotula,anthemoides,10
Angiosperm,Asteraceae,Cotula_coronopifolia,Cotula,coronopifolia,10
Angiosperm,Asteraceae,Cotula_turbinata,Cotula,turbinata,8
Angiosperm,Asteraceae,Cotula_australis,Cotula,australis,18
Angiosperm,Asteraceae,Cotula_cotuloides,Cotula,cotuloides,18
Angiosperm,Asteraceae,Cotula_hemisphaerica,Cotula,hemisphaerica,10
Angiosperm,Asteraceae,Cotula_membranifolia,Cotula,membranifolia,26
Angiosperm,Asteraceae,Cousinia_tenuifolia,Cousinia,tenuifolia,3
Angiosperm,Asteraceae,Cousinia_microcephala,Cousinia,microcephala,6
Angiosperm,Asteraceae,Cousinia_gracilis,Cousinia,gracilis,13
Angiosperm,Asteraceae,Cousinia_elata,Cousinia,elata,13
Angiosperm,Asteraceae,Cousinia_gmelini,Cousinia,gmelini,12
Angiosperm,Asteraceae,Cousinia_kotschyi,Cousinia,kotschyi,12
Angiosperm,Asteraceae,Cousinia_sagittata,Cousinia,sagittata,12
Angiosperm,Asteraceae,Cousinia_candolleana,Cousinia,candolleana,9
Angiosperm,Asteraceae,Cousinia_decipiens,Cousinia,decipiens,13
Angiosperm,Asteraceae,Cousinia_discolor,Cousinia,discolor,13
Angiosperm,Asteraceae,Cousinia_microcarpa,Cousinia,microcarpa,10
Angiosperm,Asteraceae,Cousinia_cylindracea,Cousinia,cylindracea,13
Angiosperm,Asteraceae,Cousinia_verbascifolia,Cousinia,verbascifolia,12
Angiosperm,Asteraceae,Cousinia_gaubae,Cousinia,gaubae,13
Angiosperm,Asteraceae,Cousinia_irritans,Cousinia,irritans,13
Angiosperm,Asteraceae,Cousinia_sphaerocephala,Cousinia,sphaerocephala,13
Angiosperm,Asteraceae,Cousinia_congesta,Cousinia,congesta,12
Angiosperm,Asteraceae,Cousinia_concolor,Cousinia,concolor,13
Angiosperm,Asteraceae,Cousinia_adenostegia,Cousinia,adenostegia,13
Angiosperm,Asteraceae,Cousinia_aggregata,Cousinia,aggregata,13
Angiosperm,Asteraceae,Cousinia_aitchisonii,Cousinia,aitchisonii,13
Angiosperm,Asteraceae,Cousinia_alexeenkoana,Cousinia,alexeenkoana,13
Angiosperm,Asteraceae,Cousinia_araneosa,Cousinia,araneosa,12
Angiosperm,Asteraceae,Cousinia_archibaldii,Cousinia,archibaldii,13
Angiosperm,Asteraceae,Cousinia_arctotidifolia,Cousinia,arctotidifolia,12
Angiosperm,Asteraceae,Cousinia_assyriaca,Cousinia,assyriaca,13
Angiosperm,Asteraceae,Cousinia_bachtiarica,Cousinia,bachtiarica,13
Angiosperm,Asteraceae,Cousinia_barbeyi,Cousinia,barbeyi,12
Angiosperm,Asteraceae,Cousinia_behboudiana,Cousinia,behboudiana,12
Angiosperm,Asteraceae,Cousinia_belangeri,Cousinia,belangeri,13
Angiosperm,Asteraceae,Cousinia_bijarensis,Cousinia,bijarensis,13
Angiosperm,Asteraceae,Cousinia_calocephala,Cousinia,calocephala,12
Angiosperm,Asteraceae,Cousinia_calolepis,Cousinia,calolepis,13
Angiosperm,Asteraceae,Cousinia_chamaepeuce,Cousinia,chamaepeuce,13
Angiosperm,Asteraceae,Cousinia_chlorosphaera,Cousinia,chlorosphaera,12
Angiosperm,Asteraceae,Cousinia_commutata,Cousinia,commutata,13
Angiosperm,Asteraceae,Cousinia_concinna,Cousinia,concinna,12
Angiosperm,Asteraceae,Cousinia_crispa,Cousinia,crispa,12
Angiosperm,Asteraceae,Cousinia_cymbolepis,Cousinia,cymbolepis,12
Angiosperm,Asteraceae,Cousinia_elburzensis,Cousinia,elburzensis,12
Angiosperm,Asteraceae,Cousinia_eryngioides,Cousinia,eryngioides,11
Angiosperm,Asteraceae,Cousinia_esfandiarii,Cousinia,esfandiarii,13
Angiosperm,Asteraceae,Cousinia_farsistanica,Cousinia,farsistanica,12
Angiosperm,Asteraceae,Cousinia_glaucopsis,Cousinia,glaucopsis,13
Angiosperm,Asteraceae,Cousinia_hamadanensis,Cousinia,hamadanensis,12
Angiosperm,Asteraceae,Cousinia_harazensis,Cousinia,harazensis,13
Angiosperm,Asteraceae,Cousinia_heliantha,Cousinia,heliantha,13
Angiosperm,Asteraceae,Cousinia_hypoleuca,Cousinia,hypoleuca,13
Angiosperm,Asteraceae,Cousinia_hypopolia,Cousinia,hypopolia,13
Angiosperm,Asteraceae,Cousinia_iranica,Cousinia,iranica,12
Angiosperm,Asteraceae,Cousinia_keredjensis,Cousinia,keredjensis,12
Angiosperm,Asteraceae,Cousinia_khorramabadensis,Cousinia,khorramabadensis,12
Angiosperm,Asteraceae,Cousinia_lactiflora,Cousinia,lactiflora,12
Angiosperm,Asteraceae,Cousinia_lasiandra,Cousinia,lasiandra,13
Angiosperm,Asteraceae,Cousinia_leptolepis,Cousinia,leptolepis,13
Angiosperm,Asteraceae,Cousinia_lucida,Cousinia,lucida,13
Angiosperm,Asteraceae,Cousinia_meshhedensis,Cousinia,meshhedensis,13
Angiosperm,Asteraceae,Cousinia_multiloba,Cousinia,multiloba,13
Angiosperm,Asteraceae,Cousinia_nekarmanica,Cousinia,nekarmanica,13
Angiosperm,Asteraceae,Cousinia_odontolepis,Cousinia,odontolepis,12
Angiosperm,Asteraceae,Cousinia_oligocephala,Cousinia,oligocephala,13
Angiosperm,Asteraceae,Cousinia_onopordioides,Cousinia,onopordioides,12
Angiosperm,Asteraceae,Cousinia_pergamacea,Cousinia,pergamacea,12
Angiosperm,Asteraceae,Cousinia_phyllocephala,Cousinia,phyllocephala,12
Angiosperm,Asteraceae,Cousinia_pichleriana,Cousinia,pichleriana,12
Angiosperm,Asteraceae,Cousinia_pinarocephala,Cousinia,pinarocephala,12
Angiosperm,Asteraceae,Cousinia_piptocephala,Cousinia,piptocephala,12
Angiosperm,Asteraceae,Cousinia_platyptera,Cousinia,platyptera,13
Angiosperm,Asteraceae,Cousinia_prasina,Cousinia,prasina,13
Angiosperm,Asteraceae,Cousinia_prolifera,Cousinia,prolifera,10
Angiosperm,Asteraceae,Cousinia_pterocaulos,Cousinia,pterocaulos,12
Angiosperm,Asteraceae,Cousinia_raphiostegia,Cousinia,raphiostegia,13
Angiosperm,Asteraceae,Cousinia_recurvata,Cousinia,recurvata,12
Angiosperm,Asteraceae,Cousinia_renominata,Cousinia,renominata,11
Angiosperm,Asteraceae,Cousinia_sheidaii,Cousinia,sheidaii,13
Angiosperm,Asteraceae,Cousinia_stahliana,Cousinia,stahliana,13
Angiosperm,Asteraceae,Cousinia_stocksii,Cousinia,stocksii,12
Angiosperm,Asteraceae,Cousinia_straussii,Cousinia,straussii,12
Angiosperm,Asteraceae,Cousinia_tabrisiana,Cousinia,tabrisiana,10
Angiosperm,Asteraceae,Cousinia_tenuiramula,Cousinia,tenuiramula,13
Angiosperm,Asteraceae,Cousinia_thamnodes,Cousinia,thamnodes,13
Angiosperm,Asteraceae,Cousinia_trachylepis,Cousinia,trachylepis,13
Angiosperm,Asteraceae,Cousinia_trachyphyllaria,Cousinia,trachyphyllaria,13
Angiosperm,Asteraceae,Cousinia_urumiensis,Cousinia,urumiensis,4
Angiosperm,Asteraceae,Cousinia_wilhelminae,Cousinia,wilhelminae,12
Angiosperm,Asteraceae,Cousinia_xiphiolepis,Cousinia,xiphiolepis,13
Angiosperm,Asteraceae,Cousinia_zardkuhensis,Cousinia,zardkuhensis,12
Angiosperm,Asteraceae,Craspedia_glauca,Craspedia,glauca,44
Angiosperm,Asteraceae,Craspedia_uniflora,Craspedia,uniflora,70
Angiosperm,Asteraceae,Crassocephalum_vitellinum,Crassocephalum,vitellinum,10
Angiosperm,Asteraceae,Crassocephalum_bougheyanum,Crassocephalum,bougheyanum,12
Angiosperm,Asteraceae,Crassocephalum_crepidioides,Crassocephalum,crepidioides,20
Angiosperm,Asteraceae,Crassocephalum_montuosum,Crassocephalum,montuosum,10
Angiosperm,Asteraceae,Crassocephalum_rubens,Crassocephalum,rubens,10
Angiosperm,Asteraceae,Cremanthodium_reniforme,Cremanthodium,reniforme,29
Angiosperm,Asteraceae,Crepidiastrum_platyphyllum,Crepidiastrum,platyphyllum,5
Angiosperm,Asteraceae,Crepidiastrum_akagii,Crepidiastrum,akagii,5
Angiosperm,Asteraceae,Crepidiastrum_chelidoniifolium,Crepidiastrum,chelidoniifolium,5
Angiosperm,Asteraceae,Crepidiastrum_denticulatum,Crepidiastrum,denticulatum,5
Angiosperm,Asteraceae,Crepidiastrum_keiskeanum,Crepidiastrum,keiskeanum,5
Angiosperm,Asteraceae,Crepidiastrum_lanceolatum,Crepidiastrum,lanceolatum,5
Angiosperm,Asteraceae,Crepidiastrum_saxatile,Crepidiastrum,saxatile,5
Angiosperm,Asteraceae,Crepidiastrum_sonchifolium,Crepidiastrum,sonchifolium,5
Angiosperm,Asteraceae,Crepidifolium_tenuifolium,Crepidifolium,tenuifolium,5
Angiosperm,Asteraceae,Crepis_alpina,Crepis,alpina,5
