"class","order","family","species","haploid"
"Actinopteri","Siluriformes","Callichthyidae","corydoras sodalis","37"
"Actinopteri","Siluriformes","Loricariidae","hypostomus aff","37"
"Actinopteri","Siluriformes","Loricariidae","hypostomus aff","37"
"Actinopteri","Siluriformes","Loricariidae","hypostomus albopunctatus","37"
"Actinopteri","Siluriformes","Loricariidae","hypostomus paulinus","38"
"Actinopteri","Siluriformes","Loricariidae","hypostomus aff","38"
"Actinopteri","Siluriformes","Loricariidae","hypostomus nigromaculatus","38"
"Actinopteri","Siluriformes","Loricariidae","hypostomus topavae","40"
"Actinopteri","Siluriformes","Loricariidae","hypostomus iheringii","40"
"Actinopteri","Siluriformes","Siluridae","wallago attu","43"
"Actinopteri","Siluriformes","Callichthyidae","brochis britskii","45"
"Actinopteri","Siluriformes","Callichthyidae","corydoras britskii","45"
"Actinopteri","Siluriformes","Callichthyidae","brochis splendens","50"
"Actinopteri","Siluriformes","Clariidae","clarias batrachus","52"
